registro_id,grupo_asignado,fecha_asignacion
EXP075-000821,A,2024-10-12
EXP075-000822,B,2024-10-12
EXP075-000823,A,2024-10-13
EXP075-000824,A,2024-10-13
EXP075-000825,B,2024-10-13
EXP075-000826,A,2024-10-14
EXP075-000827,B,2024-10-14
EXP075-000828,A,2024-10-14
EXP075-000829,B,2024-10-15
EXP075-000830,A,2024-10-15
EXP075-000831,A,2024-10-15
EXP075-000832,B,2024-10-16
EXP075-000833,A,2024-10-16
EXP075-000834,B,2024-10-16
EXP075-000835,A,2024-10-17
EXP075-000836,B,2024-10-17
EXP075-000837,B,2024-10-18
EXP075-000838,B,2024-10-18
EXP075-000839,B,2024-10-18
EXP075-000840,B,2024-10-19
EXP075-000841,A,2024-10-19
EXP075-000842,A,2024-10-19
EXP075-000843,B,2024-10-20
EXP075-000844,A,2024-10-20
EXP075-000845,A,2024-10-20
EXP075-000846,A,2024-10-21
EXP075-000847,A,2024-10-21
EXP075-000848,B,2024-10-21
EXP075-000849,B,2024-10-22
EXP075-000850,A,2024-10-22
EXP075-000851,B,2024-10-22
EXP075-000852,A,2024-10-23
EXP075-000853,B,2024-10-23
EXP075-000854,A,2024-10-23
EXP075-000855,B,2024-10-24
EXP075-000856,A,2024-10-24
EXP075-000857,B,2024-10-24
EXP075-000858,B,2024-10-25
EXP075-000859,A,2024-10-25
EXP075-000860,B,2024-10-26
EXP075-000861,B,2024-10-26
EXP075-000862,A,2024-10-26
EXP075-000863,A,2024-10-27
EXP075-000864,A,2024-10-27
EXP075-000865,A,2024-10-27
EXP075-000866,B,2024-10-28
EXP075-000867,B,2024-10-28
EXP075-000868,B,2024-10-28
EXP075-000869,B,2024-10-29
EXP075-000870,A,2024-10-29
EXP075-000871,A,2024-10-29
EXP075-000872,A,2024-10-30
EXP075-000873,B,2024-10-30
EXP075-000874,B,2024-10-30
EXP075-000875,B,2024-10-31
EXP075-000876,B,2024-10-31
EXP075-000877,B,2024-10-31
EXP075-000878,B,2024-11-01
EXP075-000879,B,2024-11-01
EXP075-000880,B,2024-11-01
EXP075-000881,A,2024-11-02
EXP075-000882,B,2024-11-02
EXP075-000883,B,2024-11-03
EXP075-000884,B,2024-11-03
EXP075-000885,A,2024-11-03
EXP075-000886,B,2024-11-04
EXP075-000887,B,2024-11-04
EXP075-000888,A,2024-11-04
EXP075-000889,B,2024-11-05
EXP075-000890,B,2024-11-05
EXP075-000891,B,2024-11-05
EXP075-000892,B,2024-11-06
EXP075-000893,B,2024-11-06
EXP075-000894,A,2024-11-06
EXP075-000895,A,2024-11-07
EXP075-000896,B,2024-11-07
EXP075-000897,A,2024-11-07
EXP075-000898,B,2024-11-08
EXP075-000899,B,2024-11-08
EXP075-000900,B,2024-11-08
EXP075-000901,A,2024-11-09
EXP075-000902,B,2024-11-09
EXP075-000903,A,2024-11-09
EXP075-000904,B,2024-11-10
EXP075-000905,A,2024-11-10
EXP075-000906,A,2024-11-11
EXP075-000907,B,2024-11-11
EXP075-000908,B,2024-11-11
EXP075-000909,B,2024-11-12
EXP075-000910,B,2024-11-12
EXP075-000911,B,2024-11-12
EXP075-000912,B,2024-11-13
EXP075-000913,A,2024-11-13
EXP075-000914,A,2024-11-13
EXP075-000915,A,2024-11-14
EXP075-000916,A,2024-11-14
EXP075-000917,B,2024-11-14
EXP075-000918,B,2024-11-15
EXP075-000919,A,2024-11-15
EXP075-000920,B,2024-11-15
EXP075-000921,A,2024-11-16
EXP075-000922,A,2024-11-16
EXP075-000923,B,2024-11-16
EXP075-000924,A,2024-11-17
EXP075-000925,B,2024-11-17
EXP075-000926,A,2024-11-17
EXP075-000927,A,2024-11-18
EXP075-000928,B,2024-11-18
EXP075-000929,A,2024-11-19
EXP075-000930,B,2024-11-19
EXP075-000931,A,2024-11-19
EXP075-000932,A,2024-11-20
EXP075-000933,A,2024-11-20
EXP075-000934,B,2024-11-20
EXP075-000935,B,2024-11-21
EXP075-000936,B,2024-11-21
EXP075-000937,B,2024-11-21
EXP075-000938,A,2024-11-22
EXP075-000939,A,2024-11-22
EXP075-000940,A,2024-11-22
EXP075-000941,A,2024-11-23
EXP075-000942,A,2024-11-23
EXP075-000943,A,2024-11-23
EXP075-000944,B,2024-11-24
EXP075-000945,A,2024-11-24
EXP075-000946,B,2024-11-24
EXP075-000947,A,2024-11-25
EXP075-000948,B,2024-11-25
EXP075-000949,B,2024-11-25
EXP075-000950,A,2024-11-26
EXP075-000951,A,2024-11-26
EXP075-000952,B,2024-11-27
EXP075-000953,B,2024-11-27
EXP075-000954,A,2024-11-27
EXP075-000955,B,2024-11-28
EXP075-000956,A,2024-11-28
EXP075-000957,B,2024-11-28
EXP075-000958,B,2024-11-29
EXP075-000959,B,2024-11-29
EXP075-000960,A,2024-11-29
EXP075-000961,A,2024-11-30
EXP075-000962,A,2024-11-30
EXP075-000963,A,2024-11-30
EXP075-000964,A,2024-12-01
EXP075-000965,B,2024-12-01
EXP075-000966,A,2024-12-01
EXP075-000967,A,2024-12-02
EXP075-000968,A,2024-12-02
EXP075-000969,A,2024-12-02
EXP075-000970,B,2024-12-03
EXP075-000971,A,2024-12-03
EXP075-000972,B,2024-12-04
EXP075-000973,B,2024-12-04
EXP075-000974,B,2024-12-04
EXP075-000975,B,2024-12-05
EXP075-000976,B,2024-12-05
EXP075-000977,A,2024-12-05
EXP075-000978,B,2024-12-06
EXP075-000979,A,2024-12-06
EXP075-000980,B,2024-12-06
EXP075-000981,B,2024-12-07
EXP075-000982,B,2024-12-07
EXP075-000983,A,2024-12-07
EXP075-000984,A,2024-12-08
EXP075-000985,A,2024-12-08
EXP075-000986,A,2024-12-08
EXP075-000987,A,2024-12-09
EXP075-000988,A,2024-12-09
EXP075-000989,A,2024-12-09
EXP075-000990,B,2024-12-10
EXP075-000991,B,2024-12-10
EXP075-000992,B,2024-12-10
EXP075-000993,B,2024-12-11
EXP075-000994,A,2024-12-11
EXP075-000995,B,2024-12-12
EXP075-000996,A,2024-12-12
EXP075-000997,A,2024-12-12
EXP075-000998,B,2024-12-13
EXP075-000999,A,2024-12-13
EXP075-001000,B,2024-12-13
EXP075-001001,A,2024-12-14
EXP075-001002,B,2024-12-14
EXP075-001003,B,2024-12-14
EXP075-001004,B,2024-12-15
EXP075-001005,A,2024-12-15
EXP075-001006,A,2024-12-15
EXP075-001007,A,2024-12-16
EXP075-001008,A,2024-12-16
EXP075-001009,A,2024-12-16
EXP075-001010,A,2024-12-17
EXP075-001011,A,2024-12-17
EXP075-001012,A,2024-12-17
EXP075-001013,B,2024-12-18
EXP075-001014,B,2024-12-18
EXP075-001015,B,2024-12-18
EXP075-001016,B,2024-12-19
EXP075-001017,B,2024-12-19
EXP075-001018,B,2024-12-20
EXP075-001019,A,2024-12-20
EXP075-001020,A,2024-12-20
EXP075-001021,A,2024-12-21
EXP075-001022,B,2024-12-21
EXP075-001023,B,2024-12-21
EXP075-001024,B,2024-12-22
EXP075-001025,B,2024-12-22
EXP075-001026,B,2024-12-22
EXP075-001027,A,2024-12-23
EXP075-001028,A,2024-12-23
EXP075-001029,B,2024-12-23
EXP075-001030,A,2024-12-24
EXP075-001031,B,2024-12-24
EXP075-001032,A,2024-12-24
EXP075-001033,A,2024-12-25
EXP075-001034,A,2024-12-25
EXP075-001035,B,2024-12-25
EXP075-001036,B,2024-12-26
EXP075-001037,A,2024-12-26
EXP075-001038,A,2024-12-26
EXP075-001039,A,2024-12-27
EXP075-001040,B,2024-12-27
EXP075-001041,A,2024-12-28
EXP075-001042,A,2024-12-28
EXP075-001043,A,2024-12-28
EXP075-001044,B,2024-12-29
EXP075-001045,A,2024-12-29
EXP075-001046,A,2024-12-29
EXP075-001047,A,2024-12-30
EXP075-001048,B,2024-12-30
EXP075-001049,B,2024-12-30
EXP075-001050,B,2024-12-31
EXP075-001051,B,2024-12-31
EXP075-001052,B,2024-12-31
EXP075-001053,B,2025-01-01
EXP075-001054,B,2025-01-01
EXP075-001055,B,2025-01-01
EXP075-001056,A,2025-01-02
EXP075-001057,B,2025-01-02
EXP075-001058,A,2025-01-02
EXP075-001059,A,2025-01-03
EXP075-001060,B,2025-01-03
EXP075-001061,A,2025-01-03
EXP075-001062,B,2025-01-04
EXP075-001063,B,2025-01-04
EXP075-001064,A,2025-01-05
EXP075-001065,B,2025-01-05
EXP075-001066,B,2025-01-05
EXP075-001067,A,2025-01-06
EXP075-001068,B,2025-01-06
EXP075-001069,A,2025-01-06
EXP075-001070,A,2025-01-07
EXP075-001071,B,2025-01-07
EXP075-001072,B,2025-01-07
EXP075-001073,B,2025-01-08
EXP075-001074,B,2025-01-08
EXP075-001075,A,2025-01-08
EXP075-001076,A,2025-01-09
EXP075-001077,B,2025-01-09
EXP075-001078,B,2025-01-09
EXP075-001079,A,2025-01-10
EXP075-001080,A,2025-01-10
EXP075-001081,B,2025-01-10
EXP075-001082,B,2025-01-11
EXP075-001083,A,2025-01-11
EXP075-001084,B,2025-01-11
EXP075-001085,B,2025-01-12
EXP075-001086,A,2025-01-12
EXP075-001087,B,2025-01-13
EXP075-001088,B,2025-01-13
EXP075-001089,A,2025-01-13
EXP075-001090,A,2025-01-14
EXP075-001091,A,2025-01-14
EXP075-001092,B,2025-01-14
EXP075-001093,B,2025-01-15
EXP075-001094,B,2025-01-15
EXP075-001095,A,2025-01-15
EXP075-001096,A,2025-01-16
EXP075-001097,B,2025-01-16
EXP075-001098,A,2025-01-16
EXP075-001099,A,2025-01-17
EXP075-001100,A,2025-01-17
EXP075-001101,B,2025-01-17
EXP075-001102,A,2025-01-18
EXP075-001103,B,2025-01-18
EXP075-001104,B,2025-01-18
EXP075-001105,B,2025-01-19
EXP075-001106,B,2025-01-19
EXP075-001107,A,2025-01-19
EXP075-001108,B,2025-01-20
EXP075-001109,B,2025-01-20
EXP075-001110,B,2025-01-21
EXP075-001111,A,2025-01-21
EXP075-001112,B,2025-01-21
EXP075-001113,B,2025-01-22
EXP075-001114,A,2025-01-22
EXP075-001115,B,2025-01-22
EXP075-001116,A,2025-01-23
EXP075-001117,A,2025-01-23
EXP075-001118,B,2025-01-23
EXP075-001119,B,2025-01-24
EXP075-001120,B,2025-01-24
EXP075-001121,A,2025-01-24
EXP075-001122,B,2025-01-25
EXP075-001123,B,2025-01-25
EXP075-001124,B,2025-01-25
EXP075-001125,A,2025-01-26
EXP075-001126,B,2025-01-26
EXP075-001127,B,2025-01-26
EXP075-001128,A,2025-01-27
EXP075-001129,A,2025-01-27
EXP075-001130,A,2025-01-27
EXP075-001131,B,2025-01-28
EXP075-001132,B,2025-01-28
EXP075-001133,A,2025-01-29
EXP075-001134,A,2025-01-29
EXP075-001135,B,2025-01-29
EXP075-001136,A,2025-01-30
EXP075-001137,A,2025-01-30
EXP075-001138,B,2025-01-30
EXP075-001139,A,2025-01-31
EXP075-001140,B,2025-01-31
EXP075-001141,B,2025-01-31
EXP075-001142,A,2025-02-01
EXP075-001143,B,2025-02-01
EXP075-001144,B,2025-02-01
EXP075-001145,B,2025-02-02
EXP075-001146,A,2025-02-02
EXP075-001147,B,2025-02-02
EXP075-001148,B,2025-02-03
EXP075-001149,B,2025-02-03
EXP075-001150,A,2025-02-03
EXP075-001151,A,2025-02-04
EXP075-001152,A,2025-02-04
EXP075-001153,A,2025-02-05
EXP075-001154,A,2025-02-05
EXP075-001155,A,2025-02-05
EXP075-001156,B,2025-02-06
EXP075-001157,B,2025-02-06
EXP075-001158,A,2025-02-06
EXP075-001159,A,2025-02-07
EXP075-001160,A,2025-02-07
EXP075-001161,A,2025-02-07
EXP075-001162,A,2025-02-08
EXP075-001163,A,2025-02-08
EXP075-001164,B,2025-02-08
EXP075-001165,A,2025-02-09
EXP075-001166,A,2025-02-09
EXP075-001167,A,2025-02-09
EXP075-001168,A,2024-02-30
EXP075-001169,A,2025-02-10
EXP075-001170,A,2025-02-10
EXP075-001171,B,2025-02-11
EXP075-001172,B,2025-02-11
EXP075-001173,B,2025-02-11
EXP075-001174,B,2025-02-12
EXP075-001175,A,2025-02-12
EXP075-001176,A,2025-02-13
EXP075-001177,A,2025-02-13
EXP075-001178,B,2025-02-13
EXP075-001179,A,2025-02-14
EXP075-001180,B,2025-02-14
EXP075-001181,B,2025-02-14
EXP075-001182,B,2025-02-15
EXP075-001183,B,2025-02-15
EXP075-001184,B,2025-02-15
EXP075-001185,B,2025-02-16
EXP075-001186,B,2025-02-16
EXP075-001187,A,2025-02-16
EXP075-001188,B,2025-02-17
EXP075-001189,A,2025-02-17
EXP075-001190,A,2025-02-17
EXP075-001191,A,2025-02-18
EXP075-001192,B,2025-02-18
EXP075-001193,B,2025-02-18
EXP075-001194,A,2025-02-19
EXP075-001195,B,2025-02-19
EXP075-001196,A,2025-02-19
EXP075-001197,B,2025-02-20
EXP075-001198,B,2025-02-20
EXP075-001199,B,2025-02-21
EXP075-001200,B,2025-02-21
EXP075-001201,B,2025-02-21
EXP075-001202,A,2025-02-22
EXP075-001203,B,2025-02-22
EXP075-001204,A,2025-02-22
EXP075-001205,B,2025-02-23
EXP075-001206,A,2025-02-23
EXP075-001207,B,2025-02-23
EXP075-001208,B,2025-02-24
EXP075-001209,B,2025-02-24
EXP075-001210,B,2025-02-24
EXP075-001211,A,2025-02-25
EXP075-001212,B,2025-02-25
EXP075-001213,A,2025-02-25
EXP075-001214,A,2025-02-26
EXP075-001215,A,2025-02-26
EXP075-001216,B,2025-02-26
EXP075-001217,B,2025-02-27
EXP075-001218,B,2025-02-27
EXP075-001219,B,2025-02-27
EXP075-001220,A,2025-02-28
EXP075-001221,A,2025-02-28
EXP075-001222,B,2025-03-01
EXP075-001223,B,2025-03-01
EXP075-001224,B,2025-03-01
EXP075-001225,B,2025-03-02
EXP075-001226,A,2025-03-02
EXP075-001227,B,2025-03-02
EXP075-001228,A,2025-03-03
EXP075-001229,A,2025-03-03
EXP075-001230,A,2025-03-03
EXP075-001231,A,2025-03-04
EXP075-001232,B,2025-03-04
EXP075-001233,A,2025-03-04
EXP075-001234,B,2025-03-05
EXP075-001235,B,2025-03-05
EXP075-001236,B,2025-03-05
EXP075-001237,B,2025-03-06
EXP075-001238,B,2025-03-06
EXP075-001239,A,2025-03-06
EXP075-001240,A,2025-03-07
EXP075-001241,A,2025-03-07
EXP075-001242,B,2025-03-07
EXP075-001243,B,2025-03-08
EXP075-001244,A,2025-03-08
EXP075-001245,B,2025-03-09
EXP075-001246,B,2025-03-09
EXP075-001247,A,2025-03-09
EXP075-001248,B,2025-03-10
EXP075-001249,B,2025-03-10
EXP075-001250,B,2025-03-10
EXP075-001251,A,2025-03-11
EXP075-001252,A,2025-03-11
EXP075-001253,B,2025-03-11
EXP075-001254,B,2025-03-12
EXP075-001255,B,2025-03-12
EXP075-001256,A,2025-03-12
EXP075-001257,B,2025-03-13
EXP075-001258,A,2025-03-13
EXP075-001259,A,2025-03-13
EXP075-001260,B,2025-03-14
EXP075-001261,B,2025-03-14
EXP075-001262,B,2025-03-14
EXP075-001263,B,2025-03-15
EXP075-001264,A,2025-03-15
EXP075-001265,B,2025-03-15
EXP075-001266,A,2025-03-16
EXP075-001267,B,2025-03-16
EXP075-001268,A,2025-03-17
EXP075-001269,B,2025-03-17
EXP075-001270,B,2025-03-17
EXP075-001271,A,2025-03-18
EXP075-001272,B,2025-03-18
EXP075-001273,A,2025-03-18
EXP075-001274,A,2025-03-19
EXP075-001275,B,2025-03-19
EXP075-001276,B,2025-03-19
EXP075-001277,B,2025-03-20
EXP075-001278,B,2025-03-20
EXP075-001279,A,2025-03-20
EXP075-001280,A,2025-03-21
EXP075-001281,A,2025-03-21
EXP075-001282,A,2025-03-21
EXP075-001283,B,2025-03-22
EXP075-001284,B,2025-03-22
EXP075-001285,B,2025-03-22
EXP075-001286,A,2025-03-23
EXP075-001287,A,2025-03-23
EXP075-001288,B,2025-03-23
EXP075-001289,A,2025-03-24
EXP075-001290,B,2025-03-24
EXP075-001291,B,2025-03-25
EXP075-001292,B,2025-03-25
EXP075-001293,A,2025-03-25
EXP075-001294,B,2025-03-26
EXP075-001295,B,2025-03-26
EXP075-001296,B,2025-03-26
EXP075-001297,B,2025-03-27
EXP075-001298,B,2025-03-27
EXP075-001299,B,2025-03-27
EXP075-001300,A,2025-03-28
EXP075-001301,B,2025-03-28
EXP075-001302,A,2025-03-28
EXP075-001303,B,2025-03-29
EXP075-001304,A,2025-03-29
EXP075-001305,A,2025-03-29
EXP075-001306,B,2025-03-30
EXP075-001307,B,2025-03-30
EXP075-001308,B,2025-03-30
EXP075-001309,B,2025-03-31
EXP075-001310,B,2025-03-31
EXP075-001311,B,2025-04-01
EXP075-001312,B,2025-04-01
EXP075-001313,A,2025-04-01
EXP075-001314,B,2025-04-02
EXP075-001315,B,2025-04-02
EXP075-001316,A,2025-04-02
EXP075-001317,A,2025-04-03
EXP075-001318,A,2025-04-03
EXP075-001319,B,2025-04-03
EXP075-001320,A,2025-04-04
EXP075-001321,B,2025-04-04
EXP075-001322,A,2025-04-04
EXP075-001323,A,2025-04-05
EXP075-001324,A,2025-04-05
EXP075-001325,A,2025-04-05
EXP075-001326,A,2025-04-06
EXP075-001327,A,2025-04-06
EXP075-001328,B,2025-04-06
EXP075-001329,B,2025-04-07
EXP075-001330,A,2025-04-07
EXP075-001331,A,2025-04-07
EXP075-001332,A,2025-04-08
EXP075-001333,B,2025-04-08
EXP075-001334,A,2025-04-09
EXP075-001335,A,2025-04-09
EXP075-001336,A,2025-04-09
EXP075-001337,B,2025-04-10
EXP075-001338,A,2025-04-10
EXP075-001339,B,2025-04-10
EXP075-001340,B,2025-04-11
EXP075-001341,A,2025-04-11
EXP075-001342,B,2025-04-11
EXP075-001343,B,2025-04-12
EXP075-001344,A,2025-04-12
EXP075-001345,A,2025-04-12
EXP075-001346,B,2025-04-13
EXP075-001347,A,2025-04-13
EXP075-001348,A,2025-04-13
EXP075-001349,B,2025-04-14
EXP075-001350,A,2025-04-14
EXP075-001351,B,2025-04-14
EXP075-001352,B,2025-04-15
EXP075-001353,B,2025-04-15
EXP075-001354,B,2025-04-15
EXP075-001355,A,2025-04-16
EXP075-001356,A,2025-04-16
EXP075-001357,A,2025-04-17
EXP075-001358,B,2025-04-17
EXP075-001359,A,2025-04-17
EXP075-001360,B,2025-04-18
EXP075-001361,A,2025-04-18
EXP075-001362,A,2025-04-18
EXP075-001363,B,2025-04-19
EXP075-001364,A,2025-04-19
EXP075-001365,B,2025-04-19
EXP075-001366,B,2025-04-20
EXP075-001367,B,2025-04-20
EXP075-001368,A,2025-04-20
EXP075-001369,B,2025-04-21
EXP075-001370,A,2025-04-21
EXP075-001371,A,2025-04-21
EXP075-001372,B,2025-04-22
EXP075-001373,A,2025-04-22
EXP075-001374,A,2025-04-22
EXP075-001375,A,2025-04-23
EXP075-001376,A,2025-04-23
EXP075-001377,B,2025-04-23
EXP075-001378,A,2025-04-24
EXP075-001379,B,2025-04-24
EXP075-001380,B,2025-04-25
EXP075-001381,A,2025-04-25
EXP075-001382,B,2025-04-25
EXP075-001383,A,2025-04-26
EXP075-001384,B,2025-04-26
EXP075-001385,B,2025-04-26
EXP075-001386,A,2025-04-27
EXP075-001387,A,2025-04-27
EXP075-001388,B,2025-04-27
EXP075-001389,B,2025-04-28
EXP075-001390,A,2025-04-28
EXP075-001391,B,2025-04-28
EXP075-001392,B,2025-04-29
EXP075-001393,B,2025-04-29
EXP075-001394,B,2025-04-29
EXP075-001395,B,2025-04-30
EXP075-001396,A,2025-04-30
EXP075-001397,A,2025-04-30
EXP075-001398,B,2025-05-01
EXP075-001399,A,2025-05-01
EXP075-001400,A,2025-05-01
EXP075-001401,B,2025-05-02
EXP075-001402,A,2025-05-02
EXP075-001403,B,2025-05-03
EXP075-001404,A,2025-05-03
EXP075-001405,B,2025-05-03
EXP075-001406,A,2025-05-04
EXP075-001407,A,2025-05-04
EXP075-001408,A,2025-05-04
EXP075-001409,A,2025-05-05
EXP075-001410,B,2025-05-05
EXP075-001411,A,2025-05-05
EXP075-001412,A,2025-05-06
EXP075-001413,B,2025-05-06
EXP075-001414,B,2025-05-06
EXP075-001415,A,2025-05-07
EXP075-001416,B,2025-05-07
EXP075-001417,A,2025-05-07
EXP075-001418,A,2025-05-08
EXP075-001419,A,2025-05-08
EXP075-001420,B,2025-05-08
EXP075-001421,B,2025-05-09
EXP075-001422,B,2025-05-09
EXP075-001423,A,2025-05-09
EXP075-001424,B,2025-05-10
EXP075-001425,A,2025-05-10
EXP075-001426,B,2025-05-11
EXP075-001427,A,2025-05-11
EXP075-001428,A,2025-05-11
EXP075-001429,B,2025-05-12
EXP075-001430,A,2025-05-12
EXP075-001431,A,2025-05-12
EXP075-001432,A,2025-05-13
EXP075-001433,B,2025-05-13
EXP075-001434,B,2025-05-13
EXP075-001435,A,2025-05-14
EXP075-001436,A,2025-05-14
EXP075-001437,B,2025-05-14
EXP075-001438,A,2025-05-15
EXP075-001439,B,2025-05-15
EXP075-001440,A,2025-05-15
EXP075-001441,B,2025-05-16
EXP075-001442,B,2025-05-16
EXP075-001443,A,2025-05-16
EXP075-001444,A,2025-05-17
EXP075-001445,A,2025-05-17
EXP075-001446,B,2025-05-17
EXP075-001447,B,2025-05-18
EXP075-001448,B,2025-05-18
EXP075-001449,A,2025-05-19
EXP075-001450,B,2025-05-19
EXP075-001451,B,2025-05-19
EXP075-001452,A,2025-05-20
EXP075-001453,A,2025-05-20
EXP075-001454,A,2025-05-20
EXP075-001455,B,2025-05-21
EXP075-001456,A,2025-05-21
EXP075-001457,A,2025-05-21
EXP075-001458,A,2025-05-22
EXP075-001459,A,2025-05-22
EXP075-001460,A,2025-05-22
EXP075-001461,B,2025-05-23
EXP075-001462,A,2025-05-23
EXP075-001463,B,2025-05-23
EXP075-001464,A,2025-05-24
EXP075-001465,B,2025-05-24
EXP075-001466,A,2025-05-24
EXP075-001467,B,2025-05-25
EXP075-001468,B,2025-05-25
EXP075-001469,B,2025-05-26
EXP075-001470,B,2025-05-26
EXP075-001471,A,2025-05-26
EXP075-001472,A,2025-05-27
EXP075-001473,B,2025-05-27
EXP075-001474,B,2025-05-27
EXP075-001475,B,2025-05-28
EXP075-001476,A,2025-05-28
EXP075-001477,B,2025-05-28
EXP075-001478,A,2025-05-29
EXP075-001479,B,2025-05-29
EXP075-001480,B,2025-05-29
EXP075-001481,A,2025-05-30
EXP075-001482,A,2025-05-30
EXP075-001483,B,2025-05-30
EXP075-001484,A,2025-05-31
EXP075-001485,B,2025-05-31
EXP075-001486,A,2025-05-31
EXP075-001487,A,2025-06-01
EXP075-001488,B,2025-06-01
EXP075-001489,B,2025-06-01
EXP075-001490,A,2025-06-02
EXP075-001491,B,2025-06-02
EXP075-001492,B,2025-06-03
EXP075-001493,B,2025-06-03
EXP075-001494,B,2025-06-03
EXP075-001495,A,2025-06-04
EXP075-001496,B,2025-06-04
EXP075-001497,B,2025-06-04
EXP075-001498,A,2025-06-05
EXP075-001499,B,2025-06-05
EXP075-001500,A,2025-06-05
EXP075-001501,A,2025-06-06
EXP075-001502,A,2025-06-06
EXP075-001503,A,2025-06-06
EXP075-001504,B,2025-06-07
EXP075-001505,A,2025-06-07
EXP075-001506,A,2025-06-07
EXP075-001507,B,2025-06-08
EXP075-001508,A,2025-06-08
EXP075-001509,A,2025-06-08
EXP075-001510,B,2025-06-09
EXP075-001511,A,2025-06-09
EXP075-001512,B,2025-06-09
EXP075-001513,B,2025-06-10
EXP075-001514,A,2025-06-10
EXP075-001515,B,2025-06-11
EXP075-001516,B,2025-06-11
EXP075-001517,B,2025-06-11
EXP075-001518,A,2025-06-12
EXP075-001519,A,2025-06-12
EXP075-001520,B,2025-06-12
EXP075-001521,B,2025-06-13
EXP075-001522,A,2025-06-13
EXP075-001523,A,2025-06-13
EXP075-001524,A,2025-06-14
EXP075-001525,A,2025-06-14
EXP075-001526,A,2025-06-14
EXP075-001527,A,2025-06-15
EXP075-001528,B,2025-06-15
EXP075-001529,B,2025-06-15
EXP075-001530,A,2025-06-16
EXP075-001531,A,2025-06-16
EXP075-001532,B,2025-06-16
EXP075-001533,A,2025-06-17
EXP075-001534,B,2025-06-17
EXP075-001535,B,2025-06-17
EXP075-001536,A,2025-06-18
EXP075-001537,B,2025-06-18
EXP075-001538,A,2025-06-19
EXP075-001539,B,2025-06-19
EXP075-001540,B,2025-06-19
EXP075-001541,B,2025-06-20
EXP075-001542,A,2025-06-20
EXP075-001543,B,2025-06-20
EXP075-001544,A,2025-06-21
EXP075-001545,A,2025-06-21
EXP075-001546,A,2025-06-21
EXP075-001547,B,2025-06-22
EXP075-001548,A,2025-06-22
EXP075-001549,B,2025-06-22
EXP075-001550,A,2025-06-23
EXP075-001551,A,2025-06-23
EXP075-001552,A,2025-06-23
EXP075-001553,B,2025-06-24
EXP075-001554,B,2025-06-24
EXP075-001555,A,2025-06-24
EXP075-001556,B,2025-06-25
EXP075-001557,B,2024-02-30
EXP075-001558,A,2025-06-25
EXP075-001559,A,2025-06-26
EXP075-001560,A,2025-06-26
EXP075-001561,A,2025-06-27
EXP075-001562,A,2025-06-27
EXP075-001563,A,2025-06-27
EXP075-001564,A,2025-06-28
EXP075-001565,B,2025-06-28
EXP075-001566,B,2025-06-28
EXP075-001567,B,2025-06-29
EXP075-001568,A,2025-06-29
EXP075-001569,B,2025-06-29
EXP075-001570,A,2025-06-30
EXP075-001571,A,2025-06-30
EXP075-001572,B,2025-06-30
EXP075-001573,B,2025-07-01
EXP075-001574,A,2025-07-01
EXP075-001575,B,2025-07-01
EXP075-001576,B,2025-07-02
EXP075-001577,A,2025-07-02
EXP075-001578,A,2025-07-02
EXP075-001579,B,2025-07-03
EXP075-001580,A,2025-07-03
EXP075-001581,B,2025-07-03
EXP075-001582,B,2025-07-04
EXP075-001583,A,2025-07-04
EXP075-001584,B,2025-07-05
EXP075-001585,A,2025-07-05
EXP075-001586,A,2025-07-05
EXP075-001587,A,2025-07-06
EXP075-001588,A,2025-07-06
EXP075-001589,A,2025-07-06
EXP075-001590,B,2025-07-07
EXP075-001591,A,2025-07-07
EXP075-001592,B,2025-07-07
EXP075-001593,B,2025-07-08
EXP075-001594,A,2025-07-08
EXP075-001595,B,2025-07-08
EXP075-001596,B,2025-07-09
EXP075-001597,A,2025-07-09
EXP075-001598,A,2025-07-09
EXP075-001599,B,2025-07-10
EXP075-001600,B,2025-07-10
EXP075-001601,B,2025-07-10
EXP075-001602,B,2025-07-11
EXP075-001603,A,2025-07-11
EXP075-001604,A,2025-07-11
EXP075-001605,A,2025-07-12
EXP075-001606,A,2025-07-12
EXP075-001607,B,2025-07-13
EXP075-001608,A,2025-07-13
EXP075-001609,B,2025-07-13
EXP075-001610,B,2025-07-14
EXP075-001611,B,2025-07-14
EXP075-001612,B,2025-07-14
EXP075-001613,A,2025-07-15
EXP075-001614,B,2025-07-15
EXP075-001615,B,2025-07-15
EXP075-001616,B,2025-07-16
EXP075-001617,B,2025-07-16
EXP075-001618,A,2025-07-16
EXP075-001619,B,2025-07-17
EXP075-001620,A,2025-07-17
EXP075-001621,B,2025-07-17
EXP075-001622,B,2025-07-18
EXP075-001623,B,2025-07-18
EXP075-001624,B,2025-07-18
EXP075-001625,A,2025-07-19
EXP075-001626,B,2025-07-19
EXP075-001627,A,2025-07-20
EXP075-001628,A,2025-07-20
EXP075-001629,A,2025-07-20
EXP075-001630,B,2025-07-21
EXP075-001631,A,2025-07-21
EXP075-001632,A,2025-07-21
EXP075-001633,A,2025-07-22
EXP075-001634,B,2025-07-22
EXP075-001635,A,2025-07-22
EXP075-001636,B,2025-07-23
EXP075-001637,A,2025-07-23
EXP075-001638,B,2025-07-23
EXP075-001639,B,2025-07-24
EXP075-001640,B,2025-07-24
EXP075-001641,B,2025-07-24
EXP075-001642,B,2025-07-25
