registro_id,fecha,equipo,canal,prioridad,minutos_resolucion,estado,reabierto
SOP043-000402,2024-08-26,E3,correo,baja,4544.6,cerrado,1
SOP043-000403,2024-08-26,E1,web,alta,375.2,cerrado,0
SOP043-000404,2024-08-27,E2,correo,baja,,abierto,0
SOP043-000405,2024-08-28,E3,correo,alta,4457.1,cerrado,1
SOP043-000406,2024-08-28,E1,telefono,alta,4438.0,cerrado,1
SOP043-000407,2024-08-29,E2,telefono,baja,499.5,cerrado,0
SOP043-000408,2024-08-29,E3,web,normal,4514.0,cerrado,1
SOP043-000409,2024-08-30,E1,web,normal,489.2,cerrado,0
SOP043-000410,2024-08-31,E2,correo,normal,1576.9,cerrado,0
SOP043-000411,2024-08-31,E3,correo,normal,342.6,cerrado,0
SOP043-000412,2024-09-01,E1,correo,alta,5977.0,cerrado,1
SOP043-000413,2024-09-01,E2,telefono,alta,494.0,cerrado,0
SOP043-000414,2024-09-02,E3,correo,alta,,abierto,0
SOP043-000415,2024-09-03,E1,telefono,normal,231.1,cerrado,0
SOP043-000416,2024-09-03,E2,web,normal,,abierto,0
SOP043-000417,2024-09-04,E3,web,normal,94.1,cerrado,0
SOP043-000418,2024-09-04,E1,web,alta,,abierto,0
SOP043-000419,2024-09-05,E2,correo,alta,187.9,cerrado,0
SOP043-000420,2024-09-06,E3,telefono,normal,292.0,cerrado,0
SOP043-000421,2024-09-06,E1,web,baja,824.9,cerrado,0
SOP043-000422,2024-09-07,E2,telefono,normal,348.2,cerrado,0
SOP043-000423,2024-09-07,E3,web,alta,"1837,6",cerrado,0
SOP043-000424,2024-09-08,E1,telefono,baja,1258.3,cerrado,0
SOP043-000425,2024-09-08,E2,correo,normal,234.8,cerrado,0
SOP043-000426,2024-09-09,E3,web,normal,,abierto,0
SOP043-000427,2024-09-10,E1,telefono,baja,89.7,cerrado,0
SOP043-000428,2024-09-10,E2,correo,normal,,abierto,0
SOP043-000429,2024-09-11,E3,correo,alta,998.7,cerrado,0
SOP043-000430,2024-09-11,E1,correo,baja,698.0,cerrado,0
SOP043-000431,2024-09-12,E2,web,normal,59.8,cerrado,0
SOP043-000432,2024-09-13,E3,web,baja,433.8,cerrado,0
SOP043-000433,2024-09-13,E1,correo,normal,626.0,cerrado,0
SOP043-000434,2024-09-14,E2,telefono,baja,378.6,cerrado,0
SOP043-000435,2024-09-14,E3,web,normal,5981.5,cerrado,1
SOP043-000436,2024-09-15,E1,web,alta,190.3,cerrado,0
SOP043-000437,2024-09-16,E2,web,baja,974.3,cerrado,0
SOP043-000438,2024-09-16,E3,correo,normal,134.5,cerrado,0
SOP043-000439,2024-09-17,E1,correo,normal,,abierto,0
SOP043-000440,2024-09-17,E2,web,alta,306.2,cerrado,0
SOP043-000441,2024-09-18,E3,telefono,alta,,abierto,0
SOP043-000442,2024-09-19,E1,correo,normal,229.4,cerrado,0
SOP043-000443,2024-09-19,E2,telefono,normal,1033.0,cerrado,0
SOP043-000444,2024-09-20,E3,correo,normal,1156.2,cerrado,0
SOP043-000445,2024-09-20,E1,web,normal,422.6,cerrado,0
SOP043-000446,2024-09-21,E2,web,alta,4515.2,cerrado,1
SOP043-000447,2024-09-22,E3,correo,alta,740.4,cerrado,0
SOP043-000448,2024-09-22,E1,web,normal,,abierto,0
SOP043-000449,2024-09-23,E2,telefono,baja,1418.2,cerrado,0
SOP043-000450,2024-09-23,E3,web,normal,207.3,cerrado,0
SOP043-000451,2024-09-24,E1,telefono,normal,4475.1,cerrado,1
SOP043-000452,2024-09-25,E2,telefono,normal,474.8,cerrado,0
SOP043-000453,2024-09-25,E3,telefono,baja,899.2,cerrado,0
SOP043-000454,2024-09-26,E1,correo,baja,676.0,cerrado,0
SOP043-000455,2024-09-26,E2,web,baja,257.7,cerrado,0
SOP043-000456,2024-09-27,E3,telefono,baja,2151.3,cerrado,0
SOP043-000457,2024-09-28,E1,telefono,alta,252.0,cerrado,0
SOP043-000458,2024-09-28,E2,web,normal,280.4,cerrado,0
SOP043-000459,2024-09-29,E3,correo,normal,669.0,cerrado,0
SOP043-000460,2024-09-29,E1,telefono,normal,274.3,cerrado,0
SOP043-000461,2024-09-30,E2,telefono,normal,251.5,cerrado,0
SOP043-000462,2024-09-30,E3,correo,normal,,abierto,0
SOP043-000463,2024-10-01,E1,web,normal,,abierto,0
SOP043-000464,2024-10-02,E2,telefono,baja,551.4,cerrado,0
SOP043-000465,2024-10-02,E3,telefono,alta,90.8,cerrado,0
SOP043-000466,2024-10-03,E1,correo,baja,913.4,cerrado,0
SOP043-000467,2024-10-03,E2,telefono,normal,681.9,cerrado,0
SOP043-000468,2024-10-04,E3,correo,normal,,abierto,0
SOP043-000469,2024-10-05,E1,web,baja,1447.2,cerrado,0
SOP043-000470,2024-10-05,E2,telefono,baja,955.0,cerrado,0
SOP043-000471,2024-10-06,E3,web,baja,484.1,cerrado,0
SOP043-000472,2024-10-06,E1,correo,alta,268.3,cerrado,0
SOP043-000473,2024-10-07,E2,telefono,normal,655.4,cerrado,0
SOP043-000474,2024-10-08,E3,telefono,normal,1115.3,cerrado,0
SOP043-000475,2024-10-08,E1,correo,alta,4978.2,cerrado,1
SOP043-000476,2024-10-09,E2,web,baja,1297.5,cerrado,0
SOP043-000477,2024-10-09,E3,web,normal,1717.9,cerrado,0
SOP043-000478,2024-10-10,E1,web,normal,347.4,cerrado,0
SOP043-000479,2024-10-11,E2,web,normal,185.3,cerrado,0
SOP043-000480,2024-10-11,E3,telefono,normal,249.3,cerrado,0
SOP043-000481,2024-10-12,E1,telefono,normal,,abierto,0
SOP043-000482,2024-10-12,E2,telefono,normal,229.4,cerrado,0
SOP043-000483,2024-10-13,E3,correo,normal,1936.8,cerrado,0
SOP043-000484,2024-10-14,E1,web,normal,380.7,cerrado,0
SOP043-000485,2024-10-14,E2,telefono,alta,408.2,cerrado,0
SOP043-000486,2024-10-15,E3, TELEFONO ,alta,420.5,cerrado,0
SOP043-000487,2024-10-15,E1,correo,alta,4659.2,cerrado,1
SOP043-000488,2024-10-16,E2,correo,normal,279.0,cerrado,0
SOP043-000489,2024-10-17,E3,telefono,normal,1275.0,cerrado,0
SOP043-000490,2024-10-17,E1,telefono,normal,4897.0,cerrado,1
SOP043-000491,2024-10-18,E2,web,alta,159.1,cerrado,0
SOP043-000492,2024-10-18,E3,web,normal,77.4,cerrado,0
SOP043-000493,2024-10-19,E1,correo,normal,958.1,cerrado,0
SOP043-000494,2024-10-19,E2,correo,normal,919.2,cerrado,0
SOP043-000495,2024-10-20,E3,correo,normal,2338.4,cerrado,0
SOP043-000496,2024-10-21,E1,correo,alta,259.4,cerrado,0
SOP043-000497,2024-10-21,E2,web,baja,336.8,cerrado,0
SOP043-000498,2024-10-22,E3,correo,baja,387.9,cerrado,0
SOP043-000499,2024-10-22,E1,telefono,alta,,cerrado,0
SOP043-000500,2024-10-23,E2,telefono,normal,178.8,cerrado,0
SOP043-000501,2024-10-24,E3,telefono,baja,5960.6,cerrado,1
SOP043-000502,2024-10-24,E1,web,baja,622.1,cerrado,0
SOP043-000503,2024-10-25,E2,correo,baja,792.4,cerrado,0
SOP043-000504,2024-10-25,E3,correo,normal,5096.6,cerrado,1
SOP043-000505,2024-10-26,E1,correo,normal,362.7,cerrado,0
SOP043-000506,2024-10-27,E2,correo,baja,736.6,cerrado,0
SOP043-000507,2024-10-27,E3,web,baja,220.1,cerrado,0
SOP043-000508,2024-10-28,E1,web,baja,5010.7,cerrado,1
SOP043-000509,2024-10-28,E2,correo,normal,186.5,cerrado,0
SOP043-000510,2024-10-29,E3,web,alta,1161.6,cerrado,0
SOP043-000511,2024-10-30,E1,telefono,baja,4670.7,cerrado,1
SOP043-000512,2024-10-30,E2,correo,normal,4588.2,cerrado,1
SOP043-000513,2024-10-31,E3,telefono,normal,831.4,cerrado,0
SOP043-000514,2024-10-31,E1,web,normal,168.0,cerrado,0
SOP043-000515,2024-11-01,E2,telefono,alta,101.5,cerrado,0
SOP043-000516,2024-11-02,E3,telefono,alta,258.0,cerrado,0
SOP043-000517,2024-11-02,E1,web,normal,6096.4,cerrado,1
SOP043-000518,2024-11-03,E2,correo,baja,,abierto,0
SOP043-000519,2024-11-03,E3,telefono,normal,218.8,cerrado,0
SOP043-000520,2024-11-04,E1,web,normal,168.4,cerrado,0
SOP043-000521,2024-11-05,E2,correo,normal,4530.6,cerrado,1
SOP043-000522,2024-11-05,E3,telefono,alta,6022.2,cerrado,1
SOP043-000523,2024-11-06,E1,correo,baja,141.0,cerrado,0
SOP043-000524,2024-11-06,E2,telefono,alta,811.1,cerrado,0
SOP043-000525,2024-11-07,E3,telefono,baja,623.7,cerrado,0
SOP043-000526,2024-11-08,E1,correo,baja,246.2,cerrado,0
SOP043-000527,2024-11-08,E2,web,baja,4690.5,cerrado,1
SOP043-000528,2024-11-09,E3,web,normal,1293.8,cerrado,0
SOP043-000529,2024-11-09,E1,web,normal,,abierto,0
SOP043-000530,2024-11-10,E2,correo,alta,276.9,cerrado,0
SOP043-000531,2024-11-10,E3,correo,baja,508.5,cerrado,0
SOP043-000532,2024-11-11,E1,telefono,alta,560.5,cerrado,0
SOP043-000533,2024-11-12,E2,telefono,normal,,abierto,0
SOP043-000534,2024-11-12,E3,correo,baja,950.7,cerrado,0
SOP043-000535,2024-11-13,E1,correo,alta,,abierto,0
SOP043-000536,2024-11-13,E2,telefono,normal,380.9,cerrado,0
SOP043-000537,2024-11-14,E3,telefono,normal,,abierto,0
SOP043-000538,2024-11-15,E1,correo,alta,368.2,cerrado,0
SOP043-000539,2024-11-15,E2,correo,normal,265.9,cerrado,0
SOP043-000540,2024-11-16,E3,telefono,baja,,abierto,0
SOP043-000541,2024-11-16,E1,telefono,normal,177.7,cerrado,0
SOP043-000542,2024-11-17,E2,correo,normal,162.9,cerrado,0
SOP043-000543,2024-11-18,E3,telefono,normal,610.8,cerrado,0
SOP043-000544,2024-11-18,E1,web,alta,243.5,cerrado,0
SOP043-000545,2024-11-19,E2,web,normal,1098.5,cerrado,0
SOP043-000546,2024-11-19,E3,web,baja,296.8,cerrado,0
SOP043-000547,2024-11-20,E1,web,alta,995.3,cerrado,0
SOP043-000548,2024-11-21,E2,web,alta,879.6,cerrado,0
SOP043-000549,2024-11-21,E3,correo,baja,217.2,cerrado,0
SOP043-000550,2024-11-22,E1,web,alta,389.8,cerrado,0
SOP043-000551,2024-11-22,E2,correo,alta,149.1,cerrado,0
SOP043-000552,2024-11-23,E3,telefono,baja,613.0,cerrado,0
SOP043-000553,2024-11-24,E1,telefono,normal,364.7,cerrado,0
SOP043-000554,2024-11-24,E2,correo,normal,,abierto,0
SOP043-000555,2024-11-25,E3,correo,alta,,abierto,0
SOP043-000556,2024-11-25,E1,telefono,baja,239.6,cerrado,0
SOP043-000557,2024-11-26,E2,web,baja,4999.2,cerrado,1
SOP043-000558,2024-11-27,E3,web,alta,,abierto,0
SOP043-000559,2024-11-27,E1,web,alta,395.4,cerrado,0
SOP043-000560,2024-11-28,E2,correo,normal,1476.5,cerrado,0
SOP043-000561,2024-11-28,E3,telefono,normal,5100.3,cerrado,0
SOP043-000562,2024-11-29,E1,web,normal,180.2,cerrado,0
SOP043-000563,2024-11-30,E2,correo,normal,476.9,cerrado,0
SOP043-000564,2024-11-30,E3,web,normal,1659.7,cerrado,0
SOP043-000565,2024-12-01,E1,correo,normal,961.3,cerrado,0
SOP043-000566,2024-12-01,E2,telefono,normal,388.7,cerrado,0
SOP043-000567,2024-12-02,E3,correo,normal,5956.7,cerrado,1
SOP043-000568,2024-12-02,E1,telefono,normal,,abierto,0
SOP043-000569,2024-12-03,E2,correo,alta,659.5,cerrado,0
SOP043-000570,2024-12-04,E3,correo,normal,,abierto,0
SOP043-000571,2024-12-04,E1,web,normal,957.1,cerrado,0
SOP043-000572,2024-12-05,E2,telefono,alta,1244.3,cerrado,0
SOP043-000573,2024-12-05,E3,correo,normal,1220.4,cerrado,0
SOP043-000574,2024-12-06,E1,web,alta,,abierto,0
SOP043-000575,2024-12-07,E2,telefono,normal,5617.0,cerrado,1
SOP043-000576,2024-12-07,E3,telefono,baja,,abierto,0
SOP043-000577,2024-12-08,E1,telefono,baja,1786.5,cerrado,0
SOP043-000578,2024-12-08,E2,telefono,normal,305.3,cerrado,0
SOP043-000579,2024-12-09,E3,telefono,baja,896.5,cerrado,0
SOP043-000580,2024-12-10,E1,telefono,alta,1073.6,cerrado,0
SOP043-000581,2024-12-10,E2,correo,alta,151.3,cerrado,0
SOP043-000582,2024-12-11,E3,correo,normal,,abierto,0
SOP043-000583,2024-12-11,E1, TELEFONO ,alta,779.6,cerrado,0
SOP043-000584,2024-12-12,E2,correo,normal,568.7,cerrado,0
SOP043-000585,2024-12-13,E3,telefono,normal,1260.9,cerrado,0
SOP043-000586,2024-12-13,E1,telefono,alta,572.4,cerrado,0
SOP043-000587,2024-12-14,E2,correo,normal,119.4,cerrado,0
SOP043-000588,2024-12-14,E3,correo,normal,,abierto,0
SOP043-000589,2024-12-15,E1,telefono,normal,4623.0,cerrado,1
SOP043-000590,2024-12-16,E2,correo,baja,2083.0,cerrado,0
SOP043-000591,2024-12-16,E3,telefono,baja,513.8,cerrado,0
SOP043-000592,2024-12-17,E1,telefono,baja,474.5,cerrado,0
SOP043-000593,2024-12-17,E2,correo,normal,703.5,cerrado,0
SOP043-000594,2024-12-18,E3,telefono,alta,,abierto,0
SOP043-000595,2024-12-19,E1,correo,normal,299.0,cerrado,0
SOP043-000596,2024-12-19,E2,telefono,baja,669.1,cerrado,0
SOP043-000597,2024-12-20,E3,telefono,normal,908.1,cerrado,0
SOP043-000598,2024-12-20,E1,telefono,normal,5104.8,cerrado,1
SOP043-000599,2024-12-21,E2,web,normal,299.4,cerrado,0
SOP043-000600,2024-12-21,E3,telefono,normal,6341.6,cerrado,1
SOP043-000601,2024-12-22,E1,telefono,alta,437.8,cerrado,0
SOP043-000602,2024-12-23,E2,correo,normal,,abierto,0
SOP043-000603,2024-12-23,E3,web,baja,526.7,cerrado,0
SOP043-000604,2024-12-24,E1,correo,baja,289.9,cerrado,0
SOP043-000605,2024-12-24,E2,telefono,alta,265.5,cerrado,0
SOP043-000606,2024-12-25,E3,web,alta,592.9,cerrado,0
SOP043-000607,2024-12-26,E1,web,alta,4970.7,cerrado,1
SOP043-000608,2024-12-26,E2,telefono,normal,1969.7,cerrado,0
SOP043-000609,2024-12-27,E3,telefono,alta,264.4,cerrado,0
SOP043-000610,2024-12-27,E1,web,normal,,abierto,0
SOP043-000611,2024-12-28,E2,web,baja,4576.8,cerrado,1
SOP043-000612,2024-12-29,E3,telefono,baja,396.0,cerrado,0
SOP043-000613,2024-12-29,E1,web,normal,4561.8,cerrado,1
SOP043-000614,2024-12-30,E2,correo,baja,1460.5,cerrado,0
SOP043-000615,2024-12-30,E3,web,alta,469.7,cerrado,0
SOP043-000616,2024-12-31,E1,telefono,normal,358.4,cerrado,0
SOP043-000617,2025-01-01,E2,web,normal,4530.1,cerrado,1
SOP043-000618,2025-01-01,E3,telefono,normal,1121.4,cerrado,0
SOP043-000619,2025-01-02,E1,correo,alta,415.6,cerrado,0
SOP043-000620,2025-01-02,E2,web,normal,208.0,cerrado,0
SOP043-000621,2025-01-03,E3,correo,normal,757.9,cerrado,0
SOP043-000622,2025-01-04,E1,web,normal,378.3,cerrado,0
SOP043-000623,2025-01-04,E2,correo,normal,330.4,cerrado,0
SOP043-000624,2025-01-05,E3,telefono,normal,6062.5,cerrado,1
SOP043-000625,2025-01-05,E1,web,normal,251.5,cerrado,0
SOP043-000626,2025-01-06,E2,correo,alta,522.5,cerrado,0
SOP043-000627,2025-01-07,E3,web,alta,1047.1,cerrado,0
SOP043-000628,2025-01-07,E1,correo,baja,428.4,cerrado,0
SOP043-000629,2025-01-08,E2,telefono,normal,,abierto,0
SOP043-000630,2025-01-08,E3,correo,normal,1041.9,cerrado,0
SOP043-000631,2025-01-09,E1,correo,alta,521.3,cerrado,0
SOP043-000632,2025-01-10,E2,web,baja,444.2,cerrado,0
SOP043-000633,2025-01-10,E3,correo,alta,222.1,cerrado,0
SOP043-000634,2025-01-11,E1,correo,alta,"187,5",cerrado,0
SOP043-000635,2025-01-11,E2,telefono,alta,139.4,cerrado,0
SOP043-000636,2025-01-12,E3,correo,normal,439.6,cerrado,0
SOP043-000637,2025-01-12,E1,web,baja,952.6,cerrado,0
SOP043-000638,2025-01-13,E2,web,alta,,abierto,0
SOP043-000639,2025-01-14,E3,telefono,baja,1305.5,cerrado,0
SOP043-000640,2025-01-14,E1,telefono,alta,5114.2,cerrado,1
SOP043-000641,2025-01-15,E2,web,baja,789.6,cerrado,0
SOP043-000642,2025-01-15,E3,web,normal,1171.1,cerrado,0
SOP043-000643,2025-01-16,E1,correo,alta,310.6,cerrado,0
SOP043-000644,2025-01-17,E2,telefono,normal,510.8,cerrado,0
SOP043-000645,2025-01-17,E3,telefono,normal,,abierto,0
SOP043-000646,2025-01-18,E1,telefono,alta,781.7,cerrado,0
SOP043-000647,2025-01-18,E2,web,baja,337.8,cerrado,0
SOP043-000648,2025-01-19,E3,correo,alta,6294.5,cerrado,0
SOP043-000649,2025-01-20,E1,web,baja,1565.9,cerrado,0
SOP043-000650,2025-01-20,E2,web,alta,66.7,cerrado,0
SOP043-000651,2025-01-21,E3,web,normal,,abierto,0
SOP043-000652,2025-01-21,E1,web,alta,234.0,cerrado,0
SOP043-000653,2025-01-22,E2,correo,baja,727.9,cerrado,0
SOP043-000654,2025-01-23,E3,web,normal,1635.8,cerrado,0
SOP043-000655,2025-01-23,E1,telefono,normal,433.6,cerrado,0
SOP043-000656,2025-01-24,E2,web,baja,1031.1,cerrado,0
SOP043-000657,2025-01-24,E3,correo,normal,890.2,cerrado,0
SOP043-000658,2025-01-25,E1,correo,alta,691.9,cerrado,0
SOP043-000659,2025-01-26,E2,telefono,baja,379.2,cerrado,0
SOP043-000660,2025-01-26,E3,telefono,baja,223.1,cerrado,0
SOP043-000661,2025-01-27,E1,telefono,normal,972.0,cerrado,0
SOP043-000662,2025-01-27,E2,web,alta,1744.1,cerrado,0
SOP043-000663,2025-01-28,E3,telefono,baja,,abierto,0
SOP043-000664,2025-01-29,E1,telefono,alta,296.6,cerrado,0
SOP043-000665,2025-01-29,E2,telefono,alta,,cerrado,0
SOP043-000666,2025-01-30,E3,correo,normal,763.5,cerrado,0
SOP043-000667,2025-01-30,E1,web,alta,112.9,cerrado,0
SOP043-000668,2025-01-31,E2,web,normal,,abierto,0
SOP043-000669,2025-01-31,E3,correo,baja,608.7,cerrado,0
SOP043-000670,2025-02-01,E1,web,normal,224.2,cerrado,0
SOP043-000671,2025-02-02,E2,correo,alta,236.7,cerrado,0
SOP043-000672,2025-02-02,E3,telefono,normal,1346.2,cerrado,0
SOP043-000673,2025-02-03,E1,correo,baja,909.0,cerrado,0
SOP043-000674,2025-02-03,E2,web,baja,,abierto,0
SOP043-000675,2025-02-04,E3,web,normal,888.2,cerrado,0
SOP043-000676,2025-02-05,E1,telefono,normal,4885.8,cerrado,1
SOP043-000677,2025-02-05,E2,correo,alta,,abierto,0
SOP043-000678,2025-02-06,E3,web,normal,379.1,cerrado,0
SOP043-000679,2025-02-06,E1,correo,normal,201.2,cerrado,0
SOP043-000680,2025-02-07,E2, TELEFONO ,normal,232.5,cerrado,0
SOP043-000681,2025-02-08,E3,telefono,baja,1038.0,cerrado,0
SOP043-000682,2025-02-08,E1,correo,baja,174.4,cerrado,0
SOP043-000683,2025-02-09,E2,correo,normal,518.8,cerrado,0
SOP043-000684,2025-02-09,E3,telefono,alta,343.6,cerrado,0
SOP043-000685,2025-02-10,E1,web,alta,372.0,cerrado,0
SOP043-000686,2025-02-11,E2,web,normal,677.3,cerrado,0
SOP043-000687,2025-02-11,E3,web,normal,1333.2,cerrado,0
SOP043-000688,2025-02-12,E1,telefono,alta,333.1,cerrado,0
SOP043-000689,2025-02-12,E2,web,baja,260.4,cerrado,0
SOP043-000690,2025-02-13,E3,correo,normal,,abierto,0
SOP043-000691,2025-02-14,E1,web,normal,184.6,cerrado,0
SOP043-000692,2025-02-14,E2,correo,normal,394.1,cerrado,0
SOP043-000693,2025-02-15,E3,correo,normal,196.0,cerrado,0
SOP043-000694,2025-02-15,E1,telefono,baja,375.7,cerrado,0
SOP043-000695,2025-02-16,E2,web,normal,4928.0,cerrado,1
SOP043-000696,2025-02-17,E3,web,normal,1356.1,cerrado,0
SOP043-000697,2025-02-17,E1,web,normal,606.0,cerrado,0
SOP043-000698,2025-02-18,E2,telefono,alta,2548.3,cerrado,0
SOP043-000699,2025-02-18,E3,correo,normal,,abierto,0
SOP043-000700,2025-02-19,E1,telefono,alta,,abierto,0
SOP043-000701,2025-02-20,E2,web,normal,,abierto,0
SOP043-000702,2025-02-20,E3,correo,normal,538.8,cerrado,0
SOP043-000703,2025-02-21,E1,web,alta,,abierto,0
SOP043-000704,2025-02-21,E2,web,alta,512.9,cerrado,0
SOP043-000705,2025-02-22,E3,telefono,alta,225.8,cerrado,0
SOP043-000706,2025-02-22,E1,telefono,normal,,abierto,0
SOP043-000707,2025-02-23,E2,telefono,normal,691.2,cerrado,0
SOP043-000708,2025-02-24,E3,web,baja,676.7,cerrado,0
SOP043-000709,2025-02-24,E1,correo,baja,517.0,cerrado,0
SOP043-000710,2025-02-25,E2,web,normal,259.7,cerrado,0
SOP043-000711,2025-02-25,E3,telefono,alta,455.7,cerrado,0
SOP043-000712,2025-02-26,E1,web,baja,197.8,cerrado,0
SOP043-000713,2025-02-27,E2,web,normal,,abierto,0
SOP043-000714,2025-02-27,E3,correo,alta,896.2,cerrado,0
SOP043-000715,2025-02-28,E1,correo,baja,201.4,cerrado,0
SOP043-000716,2025-02-28,E2,telefono,normal,592.4,cerrado,0
SOP043-000717,2025-03-01,E3,web,alta,4454.6,cerrado,1
SOP043-000718,2025-03-02,E1,correo,alta,,abierto,0
SOP043-000719,2025-03-02,E2,correo,normal,1523.4,cerrado,0
SOP043-000720,2025-03-03,E3,telefono,alta,,abierto,0
SOP043-000721,2025-03-03,E1,telefono,normal,738.6,cerrado,0
SOP043-000722,2025-03-04,E2,web,normal,356.6,cerrado,0
SOP043-000723,2025-03-05,E3,web,baja,1848.2,cerrado,0
SOP043-000724,2025-03-05,E1,correo,normal,5377.7,cerrado,1
SOP043-000725,2025-03-06,E2,correo,baja,394.2,cerrado,0
SOP043-000726,2025-03-06,E3,correo,baja,51.1,cerrado,0
SOP043-000727,2025-03-07,E1,telefono,alta,212.6,cerrado,0
SOP043-000728,2025-03-08,E2,telefono,normal,273.7,cerrado,0
SOP043-000729,2025-03-08,E3,correo,normal,590.6,cerrado,0
SOP043-000730,2025-03-09,E1,web,alta,255.5,cerrado,0
SOP043-000731,2025-03-09,E2,web,alta,2170.8,cerrado,0
SOP043-000732,2025-03-10,E3,telefono,normal,317.9,cerrado,0
SOP043-000733,2025-03-11,E1,web,baja,1420.3,cerrado,0
SOP043-000734,2025-03-11,E2,telefono,normal,,abierto,0
SOP043-000735,2025-03-12,E3,telefono,normal,865.0,cerrado,0
SOP043-000736,2025-03-12,E1,telefono,alta,550.0,cerrado,0
SOP043-000737,2025-03-13,E2,telefono,baja,245.9,cerrado,0
SOP043-000738,2025-03-14,E3,telefono,baja,913.8,cerrado,0
SOP043-000739,2025-03-14,E1,web,normal,,abierto,0
SOP043-000740,2025-03-15,E2,web,alta,391.0,cerrado,0
SOP043-000741,2025-03-15,E3,correo,normal,846.7,cerrado,0
SOP043-000742,2025-03-16,E1,telefono,normal,4619.8,cerrado,1
SOP043-000743,2025-03-16,E2,correo,normal,7119.7,cerrado,1
SOP043-000744,2025-03-17,E3,telefono,normal,1225.4,cerrado,0
SOP043-000745,2025-03-18,E1,web,normal,,abierto,0
SOP043-000746,2025-03-18,E2,correo,normal,2198.0,cerrado,0
SOP043-000747,2025-03-19,E3,web,normal,,abierto,0
SOP043-000748,2025-03-19,E1,telefono,normal,,cerrado,0
SOP043-000749,2025-03-20,E2,correo,normal,761.4,cerrado,0
SOP043-000750,2025-03-21,E3,web,normal,,abierto,0
SOP043-000751,2025-03-21,E1,web,baja,365.6,cerrado,0
SOP043-000752,2025-03-22,E2,web,normal,7271.2,cerrado,1
SOP043-000753,2025-03-22,E3,web,alta,995.1,cerrado,0
SOP043-000754,2025-03-23,E1,telefono,alta,,abierto,0
SOP043-000755,2025-03-24,E2,correo,normal,279.7,cerrado,0
SOP043-000756,2025-03-24,E3,correo,normal,,abierto,0
SOP043-000757,2025-03-25,E1,telefono,baja,,abierto,0
SOP043-000758,2025-03-25,E2,telefono,normal,629.9,cerrado,0
SOP043-000759,2025-03-26,E3,telefono,baja,,abierto,0
SOP043-000760,2025-03-27,E1,telefono,normal,,abierto,0
SOP043-000761,2025-03-27,E2,telefono,baja,3043.1,cerrado,0
SOP043-000762,2025-03-28,E3,correo,normal,72.5,cerrado,0
SOP043-000763,2025-03-28,E1,correo,normal,243.8,cerrado,0
SOP043-000764,2025-03-29,E2,correo,normal,182.9,cerrado,0
SOP043-000765,2025-03-30,E3,web,normal,617.4,cerrado,0
SOP043-000766,2025-03-30,E1,correo,normal,299.5,cerrado,0
SOP043-000767,2025-03-31,E2,correo,alta,1021.3,cerrado,0
SOP043-000768,2025-03-31,E3,web,normal,399.6,cerrado,0
SOP043-000769,2025-04-01,E1,web,normal,395.2,cerrado,0
SOP043-000770,2025-04-02,E2,web,normal,,abierto,0
SOP043-000771,2025-04-02,E3,correo,baja,6648.9,cerrado,1
SOP043-000772,2025-04-03,E1,telefono,baja,350.0,cerrado,0
SOP043-000773,2025-04-03,E2,correo,normal,473.9,cerrado,0
SOP043-000774,2025-04-04,E3,telefono,normal,,abierto,0
SOP043-000775,2025-04-04,E1,web,alta,610.2,cerrado,0
SOP043-000776,2025-04-05,E2,telefono,baja,688.3,cerrado,0
SOP043-000777,2025-04-06,E3, TELEFONO ,normal,5063.0,cerrado,1
SOP043-000778,2025-04-06,E1,correo,normal,270.3,cerrado,0
SOP043-000779,2025-04-07,E2,web,baja,4895.4,cerrado,1
SOP043-000780,2025-04-07,E3,web,alta,2604.7,cerrado,0
SOP043-000781,2025-04-08,E1,web,normal,785.7,cerrado,0
SOP043-000782,2025-04-09,E2,telefono,normal,445.7,cerrado,0
SOP043-000783,2025-04-09,E3,correo,normal,7757.2,cerrado,1
SOP043-000784,2025-04-10,E1,telefono,normal,424.2,cerrado,0
SOP043-000785,2025-04-10,E2,telefono,baja,1592.7,cerrado,0
SOP043-000786,2025-04-11,E3,web,alta,1035.6,cerrado,0
SOP043-000787,2025-04-12,E1,correo,alta,1032.9,cerrado,0
SOP043-000788,2025-04-12,E2,web,normal,296.9,cerrado,0
SOP043-000789,2025-04-13,E3,correo,baja,602.9,cerrado,0
SOP043-000790,2025-04-13,E1,correo,baja,613.2,cerrado,0
SOP043-000791,2025-04-14,E2,correo,alta,,abierto,0
SOP043-000792,2025-04-15,E3,telefono,normal,6389.5,cerrado,0
SOP043-000793,2025-04-15,E1,telefono,normal,374.0,cerrado,0
SOP043-000794,2025-04-16,E2,telefono,baja,4713.4,cerrado,1
SOP043-000795,2025-04-16,E3,web,normal,237.5,cerrado,0
SOP043-000796,2025-04-17,E1,telefono,normal,,abierto,0
SOP043-000797,2025-04-18,E2,correo,alta,1026.1,cerrado,0
SOP043-000798,2025-04-18,E3,web,baja,,abierto,0
SOP043-000799,2025-04-19,E1,web,alta,322.0,cerrado,0
SOP043-000800,2025-04-19,E2,web,alta,638.4,cerrado,0
SOP043-000801,2025-04-20,E3,web,normal,510.9,cerrado,0
SOP043-000802,2025-04-21,E1,telefono,normal,777.5,cerrado,0
SOP043-000803,2025-04-21,E2,telefono,baja,403.1,cerrado,0
