registro_id	fecha	sensor	zona	valor	unidad	horas_operativas
SEN069-000521	2024-06-22	S2	centro	20.91	C	24
SEN069-000522	2024-06-22	S3	sur	77.42	F	24
SEN069-000523	2024-06-23	S1	norte	16.01	C	18
SEN069-000524	2024-06-23	S2	centro	22.68	C	18
SEN069-000525	2024-06-23	S3	sur	74.24	F	24
SEN069-000526	2024-06-24	S1	norte	13.05	C	24
SEN069-000527	2024-06-24	S2	centro	22.64	C	24
SEN069-000528	2024-06-24	S3	sur	71.37	F	6
SEN069-000529	2024-06-25	S1	norte	17.65	C	12
SEN069-000530	2024-06-25	S2	centro	22.51	C	24
SEN069-000531	2024-06-25	S3	sur	76.81	F	6
SEN069-000532	2024-06-26	S1	norte	17.96	C	6
SEN069-000533	2024-06-26	S2	centro	22.27	C	24
SEN069-000534	2024-06-26	S3	sur	75.81	F	6
SEN069-000535	2024-06-27	S1	norte	20.15	C	18
SEN069-000536	2024-06-27	S2	centro	23.82	C	6
SEN069-000537	2024-06-27	S3	sur	75.03	F	12
SEN069-000538	2024-06-28	S1	norte	20.41	C	24
SEN069-000539	2024-06-28	S2	centro	21.74	C	24
SEN069-000540	2024-06-28	S3	sur	78.32	F	6
SEN069-000541	2024-06-29	S1	norte	18.8	C	24
SEN069-000542	2024-06-29	S2	centro	22.41	C	12
SEN069-000543	2024-06-29	S3	sur	70.81	F	12
SEN069-000544	2024-06-30	S1	norte	19.4	C	6
SEN069-000545	2024-06-30	S2	centro	22.49	C	24
SEN069-000546	2024-06-30	S3	sur	72.68	F	24
SEN069-000547	2024-07-01	S1	norte	16.63	C	24
SEN069-000549	2024-07-01	S3	sur	71.74	F	24
SEN069-000550	2024-07-02	S1	norte	19.03	C	24
SEN069-000551	2024-07-02	S2	centro	19.89	C	24
SEN069-000552	2024-07-02	S3	sur	80.26	F	12
SEN069-000553	2024-07-03	S1	norte	17.62	C	18
SEN069-000554	2024-07-03	S2	centro	19.83	C	24
SEN069-000555	2024-07-03	S3	sur	68.19	F	24
SEN069-000556	2024-07-04	S1	norte	18.7	C	12
SEN069-000557	2024-07-04	S2	centro	19.67	C	18
SEN069-000558	2024-07-04	S3	sur	68.77	F	6
SEN069-000559	2024-07-05	S1	norte	16.67	C	6
SEN069-000560	2024-07-05	S2	centro	21.32	C	24
SEN069-000561	2024-07-05	S3	sur	68.94	F	24
SEN069-000562	2024-07-06	S1	norte	18.46	C	12
SEN069-000563	2024-07-06	S2	centro	17.81	C	12
SEN069-000564	2024-07-06	S3	sur	72.09	F	18
SEN069-000565	2024-07-07	S1	norte	20.89	C	24
SEN069-000566	2024-07-07	S2	centro	16.95	C	6
SEN069-000567	2024-07-07	S3	sur	73.41	F	12
SEN069-000568	2024-07-08	S1	norte	18.61	C	18
SEN069-000569	2024-07-08	S2	centro	23.9	C	24
SEN069-000570	2024-07-08	S3	sur	77.37	F	24
SEN069-000571	2024-07-09	S1	norte	19.64	C	24
SEN069-000572	2024-07-09	S2	centro	20.33	C	12
SEN069-000573	2024-07-09	S3	sur	71.44	F	24
SEN069-000574	2024-07-10	S1	norte	20.35	C	24
SEN069-000575	2024-07-10	S2	centro	19.32	C	12
SEN069-000576	2024-07-10	S3	sur	75.73	F	24
SEN069-000577	2024-07-11	S1	norte	18.06	C	24
SEN069-000578	2024-07-11	S2	centro	20.95	C	12
SEN069-000579	2024-07-11	S3	sur	72.03	F	24
SEN069-000580	2024-07-12	S1	norte	19.58	C	18
SEN069-000581	2024-07-12	S2	centro	22.88	C	24
SEN069-000582	2024-07-12	S3	sur		F	24
SEN069-000583	2024-07-13	S1	 NORTE 	15.24	C	12
SEN069-000584	2024-07-13	S2	centro	20.31	C	24
SEN069-000585	2024-07-13	S3	sur	77.13	F	24
SEN069-000586	2024-07-14	S1	norte	16.0	C	24
SEN069-000587	2024-07-14	S2	centro	21.21	C	24
SEN069-000588	2024-07-14	S3	sur	72.03	F	12
SEN069-000589	2024-07-15	S1	norte	17.4	C	24
SEN069-000590	2024-07-15	S2	centro	21.54	C	6
SEN069-000591	2024-07-15	S3	sur	68.44	F	24
SEN069-000592	2024-07-16	S1	norte	20.68	C	24
SEN069-000593	2024-07-16	S2	centro	19.03	C	6
SEN069-000594	2024-07-16	S3	sur	69.09	F	24
SEN069-000595	2024-07-17	S1	norte	16.15	C	24
SEN069-000596	2024-07-17	S2	centro	18.29	C	18
SEN069-000597	2024-07-17	S3	sur	70.66	F	6
SEN069-000598	2024-07-18	S1	norte	18.46	C	6
SEN069-000599	2024-07-18	S2	centro	17.25	C	24
SEN069-000600	2024-07-18	S3	sur	66.8	F	24
SEN069-000602	2024-07-19	S2	centro	17.51	C	24
SEN069-000603	2024-07-19	S3	sur	70.49	F	6
SEN069-000604	2024-07-20	S1	norte	19.82	C	24
SEN069-000605	2024-07-20	S2	centro	19.12	C	24
SEN069-000606	2024-07-20	S3	sur	73.63	F	24
SEN069-000607	2024-07-21	S1	norte	13.79	C	24
SEN069-000608	2024-07-21	S2	centro	16.59	C	6
SEN069-000609	2024-07-21	S3	sur	69.83	F	6
SEN069-000610	2024-07-22	S1	norte	16.46	C	12
SEN069-000611	2024-07-22	S2	centro	19.42	C	24
SEN069-000612	2024-07-22	S3	sur	65.95	F	12
SEN069-000613	2024-07-23	S1	norte	13.77	C	24
SEN069-000614	2024-07-23	S2	centro	19.26	C	24
SEN069-000615	2024-07-23	S3	sur	72.2	F	24
SEN069-000616	2024-07-24	S1	norte	18.67	C	24
SEN069-000617	2024-07-24	S2	centro	17.63	C	24
SEN069-000618	2024-07-24	S3	sur	68.81	F	6
SEN069-000619	2024-07-25	S1	norte	16.67	C	24
SEN069-000620	2024-07-25	S2	centro	15.09	C	18
SEN069-000621	2024-07-25	S3	sur	68.79	F	24
SEN069-000622	2024-07-26	S1	norte	16.18	C	6
SEN069-000623	2024-07-26	S2	centro	17.75	C	24
SEN069-000624	2024-07-26	S3	sur	69.65	F	24
SEN069-000625	2024-07-27	S1	norte	15.55	C	6
SEN069-000626	2024-07-27	S2	centro	17.74	C	12
SEN069-000627	2024-07-27	S3	sur	70.66	F	18
SEN069-000628	2024-07-28	S1	norte	14.36	C	24
SEN069-000629	2024-07-28	S2	centro	17.32	C	18
SEN069-000630	2024-07-28	S3	sur	68.87	F	6
SEN069-000631	2024-07-29	S1	norte	19.08	C	18
SEN069-000632	2024-07-29	S2	centro	15.76	C	6
SEN069-000633	2024-07-29	S3	sur	71.85	F	12
SEN069-000634	2024-07-30	S1	norte	15,84	C	24
SEN069-000635	2024-07-30	S2	centro	18.39	C	12
SEN069-000636	2024-07-30	S3	sur	72.21	F	12
SEN069-000637	2024-07-31	S1	norte	13.88	C	18
SEN069-000638	2024-07-31	S2	centro	17.31	C	6
SEN069-000639	2024-07-31	S3	sur	67.27	F	6
SEN069-000640	2024-08-01	S1	norte	18.9	C	24
SEN069-000641	2024-08-01	S2	centro	18.54	C	18
SEN069-000642	2024-08-01	S3	sur	71.07	F	24
SEN069-000643	2024-08-02	S1	norte	16.49	C	18
SEN069-000644	2024-08-02	S2	centro	21.74	C	24
SEN069-000645	2024-08-02	S3	sur	68.87	F	18
SEN069-000646	2024-08-03	S1	norte	14.9	C	6
SEN069-000647	2024-08-03	S2	centro	16.98	C	6
SEN069-000648	2024-08-03	S3	sur	68.57	F	18
SEN069-000649	2024-08-04	S1	norte	17.55	C	24
SEN069-000650	2024-08-04	S2	centro	14.85	C	24
SEN069-000651	2024-08-04	S3	sur	64.22	F	12
SEN069-000652	2024-08-05	S1	norte	15.96	C	18
SEN069-000653	2024-08-05	S2	centro	13.85	C	18
SEN069-000655	2024-08-06	S1	norte	13.39	C	24
SEN069-000656	2024-08-06	S2	centro	17.32	C	24
SEN069-000657	2024-08-06	S3	sur	70.09	F	24
SEN069-000658	2024-08-07	S1	norte	15.56	C	12
SEN069-000659	2024-08-07	S2	centro	15.75	C	18
SEN069-000660	2024-08-07	S3	sur	64.55	F	18
SEN069-000661	2024-08-08	S1	norte	13.05	C	18
SEN069-000662	2024-08-08	S2	centro	16.21	C	24
SEN069-000663	2024-08-08	S3	sur	69.28	F	24
SEN069-000664	2024-08-09	S1	norte	16.94	C	18
SEN069-000665	2024-08-09	S2	centro		C	24
SEN069-000666	2024-08-09	S3	sur	62.74	F	18
SEN069-000667	2024-08-10	S1	norte	14.16	C	24
SEN069-000668	2024-08-10	S2	centro	19.12	C	18
SEN069-000669	2024-08-10	S3	sur	64.55	F	12
SEN069-000670	2024-08-11	S1	norte	13.68	C	24
SEN069-000671	2024-08-11	S2	centro	17.18	C	24
SEN069-000672	2024-08-11	S3	sur	66.39	F	12
SEN069-000673	2024-08-12	S1	norte	15.5	C	24
SEN069-000674	2024-08-12	S2	centro	17.54	C	24
SEN069-000675	2024-08-12	S3	sur	68.53	F	24
SEN069-000676	2024-08-13	S1	norte	15.58	C	24
SEN069-000677	2024-08-13	S2	centro	16.38	C	24
SEN069-000678	2024-08-13	S3	sur	64.84	F	18
SEN069-000679	2024-08-14	S1	norte	12.91	C	24
SEN069-000680	2024-08-14	S2	 CENTRO 	15.81	C	24
SEN069-000681	2024-08-14	S3	sur	64.8	F	24
SEN069-000682	2024-08-15	S1	norte	14.88	C	12
SEN069-000683	2024-08-15	S2	centro	16.73	C	6
SEN069-000684	2024-08-15	S3	sur	68.92	F	24
SEN069-000685	2024-08-16	S1	norte	13.76	C	24
SEN069-000686	2024-08-16	S2	centro	14.3	C	12
SEN069-000687	2024-08-16	S3	sur	62.21	F	24
SEN069-000688	2024-08-17	S1	norte	13.57	C	12
SEN069-000689	2024-08-17	S2	centro	18.54	C	24
SEN069-000690	2024-08-17	S3	sur	67.46	F	18
SEN069-000691	2024-08-18	S1	norte	14.77	C	18
SEN069-000692	2024-08-18	S2	centro	17.94	C	24
SEN069-000693	2024-08-18	S3	sur	63.2	F	12
SEN069-000694	2024-08-19	S1	norte	13.2	C	24
SEN069-000695	2024-08-19	S2	centro	12.79	C	12
SEN069-000696	2024-08-19	S3	sur	61.7	F	24
SEN069-000697	2024-08-20	S1	norte	11.2	C	24
SEN069-000698	2024-08-20	S2	centro	17.15	C	24
SEN069-000699	2024-08-20	S3	sur	67.26	F	6
SEN069-000700	2024-08-21	S1	norte	16.19	C	18
SEN069-000701	2024-08-21	S2	centro	15.58	C	18
SEN069-000702	2024-08-21	S3	sur	65.21	F	18
SEN069-000703	2024-08-22	S1	norte	16.07	C	24
SEN069-000704	2024-08-22	S2	centro	16.89	C	24
SEN069-000705	2024-08-22	S3	sur	63.6	F	24
SEN069-000706	2024-08-23	S1	norte	15.09	C	24
SEN069-000708	2024-08-23	S3	sur	65.86	F	12
SEN069-000709	2024-08-24	S1	norte	16.63	C	18
SEN069-000710	2024-08-24	S2	centro	18.69	C	18
SEN069-000711	2024-08-24	S3	sur	65.04	F	6
SEN069-000712	2024-08-25	S1	norte	11.14	C	24
SEN069-000713	2024-08-25	S2	centro	14.26	C	24
SEN069-000714	2024-08-25	S3	sur	68.5	F	12
SEN069-000715	2024-08-26	S1	norte	13.97	C	18
SEN069-000716	2024-08-26	S2	centro	16.25	C	18
SEN069-000717	2024-08-26	S3	sur	68.3	F	24
SEN069-000718	2024-08-27	S1	norte	12.84	C	24
SEN069-000719	2024-08-27	S2	centro	15.68	C	12
SEN069-000720	2024-08-27	S3	sur	65.66	F	18
SEN069-000721	2024-08-28	S1	norte	13.47	C	24
SEN069-000722	2024-08-28	S2	centro	13.74	C	12
SEN069-000723	2024-08-28	S3	sur	63.75	F	24
SEN069-000724	2024-08-29	S1	norte	13.56	C	18
SEN069-000725	2024-08-29	S2	centro	16.91	C	18
SEN069-000726	2024-08-29	S3	sur	63.58	F	6
SEN069-000727	2024-08-30	S1	norte	13.48	C	24
SEN069-000728	2024-08-30	S2	centro	18.31	C	24
SEN069-000729	2024-08-30	S3	sur	70.33	F	24
SEN069-000730	2024-08-31	S1	norte	10.84	C	12
SEN069-000731	2024-08-31	S2	centro	17.11	C	6
SEN069-000732	2024-08-31	S3	sur	64.24	F	24
SEN069-000733	2024-09-01	S1	norte	14.54	C	12
SEN069-000734	2024-09-01	S2	centro	15.7	C	18
SEN069-000735	2024-09-01	S3	sur	66.26	F	24
SEN069-000736	2024-09-02	S1	norte	12.71	C	24
SEN069-000737	2024-09-02	S2	centro	17.85	C	24
SEN069-000738	2024-09-02	S3	sur	58.9	F	24
SEN069-000739	2024-09-03	S1	norte	10.92	C	24
SEN069-000740	2024-09-03	S2	centro	15.74	C	12
SEN069-000741	2024-09-03	S3	sur	70.73	F	24
SEN069-000742	2024-09-04	S1	norte	14.44	C	24
SEN069-000743	2024-09-04	S2	centro	17.26	C	24
SEN069-000744	2024-09-04	S3	sur	59.74	F	24
SEN069-000745	2024-09-05	S1	norte	13.16	C	18
SEN069-000746	2024-09-05	S2	centro	14.31	C	24
SEN069-000747	2024-09-05	S3	sur	66.52	F	6
SEN069-000748	2024-09-06	S1	norte		C	24
SEN069-000749	2024-09-06	S2	centro	15.98	C	24
SEN069-000750	2024-09-06	S3	sur	63.85	F	24
SEN069-000751	2024-09-07	S1	norte	10.75	C	18
SEN069-000752	2024-09-07	S2	centro	15.59	C	18
SEN069-000753	2024-09-07	S3	sur	67.0	F	6
SEN069-000754	2024-09-08	S1	norte	12.26	C	24
SEN069-000755	2024-09-08	S2	centro	14.51	C	6
SEN069-000756	2024-09-08	S3	sur	60.55	F	12
SEN069-000757	2024-09-09	S1	norte	13.29	C	24
SEN069-000758	2024-09-09	S2	centro	18.25	C	6
SEN069-000759	2024-09-09	S3	sur	66.34	F	24
SEN069-000761	2024-09-10	S2	centro	18.18	C	24
SEN069-000762	2024-09-10	S3	sur	67.86	F	18
SEN069-000763	2024-09-11	S1	norte	13.79	C	24
SEN069-000764	2024-09-11	S2	centro	16.09	C	24
SEN069-000765	2024-09-11	S3	sur	60.5	F	24
SEN069-000766	2024-09-12	S1	norte	10.51	C	12
SEN069-000767	2024-09-12	S2	centro	14.76	C	24
SEN069-000768	2024-09-12	S3	sur	62.56	F	24
SEN069-000769	2024-09-13	S1	norte	13.38	C	18
SEN069-000770	2024-09-13	S2	centro	15.1	C	24
SEN069-000771	2024-09-13	S3	sur	63.13	F	24
SEN069-000772	2024-09-14	S1	norte	15.5	C	12
SEN069-000773	2024-09-14	S2	centro	18.08	C	24
SEN069-000774	2024-09-14	S3	sur	67.81	F	24
SEN069-000775	2024-09-15	S1	norte	10.91	C	24
SEN069-000776	2024-09-15	S2	centro	12.84	C	24
SEN069-000777	2024-09-15	S3	 SUR 	59.46	F	24
SEN069-000778	2024-09-16	S1	norte	14.07	C	24
SEN069-000779	2024-02-30	S2	centro	14.76	C	24
SEN069-000780	2024-09-16	S3	sur	60.08	F	12
SEN069-000781	2024-09-17	S1	norte	15.22	C	12
SEN069-000782	2024-09-17	S2	centro	16.17	C	24
SEN069-000783	2024-09-17	S3	sur	63.89	F	24
SEN069-000784	2024-09-18	S1	norte	11.78	C	6
SEN069-000785	2024-09-18	S2	centro	14.12	C	6
SEN069-000786	2024-09-18	S3	sur	61.3	F	6
SEN069-000787	2024-09-19	S1	norte	14.45	C	24
SEN069-000788	2024-09-19	S2	centro	14.67	C	6
SEN069-000789	2024-09-19	S3	sur	66.63	F	24
SEN069-000790	2024-09-20	S1	norte	13.55	C	6
SEN069-000791	2024-09-20	S2	centro	13.46	C	18
SEN069-000792	2024-09-20	S3	sur	58.1	F	24
SEN069-000793	2024-09-21	S1	norte	9.78	C	18
SEN069-000794	2024-09-21	S2	centro	15.81	C	24
SEN069-000795	2024-09-21	S3	sur	64.41	F	24
SEN069-000796	2024-09-22	S1	norte	12.13	C	12
SEN069-000797	2024-09-22	S2	centro	13.24	C	24
SEN069-000798	2024-09-22	S3	sur	64.37	F	24
SEN069-000799	2024-09-23	S1	norte	12.05	C	24
SEN069-000800	2024-09-23	S2	centro	9.64	C	24
SEN069-000801	2024-09-23	S3	sur	62.15	F	24
SEN069-000802	2024-09-24	S1	norte	14.42	C	24
SEN069-000803	2024-09-24	S2	centro	17.65	C	24
SEN069-000804	2024-09-24	S3	sur	59.53	F	24
SEN069-000805	2024-09-25	S1	norte	13.23	C	24
SEN069-000806	2024-09-25	S2	centro	15.28	C	18
SEN069-000807	2024-09-25	S3	sur	64.77	F	24
SEN069-000808	2024-09-26	S1	norte	13.54	C	24
SEN069-000809	2024-09-26	S2	centro	15.07	C	24
SEN069-000810	2024-09-26	S3	sur	57.84	F	18
SEN069-000811	2024-09-27	S1	norte	11.94	C	24
SEN069-000812	2024-09-27	S2	centro	16.73	C	24
SEN069-000814	2024-09-28	S1	norte	15.98	C	18
SEN069-000815	2024-09-28	S2	centro	13.21	C	24
SEN069-000816	2024-09-28	S3	sur	60.36	F	24
SEN069-000817	2024-09-29	S1	norte	13.42	C	24
SEN069-000818	2024-09-29	S2	centro	17.11	C	18
SEN069-000819	2024-09-29	S3	sur	61.15	F	6
SEN069-000820	2024-09-30	S1	norte	11.91	C	12
SEN069-000821	2024-09-30	S2	centro	17.22	C	6
SEN069-000822	2024-09-30	S3	sur	58.9	F	24
SEN069-000823	2024-10-01	S1	norte	12.8	C	6
SEN069-000824	2024-10-01	S2	centro	12.54	C	24
SEN069-000825	2024-10-01	S3	sur	57.06	F	24
SEN069-000826	2024-10-02	S1	norte	13.23	C	24
SEN069-000827	2024-10-02	S2	centro	17.1	C	24
SEN069-000828	2024-10-02	S3	sur	63.29	F	6
SEN069-000829	2024-10-03	S1	norte	14.02	C	24
SEN069-000830	2024-10-03	S2	centro	14.8	C	12
SEN069-000831	2024-10-03	S3	sur		F	12
SEN069-000832	2024-10-04	S1	norte	16.68	C	18
SEN069-000833	2024-10-04	S2	centro	15.62	C	12
SEN069-000834	2024-10-04	S3	sur	56.7	F	24
SEN069-000835	2024-10-05	S1	norte	11.27	C	6
SEN069-000836	2024-10-05	S2	centro	14.44	C	24
SEN069-000837	2024-10-05	S3	sur	67.95	F	18
SEN069-000838	2024-10-06	S1	norte	12.55	C	24
SEN069-000839	2024-10-06	S2	centro	14.48	C	12
SEN069-000840	2024-10-06	S3	sur	69.4	F	12
SEN069-000841	2024-10-07	S1	norte	16.02	C	24
SEN069-000842	2024-10-07	S2	centro	14.81	C	12
SEN069-000843	2024-10-07	S3	sur	60.77	F	6
SEN069-000844	2024-10-08	S1	norte	14.94	C	6
SEN069-000845	2024-10-08	S2	centro	17,2	C	12
SEN069-000846	2024-10-08	S3	sur	59.29	F	24
SEN069-000847	2024-10-09	S1	norte	14.9	C	6
SEN069-000848	2024-10-09	S2	centro	13.04	C	24
SEN069-000849	2024-10-09	S3	sur	65.2	F	6
SEN069-000850	2024-10-10	S1	norte	15.88	C	18
SEN069-000851	2024-10-10	S2	centro	15.38	C	24
SEN069-000852	2024-10-10	S3	sur	63.34	F	6
SEN069-000853	2024-10-11	S1	norte	14.98	C	6
SEN069-000854	2024-10-11	S2	centro	13.94	C	6
SEN069-000855	2024-10-11	S3	sur	63.31	F	24
SEN069-000856	2024-10-12	S1	norte	13.01	C	18
SEN069-000857	2024-10-12	S2	centro	16.77	C	12
SEN069-000858	2024-10-12	S3	sur	66.87	F	24
SEN069-000859	2024-10-13	S1	norte	15.6	C	24
SEN069-000860	2024-10-13	S2	centro	15.5	C	24
SEN069-000861	2024-10-13	S3	sur	63.33	F	24
SEN069-000862	2024-10-14	S1	norte	11.25	C	18
SEN069-000863	2024-10-14	S2	centro	14.71	C	24
SEN069-000864	2024-10-14	S3	sur	59.13	F	12
SEN069-000865	2024-10-15	S1	norte	9.69	C	24
SEN069-000867	2024-10-15	S3	sur	62.11	F	18
SEN069-000868	2024-10-16	S1	norte	12.57	C	24
SEN069-000869	2024-10-16	S2	centro	15.37	C	24
SEN069-000870	2024-10-16	S3	sur	66.91	F	12
SEN069-000871	2024-10-17	S1	norte	10.82	C	12
SEN069-000872	2024-10-17	S2	centro	16.37	C	12
SEN069-000873	2024-10-17	S3	sur	58.67	F	24
SEN069-000874	2024-10-18	S1	 NORTE 	13.24	C	12
SEN069-000875	2024-10-18	S2	centro	14.49	C	12
SEN069-000876	2024-10-18	S3	sur	60.95	F	24
SEN069-000877	2024-10-19	S1	norte	12.93	C	18
SEN069-000878	2024-10-19	S2	centro	15.3	C	24
SEN069-000879	2024-10-19	S3	sur	62.04	F	24
SEN069-000880	2024-10-20	S1	norte	14.78	C	24
SEN069-000881	2024-10-20	S2	centro	14.81	C	18
SEN069-000882	2024-10-20	S3	sur	62.79	F	24
SEN069-000883	2024-10-21	S1	norte	11.47	C	18
SEN069-000884	2024-10-21	S2	centro	16.53	C	18
SEN069-000885	2024-10-21	S3	sur	64.18	F	24
SEN069-000886	2024-10-22	S1	norte	13.33	C	18
SEN069-000887	2024-10-22	S2	centro	16.74	C	24
SEN069-000888	2024-10-22	S3	sur	64.31	F	24
SEN069-000889	2024-10-23	S1	norte	13.81	C	24
SEN069-000890	2024-10-23	S2	centro	17.83	C	18
SEN069-000891	2024-10-23	S3	sur	69.1	F	12
SEN069-000892	2024-10-24	S1	norte	11.54	C	12
SEN069-000893	2024-10-24	S2	centro	17.21	C	18
SEN069-000894	2024-10-24	S3	sur	65.14	F	12
SEN069-000895	2024-10-25	S1	norte	13.32	C	12
SEN069-000896	2024-10-25	S2	centro	15.0	C	24
SEN069-000897	2024-10-25	S3	sur	58.92	F	24
SEN069-000898	2024-10-26	S1	norte	11.5	C	12
SEN069-000899	2024-10-26	S2	centro	14.41	C	24
SEN069-000900	2024-10-26	S3	sur	63.27	F	12
SEN069-000901	2024-10-27	S1	norte	12.34	C	24
SEN069-000902	2024-10-27	S2	centro	16.94	C	18
SEN069-000903	2024-10-27	S3	sur	61.65	F	6
SEN069-000904	2024-10-28	S1	norte	15.15	C	6
SEN069-000905	2024-10-28	S2	centro	15.41	C	24
SEN069-000906	2024-10-28	S3	sur	63.3	F	6
SEN069-000907	2024-10-29	S1	norte	15.63	C	18
SEN069-000908	2024-10-29	S2	centro	14.83	C	12
SEN069-000909	2024-10-29	S3	sur	68.72	F	24
SEN069-000910	2024-10-30	S1	norte	10.98	C	24
SEN069-000911	2024-10-30	S2	centro	17.86	C	6
SEN069-000912	2024-10-30	S3	sur	68.22	F	24
SEN069-000913	2024-10-31	S1	norte	13.86	C	24
SEN069-000914	2024-10-31	S2	centro		C	24
SEN069-000915	2024-10-31	S3	sur	61.24	F	24
SEN069-000916	2024-11-01	S1	norte	14.97	C	24
SEN069-000917	2024-11-01	S2	centro	14.88	C	12
SEN069-000918	2024-11-01	S3	sur	67.42	F	24
SEN069-000920	2024-11-02	S2	centro	15.3	C	24
SEN069-000921	2024-11-02	S3	sur	66.05	F	24
SEN069-000922	2024-11-03	S1	norte	15.75	C	24
SEN069-000923	2024-11-03	S2	centro	13.83	C	24
SEN069-000924	2024-11-03	S3	sur	70.14	F	24
SEN069-000925	2024-11-04	S1	norte	14.42	C	12
SEN069-000926	2024-11-04	S2	centro	13.27	C	24
SEN069-000927	2024-11-04	S3	sur	67.71	F	24
SEN069-000928	2024-11-05	S1	norte	14.26	C	6
SEN069-000929	2024-11-05	S2	centro	16.87	C	24
SEN069-000930	2024-11-05	S3	sur	59.56	F	6
SEN069-000931	2024-11-06	S1	norte	13.7	C	24
SEN069-000932	2024-11-06	S2	centro	15.2	C	24
SEN069-000933	2024-11-06	S3	sur	66.87	F	12
SEN069-000934	2024-11-07	S1	norte	11.68	C	24
SEN069-000935	2024-11-07	S2	centro	18.72	C	6
SEN069-000936	2024-11-07	S3	sur	61.14	F	24
SEN069-000937	2024-11-08	S1	norte	15.5	C	24
SEN069-000938	2024-11-08	S2	centro	13.02	C	6
SEN069-000939	2024-11-08	S3	sur	61.85	F	24
SEN069-000940	2024-11-09	S1	norte	13.0	C	24
SEN069-000941	2024-11-09	S2	centro	16.09	C	24
SEN069-000942	2024-11-09	S3	sur	70.25	F	24
SEN069-000943	2024-11-10	S1	norte	14.12	C	6
SEN069-000944	2024-11-10	S2	centro	15.73	C	24
SEN069-000945	2024-11-10	S3	sur	65.21	F	12
SEN069-000946	2024-11-11	S1	norte	15.99	C	12
SEN069-000947	2024-11-11	S2	centro	14.26	C	6
SEN069-000948	2024-11-11	S3	sur	65.24	F	24
SEN069-000949	2024-11-12	S1	norte	13.78	C	24
SEN069-000950	2024-11-12	S2	centro	18.53	C	12
SEN069-000951	2024-11-12	S3	sur	69.2	F	12
SEN069-000952	2024-11-13	S1	norte	13.77	C	24
SEN069-000953	2024-11-13	S2	centro	19.15	C	18
SEN069-000954	2024-11-13	S3	sur	65.18	F	12
SEN069-000955	2024-11-14	S1	norte	13.39	C	18
SEN069-000956	2024-11-14	S2	centro	18.93	C	12
SEN069-000957	2024-11-14	S3	sur	66.71	F	12
SEN069-000958	2024-11-15	S1	norte	13.2	C	12
SEN069-000959	2024-11-15	S2	centro	14.24	C	6
SEN069-000960	2024-11-15	S3	sur	65.15	F	24
SEN069-000961	2024-11-16	S1	norte	13.36	C	18
SEN069-000962	2024-11-16	S2	centro	19.24	C	12
SEN069-000963	2024-11-16	S3	sur	72.67	F	6
SEN069-000964	2024-11-17	S1	norte	13.91	C	6
SEN069-000965	2024-11-17	S2	centro	17.11	C	24
SEN069-000966	2024-11-17	S3	sur	63.3	F	18
SEN069-000967	2024-11-18	S1	norte	18.24	C	24
SEN069-000968	2024-11-18	S2	centro	17.89	C	24
SEN069-000969	2024-11-18	S3	sur	61.93	F	24
SEN069-000970	2024-11-19	S1	norte	14.94	C	12
SEN069-000971	2024-11-19	S2	 CENTRO 	16.42	C	24
SEN069-000973	2024-11-20	S1	norte	17.34	C	24
SEN069-000974	2024-11-20	S2	centro	15.77	C	6
SEN069-000975	2024-11-20	S3	sur	71.16	F	24
SEN069-000976	2024-11-21	S1	norte	14.98	C	18
SEN069-000977	2024-11-21	S2	centro	20.92	C	24
SEN069-000978	2024-11-21	S3	sur	62.72	F	24
SEN069-000979	2024-11-22	S1	norte	13.23	C	6
SEN069-000980	2024-11-22	S2	centro	16.48	C	24
SEN069-000981	2024-11-22	S3	sur	70.64	F	24
SEN069-000982	2024-11-23	S1	norte	17.02	C	6
SEN069-000983	2024-11-23	S2	centro	18.6	C	6
SEN069-000984	2024-11-23	S3	sur	68.69	F	24
SEN069-000985	2024-11-24	S1	norte	12.76	C	12
SEN069-000986	2024-11-24	S2	centro	15.73	C	24
SEN069-000987	2024-11-24	S3	sur	69.78	F	6
SEN069-000988	2024-11-25	S1	norte	16.35	C	24
SEN069-000989	2024-11-25	S2	centro	18.26	C	24
SEN069-000990	2024-11-25	S3	sur	64.14	F	24
SEN069-000991	2024-11-26	S1	norte	18.93	C	12
SEN069-000992	2024-11-26	S2	centro	16.17	C	24
SEN069-000993	2024-11-26	S3	sur	65.86	F	12
SEN069-000994	2024-11-27	S1	norte	15.38	C	24
SEN069-000995	2024-11-27	S2	centro	18.23	C	24
SEN069-000996	2024-11-27	S3	sur	67.32	F	6
SEN069-000997	2024-11-28	S1	norte		C	18
SEN069-000998	2024-11-28	S2	centro	20.25	C	24
SEN069-000999	2024-11-28	S3	sur	66.44	F	12
SEN069-001000	2024-11-29	S1	norte	18.61	C	18
SEN069-001001	2024-11-29	S2	centro	16.18	C	24
SEN069-001002	2024-11-29	S3	sur	68.3	F	6
SEN069-001003	2024-11-30	S1	norte	14.93	C	24
SEN069-001004	2024-11-30	S2	centro	19.18	C	18
SEN069-001005	2024-11-30	S3	sur	59.65	F	18
SEN069-001006	2024-12-01	S1	norte	17.11	C	24
SEN069-001007	2024-12-01	S2	centro	16.82	C	24
SEN069-001008	2024-12-01	S3	sur	72.4	F	18
SEN069-001009	2024-12-02	S1	norte	18.87	C	6
SEN069-001010	2024-12-02	S2	centro	20.15	C	24
