registro_id	fecha	sensor	zona	valor	unidad	horas_operativas
SEN094-000521	2024-06-22	S2	centro	23.35	C	24
SEN094-000522	2024-06-22	S3	sur	73.91	F	24
SEN094-000523	2024-06-23	S1	norte	23.98	C	24
SEN094-000524	2024-06-23	S2	centro	21.5	C	12
SEN094-000525	2024-06-23	S3	sur	70.33	F	24
SEN094-000526	2024-06-24	S1	norte	21.15	C	18
SEN094-000527	2024-06-24	S2	centro	20.01	C	24
SEN094-000528	2024-06-24	S3	sur	80.74	F	18
SEN094-000529	2024-06-25	S1	norte	20.94	C	24
SEN094-000530	2024-06-25	S2	centro	18.54	C	12
SEN094-000531	2024-06-25	S3	sur	72.92	F	24
SEN094-000532	2024-06-26	S1	norte	20.5	C	12
SEN094-000533	2024-06-26	S2	centro	18.35	C	12
SEN094-000534	2024-06-26	S3	sur	67.68	F	24
SEN094-000535	2024-06-27	S1	norte	20.69	C	24
SEN094-000536	2024-06-27	S2	centro	21.71	C	24
SEN094-000537	2024-06-27	S3	sur	75.87	F	24
SEN094-000538	2024-06-28	S1	norte	22.54	C	24
SEN094-000539	2024-06-28	S2	centro	23.18	C	24
SEN094-000540	2024-06-28	S3	sur	79.16	F	18
SEN094-000541	2024-06-29	S1	norte	18.67	C	24
SEN094-000542	2024-06-29	S2	centro	23.9	C	12
SEN094-000543	2024-06-29	S3	sur	69.9	F	18
SEN094-000544	2024-06-30	S1	norte	21.47	C	18
SEN094-000545	2024-06-30	S2	centro	20.93	C	6
SEN094-000546	2024-06-30	S3	sur	72.03	F	24
SEN094-000547	2024-07-01	S1	norte	19.09	C	24
SEN094-000549	2024-07-01	S3	sur	73.52	F	24
SEN094-000550	2024-07-02	S1	norte	20.83	C	6
SEN094-000551	2024-07-02	S2	centro	20.21	C	24
SEN094-000552	2024-07-02	S3	sur	78.92	F	12
SEN094-000553	2024-07-03	S1	norte	17.54	C	24
SEN094-000554	2024-07-03	S2	centro	19.08	C	6
SEN094-000555	2024-07-03	S3	sur	76.37	F	18
SEN094-000556	2024-07-04	S1	norte	19.5	C	24
SEN094-000557	2024-07-04	S2	centro	19.65	C	24
SEN094-000558	2024-07-04	S3	sur	72.07	F	18
SEN094-000559	2024-07-05	S1	norte	19.16	C	24
SEN094-000560	2024-07-05	S2	centro	20.05	C	18
SEN094-000561	2024-07-05	S3	sur	69.17	F	12
SEN094-000562	2024-07-06	S1	norte	20.36	C	6
SEN094-000563	2024-07-06	S2	centro	20.41	C	12
SEN094-000564	2024-07-06	S3	sur	73.88	F	24
SEN094-000565	2024-07-07	S1	norte	18.02	C	24
SEN094-000566	2024-07-07	S2	centro	22.03	C	24
SEN094-000567	2024-07-07	S3	sur	71.26	F	24
SEN094-000568	2024-07-08	S1	norte	17.74	C	6
SEN094-000569	2024-07-08	S2	centro	19.46	C	24
SEN094-000570	2024-07-08	S3	sur	76.88	F	12
SEN094-000571	2024-07-09	S1	norte	20.94	C	24
SEN094-000572	2024-07-09	S2	centro	20.51	C	18
SEN094-000573	2024-07-09	S3	sur	74.55	F	18
SEN094-000574	2024-07-10	S1	norte	17.66	C	6
SEN094-000575	2024-07-10	S2	centro	21.6	C	6
SEN094-000576	2024-07-10	S3	sur	71.17	F	24
SEN094-000577	2024-07-11	S1	norte	13.72	C	12
SEN094-000578	2024-07-11	S2	centro	19.6	C	24
SEN094-000579	2024-07-11	S3	sur	70.97	F	24
SEN094-000580	2024-07-12	S1	norte	21.28	C	24
SEN094-000581	2024-07-12	S2	centro	20.88	C	24
SEN094-000582	2024-07-12	S3	sur		F	6
SEN094-000583	2024-07-13	S1	 NORTE 	14.55	C	24
SEN094-000584	2024-07-13	S2	centro	21.49	C	24
SEN094-000585	2024-07-13	S3	sur	70.76	F	6
SEN094-000586	2024-07-14	S1	norte	16.5	C	24
SEN094-000587	2024-07-14	S2	centro	17.86	C	12
SEN094-000588	2024-07-14	S3	sur	72.41	F	24
SEN094-000589	2024-07-15	S1	norte	19.36	C	24
SEN094-000590	2024-07-15	S2	centro	21.36	C	18
SEN094-000591	2024-07-15	S3	sur	66.62	F	24
SEN094-000592	2024-07-16	S1	norte	18.1	C	18
SEN094-000593	2024-07-16	S2	centro	19.4	C	6
SEN094-000594	2024-07-16	S3	sur	74.17	F	6
SEN094-000595	2024-07-17	S1	norte	18.58	C	12
SEN094-000596	2024-07-17	S2	centro	19.92	C	24
SEN094-000597	2024-07-17	S3	sur	68.42	F	12
SEN094-000598	2024-07-18	S1	norte	16.81	C	6
SEN094-000599	2024-07-18	S2	centro	20.26	C	24
SEN094-000600	2024-07-18	S3	sur	77.31	F	12
SEN094-000602	2024-07-19	S2	centro	20.85	C	24
SEN094-000603	2024-07-19	S3	sur	64.42	F	24
SEN094-000604	2024-07-20	S1	norte	15.24	C	6
SEN094-000605	2024-07-20	S2	centro	18.97	C	6
SEN094-000606	2024-07-20	S3	sur	64.52	F	12
SEN094-000607	2024-07-21	S1	norte	20.37	C	12
SEN094-000608	2024-07-21	S2	centro	20.2	C	18
SEN094-000609	2024-07-21	S3	sur	69.61	F	12
SEN094-000610	2024-07-22	S1	norte	17.61	C	6
SEN094-000611	2024-07-22	S2	centro	18.14	C	18
SEN094-000612	2024-07-22	S3	sur	67.91	F	24
SEN094-000613	2024-07-23	S1	norte	18.33	C	6
SEN094-000614	2024-07-23	S2	centro	16.72	C	6
SEN094-000615	2024-07-23	S3	sur	66.45	F	24
SEN094-000616	2024-07-24	S1	norte	17.08	C	12
SEN094-000617	2024-07-24	S2	centro	18.49	C	6
SEN094-000618	2024-07-24	S3	sur	70.11	F	24
SEN094-000619	2024-07-25	S1	norte	16.21	C	24
SEN094-000620	2024-07-25	S2	centro	18.31	C	24
SEN094-000621	2024-07-25	S3	sur	70.74	F	12
SEN094-000622	2024-07-26	S1	norte	19.21	C	24
SEN094-000623	2024-07-26	S2	centro	18.35	C	12
SEN094-000624	2024-07-26	S3	sur	67.15	F	6
SEN094-000625	2024-07-27	S1	norte	13.69	C	24
SEN094-000626	2024-07-27	S2	centro	16.81	C	24
SEN094-000627	2024-07-27	S3	sur	68.74	F	24
SEN094-000628	2024-07-28	S1	norte	15.64	C	24
SEN094-000629	2024-07-28	S2	centro	20.62	C	24
SEN094-000630	2024-07-28	S3	sur	68.94	F	12
SEN094-000631	2024-07-29	S1	norte	17.9	C	24
SEN094-000632	2024-07-29	S2	centro	16.54	C	12
SEN094-000633	2024-07-29	S3	sur	69.37	F	24
SEN094-000634	2024-07-30	S1	norte	18,78	C	24
SEN094-000635	2024-07-30	S2	centro	17.51	C	24
SEN094-000636	2024-07-30	S3	sur	71.17	F	18
SEN094-000637	2024-07-31	S1	norte	14.63	C	24
SEN094-000638	2024-07-31	S2	centro	17.33	C	24
SEN094-000639	2024-07-31	S3	sur	69.6	F	12
SEN094-000640	2024-08-01	S1	norte	15.44	C	24
SEN094-000641	2024-08-01	S2	centro	18.52	C	12
SEN094-000642	2024-08-01	S3	sur	66.89	F	24
SEN094-000643	2024-08-02	S1	norte	16.54	C	24
SEN094-000644	2024-08-02	S2	centro	19.56	C	24
SEN094-000645	2024-08-02	S3	sur	66.52	F	24
SEN094-000646	2024-08-03	S1	norte	11.76	C	18
SEN094-000647	2024-08-03	S2	centro	20.19	C	18
SEN094-000648	2024-08-03	S3	sur	65.42	F	18
SEN094-000649	2024-08-04	S1	norte	16.17	C	12
SEN094-000650	2024-08-04	S2	centro	17.65	C	6
SEN094-000651	2024-08-04	S3	sur	67.84	F	18
SEN094-000652	2024-08-05	S1	norte	14.04	C	6
SEN094-000653	2024-08-05	S2	centro	17.76	C	12
SEN094-000655	2024-08-06	S1	norte	19.0	C	24
SEN094-000656	2024-08-06	S2	centro	16.01	C	24
SEN094-000657	2024-08-06	S3	sur	67.89	F	24
SEN094-000658	2024-08-07	S1	norte	15.44	C	24
SEN094-000659	2024-08-07	S2	centro	19.34	C	6
SEN094-000660	2024-08-07	S3	sur	62.15	F	12
SEN094-000661	2024-08-08	S1	norte	18.18	C	6
SEN094-000662	2024-08-08	S2	centro	18.0	C	24
SEN094-000663	2024-08-08	S3	sur	65.67	F	18
SEN094-000664	2024-08-09	S1	norte	14.98	C	24
SEN094-000665	2024-08-09	S2	centro		C	18
SEN094-000666	2024-08-09	S3	sur	69.79	F	24
SEN094-000667	2024-08-10	S1	norte	16.39	C	12
SEN094-000668	2024-08-10	S2	centro	16.45	C	24
SEN094-000669	2024-08-10	S3	sur	64.69	F	6
SEN094-000670	2024-08-11	S1	norte	13.11	C	6
SEN094-000671	2024-08-11	S2	centro	16.31	C	24
SEN094-000672	2024-08-11	S3	sur	69.33	F	24
SEN094-000673	2024-08-12	S1	norte	14.3	C	24
SEN094-000674	2024-08-12	S2	centro	18.8	C	24
SEN094-000675	2024-08-12	S3	sur	62.55	F	24
SEN094-000676	2024-08-13	S1	norte	16.35	C	24
SEN094-000677	2024-08-13	S2	centro	15.83	C	24
SEN094-000678	2024-08-13	S3	sur	61.09	F	24
SEN094-000679	2024-08-14	S1	norte	12.42	C	6
SEN094-000680	2024-08-14	S2	 CENTRO 	15.41	C	18
SEN094-000681	2024-08-14	S3	sur	64.12	F	24
SEN094-000682	2024-08-15	S1	norte	16.62	C	24
SEN094-000683	2024-08-15	S2	centro	18.48	C	12
SEN094-000684	2024-08-15	S3	sur	69.19	F	24
SEN094-000685	2024-08-16	S1	norte	17.27	C	12
SEN094-000686	2024-08-16	S2	centro	20.31	C	18
SEN094-000687	2024-08-16	S3	sur	68.1	F	24
SEN094-000688	2024-08-17	S1	norte	10.86	C	24
SEN094-000689	2024-08-17	S2	centro	17.03	C	6
SEN094-000690	2024-08-17	S3	sur	66.85	F	18
SEN094-000691	2024-08-18	S1	norte	13.96	C	18
SEN094-000692	2024-08-18	S2	centro	17.61	C	12
SEN094-000693	2024-08-18	S3	sur	66.25	F	24
SEN094-000694	2024-08-19	S1	norte	13.75	C	24
SEN094-000695	2024-08-19	S2	centro	17.88	C	12
SEN094-000696	2024-08-19	S3	sur	68.29	F	24
SEN094-000697	2024-08-20	S1	norte	14.04	C	6
SEN094-000698	2024-08-20	S2	centro	17.48	C	12
SEN094-000699	2024-08-20	S3	sur	66.77	F	18
SEN094-000700	2024-08-21	S1	norte	15.48	C	6
SEN094-000701	2024-08-21	S2	centro	17.97	C	24
SEN094-000702	2024-08-21	S3	sur	65.58	F	12
SEN094-000703	2024-08-22	S1	norte	13.49	C	24
SEN094-000704	2024-08-22	S2	centro	15.53	C	24
SEN094-000705	2024-08-22	S3	sur	63.92	F	6
SEN094-000706	2024-08-23	S1	norte	13.2	C	24
SEN094-000708	2024-08-23	S3	sur	60.78	F	24
SEN094-000709	2024-08-24	S1	norte	13.46	C	12
SEN094-000710	2024-08-24	S2	centro	14.64	C	24
SEN094-000711	2024-08-24	S3	sur	63.77	F	24
SEN094-000712	2024-08-25	S1	norte	18.34	C	18
SEN094-000713	2024-08-25	S2	centro	18.78	C	24
SEN094-000714	2024-08-25	S3	sur	64.51	F	24
SEN094-000715	2024-08-26	S1	norte	15.49	C	24
SEN094-000716	2024-08-26	S2	centro	12.45	C	12
SEN094-000717	2024-08-26	S3	sur	65.18	F	24
SEN094-000718	2024-08-27	S1	norte	10.09	C	24
SEN094-000719	2024-08-27	S2	centro	18.45	C	24
SEN094-000720	2024-08-27	S3	sur	62.85	F	24
SEN094-000721	2024-08-28	S1	norte	9.78	C	6
SEN094-000722	2024-08-28	S2	centro	13.9	C	12
SEN094-000723	2024-08-28	S3	sur	61.97	F	24
SEN094-000724	2024-08-29	S1	norte	11.97	C	18
SEN094-000725	2024-08-29	S2	centro	16.76	C	24
SEN094-000726	2024-08-29	S3	sur	67.17	F	12
SEN094-000727	2024-08-30	S1	norte	16.7	C	12
SEN094-000728	2024-08-30	S2	centro	14.86	C	24
SEN094-000729	2024-08-30	S3	sur	63.43	F	6
SEN094-000730	2024-08-31	S1	norte	12.34	C	6
SEN094-000731	2024-08-31	S2	centro	18.05	C	6
SEN094-000732	2024-08-31	S3	sur	63.67	F	12
SEN094-000733	2024-09-01	S1	norte	14.86	C	24
SEN094-000734	2024-09-01	S2	centro	18.56	C	24
SEN094-000735	2024-09-01	S3	sur	65.38	F	24
SEN094-000736	2024-09-02	S1	norte	13.41	C	24
SEN094-000737	2024-09-02	S2	centro	16.04	C	24
SEN094-000738	2024-09-02	S3	sur	69.21	F	18
SEN094-000739	2024-09-03	S1	norte	14.75	C	18
SEN094-000740	2024-09-03	S2	centro	14.86	C	6
SEN094-000741	2024-09-03	S3	sur	62.9	F	18
SEN094-000742	2024-09-04	S1	norte	14.87	C	18
SEN094-000743	2024-09-04	S2	centro	15.68	C	18
SEN094-000744	2024-09-04	S3	sur	69.26	F	18
SEN094-000745	2024-09-05	S1	norte	13.14	C	24
SEN094-000746	2024-09-05	S2	centro	17.13	C	24
SEN094-000747	2024-09-05	S3	sur	63.85	F	24
SEN094-000748	2024-09-06	S1	norte		C	24
SEN094-000749	2024-09-06	S2	centro	18.27	C	18
SEN094-000750	2024-09-06	S3	sur	63.31	F	24
SEN094-000751	2024-09-07	S1	norte	11.74	C	18
SEN094-000752	2024-09-07	S2	centro	18.75	C	24
SEN094-000753	2024-09-07	S3	sur	58.12	F	12
SEN094-000754	2024-09-08	S1	norte	12.95	C	6
SEN094-000755	2024-09-08	S2	centro	16.29	C	24
SEN094-000756	2024-09-08	S3	sur	64.24	F	24
SEN094-000757	2024-09-09	S1	norte	14.59	C	24
SEN094-000758	2024-09-09	S2	centro	16.53	C	24
SEN094-000759	2024-09-09	S3	sur	60.72	F	24
SEN094-000761	2024-09-10	S2	centro	17.24	C	18
SEN094-000762	2024-09-10	S3	sur	64.75	F	18
SEN094-000763	2024-09-11	S1	norte	15.14	C	24
SEN094-000764	2024-09-11	S2	centro	17.72	C	24
SEN094-000765	2024-09-11	S3	sur	68.23	F	24
SEN094-000766	2024-09-12	S1	norte	11.8	C	12
SEN094-000767	2024-09-12	S2	centro	16.11	C	6
SEN094-000768	2024-09-12	S3	sur	61.37	F	6
SEN094-000769	2024-09-13	S1	norte	16.03	C	18
SEN094-000770	2024-09-13	S2	centro	14.27	C	24
SEN094-000771	2024-09-13	S3	sur	60.64	F	24
SEN094-000772	2024-09-14	S1	norte	15.62	C	24
SEN094-000773	2024-09-14	S2	centro	14.64	C	12
SEN094-000774	2024-09-14	S3	sur	68.08	F	6
SEN094-000775	2024-09-15	S1	norte	14.23	C	12
SEN094-000776	2024-09-15	S2	centro	16.48	C	6
SEN094-000777	2024-09-15	S3	 SUR 	65.12	F	24
SEN094-000778	2024-09-16	S1	norte	10.25	C	24
SEN094-000779	2024-09-16	S2	centro	15.42	C	24
SEN094-000780	2024-09-16	S3	sur	61.67	F	24
SEN094-000781	2024-09-17	S1	norte	12.67	C	24
SEN094-000782	2024-09-17	S2	centro	15.37	C	12
SEN094-000783	2024-09-17	S3	sur	62.37	F	18
SEN094-000784	2024-09-18	S1	norte	11.82	C	6
SEN094-000785	2024-09-18	S2	centro	13.73	C	6
SEN094-000786	2024-09-18	S3	sur	60.39	F	24
SEN094-000787	2024-09-19	S1	norte	14.82	C	24
SEN094-000788	2024-09-19	S2	centro	14.26	C	18
SEN094-000789	2024-09-19	S3	sur	64.49	F	24
SEN094-000790	2024-09-20	S1	norte	12.15	C	24
SEN094-000791	2024-09-20	S2	centro	16.07	C	18
SEN094-000792	2024-09-20	S3	sur	61.03	F	24
SEN094-000793	2024-09-21	S1	norte	18.99	C	24
SEN094-000794	2024-09-21	S2	centro	15.58	C	24
SEN094-000795	2024-09-21	S3	sur	61.44	F	24
SEN094-000796	2024-09-22	S1	norte	14.61	C	12
SEN094-000797	2024-09-22	S2	centro	17.67	C	24
SEN094-000798	2024-09-22	S3	sur	59.86	F	6
SEN094-000799	2024-09-23	S1	norte	12.39	C	24
SEN094-000800	2024-09-23	S2	centro	15.86	C	24
SEN094-000801	2024-09-23	S3	sur	65.55	F	12
SEN094-000802	2024-09-24	S1	norte	12.96	C	24
SEN094-000803	2024-09-24	S2	centro	16.83	C	24
SEN094-000804	2024-09-24	S3	sur	64.13	F	24
SEN094-000805	2024-09-25	S1	norte	13.54	C	12
SEN094-000806	2024-09-25	S2	centro	16.4	C	24
SEN094-000807	2024-09-25	S3	sur	63.28	F	24
SEN094-000808	2024-09-26	S1	norte	12.46	C	24
SEN094-000809	2024-09-26	S2	centro	16.19	C	24
SEN094-000810	2024-09-26	S3	sur	64.92	F	24
SEN094-000811	2024-09-27	S1	norte	15.12	C	24
SEN094-000812	2024-09-27	S2	centro	14.3	C	24
SEN094-000814	2024-09-28	S1	norte	13.61	C	24
SEN094-000815	2024-09-28	S2	centro	16.76	C	24
SEN094-000816	2024-09-28	S3	sur	60.15	F	12
SEN094-000817	2024-09-29	S1	norte	15.38	C	12
SEN094-000818	2024-09-29	S2	centro	15.78	C	24
SEN094-000819	2024-09-29	S3	sur	65.38	F	18
SEN094-000820	2024-09-30	S1	norte	10.24	C	24
SEN094-000821	2024-09-30	S2	centro	15.11	C	24
SEN094-000822	2024-09-30	S3	sur	68.32	F	12
SEN094-000823	2024-10-01	S1	norte	10.65	C	6
SEN094-000824	2024-10-01	S2	centro	13.07	C	24
SEN094-000825	2024-10-01	S3	sur	65.89	F	12
SEN094-000826	2024-10-02	S1	norte	15.33	C	24
SEN094-000827	2024-10-02	S2	centro	15.49	C	24
SEN094-000828	2024-10-02	S3	sur	62.28	F	12
SEN094-000829	2024-10-03	S1	norte	12.71	C	24
SEN094-000830	2024-10-03	S2	centro	15.13	C	18
SEN094-000831	2024-10-03	S3	sur		F	24
SEN094-000832	2024-10-04	S1	norte	14.77	C	12
SEN094-000833	2024-10-04	S2	centro	14.24	C	24
SEN094-000834	2024-10-04	S3	sur	61.97	F	24
SEN094-000835	2024-10-05	S1	norte	10.68	C	6
SEN094-000836	2024-10-05	S2	centro	14.59	C	6
SEN094-000837	2024-10-05	S3	sur	63.09	F	12
SEN094-000838	2024-10-06	S1	norte	14.08	C	24
SEN094-000839	2024-10-06	S2	centro	14.02	C	24
SEN094-000840	2024-10-06	S3	sur	66.91	F	18
SEN094-000841	2024-10-07	S1	norte	14.34	C	24
SEN094-000842	2024-10-07	S2	centro	12.3	C	12
SEN094-000843	2024-10-07	S3	sur	65.15	F	24
SEN094-000844	2024-10-08	S1	norte	12.1	C	18
SEN094-000845	2024-10-08	S2	centro	13,65	C	6
SEN094-000846	2024-10-08	S3	sur	64.39	F	12
SEN094-000847	2024-10-09	S1	norte	12.8	C	24
SEN094-000848	2024-10-09	S2	centro	15.09	C	24
SEN094-000849	2024-10-09	S3	sur	64.26	F	24
SEN094-000850	2024-10-10	S1	norte	10.93	C	24
SEN094-000851	2024-10-10	S2	centro	12.66	C	18
SEN094-000852	2024-10-10	S3	sur	62.09	F	12
SEN094-000853	2024-10-11	S1	norte	13.51	C	24
SEN094-000854	2024-10-11	S2	centro	14.61	C	24
SEN094-000855	2024-10-11	S3	sur	61.73	F	24
SEN094-000856	2024-10-12	S1	norte	14.69	C	24
SEN094-000857	2024-10-12	S2	centro	12.22	C	24
SEN094-000858	2024-10-12	S3	sur	63.17	F	6
SEN094-000859	2024-10-13	S1	norte	12.71	C	24
SEN094-000860	2024-10-13	S2	centro	13.49	C	18
SEN094-000861	2024-10-13	S3	sur	58.2	F	6
SEN094-000862	2024-10-14	S1	norte	13.23	C	24
SEN094-000863	2024-10-14	S2	centro	14.02	C	24
SEN094-000864	2024-10-14	S3	sur	62.14	F	24
SEN094-000865	2024-10-15	S1	norte	12.47	C	6
SEN094-000867	2024-10-15	S3	sur	66.63	F	6
SEN094-000868	2024-10-16	S1	norte	9.06	C	12
SEN094-000869	2024-10-16	S2	centro	14.05	C	18
SEN094-000870	2024-10-16	S3	sur	60.66	F	18
SEN094-000871	2024-10-17	S1	norte	12.2	C	24
SEN094-000872	2024-10-17	S2	centro	16.5	C	12
SEN094-000873	2024-10-17	S3	sur	63.62	F	24
SEN094-000874	2024-10-18	S1	 NORTE 	12.39	C	6
SEN094-000875	2024-10-18	S2	centro	15.69	C	24
SEN094-000876	2024-10-18	S3	sur	65.25	F	24
SEN094-000877	2024-10-19	S1	norte	15.91	C	12
SEN094-000878	2024-10-19	S2	centro	14.97	C	18
SEN094-000879	2024-10-19	S3	sur	62.12	F	18
SEN094-000880	2024-10-20	S1	norte	12.85	C	24
SEN094-000881	2024-10-20	S2	centro	14.5	C	24
SEN094-000882	2024-10-20	S3	sur	67.07	F	24
SEN094-000883	2024-10-21	S1	norte	10.52	C	24
SEN094-000884	2024-10-21	S2	centro	16.81	C	24
SEN094-000885	2024-10-21	S3	sur	66.43	F	24
SEN094-000886	2024-10-22	S1	norte	12.8	C	24
SEN094-000887	2024-10-22	S2	centro	14.74	C	24
SEN094-000888	2024-10-22	S3	sur	59.31	F	6
SEN094-000889	2024-10-23	S1	norte	13.51	C	18
SEN094-000890	2024-10-23	S2	centro	11.09	C	24
SEN094-000891	2024-10-23	S3	sur	66.3	F	24
SEN094-000892	2024-10-24	S1	norte	16.4	C	18
SEN094-000893	2024-10-24	S2	centro	18.5	C	18
SEN094-000894	2024-10-24	S3	sur	68.77	F	24
SEN094-000895	2024-10-25	S1	norte	14.96	C	24
SEN094-000896	2024-10-25	S2	centro	15.88	C	24
SEN094-000897	2024-10-25	S3	sur	62.37	F	6
SEN094-000898	2024-10-26	S1	norte	15.23	C	24
SEN094-000899	2024-10-26	S2	centro	15.63	C	24
SEN094-000900	2024-10-26	S3	sur	58.79	F	24
SEN094-000901	2024-10-27	S1	norte	12.41	C	24
SEN094-000902	2024-10-27	S2	centro	14.99	C	18
SEN094-000903	2024-10-27	S3	sur	65.0	F	24
SEN094-000904	2024-10-28	S1	norte	15.03	C	6
SEN094-000905	2024-10-28	S2	centro	14.17	C	18
SEN094-000906	2024-10-28	S3	sur	61.0	F	6
SEN094-000907	2024-10-29	S1	norte	12.12	C	24
SEN094-000908	2024-10-29	S2	centro	15.1	C	12
SEN094-000909	2024-10-29	S3	sur	62.49	F	12
SEN094-000910	2024-10-30	S1	norte	9.83	C	24
SEN094-000911	2024-10-30	S2	centro	18.59	C	24
SEN094-000912	2024-10-30	S3	sur	64.53	F	6
SEN094-000913	2024-10-31	S1	norte	14.84	C	18
SEN094-000914	2024-10-31	S2	centro		C	24
SEN094-000915	2024-10-31	S3	sur	67.87	F	24
SEN094-000916	2024-11-01	S1	norte	14.56	C	6
SEN094-000917	2024-11-01	S2	centro	18.54	C	12
SEN094-000918	2024-11-01	S3	sur	59.29	F	6
SEN094-000920	2024-11-02	S2	centro	16.21	C	12
SEN094-000921	2024-11-02	S3	sur	61.17	F	24
SEN094-000922	2024-11-03	S1	norte	14.56	C	24
SEN094-000923	2024-11-03	S2	centro	18.21	C	18
SEN094-000924	2024-11-03	S3	sur	63.42	F	12
SEN094-000925	2024-11-04	S1	norte	12.42	C	6
SEN094-000926	2024-11-04	S2	centro	13.38	C	24
SEN094-000927	2024-11-04	S3	sur	63.68	F	24
SEN094-000928	2024-11-05	S1	norte	13.17	C	18
SEN094-000929	2024-11-05	S2	centro	15.55	C	18
SEN094-000930	2024-11-05	S3	sur	58.99	F	12
SEN094-000931	2024-11-06	S1	norte	14.19	C	18
SEN094-000932	2024-11-06	S2	centro	15.8	C	24
SEN094-000933	2024-11-06	S3	sur	61.44	F	18
SEN094-000934	2024-11-07	S1	norte	12.68	C	24
SEN094-000935	2024-11-07	S2	centro	20.23	C	24
SEN094-000936	2024-11-07	S3	sur	64.24	F	24
SEN094-000937	2024-11-08	S1	norte	17.69	C	18
SEN094-000938	2024-11-08	S2	centro	15.5	C	24
SEN094-000939	2024-11-08	S3	sur	62.85	F	6
SEN094-000940	2024-11-09	S1	norte	13.53	C	12
SEN094-000941	2024-11-09	S2	centro	18.7	C	24
SEN094-000942	2024-11-09	S3	sur	66.67	F	6
SEN094-000943	2024-11-10	S1	norte	15.46	C	24
SEN094-000944	2024-11-10	S2	centro	15.88	C	24
SEN094-000945	2024-11-10	S3	sur	64.42	F	6
SEN094-000946	2024-11-11	S1	norte	14.76	C	6
SEN094-000947	2024-11-11	S2	centro	15.99	C	24
SEN094-000948	2024-11-11	S3	sur	65.49	F	24
SEN094-000949	2024-11-12	S1	norte	15.45	C	24
SEN094-000950	2024-11-12	S2	centro	16.6	C	6
SEN094-000951	2024-11-12	S3	sur	62.72	F	24
SEN094-000952	2024-11-13	S1	norte	14.48	C	6
SEN094-000953	2024-11-13	S2	centro	17.6	C	24
SEN094-000954	2024-11-13	S3	sur	67.18	F	18
SEN094-000955	2024-11-14	S1	norte	15.37	C	18
SEN094-000956	2024-11-14	S2	centro	14.93	C	6
SEN094-000957	2024-11-14	S3	sur	64.15	F	24
SEN094-000958	2024-11-15	S1	norte	10.35	C	24
SEN094-000959	2024-11-15	S2	centro	15.55	C	12
SEN094-000960	2024-11-15	S3	sur	67.88	F	18
SEN094-000961	2024-11-16	S1	norte	12.44	C	6
SEN094-000962	2024-11-16	S2	centro	15.43	C	6
SEN094-000963	2024-11-16	S3	sur	70.26	F	6
SEN094-000964	2024-11-17	S1	norte	17.23	C	24
SEN094-000965	2024-11-17	S2	centro	17.01	C	12
SEN094-000966	2024-11-17	S3	sur	68.22	F	12
SEN094-000967	2024-11-18	S1	norte	11.85	C	6
SEN094-000968	2024-11-18	S2	centro	16.87	C	6
SEN094-000969	2024-11-18	S3	sur	62.08	F	18
SEN094-000970	2024-11-19	S1	norte	15.54	C	12
SEN094-000971	2024-11-19	S2	 CENTRO 	17.03	C	24
SEN094-000973	2024-11-20	S1	norte	16.25	C	24
SEN094-000974	2024-11-20	S2	centro	17.46	C	12
SEN094-000975	2024-11-20	S3	sur	59.74	F	18
SEN094-000976	2024-11-21	S1	norte	14.64	C	24
SEN094-000977	2024-11-21	S2	centro	16.98	C	24
SEN094-000978	2024-11-21	S3	sur	68.43	F	24
SEN094-000979	2024-11-22	S1	norte	15.16	C	6
SEN094-000980	2024-11-22	S2	centro	16.65	C	24
SEN094-000981	2024-11-22	S3	sur	65.41	F	6
SEN094-000982	2024-11-23	S1	norte	16.72	C	24
SEN094-000983	2024-11-23	S2	centro	18.84	C	12
SEN094-000984	2024-11-23	S3	sur	69.99	F	24
SEN094-000985	2024-11-24	S1	norte	13.51	C	18
SEN094-000986	2024-11-24	S2	centro	18.44	C	18
SEN094-000987	2024-11-24	S3	sur	70.39	F	24
SEN094-000988	2024-11-25	S1	norte	16.7	C	18
SEN094-000989	2024-11-25	S2	centro	15.8	C	18
SEN094-000990	2024-11-25	S3	sur	69.5	F	24
SEN094-000991	2024-11-26	S1	norte	17.13	C	24
SEN094-000992	2024-11-26	S2	centro	15.55	C	6
SEN094-000993	2024-11-26	S3	sur	67.61	F	6
SEN094-000994	2024-11-27	S1	norte	16.64	C	12
SEN094-000995	2024-11-27	S2	centro	18.29	C	24
SEN094-000996	2024-11-27	S3	sur	74.27	F	6
SEN094-000997	2024-11-28	S1	norte		C	24
SEN094-000998	2024-11-28	S2	centro	18.31	C	12
SEN094-000999	2024-11-28	S3	sur	64.8	F	18
SEN094-001000	2024-11-29	S1	norte	13.53	C	12
SEN094-001001	2024-11-29	S2	centro	15.72	C	24
SEN094-001002	2024-11-29	S3	sur	66.3	F	24
SEN094-001003	2024-11-30	S1	norte	21.48	C	24
SEN094-001004	2024-11-30	S2	centro	19.31	C	24
SEN094-001005	2024-11-30	S3	sur	70.76	F	24
SEN094-001006	2024-12-01	S1	norte	13.79	C	24
SEN094-001007	2024-12-01	S2	centro	18.03	C	6
SEN094-001008	2024-12-01	S3	sur	65.8	F	18
SEN094-001009	2024-12-02	S1	norte	16.12	C	24
SEN094-001010	2024-12-02	S2	centro	19.01	C	24
