registro_id,fecha,tienda,producto,unidades,precio,descuento,estado
CAJ042-000402,2024-08-28,T3,P01,3,9.27,0.05,completada
CAJ042-000403,2024-08-28,T1,P10,6,45.8,0.2,completada
CAJ042-000404,2024-08-29,T2,P03,7,17.4,0.1,completada
CAJ042-000405,2024-08-30,T3,P04,9,20.01,0.2,completada
CAJ042-000406,2024-08-30,T1,P02,4,13.1,0,completada
CAJ042-000407,2024-08-31,T2,P05,8,25.24,0.15,completada
CAJ042-000408,2024-08-31,T3,P10,6,44.94,0.15,completada
CAJ042-000409,2024-09-01,T1,P03,5,17.78,0.2,completada
CAJ042-000410,2024-09-02,T2,P01,5,8.29,0.2,completada
CAJ042-000411,2024-09-02,T3,P12,8,53.01,0.2,completada
CAJ042-000412,2024-09-03,T1,P12,9,52.77,0.2,completada
CAJ042-000413,2024-09-03,T2,P04,1,21.49,0.05,completada
CAJ042-000414,2024-09-04,T3,P11,9,49.98,0.15,completada
CAJ042-000415,2024-09-05,T1,P04,6,20.17,0.2,completada
CAJ042-000416,2024-09-05,T2,P09,9,,0.1,completada
CAJ042-000417,2024-09-06,T3,P06,6,29.6,0.15,completada
CAJ042-000418,2024-09-06,T1,P10,3,45.79,0,completada
CAJ042-000419,2024-09-07,T2,P12,4,53.17,0.05,completada
CAJ042-000420,2024-09-08,T3,P08,1,36.91,0,completada
CAJ042-000421,2024-09-08,T1,P07,5,32.2,0.15,completada
CAJ042-000422,2024-09-09,T2,P10,6,44.48,0.15,completada
CAJ042-000423,2024-09-09,T3,P08,7,"36,14",0.15,completada
CAJ042-000424,2024-09-10,T1,P07,5,32.85,0.1,completada
CAJ042-000425,2024-09-11,T2,P01,4,9.42,0.05,completada
CAJ042-000426,2024-09-11,T3,P10,5,45.98,0.1,completada
CAJ042-000427,2024-09-12,T1,P11,8,48.73,0.2,completada
CAJ042-000428,2024-09-12,T2,P05,3,25.75,0.05,completada
CAJ042-000429,2024-09-13,T3,P05,3,24.17,0.1,completada
CAJ042-000430,2024-09-14,T1,P06,1,29.56,0.05,anulada
CAJ042-000431,2024-09-14,T2,P10,4,44.47,0.1,completada
CAJ042-000432,2024-09-15,T3,P03,7,17.03,0.1,completada
CAJ042-000433,2024-09-15,T1,P08,4,36.1,0,completada
CAJ042-000434,2024-09-16,T2,P10,5,45.27,0.15,completada
CAJ042-000435,2024-09-17,T3,P08,2,37.31,0.1,completada
CAJ042-000436,2024-09-17,T1,P07,8,33.76,0.15,completada
CAJ042-000437,2024-09-18,T2,P10,4,45.51,0.1,completada
CAJ042-000438,2024-09-18,T3,P11,6,49.55,0.1,completada
CAJ042-000439,2024-09-19,T1,P06,3,29.03,0,completada
CAJ042-000440,2024-09-20,T2,P10,3,44.19,0,completada
CAJ042-000441,2024-09-20,T3,P07,1,32.77,0.05,completada
CAJ042-000442,2024-09-21,T1,P01,7,8.41,0.15,anulada
CAJ042-000443,2024-09-21,T2,P03,1,16.88,0.05,completada
CAJ042-000444,2024-09-22,T3,P04,1,20.03,0.05,completada
CAJ042-000445,2024-09-23,T1,P05,9,24.78,0.2,completada
CAJ042-000446,2024-09-23,T2,P09,8,40.43,0.1,completada
CAJ042-000447,2024-09-24,T3,P10,8,44.08,0.2,completada
CAJ042-000448,2024-09-24,T1,P02,7,13.86,0.1,anulada
CAJ042-000449,2024-09-25,T2,P01,2,9.32,0.1,completada
CAJ042-000450,2024-09-26,T3,P03,1,16.52,0,completada
CAJ042-000451,2024-09-26,T1,P07,1,32.59,0,anulada
CAJ042-000452,2024-09-27,T2,P07,2,33.18,0.05,completada
CAJ042-000453,2024-09-27,T3,P01,6,9.14,0.15,completada
CAJ042-000454,2024-09-28,T1,P03,8,17.51,0.2,anulada
CAJ042-000455,2024-09-29,T2,P12,6,53.34,0.15,completada
CAJ042-000456,2024-09-29,T3,P06,5,29.43,0.2,completada
CAJ042-000457,2024-09-30,T1,P04,5,21.85,0.2,completada
CAJ042-000458,2024-09-30,T2,P02,1,12.56,0.05,completada
CAJ042-000459,2024-10-01,T3,P03,7,16.57,0.15,completada
CAJ042-000460,2024-10-02,T1,P01,3,9.48,0.1,completada
CAJ042-000461,2024-10-02,T2,P04,8,21.18,0.1,anulada
CAJ042-000462,2024-10-03,T3,P09,3,40.29,0,completada
CAJ042-000463,2024-10-03,T1,P02,3,12.91,0.1,completada
CAJ042-000464,2024-10-04,T2,P12,6,53.26,0.2,anulada
CAJ042-000465,2024-10-05,T3,P04,4,21.38,0,completada
CAJ042-000466,2024-10-05,T1,P04,6,20.77,0.2,completada
CAJ042-000467,2024-10-06,T2,P03,5,17.21,0.15,completada
CAJ042-000468,2024-10-06,T3,P01,8,9.11,0.1,completada
CAJ042-000469,2024-10-07,T1,P09,3,41.48,0,completada
CAJ042-000470,2024-10-08,T2,P08,5,36.1,0.1,completada
CAJ042-000471,2024-10-08,T3,P08,4,36.43,0.1,completada
CAJ042-000472,2024-10-09,T1,P02,8,13.33,0.15,completada
CAJ042-000473,2024-10-09,T2,P12,3,53.43,0.1,completada
CAJ042-000474,2024-10-10,T3,P11,8,48.83,0.2,anulada
CAJ042-000475,2024-10-11,T1,P10,1,44.72,0.05,anulada
CAJ042-000476,2024-10-11,T2,P07,6,32.01,0.2,completada
CAJ042-000477,2024-10-12,T3,P04,3,20.49,0.1,completada
CAJ042-000478,2024-10-12,T1,P10,9,45.04,0.1,completada
CAJ042-000479,2024-10-13,T2,P03,4,16.11,0,completada
CAJ042-000480,2024-10-14,T3,P10,2,44.05,0,completada
CAJ042-000481,2024-10-14,T1,P06,5,29.13,0.1,completada
CAJ042-000482,2024-10-15,T2,P11,9,49.55,0.1,completada
CAJ042-000483,2024-10-15,T3,P10,2,44.45,0,anulada
CAJ042-000484,2024-10-16,T1,P09,6,41.39,0.15,completada
CAJ042-000485,2024-10-17,T2,P07,3,33.98,0,completada
CAJ042-000486,2024-10-17, T3 ,P01,3,9.28,0.05,completada
CAJ042-000487,2024-10-18,T1,P05,6,24.52,0.15,completada
CAJ042-000488,2024-10-18,T2,P01,7,8.48,0.1,completada
CAJ042-000489,2024-10-19,T3,P04,1,21.92,0,anulada
CAJ042-000490,2024-10-19,T1,P04,5,20.83,0.1,anulada
CAJ042-000491,2024-10-20,T2,P10,9,44.82,0.1,completada
CAJ042-000492,2024-10-21,T3,P11,2,49.94,0,completada
CAJ042-000493,2024-10-21,T1,P06,5,29.08,0.2,completada
CAJ042-000494,2024-10-22,T2,P05,1,24.31,0.05,completada
CAJ042-000495,2024-10-22,T3,P09,4,41.5,0,completada
CAJ042-000496,2024-10-23,T1,P04,9,21.65,0.2,completada
CAJ042-000497,2024-10-24,T2,P05,4,24.96,0.05,completada
CAJ042-000498,2024-10-24,T3,P12,1,52.65,0,completada
CAJ042-000499,2024-10-25,T1,P02,7,,0.15,completada
CAJ042-000500,2024-10-25,T2,P10,2,45.59,0.05,completada
CAJ042-000501,2024-10-26,T3,P07,1,32.06,0,completada
CAJ042-000502,2024-10-27,T1,P03,8,16.22,0.15,anulada
CAJ042-000503,2024-10-27,T2,P07,2,32.13,0.1,completada
CAJ042-000504,2024-10-28,T3,P04,9,21.61,0.1,anulada
CAJ042-000505,2024-10-28,T1,P06,5,28.88,0.2,completada
CAJ042-000506,2024-10-29,T2,P12,3,53.07,0,completada
CAJ042-000507,2024-10-30,T3,P03,2,17.89,0,completada
CAJ042-000508,2024-10-30,T1,P08,3,36.13,0.05,completada
CAJ042-000509,2024-10-31,T2,P07,3,33.1,0.05,completada
CAJ042-000510,2024-10-31,T3,P12,1,53.53,0,completada
CAJ042-000511,2024-11-01,T1,P03,4,17.71,0.1,completada
CAJ042-000512,2024-11-02,T2,P04,3,21.62,0.1,completada
CAJ042-000513,2024-11-02,T3,P02,2,12.33,0.05,completada
CAJ042-000514,2024-11-03,T1,P07,2,32.55,0,completada
CAJ042-000515,2024-11-03,T2,P12,7,52.26,0.15,anulada
CAJ042-000516,2024-11-04,T3,P09,8,40.71,0.1,completada
CAJ042-000517,2024-11-05,T1,P06,4,28.59,0,completada
CAJ042-000518,2024-11-05,T2,P04,4,20.51,0.05,completada
CAJ042-000519,2024-11-06,T3,P08,5,37.18,0.2,completada
CAJ042-000520,2024-11-06,T1,P02,1,12.95,0.05,completada
CAJ042-000521,2024-11-07,T2,P05,3,25.65,0,completada
CAJ042-000522,2024-11-08,T3,P10,7,45.55,0.1,completada
CAJ042-000523,2024-11-08,T1,P05,2,25.52,0,completada
CAJ042-000524,2024-11-09,T2,P10,6,45.97,0.15,completada
CAJ042-000525,2024-11-09,T3,P04,4,21.34,0.05,completada
CAJ042-000526,2024-11-10,T1,P09,5,40.37,0.15,completada
CAJ042-000527,2024-11-11,T2,P03,9,17.45,0.1,completada
CAJ042-000528,2024-11-11,T3,P10,4,45.35,0.1,completada
CAJ042-000529,2024-11-12,T1,P07,6,32.2,0.2,anulada
CAJ042-000530,2024-11-12,T2,P10,5,45.94,0.15,completada
CAJ042-000531,2024-11-13,T3,P04,9,20.53,0.15,completada
CAJ042-000532,2024-11-14,T1,P05,7,24.67,0.2,completada
CAJ042-000533,2024-11-14,T2,P06,5,29.2,0.1,completada
CAJ042-000534,2024-11-15,T3,P09,7,41.03,0.1,completada
CAJ042-000535,2024-11-15,T1,P02,9,13.96,0.15,completada
CAJ042-000536,2024-11-16,T2,P01,4,9.23,0.05,completada
CAJ042-000537,2024-11-17,T3,P02,5,12.04,0.2,completada
CAJ042-000538,2024-11-17,T1,P06,2,29.88,0.1,completada
CAJ042-000539,2024-11-18,T2,P03,5,17.73,0.2,completada
CAJ042-000540,2024-11-18,T3,P06,7,29.99,0.1,completada
CAJ042-000541,2024-11-19,T1,P05,1,24.39,0,completada
CAJ042-000542,2024-11-20,T2,P02,6,12.07,0.1,completada
CAJ042-000543,2024-11-20,T3,P12,1,53.0,0.1,completada
CAJ042-000544,2024-11-21,T1,P01,8,9.13,0.1,anulada
CAJ042-000545,2024-11-21,T2,P03,1,17.75,0,completada
CAJ042-000546,2024-11-22,T3,P12,9,52.17,0.2,completada
CAJ042-000547,2024-11-23,T1,P12,5,53.54,0.1,completada
CAJ042-000548,2024-11-23,T2,P10,7,44.66,0.1,completada
CAJ042-000549,2024-11-24,T3,P02,6,12.79,0.15,completada
CAJ042-000550,2024-11-24,T1,P07,1,32.88,0.1,completada
CAJ042-000551,2024-11-25,T2,P05,8,24.36,0.1,completada
CAJ042-000552,2024-11-26,T3,P09,4,41.25,0,completada
CAJ042-000553,2024-11-26,T1,P03,3,17.23,0,completada
CAJ042-000554,2024-11-27,T2,P06,2,29.36,0.1,completada
CAJ042-000555,2024-11-27,T3,P10,5,44.22,0.15,completada
CAJ042-000556,2024-11-28,T1,P01,8,9.76,0.2,completada
CAJ042-000557,2024-11-29,T2,P02,9,13.64,0.1,completada
CAJ042-000558,2024-11-29,T3,P12,3,53.21,0.05,completada
CAJ042-000559,2024-11-30,T1,P02,6,13.71,0.1,completada
CAJ042-000560,2024-11-30,T2,P10,7,45.46,0.1,completada
CAJ042-000561,2024-12-01,T3,P05,6,24.0,0.15,completada
CAJ042-000562,2024-12-02,T1,P04,4,20.14,0.05,completada
CAJ042-000563,2024-12-02,T2,P04,2,20.67,0.1,completada
CAJ042-000564,2024-12-03,T3,P08,4,37.06,0.1,completada
CAJ042-000565,2024-12-03,T1,P06,4,28.23,0.1,completada
CAJ042-000566,2024-12-04,T2,P01,3,9.95,0.1,completada
CAJ042-000567,2024-12-05,T3,P11,2,49.05,0.05,completada
CAJ042-000568,2024-12-05,T1,P11,9,48.47,0.2,completada
CAJ042-000569,2024-12-06,T2,P07,8,33.69,0.1,completada
CAJ042-000570,2024-12-06,T3,P07,3,33.19,0.05,completada
CAJ042-000571,2024-12-07,T1,P12,9,53.29,0.1,completada
CAJ042-000572,2024-12-08,T2,P05,6,24.88,0.2,completada
CAJ042-000573,2024-12-08,T3,P06,7,28.86,0.2,completada
CAJ042-000574,2024-12-09,T1,P04,6,21.84,0.1,completada
CAJ042-000575,2024-12-09,T2,P03,6,16.62,0.15,completada
CAJ042-000576,2024-12-10,T3,P12,6,53.49,0.1,completada
CAJ042-000577,2024-12-11,T1,P05,9,24.26,0.15,completada
CAJ042-000578,2024-12-11,T2,P09,4,40.41,0.1,completada
CAJ042-000579,2024-12-12,T3,P01,1,8.15,0.1,completada
CAJ042-000580,2024-12-12,T1,P06,1,29.94,0.1,anulada
CAJ042-000581,2024-12-13,T2,P09,7,40.65,0.15,completada
CAJ042-000582,2024-12-14,T3,P06,4,,0.1,completada
CAJ042-000583,2024-12-14, T1 ,P02,4,13.65,0.1,completada
CAJ042-000584,2024-12-15,T2,P01,5,8.74,0.15,completada
CAJ042-000585,2024-12-15,T3,P11,9,49.4,0.2,completada
CAJ042-000586,2024-12-16,T1,P11,9,48.33,0.2,completada
CAJ042-000587,2024-12-17,T2,P02,1,12.2,0.1,completada
CAJ042-000588,2024-12-17,T3,P10,2,45.1,0.05,completada
CAJ042-000589,2024-12-18,T1,P08,5,36.62,0.2,completada
CAJ042-000590,2024-12-18,T2,P02,7,12.81,0.15,anulada
CAJ042-000591,2024-12-19,T3,P10,3,44.7,0.1,completada
CAJ042-000592,2024-12-20,T1,P08,8,36.11,0.2,completada
CAJ042-000593,2024-12-20,T2,P04,7,21.61,0.2,completada
CAJ042-000594,2024-12-21,T3,P09,1,41.92,0.05,anulada
CAJ042-000595,2024-12-21,T1,P05,7,24.4,0.2,completada
CAJ042-000596,2024-12-22,T2,P02,8,12.45,0.1,completada
CAJ042-000597,2024-12-23,T3,P10,6,44.8,0.15,completada
CAJ042-000598,2024-12-23,T1,P05,2,24.27,0.05,completada
CAJ042-000599,2024-12-24,T2,P07,1,32.27,0,completada
CAJ042-000600,2024-12-24,T3,P06,7,28.93,0.1,completada
CAJ042-000601,2024-12-25,T1,P01,5,8.22,0.1,completada
CAJ042-000602,2024-12-26,T2,P12,9,53.42,0.2,completada
CAJ042-000603,2024-12-26,T3,P04,7,21.81,0.2,completada
CAJ042-000604,2024-12-27,T1,P08,2,36.91,0.1,completada
CAJ042-000605,2024-12-27,T2,P06,3,28.79,0.05,completada
CAJ042-000606,2024-12-28,T3,P05,3,24.46,0.1,completada
CAJ042-000607,2024-12-29,T1,P06,5,28.14,0.15,completada
CAJ042-000608,2024-12-29,T2,P10,8,44.27,0.1,completada
CAJ042-000609,2024-12-30,T3,P11,1,49.47,0.05,completada
CAJ042-000610,2024-12-30,T1,P01,5,8.9,0.1,completada
CAJ042-000611,2024-12-31,T2,P06,6,29.19,0.15,completada
CAJ042-000612,2025-01-01,T3,P11,9,48.02,0.2,completada
CAJ042-000613,2025-01-01,T1,P08,2,37.46,0,completada
CAJ042-000614,2025-01-02,T2,P06,9,28.88,0.15,completada
CAJ042-000615,2025-01-02,T3,P06,7,28.88,0.15,anulada
CAJ042-000616,2025-01-03,T1,P08,7,37.61,0.1,completada
CAJ042-000617,2025-01-04,T2,P06,7,29.4,0.1,completada
CAJ042-000618,2025-01-04,T3,P09,3,40.67,0.05,completada
CAJ042-000619,2025-01-05,T1,P04,1,21.8,0.1,completada
CAJ042-000620,2025-01-05,T2,P01,3,8.97,0.1,completada
CAJ042-000621,2025-01-06,T3,P06,3,28.31,0,completada
CAJ042-000622,2025-01-07,T1,P02,4,13.23,0.1,completada
CAJ042-000623,2025-01-07,T2,P03,2,17.36,0.05,completada
CAJ042-000624,2025-01-08,T3,P12,5,53.04,0.1,completada
CAJ042-000625,2025-01-08,T1,P06,8,28.26,0.1,anulada
CAJ042-000626,2025-01-09,T2,P07,8,33.3,0.15,completada
CAJ042-000627,2025-01-10,T3,P07,2,33.1,0,completada
CAJ042-000628,2025-01-10,T1,P10,8,44.6,0.15,completada
CAJ042-000629,2025-01-11,T2,P01,8,9.76,0.2,completada
CAJ042-000630,2025-01-11,T3,P11,8,49.13,0.1,completada
CAJ042-000631,2025-01-12,T1,P12,5,52.13,0.2,completada
CAJ042-000632,2025-01-13,T2,P10,2,44.36,0.05,completada
CAJ042-000633,2025-01-13,T3,P02,9,12.54,0.2,completada
CAJ042-000634,2025-01-14,T1,P10,1,"44,67",0,completada
CAJ042-000635,2025-01-14,T2,P08,6,37.57,0.1,completada
CAJ042-000636,2025-01-15,T3,P07,9,32.64,0.1,completada
CAJ042-000637,2025-01-16,T1,P11,2,50.0,0,completada
CAJ042-000638,2025-01-16,T2,P11,8,48.55,0.1,completada
CAJ042-000639,2025-01-17,T3,P03,1,17.69,0.1,completada
CAJ042-000640,2025-01-17,T1,P09,2,40.38,0.1,completada
CAJ042-000641,2025-01-18,T2,P10,6,45.93,0.2,completada
CAJ042-000642,2025-01-19,T3,P08,1,36.15,0,completada
CAJ042-000643,2025-01-19,T1,P11,7,49.69,0.15,completada
CAJ042-000644,2025-01-20,T2,P01,6,9.83,0.2,completada
CAJ042-000645,2025-01-20,T3,P11,9,49.28,0.2,completada
CAJ042-000646,2025-01-21,T1,P08,1,37.33,0.1,completada
CAJ042-000647,2025-01-22,T2,P01,4,8.92,0.1,completada
CAJ042-000648,2025-01-22,T3,P03,2,17.56,0.1,completada
CAJ042-000649,2025-01-23,T1,P01,3,8.78,0.05,completada
CAJ042-000650,2025-01-23,T2,P05,8,25.05,0.1,completada
CAJ042-000651,2025-01-24,T3,P03,7,16.06,0.1,completada
CAJ042-000652,2025-01-25,T1,P07,2,33.27,0,completada
CAJ042-000653,2025-01-25,T2,P03,1,17.61,0,completada
CAJ042-000654,2025-01-26,T3,P08,6,37.61,0.15,completada
CAJ042-000655,2025-01-26,T1,P12,2,52.56,0.05,completada
CAJ042-000656,2025-01-27,T2,P02,3,13.11,0.1,completada
CAJ042-000657,2025-01-28,T3,P03,7,16.34,0.2,completada
CAJ042-000658,2025-01-28,T1,P12,8,52.29,0.2,completada
CAJ042-000659,2025-01-29,T2,P10,2,45.96,0.05,completada
CAJ042-000660,2025-01-29,T3,P07,6,32.43,0.2,completada
CAJ042-000661,2025-01-30,T1,P05,7,24.25,0.2,completada
CAJ042-000662,2025-01-31,T2,P11,2,48.47,0.05,completada
CAJ042-000663,2025-01-31,T3,P01,5,9.29,0.2,completada
CAJ042-000664,2025-02-01,T1,P07,3,32.8,0.1,anulada
CAJ042-000665,2025-02-01,T2,P03,1,,0.05,completada
CAJ042-000666,2025-02-02,T3,P12,4,52.49,0.1,completada
CAJ042-000667,2025-02-03,T1,P02,8,12.24,0.15,completada
CAJ042-000668,2025-02-03,T2,P04,7,21.1,0.15,completada
CAJ042-000669,2025-02-04,T3,P03,1,17.66,0.1,completada
CAJ042-000670,2025-02-04,T1,P06,8,29.4,0.15,completada
CAJ042-000671,2025-02-05,T2,P03,4,17.19,0.05,completada
CAJ042-000672,2025-02-06,T3,P12,8,53.46,0.1,completada
CAJ042-000673,2025-02-06,T1,P05,2,25.48,0,completada
CAJ042-000674,2025-02-07,T2,P05,2,25.49,0.05,anulada
CAJ042-000675,2025-02-07,T3,P04,3,20.92,0,completada
CAJ042-000676,2025-02-08,T1,P01,2,9.19,0.1,completada
CAJ042-000677,2025-02-09,T2,P01,4,9.2,0,completada
CAJ042-000678,2025-02-09,T3,P01,7,8.57,0.2,completada
CAJ042-000679,2025-02-10,T1,P04,2,20.41,0.1,anulada
CAJ042-000680,2025-02-10, T2 ,P10,1,45.67,0,completada
CAJ042-000681,2025-02-11,T3,P02,6,13.68,0.15,completada
CAJ042-000682,2025-02-12,T1,P04,9,21.5,0.15,completada
CAJ042-000683,2025-02-12,T2,P11,8,48.49,0.15,completada
CAJ042-000684,2025-02-13,T3,P03,8,17.36,0.15,completada
CAJ042-000685,2025-02-13,T1,P03,6,16.31,0.15,completada
CAJ042-000686,2025-02-14,T2,P03,3,16.05,0.05,completada
CAJ042-000687,2025-02-15,T3,P05,7,25.95,0.2,completada
CAJ042-000688,2025-02-15,T1,P11,7,48.84,0.15,completada
CAJ042-000689,2025-02-16,T2,P09,1,40.5,0,completada
CAJ042-000690,2025-02-16,T3,P07,2,32.63,0,completada
CAJ042-000691,2025-02-17,T1,P02,2,13.02,0.1,completada
CAJ042-000692,2025-02-18,T2,P04,9,21.63,0.15,completada
CAJ042-000693,2025-02-18,T3,P05,8,24.72,0.2,completada
CAJ042-000694,2025-02-19,T1,P04,5,21.01,0.2,completada
CAJ042-000695,2025-02-19,T2,P04,3,21.57,0,completada
CAJ042-000696,2025-02-20,T3,P01,1,9.4,0.1,completada
CAJ042-000697,2025-02-21,T1,P06,8,28.88,0.2,completada
CAJ042-000698,2025-02-21,T2,P05,7,25.82,0.2,completada
CAJ042-000699,2025-02-22,T3,P06,4,29.2,0.05,completada
CAJ042-000700,2025-02-22,T1,P04,1,20.35,0.05,anulada
CAJ042-000701,2025-02-23,T2,P02,3,12.83,0.1,completada
CAJ042-000702,2025-02-24,T3,P07,5,33.04,0.1,completada
CAJ042-000703,2025-02-24,T1,P11,5,49.38,0.15,completada
CAJ042-000704,2025-02-25,T2,P02,6,12.12,0.15,completada
CAJ042-000705,2025-02-25,T3,P07,2,32.17,0.1,completada
CAJ042-000706,2025-02-26,T1,P12,3,53.49,0.1,completada
CAJ042-000707,2025-02-27,T2,P07,9,33.63,0.15,completada
CAJ042-000708,2025-02-27,T3,P04,5,21.62,0.15,completada
CAJ042-000709,2025-02-28,T1,P11,9,48.58,0.1,anulada
CAJ042-000710,2025-02-28,T2,P11,6,49.69,0.1,completada
CAJ042-000711,2025-03-01,T3,P02,6,12.84,0.15,completada
CAJ042-000712,2025-03-02,T1,P11,8,48.69,0.1,completada
CAJ042-000713,2025-03-02,T2,P05,1,24.48,0,completada
CAJ042-000714,2025-03-03,T3,P12,2,53.9,0.1,completada
CAJ042-000715,2025-03-03,T1,P02,7,13.72,0.1,completada
CAJ042-000716,2025-03-04,T2,P05,3,25.11,0.1,completada
CAJ042-000717,2025-03-05,T3,P09,4,40.62,0.05,completada
CAJ042-000718,2025-03-05,T1,P04,8,21.48,0.2,completada
CAJ042-000719,2025-03-06,T2,P04,4,21.49,0.05,completada
CAJ042-000720,2025-03-06,T3,P06,8,28.3,0.1,completada
CAJ042-000721,2025-03-07,T1,P02,3,13.47,0.05,anulada
CAJ042-000722,2025-03-08,T2,P06,4,29.38,0.05,completada
CAJ042-000723,2025-03-08,T3,P07,4,33.63,0,completada
CAJ042-000724,2025-03-09,T1,P03,1,17.54,0.1,completada
CAJ042-000725,2025-03-09,T2,P04,5,21.01,0.2,anulada
CAJ042-000726,2025-03-10,T3,P01,6,9.3,0.15,completada
CAJ042-000727,2025-03-11,T1,P11,6,48.73,0.15,completada
CAJ042-000728,2025-03-11,T2,P08,2,37.38,0.05,completada
CAJ042-000729,2025-03-12,T3,P09,3,40.87,0,completada
CAJ042-000730,2025-03-12,T1,P10,9,45.92,0.2,completada
CAJ042-000731,2025-03-13,T2,P01,9,8.84,0.15,completada
CAJ042-000732,2025-03-14,T3,P10,7,45.63,0.1,completada
CAJ042-000733,2025-03-14,T1,P06,1,28.21,0.05,completada
CAJ042-000734,2025-03-15,T2,P08,9,36.23,0.1,completada
CAJ042-000735,2025-03-15,T3,P03,9,16.38,0.2,completada
CAJ042-000736,2025-03-16,T1,P09,6,41.22,0.1,completada
CAJ042-000737,2025-03-16,T2,P12,1,53.17,0.05,completada
CAJ042-000738,2025-03-17,T3,P01,2,8.98,0.1,completada
CAJ042-000739,2025-03-18,T1,P09,8,41.33,0.1,completada
CAJ042-000740,2025-03-18,T2,P12,3,53.78,0.05,completada
CAJ042-000741,2025-03-19,T3,P06,4,29.59,0.05,completada
CAJ042-000742,2025-03-19,T1,P02,2,12.39,0.05,completada
CAJ042-000743,2025-03-20,T2,P12,1,52.48,0.05,completada
CAJ042-000744,2025-03-21,T3,P08,1,36.59,0.05,completada
CAJ042-000745,2025-03-21,T1,P07,1,33.95,0.05,completada
CAJ042-000746,2025-03-22,T2,P12,7,53.82,0.1,completada
CAJ042-000747,2025-03-22,T3,P12,3,53.79,0,completada
CAJ042-000748,2025-03-23,T1,P08,6,,0.1,completada
CAJ042-000749,2025-03-24,T2,P09,9,41.79,0.15,completada
CAJ042-000750,2025-03-24,T3,P04,2,20.0,0.05,anulada
CAJ042-000751,2025-03-25,T1,P10,3,45.95,0,completada
CAJ042-000752,2025-03-25,T2,P05,5,24.97,0.2,completada
CAJ042-000753,2025-03-26,T3,P03,2,17.87,0.1,completada
CAJ042-000754,2025-03-27,T1,P09,8,40.65,0.15,completada
CAJ042-000755,2025-03-27,T2,P12,3,52.08,0.1,completada
CAJ042-000756,2025-03-28,T3,P05,3,24.83,0,completada
CAJ042-000757,2025-03-28,T1,P11,3,48.75,0.05,completada
CAJ042-000758,2025-03-29,T2,P07,8,32.03,0.2,completada
CAJ042-000759,2025-03-30,T3,P01,2,9.75,0,completada
CAJ042-000760,2025-03-30,T1,P09,6,40.8,0.1,completada
CAJ042-000761,2025-03-31,T2,P02,3,13.76,0.1,completada
CAJ042-000762,2025-03-31,T3,P06,1,30.0,0.05,completada
CAJ042-000763,2025-04-01,T1,P09,4,41.93,0.05,completada
CAJ042-000764,2025-04-02,T2,P01,6,9.28,0.1,anulada
CAJ042-000765,2025-04-02,T3,P04,7,21.83,0.1,completada
CAJ042-000766,2025-04-03,T1,P01,8,8.37,0.1,completada
CAJ042-000767,2025-04-03,T2,P11,3,49.29,0.05,completada
CAJ042-000768,2025-04-04,T3,P07,9,32.7,0.2,completada
CAJ042-000769,2025-04-05,T1,P08,2,37.32,0,completada
CAJ042-000770,2025-04-05,T2,P04,2,20.95,0.1,completada
CAJ042-000771,2025-04-06,T3,P06,2,28.7,0,completada
CAJ042-000772,2025-04-06,T1,P01,6,9.14,0.1,anulada
CAJ042-000773,2025-04-07,T2,P08,3,37.39,0.1,completada
CAJ042-000774,2025-04-08,T3,P08,1,37.42,0,completada
CAJ042-000775,2025-04-08,T1,P04,8,20.28,0.15,completada
CAJ042-000776,2025-04-09,T2,P06,9,28.42,0.2,completada
CAJ042-000777,2025-04-09, T3 ,P08,6,36.52,0.1,completada
CAJ042-000778,2025-04-10,T1,P07,1,32.21,0.05,completada
CAJ042-000779,2024-02-30,T2,P01,8,8.05,0.15,completada
CAJ042-000780,2025-04-11,T3,P12,6,52.37,0.2,completada
CAJ042-000781,2025-04-12,T1,P03,3,16.22,0,completada
CAJ042-000782,2025-04-12,T2,P11,2,49.63,0.05,completada
CAJ042-000783,2025-04-13,T3,P05,9,24.46,0.15,completada
CAJ042-000784,2025-04-14,T1,P10,3,44.51,0.05,completada
CAJ042-000785,2025-04-14,T2,P03,2,16.88,0.05,completada
CAJ042-000786,2025-04-15,T3,P08,4,36.97,0,completada
CAJ042-000787,2025-04-15,T1,P01,4,8.72,0.05,completada
CAJ042-000788,2025-04-16,T2,P01,8,8.11,0.2,completada
CAJ042-000789,2025-04-17,T3,P05,7,24.79,0.15,completada
CAJ042-000790,2025-04-17,T1,P08,5,37.28,0.2,completada
CAJ042-000791,2025-04-18,T2,P01,7,8.46,0.15,completada
CAJ042-000792,2025-04-18,T3,P09,1,40.37,0.1,completada
CAJ042-000793,2025-04-19,T1,P03,1,16.64,0.05,completada
CAJ042-000794,2025-04-20,T2,P03,9,16.76,0.2,completada
CAJ042-000795,2025-04-20,T3,P12,3,53.0,0.05,completada
CAJ042-000796,2025-04-21,T1,P10,6,44.87,0.15,completada
CAJ042-000797,2025-04-21,T2,P09,9,41.52,0.2,completada
CAJ042-000798,2025-04-22,T3,P12,4,52.01,0.1,anulada
CAJ042-000799,2025-04-23,T1,P06,1,28.26,0.1,completada
CAJ042-000800,2025-04-23,T2,P02,8,12.93,0.2,completada
CAJ042-000801,2025-04-24,T3,P01,9,8.74,0.2,anulada
CAJ042-000802,2025-04-24,T1,P12,6,53.79,0.2,completada
