registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE086-000410,2024-05-16,B2,25.3,90,320.73,1200,0.62
ENE086-000411,2024-05-16,B3,22.5,127,393.74,1800,0.62
ENE086-000412,2024-05-17,B1,23.9,53,152.76,600,0.62
ENE086-000413,2024-05-17,B2,22.6,58,213.96,1200,0.62
ENE086-000414,2024-05-17,B3,22.5,100,325.81,1800,0.62
ENE086-000415,2024-05-18,B1,24.0,10,102.34,600,0.62
ENE086-000416,2024-05-18,B2,25.5,16,,1200,0.62
ENE086-000417,2024-05-18,B3,26.6,16,384.97,1800,0.62
ENE086-000418,2024-05-19,B1,25.1,8,94.88,600,0.62
ENE086-000419,2024-05-19,B2,25.5,18,228.07,1200,0.62
ENE086-000420,2024-05-19,B3,24.5,19,281.89,1800,0.62
ENE086-000421,2024-05-20,B1,24.5,34,126.41,600,0.62
ENE086-000422,2024-05-20,B2,26.6,79,358.81,1200,0.62
ENE086-000423,2024-05-20,B3,24.6,123,"442,85",1800,0.62
ENE086-000424,2024-05-21,B1,24.3,47,168.95,600,0.62
ENE086-000425,2024-05-21,B2,27.1,70,364.14,1200,0.62
ENE086-000426,2024-05-21,B3,28.3,109,618.78,1800,0.62
ENE086-000427,2024-05-22,B1,24.5,29,122.11,600,0.62
ENE086-000428,2024-05-22,B2,23.1,81,265.88,1200,0.62
ENE086-000429,2024-05-22,B3,21.8,100,323.7,1800,0.62
ENE086-000430,2024-05-23,B1,24.3,45,160.42,600,0.62
ENE086-000431,2024-05-23,B2,25.1,84,307.88,1200,0.62
ENE086-000432,2024-05-23,B3,22.4,115,355.13,1800,0.62
ENE086-000433,2024-05-24,B1,22.9,48,139.82,600,0.62
ENE086-000434,2024-05-24,B2,24.0,89,292.26,1200,0.62
ENE086-000435,2024-05-24,B3,26.8,115,519.64,1800,0.62
ENE086-000436,2024-05-25,B1,27.1,11,144.69,600,0.62
ENE086-000437,2024-05-25,B2,25.1,19,211.67,1200,0.62
ENE086-000438,2024-05-25,B3,24.9,23,296.97,1800,0.62
ENE086-000439,2024-05-26,B1,24.2,8,101.29,600,0.62
ENE086-000440,2024-05-26,B2,23.9,18,181.0,1200,0.62
ENE086-000441,2024-05-26,B3,25.6,24,356.1,1800,0.62
ENE086-000443,2024-05-27,B2,24.0,87,298.82,1200,0.62
ENE086-000444,2024-05-27,B3,24.7,104,418.27,1800,0.62
ENE086-000445,2024-05-28,B1,25.1,47,172.33,600,0.62
ENE086-000446,2024-05-28,B2,23.8,76,282.9,1200,0.62
ENE086-000447,2024-05-28,B3,23.6,109,378.65,1800,0.62
ENE086-000448,2024-05-29,B1,23.2,52,131.47,600,0.62
ENE086-000449,2024-05-29,B2,23.3,58,229.19,1200,0.62
ENE086-000450,2024-05-29,B3,25.2,118,452.71,1800,0.62
ENE086-000451,2024-05-30,B1,23.1,59,162.7,600,0.62
ENE086-000452,2024-05-30,B2,23.6,83,259.56,1200,0.62
ENE086-000453,2024-05-30,B3,22.8,99,348.04,1800,0.62
ENE086-000454,2024-05-31,B1,22.9,63,160.65,600,0.62
ENE086-000455,2024-05-31,B2,23.4,82,252.2,1200,0.62
ENE086-000456,2024-05-31,B3,24.6,132,466.73,1800,0.62
ENE086-000457,2024-06-01,B1,24.3,9,92.24,600,0.62
ENE086-000458,2024-06-01,B2,23.8,14,184.1,1200,0.62
ENE086-000459,2024-06-01,B3,27.0,22,425.28,1800,0.62
ENE086-000460,2024-06-02,B1,24.8,10,108.92,600,0.62
ENE086-000461,2024-06-02,B2,21.5,13,147.56,1200,0.62
ENE086-000462,2024-06-02,B3,23.1,22,233.55,1800,0.62
ENE086-000463,2024-06-03,B1,22.7,49,137.49,600,0.62
ENE086-000464,2024-06-03,B2,24.9,76,301.07,1200,0.62
ENE086-000465,2024-06-03,B3,25.5,87,431.82,1800,0.62
ENE086-000466,2024-06-04,B1,23.5,52,149.1,600,0.62
ENE086-000467,2024-06-04,B2,23.1,67,237.09,1200,0.62
ENE086-000468,2024-06-04,B3,23.0,102,356.97,1800,0.62
ENE086-000469,2024-06-05,B1,23.0,44,122.8,600,0.62
ENE086-000470,2024-06-05,B2,22.0,64,223.43,1200,0.62
ENE086-000471,2024-06-05,B3,20.4,89,297.72,1800,0.62
ENE086-000472,2024-06-06,B1,21.7,41,122.36,600,0.62
ENE086-000473,2024-06-06,B2,21.8,93,270.76,1200,0.62
ENE086-000474,2024-06-06,B3,21.3,103,320.13,1800,0.62
ENE086-000475,2024-06-07,B1,20.8,38,107.35,600,0.62
ENE086-000476,2024-06-07,B2,22.8,79,272.54,1200,0.62
ENE086-000477,2024-06-07,B3,19.8,81,269.58,1800,0.62
ENE086-000478,2024-06-08,B1,22.4,12,74.89,600,0.62
ENE086-000479,2024-06-08,B2,20.8,14,135.82,1200,0.62
ENE086-000480,2024-06-08,B3,18.5,23,184.28,1800,0.62
ENE086-000481,2024-06-09,B1,24.1,10,94.75,600,0.62
ENE086-000482,2024-06-09,B2,23.0,14,164.93,1200,0.62
ENE086-000483,2024-06-09,B3,26.6,23,394.97,1800,0.62
ENE086-000484,2024-06-10,B1,21.7,30,106.47,600,0.62
ENE086-000485,2024-06-10,B2,23.5,65,257.26,1200,0.62
ENE086-000486,2024-06-10,B3,23.1,112,376.69,1800,0.62
ENE086-000487,2024-06-11,B1,23.0,28,120.96,600,0.62
ENE086-000488,2024-06-11,B2,23.4,68,238.94,1200,0.62
ENE086-000489,2024-06-11,B3,25.3,105,450.67,1800,0.62
ENE086-000490,2024-06-12,B1,20.3,43,120.35,600,0.62
ENE086-000491,2024-06-12,B2,21.3,86,247.37,1200,0.62
ENE086-000492,2024-06-12,B3,23.1,97,347.38,1800,0.62
ENE086-000493,2024-06-13,B1,19.3,55,127.11,600,0.62
ENE086-000494,2024-06-13,B2,22.7,86,276.15,1200,0.62
ENE086-000496,2024-06-14,B1,22.1,43,121.59,600,0.62
ENE086-000497,2024-06-14,B2,20.9,58,191.94,1200,0.62
ENE086-000498,2024-06-14,B3,23.2,109,377.61,1800,0.62
ENE086-000499,2024-06-15,B1,23.9,10,,600,0.62
ENE086-000500,2024-06-15,B2,21.6,15,138.19,1200,0.62
ENE086-000501,2024-06-15,B3,21.8,17,204.27,1800,0.62
ENE086-000502,2024-06-16,B1,21.5,7,65.72,600,0.62
ENE086-000503,2024-06-16,B2,23.8,18,178.45,1200,0.62
ENE086-000504,2024-06-16,B3,20.2,17,171.78,1800,0.62
ENE086-000505,2024-06-17,B1,19.3,27,99.4,600,0.62
ENE086-000506,2024-06-17,B2,20.7,79,220.77,1200,0.62
ENE086-000507,2024-06-17,B3,21.2,97,313.33,1800,0.62
ENE086-000508,2024-06-18,B1,23.7,36,122.8,600,0.62
ENE086-000509,2024-06-18,B2,23.0,79,252.19,1200,0.62
ENE086-000510,2024-06-18,B3,24.2,86,377.66,1800,0.62
ENE086-000511,2024-06-19,B1,21.6,42,125.53,600,0.62
ENE086-000512,2024-06-19,B2,22.6,87,252.39,1200,0.62
ENE086-000513,2024-06-19,B3,20.3,113,334.06,1800,0.62
ENE086-000514,2024-06-20,B1,19.4,60,133.52,600,0.62
ENE086-000515,2024-06-20,B2,21.8,68,216.74,1200,0.62
ENE086-000516,2024-06-20,B3,19.9,103,315.04,1800,0.62
ENE086-000517,2024-06-21,B1,20.9,61,154.16,600,0.62
ENE086-000518,2024-06-21,B2,21.0,76,222.4,1200,0.62
ENE086-000519,2024-06-21,B3,22.2,106,353.19,1800,0.62
ENE086-000520,2024-06-22,B1,20.3,6,65.75,600,0.62
ENE086-000521,2024-06-22,B2,20.2,14,113.96,1200,0.62
ENE086-000522,2024-06-22,B3,18.1,19,186.39,1800,0.62
ENE086-000523,2024-06-23,B1,22.7,10,85.49,600,0.62
ENE086-000524,2024-06-23,B2,17.9,18,134.2,1200,0.62
ENE086-000525,2024-06-23,B3,19.5,18,185.91,1800,0.62
ENE086-000526,2024-06-24,B1,19.3,35,103.73,600,0.62
ENE086-000527,2024-06-24,B2,18.5,80,225.7,1200,0.62
ENE086-000528,2024-06-24,B3,19.1,109,311.43,1800,0.62
ENE086-000529,2024-06-25,B1,22.4,32,104.31,600,0.62
ENE086-000530,2024-06-25,B2,18.8,86,230.36,1200,0.62
ENE086-000531,2024-06-25,B3,18.3,106,310.85,1800,0.62
ENE086-000532,2024-06-26,B1,19.5,58,125.18,600,0.62
ENE086-000533,2024-06-26,B2,19.9,86,250.7,1200,0.62
ENE086-000534,2024-06-26,B3,19.9,104,297.95,1800,0.62
ENE086-000535,2024-06-27,B1,18.3,29,86.97,600,0.62
ENE086-000536,2024-06-27,B2,19.9,61,186.4,1200,0.62
ENE086-000537,2024-06-27,B3,19.7,96,297.19,1800,0.62
ENE086-000538,2024-06-28,B1,18.3,36,113.97,600,0.62
ENE086-000539,2024-06-28,B2,21.3,75,221.21,1200,0.62
ENE086-000540,2024-06-28,B3,15.7,94,311.3,1800,0.62
ENE086-000541,2024-06-29,B1,18.9,9,59.16,600,0.62
ENE086-000542,2024-06-29,B2,22.4,12,127.02,1200,0.62
ENE086-000543,2024-06-29,B3,21.2,24,198.62,1800,0.62
ENE086-000544,2024-06-30,B1,20.0,7,80.53,600,0.62
ENE086-000545,2024-06-30,B2,19.6,17,115.01,1200,0.62
ENE086-000546,2024-06-30,B3,18.1,22,176.02,1800,0.62
ENE086-000547,2024-07-01,B1,17.2,43,112.91,600,0.62
ENE086-000549,2024-07-01,B3,21.9,102,342.0,1800,0.62
ENE086-000550,2024-07-02,B1,19.7,43,117.51,600,0.62
ENE086-000551,2024-07-02,B2,18.4,83,223.9,1200,0.62
ENE086-000552,2024-07-02,B3,16.0,107,340.28,1800,0.62
ENE086-000553,2024-07-03,B1,19.7,59,136.84,600,0.62
ENE086-000554,2024-07-03,B2,19.9,76,217.84,1200,0.62
ENE086-000555,2024-07-03,B3,20.8,103,297.54,1800,0.62
ENE086-000556,2024-07-04,B1,18.0,38,95.17,600,0.62
ENE086-000557,2024-07-04,B2,18.2,66,201.42,1200,0.62
ENE086-000558,2024-07-04,B3,16.2,97,319.18,1800,0.62
ENE086-000559,2024-07-05,B1,17.1,53,132.61,600,0.62
ENE086-000560,2024-07-05,B2,18.7,57,179.5,1200,0.62
ENE086-000561,2024-07-05,B3,18.7,126,315.25,1800,0.62
ENE086-000562,2024-07-06,B1,19.1,9,83.63,600,0.62
ENE086-000563,2024-07-06,B2,15.3,16,165.53,1200,0.62
ENE086-000564,2024-07-06,B3,16.3,21,192.38,1800,0.62
ENE086-000565,2024-07-07,B1,18.5,9,64.01,600,0.62
ENE086-000566,2024-07-07,B2,18.3,16,132.64,1200,0.62
ENE086-000567,2024-07-07,B3,20.5,17,180.28,1800,0.62
ENE086-000568,2024-07-08,B1,19.0,16,82.29,600,0.62
ENE086-000569,2024-07-08,B2,17.8,71,197.69,1200,0.62
ENE086-000570,2024-07-08,B3,17.9,112,331.1,1800,0.62
ENE086-000571,2024-07-09,B1,16.7,45,138.46,600,0.62
ENE086-000572,2024-07-09,B2,18.8,78,207.24,1200,0.62
ENE086-000573,2024-07-09,B3,17.9,120,330.13,1800,0.62
ENE086-000574,2024-07-10,B1,19.3,39,110.51,600,0.62
ENE086-000575,2024-07-10,B2,19.6,60,200.63,1200,0.62
ENE086-000576,2024-07-10,B3,18.2,100,304.84,1800,0.62
ENE086-000577,2024-07-11,B1,18.4,36,116.26,600,0.62
ENE086-000578,2024-07-11,B2,21.1,82,215.31,1200,0.62
ENE086-000579,2024-07-11,B3,17.5,107,318.75,1800,0.62
ENE086-000580,2024-07-12,B1,16.9,61,137.51,600,0.62
ENE086-000581,2024-07-12,B2,16.2,56,208.11,1200,0.62
ENE086-000582,2024-07-12,B3,13.5,104,,1800,0.62
ENE086-000583,2024-07-13,B1,16.5,9,93.1,600,0.62
ENE086-000584,2024-07-13,B2,18.3,11,119.47,1200,0.62
ENE086-000585,2024-07-13,B3,16.8,24,192.31,1800,0.62
ENE086-000586,2024-07-14,B1,16.2,10,71.82,600,0.62
ENE086-000587,2024-07-14,B2,18.7,18,138.07,1200,0.62
ENE086-000588,2024-07-14,B3,17.0,22,204.96,1800,0.62
ENE086-000589,2024-07-15,B1,16.2,55,144.65,600,0.62
ENE086-000590,2024-07-15,B2,18.6,75,199.83,1200,0.62
ENE086-000591,2024-07-15,B3,16.2,108,337.21,1800,0.62
ENE086-000592,2024-07-16,B1,17.2,52,129.49,600,0.62
ENE086-000593,2024-07-16,B2,18.0,76,205.28,1200,0.62
ENE086-000594,2024-07-16,B3,17.4,117,343.19,1800,0.62
ENE086-000595,2024-07-17,B1,16.2,29,101.45,600,0.62
ENE086-000596,2024-07-17,B2,14.4,78,254.04,1200,0.62
ENE086-000597,2024-07-17,B3,15.0,95,342.5,1800,0.62
ENE086-000598,2024-07-18,B1,17.5,50,117.93,600,0.62
ENE086-000599,2024-07-18,B2,16.0,71,229.6,1200,0.62
ENE086-000600,2024-07-18,B3,15.9,94,340.91,1800,0.62
ENE086-000602,2024-07-19,B2,16.2,87,240.16,1200,0.62
ENE086-000603,2024-07-19,B3,14.8,95,338.98,1800,0.62
ENE086-000604,2024-07-20,B1,15.8,8,80.41,600,0.62
ENE086-000605,2024-07-20,B2,17.0,16,129.67,1200,0.62
ENE086-000606,2024-07-20,B3,16.7,23,198.72,1800,0.62
ENE086-000607,2024-07-21,B1,16.2,10,77.58,600,0.62
ENE086-000608,2024-07-21,B2,15.7,16,142.55,1200,0.62
ENE086-000609,2024-07-21,B3,17.5,21,176.69,1800,0.62
ENE086-000610,2024-07-22,B1,16.1,42,120.59,600,0.62
ENE086-000611,2024-07-22,B2,16.8,79,243.01,1200,0.62
ENE086-000612,2024-07-22,B3,15.9,130,378.41,1800,0.62
ENE086-000613,2024-07-23,B1,13.2,37,136.85,600,0.62
ENE086-000614,2024-07-23,B2,14.6,54,233.68,1200,0.62
ENE086-000615,2024-07-23,B3,14.8,128,401.58,1800,0.62
ENE086-000616,2024-07-24,B1,14.2,51,163.01,600,0.62
ENE086-000617,2024-07-24,B2,14.3,59,237.41,1200,0.62
ENE086-000618,2024-07-24,B3,13.6,108,412.84,1800,0.62
ENE086-000619,2024-07-25,B1,15.0,54,155.55,600,0.62
ENE086-000620,2024-07-25,B2,15.2,75,249.03,1200,0.62
ENE086-000621,2024-07-25,B3,13.1,122,450.59,1800,0.62
ENE086-000622,2024-07-26,B1,14.7,35,120.99,600,0.62
ENE086-000623,2024-07-26,B2,17.2,57,198.7,1200,0.62
ENE086-000624,2024-07-26,B3,14.2,96,375.07,1800,0.62
ENE086-000625,2024-07-27,B1,14.3,11,95.56,600,0.62
ENE086-000626,2024-07-27,B2,15.4,14,141.86,1200,0.62
ENE086-000627,2024-07-27,B3,14.5,23,260.71,1800,0.62
ENE086-000628,2024-07-28,B1,14.0,14,105.12,600,0.62
ENE086-000629,2024-07-28,B2,16.0,17,166.3,1200,0.62
ENE086-000630,2024-07-28,B3,12.8,21,332.22,1800,0.62
ENE086-000631,2024-07-29,B1,13.9,56,169.08,600,0.62
ENE086-000632,2024-07-29,B2,14.4,63,239.31,1200,0.62
ENE086-000633,2024-07-29,B3,15.5,85,334.33,1800,0.62
ENE086-000634,2024-07-30,B1,14.6,69,"178,4",600,0.62
ENE086-000635,2024-07-30,B2,14.0,66,259.08,1200,0.62
ENE086-000636,2024-07-30,B3,13.5,99,403.68,1800,0.62
ENE086-000637,2024-07-31,B1,15.8,73,159.59,600,0.62
ENE086-000638,2024-07-31,B2,17.1,72,208.89,1200,0.62
ENE086-000639,2024-07-31,B3,16.2,108,339.73,1800,0.62
ENE086-000640,2024-08-01,B1,13.4,60,185.68,600,0.62
ENE086-000641,2024-08-01,B2,15.1,86,268.06,1200,0.62
ENE086-000642,2024-08-01,B3,11.9,91,474.54,1800,0.62
ENE086-000643,2024-08-02,B1,14.5,52,147.74,600,0.62
ENE086-000644,2024-08-02,B2,14.0,66,256.67,1200,0.62
ENE086-000645,2024-08-02,B3,12.9,82,403.92,1800,0.62
ENE086-000646,2024-08-03,B1,13.4,11,106.73,600,0.62
ENE086-000647,2024-08-03,B2,12.9,13,217.59,1200,0.62
ENE086-000648,2024-08-03,B3,13.0,22,326.32,1800,0.62
ENE086-000649,2024-08-04,B1,13.6,4,97.13,600,0.62
ENE086-000650,2024-08-04,B2,15.0,16,153.34,1200,0.62
ENE086-000651,2024-08-04,B3,14.9,19,238.8,1800,0.62
ENE086-000652,2024-08-05,B1,15.0,42,124.23,600,0.62
ENE086-000653,2024-08-05,B2,13.9,69,264.46,1200,0.62
ENE086-000655,2024-08-06,B1,12.2,35,159.0,600,0.62
ENE086-000656,2024-08-06,B2,13.2,94,321.85,1200,0.62
ENE086-000657,2024-08-06,B3,15.4,95,323.03,1800,0.62
ENE086-000658,2024-08-07,B1,14.5,49,148.95,600,0.62
ENE086-000659,2024-08-07,B2,14.9,70,238.17,1200,0.62
ENE086-000660,2024-08-07,B3,16.0,119,349.61,1800,0.62
ENE086-000661,2024-08-08,B1,12.7,62,187.46,600,0.62
ENE086-000662,2024-08-08,B2,13.2,88,310.36,1200,0.62
ENE086-000663,2024-08-08,B3,13.6,82,381.1,1800,0.62
ENE086-000664,2024-08-09,B1,15.0,35,131.34,600,0.62
ENE086-000665,2024-08-09,B2,13.7,87,,1200,0.62
ENE086-000666,2024-08-09,B3,14.6,102,348.04,1800,0.62
ENE086-000667,2024-08-10,B1,12.6,7,117.01,600,0.62
ENE086-000668,2024-08-10,B2,13.0,15,206.18,1200,0.62
ENE086-000669,2024-08-10,B3,11.5,21,370.18,1800,0.62
ENE086-000670,2024-08-11,B1,13.0,5,97.97,600,0.62
ENE086-000671,2024-08-11,B2,13.0,12,215.07,1200,0.62
ENE086-000672,2024-08-11,B3,11.5,19,385.06,1800,0.62
ENE086-000673,2024-08-12,B1,12.0,24,141.69,600,0.62
ENE086-000674,2024-08-12,B2,13.8,88,303.92,1200,0.62
ENE086-000675,2024-08-12,B3,12.8,92,426.55,1800,0.62
ENE086-000676,2024-08-13,B1,11.7,30,167.28,600,0.62
ENE086-000677,2024-08-13,B2,12.3,69,297.65,1200,0.62
ENE086-000678,2024-08-13,B3,9.9,105,604.55,1800,0.62
ENE086-000679,2024-08-14,B1,11.2,36,179.68,600,0.62
ENE086-000680,2024-08-14,B2,12.5,84,332.13,1200,0.62
ENE086-000681,2024-08-14,B3,12.7,101,455.16,1800,0.62
ENE086-000682,2024-08-15,B1,12.3,63,195.63,600,0.62
ENE086-000683,2024-08-15,B2,12.5,81,343.23,1200,0.62
ENE086-000684,2024-08-15,B3,12.5,121,478.86,1800,0.62
ENE086-000685,2024-08-16,B1,11.6,46,188.46,600,0.62
ENE086-000686,2024-08-16,B2,13.6,58,264.36,1200,0.62
ENE086-000687,2024-08-16,B3,13.2,97,423.88,1800,0.62
ENE086-000688,2024-08-17,B1,11.1,6,139.58,600,0.62
ENE086-000689,2024-08-17,B2,15.6,15,158.52,1200,0.62
ENE086-000690,2024-08-17,B3,13.0,21,319.96,1800,0.62
ENE086-000691,2024-08-18,B1,12.4,7,110.55,600,0.62
ENE086-000692,2024-08-18,B2,12.5,13,220.36,1200,0.62
ENE086-000693,2024-08-18,B3,13.0,23,314.19,1800,0.62
ENE086-000694,2024-08-19,B1,13.0,32,149.77,600,0.62
ENE086-000695,2024-08-19,B2,9.9,81,409.89,1200,0.62
ENE086-000696,2024-08-19,B3,13.3,92,405.4,1800,0.62
ENE086-000697,2024-08-20,B1,12.3,39,178.51,600,0.62
ENE086-000698,2024-08-20,B2,13.1,90,306.79,1200,0.62
ENE086-000699,2024-08-20,B3,13.3,102,426.67,1800,0.62
ENE086-000700,2024-08-21,B1,13.8,51,168.25,600,0.62
ENE086-000701,2024-08-21,B2,10.3,72,378.26,1200,0.62
ENE086-000702,2024-08-21,B3,12.7,89,412.13,1800,0.62
ENE086-000703,2024-08-22,B1,11.9,48,187.8,600,0.62
ENE086-000704,2024-08-22,B2,14.1,61,264.4,1200,0.62
ENE086-000705,2024-08-22,B3,14.7,82,338.97,1800,0.62
ENE086-000706,2024-08-23,B1,15.7,53,157.87,600,0.62
ENE086-000708,2024-08-23,B3,13.0,89,409.96,1800,0.62
ENE086-000709,2024-08-24,B1,9.7,10,187.02,600,0.62
ENE086-000710,2024-08-24,B2,10.9,15,273.84,1200,0.62
ENE086-000711,2024-08-24,B3,13.3,17,287.08,1800,0.62
ENE086-000712,2024-08-25,B1,11.9,10,123.63,600,0.62
ENE086-000713,2024-08-25,B2,9.6,13,333.82,1200,0.62
ENE086-000714,2024-08-25,B3,12.0,18,365.5,1800,0.62
ENE086-000715,2024-08-26,B1,12.4,71,206.08,600,0.62
ENE086-000716,2024-08-26,B2,13.5,98,328.4,1200,0.62
ENE086-000717,2024-08-26,B3,13.6,112,416.28,1800,0.62
ENE086-000718,2024-08-27,B1,14.9,49,144.94,600,0.62
ENE086-000719,2024-08-27,B2,10.0,101,451.63,1200,0.62
ENE086-000720,2024-08-27,B3,12.7,85,431.46,1800,0.62
ENE086-000721,2024-08-28,B1,10.9,44,199.03,600,0.62
ENE086-000722,2024-08-28,B2,9.9,71,396.7,1200,0.62
ENE086-000723,2024-08-28,B3,14.3,96,363.6,1800,0.62
ENE086-000724,2024-08-29,B1,10.7,48,223.2,600,0.62
ENE086-000725,2024-08-29,B2,10.0,84,411.9,1200,0.62
ENE086-000726,2024-08-29,B3,10.2,93,566.8,1800,0.62
ENE086-000727,2024-08-30,B1,7.2,40,271.47,600,0.62
ENE086-000728,2024-08-30,B2,15.3,68,227.71,1200,0.62
ENE086-000729,2024-08-30,B3,14.1,98,390.16,1800,0.62
ENE086-000730,2024-08-31,B1,12.3,9,117.92,600,0.62
ENE086-000731,2024-08-31,B2,11.9,14,235.75,1200,0.62
ENE086-000732,2024-08-31,B3,11.0,23,407.97,1800,0.62
ENE086-000733,2024-09-01,B1,11.4,10,146.6,600,0.62
ENE086-000734,2024-09-01,B2,10.1,17,311.78,1200,0.62
ENE086-000735,2024-09-01,B3,13.1,19,295.2,1800,0.62
ENE086-000736,2024-09-02,B1,11.2,34,177.11,600,0.62
ENE086-000737,2024-09-02,B2,13.1,89,315.7,1200,0.62
ENE086-000738,2024-09-02,B3,9.9,102,594.52,1800,0.62
ENE086-000739,2024-09-03,B1,8.4,25,212.79,600,0.62
ENE086-000740,2024-09-03,B2,8.9,65,436.19,1200,0.62
ENE086-000741,2024-09-03,B3,10.4,106,556.74,1800,0.62
ENE086-000742,2024-09-04,B1,10.7,67,248.93,600,0.62
ENE086-000743,2024-09-04,B2,10.8,66,370.85,1200,0.62
ENE086-000744,2024-09-04,B3,10.7,105,549.72,1800,0.62
ENE086-000745,2024-09-05,B1,13.7,42,148.04,600,0.62
ENE086-000746,2024-09-05,B2,10.0,60,371.38,1200,0.62
ENE086-000747,2024-09-05,B3,8.5,103,704.97,1800,0.62
ENE086-000748,2024-09-06,B1,10.2,26,,600,0.62
ENE086-000749,2024-09-06,B2,11.0,81,378.92,1200,0.62
ENE086-000750,2024-09-06,B3,12.4,100,460.27,1800,0.62
ENE086-000751,2024-09-07,B1,9.5,9,164.0,600,0.62
ENE086-000752,2024-09-07,B2,12.5,18,226.35,1200,0.62
ENE086-000753,2024-09-07,B3,11.9,21,355.65,1800,0.62
ENE086-000754,2024-09-08,B1,8.8,8,189.14,600,0.62
ENE086-000755,2024-09-08,B2,7.0,15,472.4,1200,0.62
ENE086-000756,2024-09-08,B3,11.6,23,368.11,1800,0.62
ENE086-000757,2024-09-09,B1,12.0,50,191.79,600,0.62
ENE086-000758,2024-09-09,B2,10.1,81,410.29,1200,0.62
ENE086-000759,2024-09-09,B3,10.3,116,601.12,1800,0.62
ENE086-000761,2024-09-10,B2,9.3,74,435.14,1200,0.62
ENE086-000762,2024-09-10,B3,11.7,100,506.52,1800,0.62
ENE086-000763,2024-09-11,B1,9.4,40,220.32,600,0.62
ENE086-000764,2024-09-11,B2,11.0,66,354.42,1200,0.62
ENE086-000765,2024-09-11,B3,9.1,124,681.62,1800,0.62
ENE086-000766,2024-09-12,B1,11.4,46,185.67,600,0.62
ENE086-000767,2024-09-12,B2,7.4,90,558.18,1200,0.62
ENE086-000768,2024-09-12,B3,10.8,123,567.69,1800,0.62
ENE086-000769,2024-09-13,B1,12.6,28,143.29,600,0.62
ENE086-000770,2024-09-13,B2,11.9,70,320.95,1200,0.62
ENE086-000771,2024-09-13,B3,12.0,108,497.11,1800,0.62
ENE086-000772,2024-09-14,B1,9.3,10,181.17,600,0.62
ENE086-000773,2024-09-14,B2,11.3,16,267.67,1200,0.62
ENE086-000774,2024-09-14,B3,9.5,19,501.12,1800,0.62
ENE086-000775,2024-09-15,B1,7.8,8,201.85,600,0.62
ENE086-000776,2024-09-15,B2,9.6,13,325.04,1200,0.62
ENE086-000777,2024-09-15,B3,10.0,24,490.96,1800,0.62
ENE086-000778,2024-09-16,B1,11.4,54,216.46,600,0.62
ENE086-000779,2024-09-16,B2,10.1,86,415.05,1200,0.62
ENE086-000780,2024-09-16,B3,9.8,95,607.82,1800,0.62
ENE086-000781,2024-09-17,B1,9.8,29,202.17,600,0.62
ENE086-000782,2024-09-17,B2,11.5,86,374.42,1200,0.62
ENE086-000783,2024-09-17,B3,8.8,108,682.19,1800,0.62
ENE086-000784,2024-09-18,B1,7.5,36,276.11,600,0.62
ENE086-000785,2024-09-18,B2,9.8,74,410.86,1200,0.62
ENE086-000786,2024-09-18,B3,11.7,106,507.71,1800,0.62
ENE086-000787,2024-09-19,B1,9.9,48,232.17,600,0.62
ENE086-000788,2024-09-19,B2,10.0,68,387.38,1200,0.62
ENE086-000789,2024-09-19,B3,11.6,81,472.39,1800,0.62
ENE086-000790,2024-09-20,B1,8.8,59,265.21,600,0.62
ENE086-000791,2024-09-20,B2,12.7,86,322.58,1200,0.62
ENE086-000792,2024-09-20,B3,10.0,102,589.02,1800,0.62
ENE086-000793,2024-09-21,B1,8.0,13,215.35,600,0.62
ENE086-000794,2024-09-21,B2,11.4,17,271.13,1200,0.62
ENE086-000795,2024-09-21,B3,9.3,21,523.86,1800,0.62
ENE086-000796,2024-09-22,B1,11.0,10,144.16,600,0.62
ENE086-000797,2024-09-22,B2,10.0,14,323.39,1200,0.62
ENE086-000798,2024-09-22,B3,11.3,19,395.86,1800,0.62
ENE086-000799,2024-09-23,B1,11.8,39,176.29,600,0.62
ENE086-000800,2024-09-23,B2,8.4,80,480.26,1200,0.62
ENE086-000801,2024-09-23,B3,11.9,106,493.66,1800,0.62
ENE086-000802,2024-09-24,B1,9.4,43,237.72,600,0.62
ENE086-000803,2024-09-24,B2,9.2,70,426.69,1200,0.62
ENE086-000804,2024-09-24,B3,9.7,95,595.73,1800,0.62
ENE086-000805,2024-09-25,B1,10.6,42,192.66,600,0.62
ENE086-000806,2024-09-25,B2,10.9,79,390.3,1200,0.62
ENE086-000807,2024-09-25,B3,11.9,113,501.77,1800,0.62
ENE086-000808,2024-09-26,B1,10.6,24,174.05,600,0.62
ENE086-000809,2024-09-26,B2,10.8,62,347.23,1200,0.62
ENE086-000810,2024-09-26,B3,8.1,112,744.9,1800,0.62
ENE086-000811,2024-09-27,B1,7.4,55,290.77,600,0.62
ENE086-000812,2024-09-27,B2,8.9,67,444.12,1200,0.62
ENE086-000814,2024-09-28,B1,10.2,10,165.57,600,0.62
ENE086-000815,2024-09-28,B2,10.3,12,299.09,1200,0.62
ENE086-000816,2024-09-28,B3,10.7,22,432.3,1800,0.62
ENE086-000817,2024-09-29,B1,10.5,10,155.49,600,0.62
ENE086-000818,2024-09-29,B2,11.1,15,263.13,1200,0.62
ENE086-000819,2024-09-29,B3,9.4,15,515.99,1800,0.62
ENE086-000820,2024-09-30,B1,8.7,46,263.02,600,0.62
