registro_id,fecha,sede,espera_min,atencion_min,estado,prioridad
TUR089-000944,2024-06-02,S2,5.7,6.7,atendido,ordinaria
TUR089-000945,2024-06-02,S3,15.8,5.4,atendido,preferente
TUR089-000946,2024-06-02,S1,5.5,10.1,atendido,ordinaria
TUR089-000947,2024-06-02,S2,12.7,16.3,atendido,ordinaria
TUR089-000948,2024-06-02,S3,11.5,15.2,atendido,preferente
TUR089-000949,2024-06-02,S1,7.2,12.5,atendido,ordinaria
TUR089-000950,2024-06-03,S2,12.7,11.6,atendido,preferente
TUR089-000951,2024-06-03,S3,14.6,12.6,atendido,ordinaria
TUR089-000952,2024-06-03,S1,15.2,11.4,atendido,ordinaria
TUR089-000953,2024-06-03,S2,8.9,13.8,atendido,preferente
TUR089-000954,2024-06-03,S3,11.8,14.3,atendido,ordinaria
TUR089-000955,2024-06-03,S1,7.6,9.0,atendido,ordinaria
TUR089-000956,2024-06-04,S2,12.2,16.6,atendido,ordinaria
TUR089-000957,2024-06-04,S3,32.3,14.2,atendido,preferente
TUR089-000958,2024-06-04,S1,13.0,13.9,atendido,ordinaria
TUR089-000959,2024-06-04,S2,9.6,15.9,atendido,ordinaria
TUR089-000960,2024-06-04,S3,6.0,3.2,atendido,preferente
TUR089-000961,2024-06-04,S1,10.0,13.8,atendido,ordinaria
TUR089-000962,2024-06-05,S2,2.0,10.6,atendido,preferente
TUR089-000963,2024-06-05,S3,12.7,11.3,atendido,preferente
TUR089-000964,2024-06-05,S1,2.5,14.8,atendido,preferente
TUR089-000965,2024-06-05,S2,12.5,9.6,atendido,ordinaria
TUR089-000966,2024-06-05,S3,11.0,9.6,atendido,ordinaria
TUR089-000967,2024-06-05,S1,3.7,14.7,atendido,preferente
TUR089-000968,2024-06-06,S2,19.8,17.5,atendido,ordinaria
TUR089-000969,2024-06-06,S3,13.2,16.6,atendido,ordinaria
TUR089-000970,2024-06-06,S1,9.9,12.5,atendido,ordinaria
TUR089-000971,2024-06-06,S2,18.1,9.7, ATENDIDO ,ordinaria
TUR089-000972,2024-06-06,S3,9.9,9.7,atendido,ordinaria
TUR089-000973,2024-06-06,S1,7.6,5.5,atendido,ordinaria
TUR089-000974,2024-06-07,S2,8.5,7.0,atendido,ordinaria
TUR089-000975,2024-06-07,S3,9.6,6.5,atendido,ordinaria
TUR089-000976,2024-06-07,S1,6.6,17.3,atendido,ordinaria
TUR089-000977,2024-06-07,S2,8.5,8.3,atendido,preferente
TUR089-000978,2024-06-07,S3,65.6,,abandono,ordinaria
TUR089-000979,2024-06-07,S1,14.5,5.3,atendido,ordinaria
TUR089-000980,2024-06-08,S2,7.2,4.4,atendido,ordinaria
TUR089-000981,2024-06-08,S3,13.0,10.1,atendido,ordinaria
TUR089-000982,2024-06-08,S1,19.2,3.7,atendido,ordinaria
TUR089-000983,2024-06-08,S2,11.4,16.2,atendido,preferente
TUR089-000984,2024-06-08,S3,15.3,7.8,atendido,ordinaria
TUR089-000985,2024-06-08,S1,4.9,4.9,atendido,preferente
TUR089-000986,2024-06-09,S2,12.9,,abandono,ordinaria
TUR089-000987,2024-06-09,S3,19.8,,abandono,preferente
TUR089-000988,2024-06-09,S1,7.7,7.1,atendido,ordinaria
TUR089-000989,2024-06-09,S2,6.4,10.1,atendido,preferente
TUR089-000990,2024-06-09,S3,11.8,12.0,atendido,preferente
TUR089-000991,2024-06-09,S1,16.7,15.5,atendido,ordinaria
TUR089-000992,2024-06-09,S2,9.0,9.8,atendido,ordinaria
TUR089-000993,2024-06-10,S3,27.9,,abandono,ordinaria
TUR089-000994,2024-06-10,S1,8.8,11.1,atendido,ordinaria
TUR089-000995,2024-06-10,S2,16.9,14.3,atendido,ordinaria
TUR089-000996,2024-06-10,S3,14.0,4.7,atendido,ordinaria
TUR089-000997,2024-06-10,S1,,8.8,atendido,preferente
TUR089-000998,2024-06-10,S2,6.9,15.8,atendido,ordinaria
TUR089-000999,2024-06-11,S3,30.9,13.1,atendido,ordinaria
TUR089-001000,2024-06-11,S1,15.4,9.2,atendido,ordinaria
TUR089-001001,2024-06-11,S2,10.3,13.4,atendido,ordinaria
TUR089-001002,2024-06-11,S3,9.6,16.4,atendido,ordinaria
TUR089-001003,2024-06-11,S1,24.5,,abandono,preferente
TUR089-001004,2024-06-11,S2,6.2,11.1,atendido,ordinaria
TUR089-001005,2024-06-12,S3,4.7,4.5,atendido,preferente
TUR089-001006,2024-06-12,S1,3.0,15.6,atendido,preferente
TUR089-001007,2024-06-12,S2,5.5,5.8,atendido,ordinaria
TUR089-001008,2024-06-12,S3,7.4,7.1,atendido,preferente
TUR089-001009,2024-06-12,S1,6.8,8.4,atendido,ordinaria
TUR089-001010,2024-06-12,S2,11.5,9.3,atendido,ordinaria
TUR089-001011,2024-06-13,S3,6.9,6.8,atendido,preferente
TUR089-001012,2024-06-13,S1,2.7,5.6,atendido,preferente
TUR089-001013,2024-06-13,S2,19.1,7.4,atendido,ordinaria
TUR089-001014,2024-06-13,S3,13.0,10.7,atendido,ordinaria
TUR089-001015,2024-06-13,S1,8.8,16.5,atendido,ordinaria
TUR089-001016,2024-06-13,S2,10.3,15.5,atendido,ordinaria
TUR089-001017,2024-06-14,S3,28.7,17.3,atendido,ordinaria
TUR089-001018,2024-06-14,S1,9.6,13.4,atendido,ordinaria
TUR089-001019,2024-06-14,S2,6.6,6.5,atendido,preferente
TUR089-001020,2024-06-14,S3,9.7,15.8,atendido,preferente
TUR089-001021,2024-06-14,S1,4.9,10.6,atendido,ordinaria
TUR089-001022,2024-06-14,S2,18.6,16.0,atendido,ordinaria
TUR089-001023,2024-06-15,S3,27.7,6.3,atendido,preferente
TUR089-001024,2024-06-15,S1,7.3,8.6,atendido,ordinaria
TUR089-001025,2024-06-15,S2,9.5,11.0,atendido,ordinaria
TUR089-001026,2024-06-15,S3,7.3,11.5,atendido,preferente
TUR089-001027,2024-06-15,S1,3.2,11.0,atendido,ordinaria
TUR089-001028,2024-06-15,S2,5.4,5.2,atendido,ordinaria
TUR089-001029,2024-06-15,S3,7.3,14.2,atendido,preferente
TUR089-001030,2024-06-16,S1,6.6,14.6,atendido,ordinaria
TUR089-001031,2024-06-16,S2,9.1,11.6,atendido,ordinaria
TUR089-001032,2024-06-16,S3,4.0,7.1,atendido,preferente
TUR089-001033,2024-06-16,S1,17.3,5.9,atendido,preferente
TUR089-001034,2024-06-16,S2,1.7,14.0,atendido,preferente
TUR089-001035,2024-06-16,S3,19.1,10.1,atendido,ordinaria
TUR089-001036,2024-06-17,S1,2.7,8.4,atendido,preferente
TUR089-001037,2024-06-17,S2,9.4,6.3,atendido,ordinaria
TUR089-001038,2024-06-17,S3,34.3,15.8,atendido,ordinaria
TUR089-001039,2024-06-17,S1,13.3,5.7,atendido,preferente
TUR089-001040,2024-06-17,S2,7.9,8.9,atendido,ordinaria
TUR089-001041,2024-06-17,S3,12.9,3.6,atendido,ordinaria
TUR089-001042,2024-06-18,S1,1.5,11.0,atendido,ordinaria
TUR089-001043,2024-06-18,S2,51.2,,abandono,ordinaria
TUR089-001044,2024-06-18,S3,11.8,,abandono,preferente
TUR089-001045,2024-06-18,S1,12.9,8.4,atendido,ordinaria
TUR089-001046,2024-06-18,S2,21.0,15.4,atendido,preferente
TUR089-001047,2024-06-18,S3,7.9,12.6,atendido,ordinaria
TUR089-001048,2024-06-19,S1,5.5,13.6,atendido,preferente
TUR089-001049,2024-06-19,S2,7.1,13.9,atendido,ordinaria
TUR089-001050,2024-06-19,S3,16.7,5.4,atendido,ordinaria
TUR089-001051,2024-06-19,S1,11.4,6.0,atendido,ordinaria
TUR089-001052,2024-06-19,S2,42.0,5.3,atendido,preferente
TUR089-001053,2024-06-19,S3,27.8,14.5,atendido,ordinaria
TUR089-001054,2024-06-20,S1,9.4,8.2,atendido,ordinaria
TUR089-001055,2024-06-20,S2,17.4,10.9,atendido,ordinaria
TUR089-001056,2024-06-20,S3,"5,3",16.3,atendido,preferente
TUR089-001057,2024-06-20,S1,16.9,3.7,atendido,preferente
TUR089-001058,2024-06-20,S2,24.1,13.6,atendido,ordinaria
TUR089-001059,2024-06-20,S3,11.6,,abandono,preferente
TUR089-001060,2024-06-21,S1,2.3,3.9,atendido,ordinaria
TUR089-001061,2024-06-21,S2,23.8,3.4,atendido,ordinaria
TUR089-001062,2024-06-21,S3,3.9,4.9,atendido,ordinaria
TUR089-001063,2024-06-21,S1,17.2,3.2,atendido,ordinaria
TUR089-001064,2024-06-21,S2,12.5,17.1,atendido,preferente
TUR089-001065,2024-06-21,S3,15.7,13.3,atendido,ordinaria
TUR089-001066,2024-06-22,S1,5.2,13.4,atendido,ordinaria
TUR089-001067,2024-06-22,S2,9.0,8.4,atendido,preferente
TUR089-001068,2024-06-22,S3,6.5,14.9, ATENDIDO ,preferente
TUR089-001069,2024-06-22,S1,7.2,14.3,atendido,ordinaria
TUR089-001070,2024-06-22,S2,11.3,4.4,atendido,ordinaria
TUR089-001071,2024-06-22,S3,9.5,8.4,atendido,ordinaria
TUR089-001072,2024-06-22,S1,17.5,17.5,atendido,ordinaria
TUR089-001073,2024-06-23,S2,3.9,16.8,atendido,ordinaria
TUR089-001074,2024-06-23,S3,7.9,14.0,atendido,ordinaria
TUR089-001075,2024-06-23,S1,14.5,8.6,atendido,ordinaria
TUR089-001076,2024-06-23,S2,30.6,,abandono,ordinaria
TUR089-001077,2024-06-23,S3,4.7,9.8,atendido,preferente
TUR089-001078,2024-06-23,S1,7.9,17.7,atendido,preferente
TUR089-001079,2024-06-24,S2,4.9,3.9,atendido,preferente
TUR089-001080,2024-06-24,S3,,17.2,atendido,preferente
TUR089-001081,2024-06-24,S1,2.5,12.1,atendido,ordinaria
TUR089-001082,2024-06-24,S2,5.0,13.1,atendido,ordinaria
TUR089-001083,2024-06-24,S3,5.7,8.6,atendido,preferente
TUR089-001084,2024-06-24,S1,7.7,8.3,atendido,ordinaria
TUR089-001085,2024-06-25,S2,4.2,10.8,atendido,preferente
TUR089-001086,2024-06-25,S3,6.6,,abandono,ordinaria
TUR089-001087,2024-06-25,S1,7.1,10.8,atendido,ordinaria
TUR089-001088,2024-06-25,S2,20.2,8.5,atendido,ordinaria
TUR089-001089,2024-06-25,S3,6.0,15.4,atendido,preferente
TUR089-001090,2024-06-25,S1,5.2,4.1,atendido,ordinaria
TUR089-001091,2024-06-26,S2,5.3,10.9,atendido,preferente
TUR089-001092,2024-06-26,S3,21.0,7.9,atendido,ordinaria
TUR089-001093,2024-06-26,S1,10.6,4.3,atendido,ordinaria
TUR089-001094,2024-06-26,S2,10.1,13.0,atendido,ordinaria
TUR089-001095,2024-06-26,S3,8.7,14.6,atendido,ordinaria
TUR089-001096,2024-06-26,S1,14.3,15.9,atendido,ordinaria
TUR089-001097,2024-06-27,S2,7.3,10.8,atendido,preferente
TUR089-001098,2024-06-27,S3,6.7,12.1,atendido,ordinaria
TUR089-001099,2024-06-27,S1,2.6,12.7,atendido,ordinaria
TUR089-001100,2024-06-27,S2,10.4,16.3,atendido,ordinaria
TUR089-001101,2024-06-27,S3,11.8,16.1,atendido,preferente
TUR089-001102,2024-06-27,S1,10.2,12.8,atendido,ordinaria
TUR089-001103,2024-06-28,S2,27.6,11.2,atendido,ordinaria
TUR089-001104,2024-06-28,S3,7.7,10.8,atendido,preferente
TUR089-001105,2024-06-28,S1,12.0,17.5,atendido,ordinaria
TUR089-001106,2024-06-28,S2,17.4,14.1,atendido,ordinaria
TUR089-001107,2024-06-28,S3,8.0,16.4,atendido,preferente
TUR089-001108,2024-06-28,S1,6.1,16.2,atendido,ordinaria
TUR089-001109,2024-06-28,S2,5.6,5.6,atendido,ordinaria
TUR089-001110,2024-06-29,S3,11.7,8.6,atendido,preferente
TUR089-001111,2024-06-29,S1,9.4,3.9,atendido,ordinaria
TUR089-001112,2024-06-29,S2,9.2,17.5,atendido,ordinaria
TUR089-001113,2024-06-29,S3,7.2,9.7,atendido,ordinaria
TUR089-001114,2024-06-29,S1,2.9,10.0,atendido,ordinaria
TUR089-001115,2024-06-29,S2,10.9,8.1,atendido,ordinaria
TUR089-001116,2024-06-30,S3,12.3,17.7,atendido,ordinaria
TUR089-001117,2024-06-30,S1,4.7,3.1,atendido,ordinaria
TUR089-001118,2024-06-30,S2,3.1,12.3,atendido,preferente
TUR089-001119,2024-06-30,S3,25.3,5.1,atendido,ordinaria
TUR089-001120,2024-06-30,S1,7.8,16.7,atendido,preferente
TUR089-001121,2024-06-30,S2,14.2,3.9,atendido,ordinaria
TUR089-001122,2024-07-01,S3,14.5,11.0,atendido,ordinaria
TUR089-001123,2024-07-01,S1,6.3,12.5,atendido,preferente
TUR089-001124,2024-07-01,S2,2.5,4.6,atendido,ordinaria
TUR089-001125,2024-07-01,S3,6.4,7.2,atendido,ordinaria
TUR089-001126,2024-07-01,S1,7.6,17.8,atendido,ordinaria
TUR089-001127,2024-07-01,S2,26.0,,abandono,preferente
TUR089-001128,2024-07-02,S3,50.0,11.1,atendido,ordinaria
TUR089-001129,2024-07-02,S1,5.0,13.0,atendido,ordinaria
TUR089-001130,2024-07-02,S2,9.0,12.6,atendido,ordinaria
TUR089-001131,2024-07-02,S3,17.0,,abandono,ordinaria
TUR089-001132,2024-07-02,S1,4.3,17.8,atendido,preferente
TUR089-001133,2024-07-02,S2,4.7,9.0,atendido,preferente
TUR089-001134,2024-07-03,S3,11.9,6.6,atendido,preferente
TUR089-001135,2024-07-03,S1,3.2,6.2,atendido,ordinaria
TUR089-001136,2024-07-03,S2,12.4,12.0,atendido,ordinaria
TUR089-001137,2024-07-03,S3,8.5,9.6,atendido,ordinaria
TUR089-001138,2024-07-03,S1,22.6,9.7,atendido,ordinaria
TUR089-001139,2024-07-03,S2,9.7,9.6,atendido,ordinaria
TUR089-001140,2024-07-04,S3,35.2,16.3,atendido,ordinaria
TUR089-001141,2024-07-04,S1,15.3,13.9,atendido,preferente
TUR089-001142,2024-07-04,S2,4.8,5.2,atendido,preferente
TUR089-001143,2024-07-04,S3,15.0,6.5,atendido,ordinaria
TUR089-001144,2024-07-04,S1,12.5,3.1,atendido,preferente
TUR089-001145,2024-07-04,S2,3.8,12.7,atendido,ordinaria
TUR089-001146,2024-07-04,S3,13.1,17.0,atendido,ordinaria
TUR089-001147,2024-07-05,S1,8.9,17.3,atendido,ordinaria
TUR089-001148,2024-07-05,S2,8.3,16.8,atendido,preferente
TUR089-001149,2024-07-05,S3,6.3,11.1,atendido,ordinaria
TUR089-001150,2024-07-05,S1,6.6,12.5,atendido,preferente
TUR089-001151,2024-07-05,S2,10.2,3.6,atendido,ordinaria
TUR089-001152,2024-07-05,S3,10.6,5.7,atendido,ordinaria
TUR089-001153,2024-07-06,S1,7.0,8.4,atendido,preferente
TUR089-001154,2024-07-06,S2,25.2,11.7,atendido,ordinaria
TUR089-001155,2024-07-06,S3,30.9,9.9,atendido,ordinaria
TUR089-001156,2024-07-06,S1,8.6,5.8,atendido,ordinaria
TUR089-001157,2024-07-06,S2,7.6,12.3,atendido,ordinaria
TUR089-001158,2024-07-06,S3,7.4,15.7,atendido,ordinaria
TUR089-001159,2024-07-07,S1,6.3,6.3,atendido,ordinaria
TUR089-001160,2024-07-07,S2,43.2,16.6,atendido,ordinaria
TUR089-001161,2024-07-07,S3,18.6,13.7,atendido,ordinaria
TUR089-001162,2024-07-07,S1,10.4,,abandono,ordinaria
TUR089-001163,2024-07-07,S2,,17.6,atendido,ordinaria
TUR089-001164,2024-07-07,S3,9.4,17.7,atendido,preferente
TUR089-001165,2024-07-08,S1,4.6,17.4, ATENDIDO ,preferente
TUR089-001166,2024-07-08,S2,2.4,11.3,atendido,ordinaria
TUR089-001167,2024-07-08,S3,6.1,12.2,atendido,preferente
TUR089-001168,2024-07-08,S1,4.3,4.7,atendido,preferente
TUR089-001169,2024-07-08,S2,11.7,9.5,atendido,ordinaria
TUR089-001170,2024-07-08,S3,13.3,5.1,atendido,ordinaria
TUR089-001171,2024-07-09,S1,8.6,15.8,atendido,ordinaria
TUR089-001172,2024-07-09,S2,16.0,11.3,atendido,preferente
TUR089-001173,2024-07-09,S3,13.2,5.3,atendido,ordinaria
TUR089-001174,2024-07-09,S1,11.3,9.1,atendido,ordinaria
TUR089-001175,2024-07-09,S2,7.6,,abandono,preferente
TUR089-001176,2024-07-09,S3,14.4,4.7,atendido,ordinaria
TUR089-001177,2024-07-10,S1,36.8,13.6,atendido,ordinaria
TUR089-001178,2024-07-10,S2,6.0,7.2,atendido,ordinaria
TUR089-001179,2024-07-10,S3,12.1,4.1,atendido,ordinaria
TUR089-001180,2024-07-10,S1,8.5,9.1,atendido,ordinaria
TUR089-001181,2024-07-10,S2,6.6,5.6,atendido,ordinaria
TUR089-001182,2024-07-10,S3,9.3,16.6,atendido,ordinaria
TUR089-001183,2024-07-11,S1,3.3,10.5,atendido,preferente
TUR089-001184,2024-07-11,S2,7.7,11.8,atendido,ordinaria
TUR089-001185,2024-07-11,S3,3.7,14.2,atendido,preferente
TUR089-001186,2024-07-11,S1,7.4,7.2,atendido,preferente
TUR089-001187,2024-07-11,S2,11.1,17.5,atendido,preferente
TUR089-001188,2024-07-11,S3,38.3,6.9,atendido,preferente
TUR089-001189,2024-07-11,S1,6.1,8.5,atendido,preferente
TUR089-001190,2024-07-12,S2,16.6,13.6,atendido,preferente
TUR089-001191,2024-07-12,S3,11.6,,abandono,ordinaria
TUR089-001192,2024-07-12,S1,3.2,11.4,atendido,ordinaria
TUR089-001193,2024-07-12,S2,3.9,11.2,atendido,ordinaria
TUR089-001194,2024-07-12,S3,22.0,14.2,atendido,ordinaria
TUR089-001195,2024-07-12,S1,5.9,3.0,atendido,ordinaria
TUR089-001196,2024-07-13,S2,5.6,4.5,atendido,ordinaria
TUR089-001197,2024-07-13,S3,3.5,16.2,atendido,ordinaria
TUR089-001198,2024-07-13,S1,28.6,11.8,atendido,ordinaria
TUR089-001199,2024-07-13,S2,9.2,3.4,atendido,preferente
TUR089-001200,2024-07-13,S3,28.7,,abandono,ordinaria
TUR089-001201,2024-07-13,S1,5.9,14.2,atendido,ordinaria
TUR089-001202,2024-07-14,S2,4.5,6.0,atendido,ordinaria
TUR089-001203,2024-07-14,S3,22.3,11.3,atendido,ordinaria
TUR089-001204,2024-07-14,S1,6.3,15.3,atendido,ordinaria
TUR089-001205,2024-07-14,S2,9.8,15.7,atendido,ordinaria
TUR089-001206,2024-07-14,S3,13.1,15.4,atendido,ordinaria
TUR089-001207,2024-07-14,S1,7.2,16.2,atendido,ordinaria
TUR089-001208,2024-07-15,S2,4.4,13.9,atendido,preferente
TUR089-001209,2024-07-15,S3,16.2,10.3,atendido,ordinaria
TUR089-001210,2024-07-15,S1,4.4,11.1,atendido,preferente
TUR089-001211,2024-07-15,S2,4.0,7.5,atendido,ordinaria
TUR089-001212,2024-07-15,S3,32.7,16.3,atendido,ordinaria
TUR089-001213,2024-07-15,S1,5.5,4.8,atendido,preferente
TUR089-001214,2024-07-16,S2,20.4,16.9,atendido,ordinaria
TUR089-001215,2024-07-16,S3,8.0,9.0,atendido,preferente
TUR089-001216,2024-07-16,S1,8.9,13.0,atendido,ordinaria
TUR089-001217,2024-07-16,S2,6.1,8.6,atendido,preferente
TUR089-001218,2024-07-16,S3,3.2,13.5,atendido,ordinaria
TUR089-001219,2024-07-16,S1,2.8,3.1,atendido,ordinaria
TUR089-001220,2024-07-17,S2,30.4,,abandono,ordinaria
TUR089-001221,2024-07-17,S3,8.1,4.9,atendido,preferente
TUR089-001222,2024-07-17,S1,6.6,5.2,atendido,ordinaria
TUR089-001223,2024-07-17,S2,8.1,15.5,atendido,ordinaria
TUR089-001224,2024-07-17,S3,12.3,15.0,atendido,ordinaria
TUR089-001225,2024-07-17,S1,2.9,4.6,atendido,ordinaria
TUR089-001226,2024-07-17,S2,11.5,11.3,atendido,preferente
TUR089-001227,2024-07-18,S3,8.1,16.2,atendido,preferente
TUR089-001228,2024-07-18,S1,6.7,8.6,atendido,ordinaria
TUR089-001229,2024-07-18,S2,9.4,4.3,atendido,ordinaria
TUR089-001230,2024-07-18,S3,22.6,13.6,atendido,ordinaria
TUR089-001231,2024-07-18,S1,4.9,16.3,atendido,ordinaria
TUR089-001232,2024-07-18,S2,7.9,8.7,atendido,ordinaria
TUR089-001233,2024-07-19,S3,31.0,8.8,atendido,ordinaria
TUR089-001234,2024-07-19,S1,3.6,16.9,atendido,ordinaria
TUR089-001235,2024-07-19,S2,6.4,7.8,atendido,preferente
TUR089-001236,2024-07-19,S3,21.1,11.8,atendido,ordinaria
TUR089-001237,2024-07-19,S1,10.2,3.4,atendido,ordinaria
TUR089-001238,2024-07-19,S2,14.5,4.1,atendido,ordinaria
TUR089-001239,2024-07-20,S3,48.4,16.3,atendido,ordinaria
TUR089-001240,2024-07-20,S1,5.7,5.6,atendido,preferente
TUR089-001241,2024-07-20,S2,8.6,7.9,atendido,preferente
TUR089-001242,2024-07-20,S3,8.5,3.8,atendido,ordinaria
TUR089-001243,2024-07-20,S1,12.2,6.8,atendido,ordinaria
TUR089-001244,2024-07-20,S2,18.9,4.5,atendido,preferente
TUR089-001245,2024-07-21,S3,3.3,9.0,atendido,ordinaria
TUR089-001246,2024-07-21,S1,,3.9,atendido,ordinaria
TUR089-001247,2024-07-21,S2,19.9,12.8,atendido,ordinaria
TUR089-001248,2024-07-21,S3,9.6,3.5,atendido,ordinaria
TUR089-001249,2024-07-21,S1,10.0,16.2,atendido,ordinaria
TUR089-001250,2024-07-21,S2,3.8,5.4,atendido,ordinaria
TUR089-001251,2024-07-22,S3,19.6,14.2,atendido,preferente
TUR089-001252,2024-07-22,S1,5.6,10.1,atendido,ordinaria
TUR089-001253,2024-07-22,S2,18.2,7.9,atendido,ordinaria
TUR089-001254,2024-07-22,S3,8.6,6.7,atendido,ordinaria
TUR089-001255,2024-07-22,S1,7.5,4.6,atendido,ordinaria
TUR089-001256,2024-07-22,S2,9.2,15.7,atendido,preferente
TUR089-001257,2024-07-23,S3,11.0,,abandono,preferente
TUR089-001258,2024-07-23,S1,11.5,6.4,atendido,ordinaria
TUR089-001259,2024-07-23,S2,19.5,7.3,atendido,ordinaria
TUR089-001260,2024-07-23,S3,11.9,,abandono,ordinaria
TUR089-001261,2024-07-23,S1,9.6,7.6,atendido,preferente
TUR089-001262,2024-07-23,S2,15.3,10.3, ATENDIDO ,ordinaria
TUR089-001263,2024-07-24,S3,5.6,14.0,atendido,preferente
TUR089-001264,2024-07-24,S1,24.0,16.2,atendido,ordinaria
TUR089-001265,2024-07-24,S2,16.2,10.4,atendido,preferente
TUR089-001266,2024-07-24,S3,8.3,12.6,atendido,preferente
TUR089-001267,2024-07-24,S1,"4,5",17.3,atendido,preferente
TUR089-001268,2024-07-24,S2,3.5,14.9,atendido,preferente
TUR089-001269,2024-07-24,S3,13.8,17.9,atendido,ordinaria
TUR089-001270,2024-07-25,S1,31.1,12.5,atendido,preferente
TUR089-001271,2024-07-25,S2,9.7,7.4,atendido,ordinaria
TUR089-001272,2024-07-25,S3,11.9,13.2,atendido,ordinaria
TUR089-001273,2024-07-25,S1,7.2,12.0,atendido,ordinaria
TUR089-001274,2024-07-25,S2,4.5,9.5,atendido,ordinaria
TUR089-001275,2024-07-25,S3,20.6,3.2,atendido,preferente
TUR089-001276,2024-07-26,S1,5.5,10.7,atendido,ordinaria
TUR089-001277,2024-07-26,S2,30.6,4.1,atendido,ordinaria
TUR089-001278,2024-07-26,S3,7.0,11.1,atendido,preferente
TUR089-001279,2024-07-26,S1,18.3,6.2,atendido,ordinaria
TUR089-001280,2024-07-26,S2,12.9,16.8,atendido,ordinaria
TUR089-001281,2024-07-26,S3,18.9,15.9,atendido,ordinaria
TUR089-001282,2024-07-27,S1,4.7,8.2,atendido,ordinaria
TUR089-001283,2024-07-27,S2,2.2,7.7,atendido,preferente
TUR089-001284,2024-07-27,S3,8.0,11.0,atendido,preferente
TUR089-001285,2024-07-27,S1,20.8,,abandono,ordinaria
TUR089-001286,2024-07-27,S2,5.7,13.5,atendido,ordinaria
TUR089-001287,2024-07-27,S3,6.7,15.4,atendido,ordinaria
TUR089-001288,2024-07-28,S1,6.1,3.6,atendido,ordinaria
TUR089-001289,2024-07-28,S2,17.5,10.7,atendido,ordinaria
TUR089-001290,2024-07-28,S3,2.7,13.2,atendido,ordinaria
TUR089-001291,2024-07-28,S1,8.3,11.7,atendido,ordinaria
TUR089-001292,2024-07-28,S2,76.2,8.8,atendido,ordinaria
TUR089-001293,2024-07-28,S3,7.7,13.4,atendido,ordinaria
TUR089-001294,2024-07-29,S1,7.3,7.6,atendido,ordinaria
TUR089-001295,2024-07-29,S2,3.7,6.3,atendido,ordinaria
TUR089-001296,2024-07-29,S3,4.9,11.9,atendido,preferente
TUR089-001297,2024-07-29,S1,12.9,5.1,atendido,preferente
TUR089-001298,2024-07-29,S2,18.7,3.9,atendido,preferente
TUR089-001299,2024-07-29,S3,13.1,13.2,atendido,ordinaria
TUR089-001300,2024-07-30,S1,5.6,3.0,atendido,preferente
TUR089-001301,2024-07-30,S2,7.5,17.4,atendido,preferente
TUR089-001302,2024-07-30,S3,20.1,5.9,atendido,ordinaria
TUR089-001303,2024-07-30,S1,3.6,4.5,atendido,ordinaria
TUR089-001304,2024-07-30,S2,10.9,6.9,atendido,ordinaria
TUR089-001305,2024-07-30,S3,22.1,9.1,atendido,ordinaria
TUR089-001306,2024-07-30,S1,3.3,11.5,atendido,preferente
TUR089-001307,2024-07-31,S2,26.1,13.3,atendido,preferente
TUR089-001308,2024-07-31,S3,10.5,5.8,atendido,preferente
TUR089-001309,2024-07-31,S1,16.0,11.6,atendido,ordinaria
TUR089-001310,2024-07-31,S2,26.1,13.5,atendido,ordinaria
TUR089-001311,2024-07-31,S3,10.3,6.1,atendido,preferente
TUR089-001312,2024-07-31,S1,13.5,17.9,atendido,preferente
TUR089-001313,2024-08-01,S2,11.2,10.8,atendido,ordinaria
TUR089-001314,2024-08-01,S3,10.9,5.5,atendido,ordinaria
TUR089-001315,2024-08-01,S1,5.0,14.5,atendido,preferente
TUR089-001316,2024-08-01,S2,18.9,12.6,atendido,ordinaria
TUR089-001317,2024-08-01,S3,14.6,9.4,atendido,ordinaria
TUR089-001318,2024-08-01,S1,3.5,13.0,atendido,ordinaria
TUR089-001319,2024-08-02,S2,8.8,15.9,atendido,ordinaria
TUR089-001320,2024-08-02,S3,5.6,3.1,atendido,preferente
TUR089-001321,2024-08-02,S1,21.2,11.0,atendido,ordinaria
TUR089-001322,2024-08-02,S2,6.0,6.0,atendido,ordinaria
TUR089-001323,2024-08-02,S3,12.0,,abandono,ordinaria
TUR089-001324,2024-08-02,S1,4.4,5.4,atendido,preferente
TUR089-001325,2024-08-03,S2,20.8,6.6,atendido,ordinaria
TUR089-001326,2024-08-03,S3,10.5,11.5,atendido,preferente
TUR089-001327,2024-08-03,S1,7.4,4.9,atendido,ordinaria
TUR089-001328,2024-08-03,S2,20.2,9.5,atendido,ordinaria
TUR089-001329,2024-08-03,S3,,12.5,atendido,preferente
TUR089-001330,2024-08-03,S1,12.3,4.8,atendido,preferente
TUR089-001331,2024-08-04,S2,13.2,14.0,atendido,ordinaria
TUR089-001332,2024-08-04,S3,16.1,5.2,atendido,ordinaria
TUR089-001333,2024-08-04,S1,8.1,17.7,atendido,ordinaria
TUR089-001334,2024-08-04,S2,7.9,14.5,atendido,ordinaria
TUR089-001335,2024-08-04,S3,3.6,16.7,atendido,preferente
TUR089-001336,2024-08-04,S1,7.9,15.7,atendido,preferente
TUR089-001337,2024-08-05,S2,4.3,14.3,atendido,preferente
TUR089-001338,2024-08-05,S3,7.0,15.6,atendido,preferente
TUR089-001339,2024-08-05,S1,7.4,11.6,atendido,preferente
