registro_id,fecha,sede,modalidad,asistencia_pct,nota_inicial,nota_final,horas_estudio,tutorias
NOT024-000349,2024-10-21,S1,presencial,79.4,13.6,11.4,0.0,1
NOT024-000350,2024-10-21,S2,presencial,52.4,11.1,8.4,8.0,3
NOT024-000351,2024-10-22,S3,virtual,82.9,11.0,9.9,4.9,2
NOT024-000352,2024-10-23,S1,virtual,100,10.7,15.3,10.8,3
NOT024-000353,2024-10-24,S2,virtual,67.6,13.2,13.8,1.7,2
NOT024-000354,2024-10-25,S3,virtual,82.0,11.7,14.2,7.0,3
NOT024-000355,2024-10-26,S1,presencial,98.9,7.5,13.0,8.2,10
NOT024-000356,2024-10-26,S2,virtual,76.5,6.7,9.7,4.8,7
NOT024-000357,2024-10-27,S3,presencial,79.6,10.6,7.9,1.6,2
NOT024-000358,2024-10-28,S1,presencial,100,4.7,8.6,2.6,10
NOT024-000359,2024-10-29,S2,virtual,52.7,7.4,8.9,6.6,8
NOT024-000360,2024-10-30,S3,virtual,73.7,13.6,13.9,11.8,3
NOT024-000361,2024-10-31,S1,presencial,62.9,10.8,12.2,11.6,2
NOT024-000362,2024-11-01,S2,virtual,73.0,15.8,14.9,3.9,1
NOT024-000363,2024-11-01,S3,presencial,99.6,9.2,15.0,6.0,9
NOT024-000364,2024-11-02,S1,virtual,95.1,13.1,13.9,11.5,3
NOT024-000365,2024-11-03,S2,presencial,100,13.5,11.7,4.9,3
NOT024-000366,2024-11-04,S3,virtual,99.5,10.0,10.5,3.6,0
NOT024-000367,2024-11-05,S1,virtual,70.5,16.2,11.3,0.0,3
NOT024-000368,2024-11-06,S2,virtual,69.0,11.4,8.2,1.1,0
NOT024-000369,2024-11-06,S3,virtual,100,10.4,12.4,4.6,1
NOT024-000370,2024-11-07,S1,virtual,66.6,8.1,7.2,6.4,9
NOT024-000371,2024-11-08,S2,virtual,52.5,8.7,12.0,10.0,9
NOT024-000372,2024-11-09,S3,presencial,93.7,5.0,8.5,12.0,7
NOT024-000373,2024-11-10,S1,virtual,100,11.6,13.4,10.8,3
NOT024-000374,2024-11-11,S2,presencial,74.5,10.4,11.0,9.9,0
NOT024-000375,2024-11-11,S3,presencial,66.1,10.2,4.8,0.5,3
NOT024-000376,2024-11-12,S1,presencial,94.8,12.9,14.2,3.5,3
NOT024-000377,2024-11-13,S2,virtual,45.0,13.1,13.0,10.1,3
NOT024-000378,2024-11-14,S3,virtual,61.0,5.9,10.0,11.0,7
NOT024-000379,2024-11-15,S1,virtual,79.5,10.6,11.9,4.7,0
NOT024-000380,2024-11-16,S2,virtual,62.4,13.1,13.1,7.8,1
NOT024-000381,2024-11-17,S3,presencial,86.7,15.6,15.1,5.5,0
NOT024-000382,2024-11-17,S1,presencial,82.6,13.2,11.0,11.9,0
NOT024-000383,2024-11-18,S2,virtual,59.7,15.9,11.0,2.2,0
NOT024-000384,2024-11-19,S3,presencial,81.4,14.3,17.4,7.3,1
NOT024-000385,2024-11-20,S1,presencial,88.3,8.9,12.9,10.9,10
NOT024-000386,2024-11-21,S2,presencial,58.1,14.0,8.4,1.2,0
NOT024-000387,2024-11-22,S3,presencial,95.3,8.2,10.1,7.1,5
NOT024-000388,2024-11-22,S1,presencial,67.4,10.0,7.6,11.9,1
NOT024-000389,2024-11-23,S2, VIRTUAL ,88.7,6.9,7.7,0.8,7
NOT024-000390,2024-02-30,S3,virtual,85.5,12.3,12.9,5.0,0
NOT024-000391,2024-11-25,S1,presencial,82.2,11.0,14.5,7.7,3
NOT024-000392,2024-11-26,S2,presencial,66.7,8.8,14.6,5.6,5
NOT024-000393,2024-11-27,S3,virtual,100,7.7,7.6,1.7,10
NOT024-000394,2024-11-28,S1,virtual,43.2,5.7,2.7,1.8,5
NOT024-000395,2024-11-28,S2,presencial,85.8,9.3,9.0,10.8,3
NOT024-000396,2024-11-29,S3,virtual,81.8,17.8,15.8,0.1,2
NOT024-000397,2024-11-30,S1,virtual,91.1,8.7,13.2,4.9,9
NOT024-000398,2024-12-01,S2,virtual,93.8,10.1,8.5,10.0,1
NOT024-000399,2024-12-02,S3,virtual,67.9,15.7,15.9,9.5,1
NOT024-000400,2024-12-03,S1,presencial,96.3,12.5,11.7,10.6,1
NOT024-000401,2024-12-03,S2,presencial,97.1,8.5,9.7,8.9,3
NOT024-000402,2024-12-04,S3,virtual,70.2,7.8,7.4,6.1,9
NOT024-000403,2024-12-05,S1,virtual,65.3,9.8,12.6,6.0,2
NOT024-000404,2024-12-06,S2,virtual,100,14.2,16.8,6.4,2
NOT024-000405,2024-12-07,S3,virtual,100,5.3,10.9,2.7,6
NOT024-000406,2024-12-08,S1,presencial,69.1,13.1,16.1,8.0,3
NOT024-000407,2024-12-09,S2,presencial,70.1,15.1,14.7,8.0,1
NOT024-000408,2024-12-09,S3,presencial,100,10.2,8.5,2.2,0
NOT024-000409,2024-12-10,S1,virtual,80.2,2.7,6.6,6.5,9
NOT024-000410,2024-12-11,S2,virtual,66.8,12.9,12.3,1.0,3
NOT024-000411,2024-12-12,S3,presencial,76.3,17.2,14.6,1.1,2
NOT024-000412,2024-12-13,S1,virtual,70.7,7.6,5.1,8.0,4
NOT024-000413,2024-12-14,S2,presencial,62.3,11.4,12.3,10.1,2
NOT024-000414,2024-12-14,S3,presencial,73.1,13.3,9.9,6.3,0
NOT024-000415,2024-12-15,S1,presencial,88.3,12.5,14.3,1.5,1
NOT024-000416,2024-12-16,S2,presencial,86.4,8.4,,2.3,7
NOT024-000417,2024-12-17,S3,presencial,60.6,10.5,7.2,3.1,0
NOT024-000418,2024-12-18,S1,presencial,71.9,15.5,17.4,10.7,2
NOT024-000419,2024-12-19,S2,presencial,84.4,10.0,7.6,0.5,2
NOT024-000420,2024-12-20,S3,presencial,87.8,13.7,13.7,2.5,1
NOT024-000421,2024-12-20,S1,presencial,98.2,12.2,14.4,11.4,0
NOT024-000422,2024-12-21,S2,presencial,62.9,9.0,7.6,3.9,5
NOT024-000423,2024-12-22,S3,virtual,84.5,13.3,"10,2",8.6,2
NOT024-000424,2024-12-23,S1,presencial,100,14.5,14.7,11.1,2
NOT024-000425,2024-12-24,S2,presencial,64.3,10.1,10.4,0.9,2
NOT024-000426,2024-12-25,S3,virtual,82.4,13.4,11.4,5.1,1
NOT024-000427,2024-12-25,S1,virtual,81.4,15.6,18.9,7.5,1
NOT024-000428,2024-12-26,S2,virtual,91.7,12.4,11.9,11.5,2
NOT024-000429,2024-12-27,S3,virtual,99.1,11.1,12.4,11.0,3
NOT024-000430,2024-12-28,S1,presencial,100,8.7,6.6,2.9,4
NOT024-000431,2024-12-29,S2,presencial,90.7,8.0,12.5,8.0,3
NOT024-000432,2024-12-30,S3,virtual,89.6,5.1,-999,3.6,8
NOT024-000033,2024-01-28,S3,presencial,61.5,11.6,13.4,10.3,3
