registro_id,fecha,area,contrato,antiguedad_meses,horas,formacion_h,salario,absentismo_dias
PER032-000388,2024-10-11,operaciones,parcial,154,80,18.4,1468.74,0
PER032-000389,2024-10-12, ADMINISTRACION ,parcial,122,80,8.5,1612.75,3
PER032-000390,2024-10-13,comercial,parcial,94,80,0,1959.44,2
PER032-000391,2024-10-13,operaciones,parcial,130,80,7.7,1558.6,0
PER032-000392,2024-10-14,administracion,parcial,118,80,0,1720.82,2
PER032-000393,2024-10-15,comercial,parcial,4,80,6.6,1466.53,4
PER032-000394,2024-10-16,operaciones,completo,6,160,8.8,2054.23,5
PER032-000395,2024-10-16,administracion,completo,164,160,0,3621.14,5
PER032-000396,2024-10-17,comercial,completo,58,160,0,3275.27,5
PER032-000397,2024-10-18,operaciones,completo,118,160,3.3,2830.17,0
PER032-000398,2024-10-19,administracion,parcial,22,80,0,1565.08,0
PER032-000399,2024-10-19,comercial,completo,135,160,7.4,3839.31,0
PER032-000400,2024-10-20,operaciones,completo,116,160,3.2,2915.09,1
PER032-000401,2024-10-21,administracion,parcial,93,80,0,1559.88,1
PER032-000402,2024-10-22,comercial,completo,85,160,5.9,3830.09,2
PER032-000403,2024-10-22,operaciones,completo,48,160,8.0,2735.31,1
PER032-000404,2024-10-23,administracion,completo,36,160,0,2611.93,1
PER032-000405,2024-10-24,comercial,completo,142,160,5.1,4081.56,4
PER032-000406,2024-10-25,operaciones,completo,147,160,4.6,3265.38,0
PER032-000407,2024-10-25,administracion,completo,14,160,16.4,3075.19,4
PER032-000408,2024-10-26,comercial,completo,10,160,0,3461.05,4
PER032-000409,2024-10-27,operaciones,completo,88,160,36.3,2641.57,0
PER032-000410,2024-10-27,administracion,completo,61,160,0,2749.83,1
PER032-000411,2024-10-28,comercial,parcial,156,80,3.1,1902.5,0
PER032-000412,2024-10-29,operaciones,parcial,40,80,6.5,1238.2,4
PER032-000413,2024-10-30,administracion,completo,168,160,5.8,3476.6,3
PER032-000414,2024-10-30,comercial,completo,159,160,4.8,4294.65,2
PER032-000415,2024-10-31,operaciones,completo,172,160,2.3,3017.51,2
PER032-000416,2024-11-01,administracion,completo,22,160,8.0,,2
PER032-000417,2024-11-02,comercial,parcial,148,80,0,1926.55,0
PER032-000418,2024-11-02,operaciones,completo,93,160,15.4,3059.83,4
PER032-000419,2024-11-03,administracion,parcial,153,80,10.9,1777.98,5
PER032-000420,2024-11-04,comercial,parcial,38,80,12.6,1852.4,2
PER032-000421,2024-11-05,operaciones,completo,112,160,0,3043.7,2
PER032-000422,2024-11-05,administracion,completo,141,160,5.6,3426.26,3
PER032-000423,2024-11-06,comercial,completo,82,160,3.9,"3462,04",2
PER032-000424,2024-11-07,operaciones,completo,162,160,0,3293.75,4
PER032-000425,2024-11-08,administracion,parcial,96,80,9.2,1548.02,1
PER032-000426,2024-11-08,comercial,parcial,71,80,6.6,1956.76,0
PER032-000427,2024-11-09,operaciones,completo,53,160,0,2422.95,0
PER032-000428,2024-11-10,administracion,completo,136,160,5.0,3585.76,4
PER032-000429,2024-11-10,comercial,completo,81,160,0,3387.48,3
PER032-000430,2024-11-11,operaciones,completo,49,160,5.4,2833.05,1
PER032-000431,2024-11-12,administracion,parcial,143,80,20.4,1770.12,3
PER032-000432,2024-11-13,comercial,completo,142,160,0,-999,1
PER032-000433,2024-11-13,operaciones,parcial,151,80,11.2,1468.43,1
PER032-000434,2024-11-14,administracion,parcial,170,80,6.3,1751.73,5
PER032-000435,2024-11-15,comercial,completo,94,160,12.4,3622.64,0
PER032-000436,2024-11-16,operaciones,completo,8,160,3.7,2159.51,3
PER032-000437,2024-11-16,administracion,parcial,86,80,0,1571.79,5
PER032-000438,2024-11-17,comercial,completo,20,160,3.0,3171.26,5
PER032-000439,2024-11-18,operaciones,completo,95,160,6.2,2924.98,5
PER032-000440,2024-11-19,administracion,completo,29,160,8.1,2973.59,3
PER032-000441,2024-11-19,comercial,completo,18,160,0,3392.8,1
PER032-000442,2024-11-20,operaciones,parcial,79,80,2.8,1329.57,2
PER032-000443,2024-11-21,administracion,parcial,132,80,14.8,1885.73,2
PER032-000444,2024-11-21,comercial,completo,12,160,7.4,3345.35,3
PER032-000445,2024-11-22,operaciones,parcial,35,80,3.1,1127.34,2
PER032-000446,2024-11-23,administracion,parcial,173,80,4.9,1944.94,4
PER032-000447,2024-11-24,comercial,completo,102,160,9.4,3567.58,3
PER032-000448,2024-11-24,operaciones,completo,141,160,0,2805.96,2
PER032-000449,2024-11-25,administracion,parcial,73,80,6.9,1612.4,3
PER032-000450,2024-11-26,comercial,completo,27,160,7.2,3586.14,2
PER032-000451,2024-11-27,operaciones,completo,34,160,6.7,2174.52,1
PER032-000452,2024-11-27,administracion,completo,29,160,0,2876.8,0
PER032-000453,2024-11-28,comercial,completo,56,160,4.2,3666.63,3
PER032-000454,2024-11-29,operaciones,completo,80,160,7.2,2612.13,1
PER032-000455,2024-11-30,administracion,completo,15,160,6.8,2519.63,4
PER032-000456,2024-11-30,comercial,parcial,27,80,0,1641.39,4
PER032-000457,2024-12-01,operaciones,completo,84,160,10.9,2722.99,0
PER032-000458,2024-12-02,administracion,parcial,48,80,4.5,1349.84,3
PER032-000459,2024-12-03,comercial,completo,140,160,11.2,3991.85,1
PER032-000460,2024-12-03,operaciones,completo,112,160,3.2,3155.29,3
PER032-000461,2024-12-04,administracion,parcial,11,80,4.7,1500.77,0
PER032-000462,2024-12-05,comercial,completo,100,160,7.3,3667.68,4
PER032-000463,2024-12-05,operaciones,completo,111,160,5.8,2586.6,0
PER032-000464,2024-12-06,administracion,completo,31,160,7.0,3169.56,3
PER032-000465,2024-12-07,comercial,parcial,44,80,1.8,1717.02,0
PER032-000466,2024-12-08,operaciones,completo,59,160,14.0,2672.3,0
PER032-000467,2024-12-08,administracion,parcial,109,80,5.9,1567.93,3
PER032-000468,2024-12-09,comercial,completo,138,160,0,4045.97,5
PER032-000469,2024-12-10,operaciones,completo,110,160,0,2839.54,1
PER032-000470,2024-12-11,administracion,completo,133,160,0,3357.79,4
PER032-000471,2024-12-11,comercial,completo,152,160,0,4346.09,2
PER032-000472,2024-12-12,operaciones,completo,10,160,16.4,2584.66,4
PER032-000473,2024-12-13,administracion,parcial,111,80,6.5,1744.86,2
PER032-000474,2024-12-14,comercial,completo,88,160,0,3416.13,2
PER032-000475,2024-12-14,operaciones,parcial,123,80,0,1616.0,0
PER032-000476,2024-12-15,administracion,completo,171,160,0,3625.68,5
PER032-000477,2024-12-16,comercial,completo,55,160,0,3679.99,1
PER032-000478,2024-12-17,operaciones,completo,166,160,16.0,3103.01,5
PER032-000479,2024-12-17,administracion,parcial,24,80,4.0,1449.74,4
PER032-000480,2024-12-18,comercial,completo,71,160,0,3873.85,5
PER032-000481,2024-12-19,operaciones,parcial,150,80,0,1490.53,0
PER032-000482,2024-12-19,administracion,parcial,17,80,0,1505.17,5
PER032-000483,2024-12-20,comercial,completo,120,160,0,3856.77,0
PER032-000484,2024-12-21,operaciones,completo,41,160,3.7,2665.03,1
PER032-000485,2024-12-22,administracion,completo,117,160,3.0,3173.24,5
PER032-000486,2024-12-22, COMERCIAL ,completo,83,160,10.2,3665.79,3
PER032-000487,2024-12-23,operaciones,completo,118,160,5.6,2915.89,0
PER032-000488,2024-12-24,administracion,completo,115,160,0,3578.45,0
PER032-000489,2024-12-25,comercial,completo,110,160,5.0,4111.38,4
PER032-000490,2024-12-25,operaciones,parcial,110,80,0,1285.56,3
PER032-000491,2024-12-26,administracion,completo,171,160,0,3580.75,1
PER032-000492,2024-12-27,comercial,completo,41,160,12.5,3551.12,3
PER032-000493,2024-12-28,operaciones,completo,131,160,5.7,2881.01,0
PER032-000494,2024-12-28,administracion,parcial,97,80,0,1715.69,2
PER032-000495,2024-12-29,comercial,completo,70,160,0,3836.4,4
PER032-000496,2024-12-30,operaciones,completo,2,160,0,2116.79,2
PER032-000093,2024-03-08,comercial,completo,5,160,9.4,3412.63,4
