registro_id,fecha,sucursal,genero,dias_prestamo,renovacion,devuelto
BIB036-000498,2024-12-09,S3,novela,25,0,1
BIB036-000499,2024-12-10,S1,ensayo,,0,0
BIB036-000500,2024-12-10,S2,novela,12,0,1
BIB036-000501,2024-12-11,S3,novela,5,0,1
BIB036-000502,2024-12-12,S1,ensayo,15,0,1
BIB036-000503,2024-12-13,S2,infantil,20,0,1
BIB036-000504,2024-12-13,S3,ensayo,10,0,1
BIB036-000505,2024-12-14,S1,novela,15,0,1
BIB036-000506,2024-12-15,S2,infantil,12,0,1
BIB036-000507,2024-12-15,S3,ensayo,24,0,1
BIB036-000508,2024-12-16,S1,ensayo,10,0,1
BIB036-000509,2024-12-17,S2,ensayo,379,0,0
BIB036-000510,2024-12-17,S3,ensayo,6,0,1
BIB036-000511,2024-12-18,S1,ensayo,378,0,0
BIB036-000512,2024-12-19,S2,novela,24,0,1
BIB036-000513,2024-12-19,S3,novela,20,0,1
BIB036-000514,2024-12-20,S1,ensayo,376,0,0
BIB036-000515,2024-12-21,S2,ensayo,26,1,1
BIB036-000516,2024-12-22,S3,infantil,15,0,1
BIB036-000517,2024-12-22,S1,ensayo,18,0,1
BIB036-000518,2024-12-23,S2,ensayo,18,0,1
BIB036-000519,2024-12-24,S3,novela,25,1,1
BIB036-000520,2024-12-24,S1,ensayo,21,1,1
BIB036-000521,2024-12-25,S2,ensayo,371,0,0
BIB036-000522,2024-12-26,S3,ensayo,36,1,1
BIB036-000523,2024-12-26,S1,novela,9,0,1
BIB036-000524,2024-12-27,S2,novela,369,0,0
BIB036-000525,2024-12-28,S3,infantil,23,0,1
BIB036-000526,2024-12-28,S1,novela,25,0,1
BIB036-000527,2024-12-29,S2,novela,13,0,1
BIB036-000528,2024-12-30,S3,infantil,30,1,1
BIB036-000284,2024-07-14,S2,novela,535,0,0
