registro_id,fecha,distrito,kg,reciclable_kg,habitantes,km,cobertura_pct
RES037-000416,2024-05-18,centro,,273.0,6000,19.7,100
RES037-000417,2024-05-18,sur,640.7,133.0,3600,25.8,100
RES037-000418,2024-05-19,norte,293.5,56.3,2400,12.7,80
RES037-000419,2024-05-19,centro,633.9,115.4,6000,16.7,60
RES037-000420,2024-05-19,sur,617.1,138.5,3600,20.6,100
RES037-000421,2024-05-20,norte,406.5,93.8,2400,10.4,100
RES037-000422,2024-05-20,centro,978.9,189.6,6000,28.8,80
RES037-000423,2024-05-20,sur,"702,9",186.0,3600,27.3,100
RES037-000424,2024-05-21,norte,443.7,93.8,2400,19.2,100
RES037-000425,2024-05-21,centro,678.9,130.2,6000,26.9,60
RES037-000426,2024-05-21,sur,434.6,95.6,3600,8.6,60
RES037-000427,2024-05-22,norte,308.5,57.3,2400,20.6,60
RES037-000428,2024-05-22,centro,1113.1,242.8,6000,8.4,100
RES037-000429,2024-05-22,sur,736.6,155.4,3600,25.5,100
RES037-000430,2024-05-23,norte,301.3,62.8,2400,15.9,60
RES037-000431,2024-05-23,centro,1060.8,247.6,6000,17.3,100
RES037-000432,2024-05-23,sur,634.3,184.2,3600,8.4,100
RES037-000433,2024-05-24,norte,437.6,85.1,2400,9.9,100
RES037-000434,2024-05-24,centro,1099.8,242.8,6000,22.0,100
RES037-000435,2024-05-24,sur,728.3,186.9,3600,22.5,100
RES037-000436,2024-05-25,norte,398.2,68.3,2400,18.7,80
RES037-000437,2024-05-25,centro,872.7,180.4,6000,15.2,80
RES037-000438,2024-05-25,sur,421.4,89.1,3600,23.1,60
RES037-000439,2024-05-26,norte,181.1,36.9,2400,23.1,60
RES037-000440,2024-05-26,centro,923.8,235.6,6000,29.7,80
RES037-000441,2024-05-26,sur,441.2,101.4,3600,13.7,80
RES037-000443,2024-05-27,centro,702.2,139.4,6000,26.9,60
RES037-000444,2024-05-27,sur,716.3,152.8,3600,15.9,100
RES037-000445,2024-05-28,norte,320.9,65.1,2400,24.0,80
RES037-000446,2024-05-28,centro,1070.2,212.6,6000,12.4,100
RES037-000447,2024-05-28,sur,618.5,165.7,3600,24.2,100
RES037-000448,2024-05-29,norte,449.7,83.8,2400,13.3,100
RES037-000449,2024-05-29,centro,731.2,147.5,6000,24.2,60
RES037-000450,2024-05-29,sur,444.7,96.3,3600,14.3,60
RES037-000451,2024-05-30,norte,307.6,57.7,2400,28.1,80
RES037-000452,2024-05-30,centro,665.7,152.5,6000,27.0,60
RES037-000453,2024-05-30,sur,549.1,105.0,3600,18.7,80
RES037-000454,2024-05-31,norte,324.7,56.2,2400,23.9,80
RES037-000455,2024-05-31,centro,1164.8,245.7,6000,24.2,100
RES037-000456,2024-05-31,sur,456.6,118.0,3600,13.3,80
RES037-000457,2024-06-01,norte,283.0,46.8,2400,11.4,60
RES037-000458,2024-06-01,centro,1007.9,197.3,6000,29.3,100
RES037-000459,2024-06-01,sur,748.8,177.1,3600,27.7,100
RES037-000460,2024-06-02,norte,478.6,92.8,2400,21.7,100
RES037-000461,2024-06-02,centro,1080.6,217.6,6000,29.7,100
RES037-000462,2024-06-02,sur,579.3,151.5,3600,15.4,100
RES037-000463,2024-06-03,norte,338.9,57.9,2400,23.9,60
RES037-000464,2024-06-03,centro,1037.2,198.9,6000,11.0,80
RES037-000465,2024-06-03,sur,725.5,160.2,3600,15.9,100
RES037-000466,2024-06-04,norte,433.0,97.2,2400,24.8,100
RES037-000467,2024-06-04,centro,1103.7,236.7,6000,15.6,100
RES037-000468,2024-06-04,sur,674.5,167.8,3600,12.9,100
RES037-000469,2024-06-05,norte,377.9,81.3,2400,24.6,100
RES037-000470,2024-06-05,centro,1011.5,237.7,6000,17.8,100
RES037-000471,2024-06-05,sur,592.4,145.7,3600,8.8,80
RES037-000472,2024-06-06,norte,322.9,62.6,2400,14.9,80
RES037-000473,2024-06-06,centro,1149.3,213.3,6000,28.3,100
RES037-000474,2024-06-06,sur,581.4,140.5,3600,27.0,100
RES037-000475,2024-06-07,norte,421.9,82.7,2400,22.7,100
RES037-000476,2024-06-07,centro,1056.8,227.2,6000,24.8,100
RES037-000477,2024-06-07,sur,651.3,158.3,3600,21.6,100
RES037-000478,2024-06-08,norte,344.8,59.0,2400,9.5,80
RES037-000479,2024-06-08,centro,551.8,114.9,6000,28.3,60
RES037-000480,2024-06-08,sur,632.8,158.8,3600,17.6,100
RES037-000481,2024-06-09,norte,413.7,81.6,2400,18.1,100
RES037-000482,2024-06-09,centro,923.0,175.2,6000,16.9,80
RES037-000483,2024-06-09,sur,462.9,115.4,3600,23.1,80
RES037-000484,2024-06-10,norte,540.7,97.9,2400,27.0,100
RES037-000485,2024-06-10,centro,836.1,171.8,6000,18.4,60
RES037-000486,2024-06-10,sur,456.7,102.8,3600,14.4,60
RES037-000487,2024-06-11,norte,466.3,95.9,2400,26.6,100
RES037-000488,2024-06-11,centro,897.5,176.1,6000,24.0,80
RES037-000489,2024-06-11,sur,531.4,120.3,3600,28.5,100
RES037-000490,2024-06-12,norte,475.2,85.0,2400,17.7,100
RES037-000491,2024-06-12,centro,1043.6,201.8,6000,17.5,100
RES037-000492,2024-06-12,sur,587.7,137.3,3600,17.7,100
RES037-000493,2024-06-13,norte,250.3,35.3,2400,11.2,60
RES037-000494,2024-06-13,centro,1142.3,245.3,6000,20.6,100
RES037-000496,2024-06-14,norte,401.4,82.6,2400,8.9,80
RES037-000497,2024-06-14,centro,1094.5,208.3,6000,27.2,100
RES037-000498,2024-06-14,sur,688.3,131.2,3600,20.0,100
RES037-000499,2024-06-15,norte,,75.4,2400,11.4,80
RES037-000500,2024-06-15,centro,1155.7,246.7,6000,12.1,100
RES037-000501,2024-06-15,sur,616.4,120.6,3600,16.7,100
RES037-000502,2024-06-16,norte,493.8,80.4,2400,26.2,100
RES037-000503,2024-06-16,centro,1057.6,222.1,6000,9.0,100
RES037-000504,2024-06-16,sur,633.1,158.0,3600,12.7,100
RES037-000505,2024-06-17,norte,476.9,87.5,2400,20.4,100
RES037-000506,2024-06-17,centro,778.0,164.2,6000,29.2,60
RES037-000507,2024-06-17,sur,742.3,162.5,3600,27.0,100
RES037-000508,2024-06-18,norte,529.6,86.3,2400,17.0,100
RES037-000509,2024-06-18,centro,871.2,169.0,6000,25.0,80
RES037-000510,2024-06-18,sur,639.9,136.2,3600,28.7,100
RES037-000511,2024-06-19,norte,382.6,78.6,2400,20.0,100
RES037-000512,2024-06-19,centro,1099.3,264.6,6000,19.9,100
RES037-000513,2024-06-19,sur,323.4,72.3,3600,15.4,60
RES037-000514,2024-06-20,norte,449.3,98.0,2400,20.3,100
RES037-000515,2024-06-20,centro,1030.6,182.1,6000,14.8,100
RES037-000516,2024-06-20,sur,354.9,83.5,3600,22.3,60
RES037-000517,2024-06-21,norte,344.6,66.7,2400,22.2,80
RES037-000518,2024-06-21,centro,599.6,137.1,6000,15.5,60
RES037-000519,2024-06-21,sur,659.9,130.8,3600,29.6,100
RES037-000520,2024-06-22,norte,487.4,88.5,2400,17.7,100
RES037-000521,2024-06-22,centro,871.3,170.7,6000,12.3,80
RES037-000522,2024-06-22,sur,671.1,179.7,3600,24.7,100
RES037-000523,2024-06-23,norte,309.0,55.4,2400,23.4,80
RES037-000524,2024-06-23,centro,1061.2,206.6,6000,8.9,100
RES037-000525,2024-06-23,sur,485.9,112.0,3600,18.3,80
RES037-000526,2024-06-24,norte,337.7,79.1,2400,22.7,80
RES037-000527,2024-06-24,centro,1252.7,258.8,6000,24.0,100
RES037-000528,2024-06-24,sur,648.3,158.1,3600,28.5,80
RES037-000529,2024-06-25,norte,207.7,42.3,2400,16.6,60
RES037-000530,2024-06-25,centro,1079.9,215.2,6000,11.3,100
RES037-000531,2024-06-25,sur,610.2,142.0,3600,21.4,100
RES037-000532,2024-06-26,norte,294.3,49.2,2400,15.5,60
RES037-000533,2024-06-26,centro,1047.9,234.0,6000,9.7,100
RES037-000534,2024-06-26,sur,405.6,96.9,3600,18.0,80
RES037-000535,2024-06-27,norte,518.2,119.0,2400,25.1,100
RES037-000536,2024-06-27,centro,1017.1,223.7,6000,9.0,100
RES037-000266,2024-03-29,centro,1067.4,217.0,6000,18.6,100
