registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE066-000410,2024-05-16,B2,26.8,73,362.16,1200,0.62
ENE066-000411,2024-05-16,B3,27.0,90,518.12,1800,0.62
ENE066-000412,2024-05-17,B1,25.8,42,164.21,600,0.62
ENE066-000413,2024-05-17,B2,24.6,75,278.85,1200,0.62
ENE066-000414,2024-05-17,B3,23.8,96,374.49,1800,0.62
ENE066-000415,2024-05-18,B1,25.2,12,107.21,600,0.62
ENE066-000416,2024-05-18,B2,24.2,14,,1200,0.62
ENE066-000417,2024-05-18,B3,24.7,15,295.94,1800,0.62
ENE066-000418,2024-05-19,B1,27.0,12,146.14,600,0.62
ENE066-000419,2024-05-19,B2,24.3,16,193.88,1200,0.62
ENE066-000420,2024-05-19,B3,23.7,18,252.05,1800,0.62
ENE066-000421,2024-05-20,B1,25.6,54,188.23,600,0.62
ENE066-000422,2024-05-20,B2,24.4,61,264.51,1200,0.62
ENE066-000423,2024-05-20,B3,24.7,96,"413,7",1800,0.62
ENE066-000424,2024-05-21,B1,22.3,40,118.27,600,0.62
ENE066-000425,2024-05-21,B2,24.2,89,292.79,1200,0.62
ENE066-000426,2024-05-21,B3,25.0,104,441.49,1800,0.62
ENE066-000427,2024-05-22,B1,27.6,47,213.62,600,0.62
ENE066-000428,2024-05-22,B2,23.4,64,238.45,1200,0.62
ENE066-000429,2024-05-22,B3,27.0,102,536.52,1800,0.62
ENE066-000430,2024-05-23,B1,21.7,38,117.69,600,0.62
ENE066-000431,2024-05-23,B2,28.2,71,396.18,1200,0.62
ENE066-000432,2024-05-23,B3,26.1,80,440.89,1800,0.62
ENE066-000433,2024-05-24,B1,23.0,52,139.89,600,0.62
ENE066-000434,2024-05-24,B2,24.2,70,262.41,1200,0.62
ENE066-000435,2024-05-24,B3,22.5,104,344.8,1800,0.62
ENE066-000436,2024-05-25,B1,24.2,7,83.05,600,0.62
ENE066-000437,2024-05-25,B2,26.3,13,247.89,1200,0.62
ENE066-000438,2024-05-25,B3,24.3,23,271.15,1800,0.62
ENE066-000439,2024-05-26,B1,24.8,8,101.97,600,0.62
ENE066-000440,2024-05-26,B2,24.2,17,182.47,1200,0.62
ENE066-000441,2024-05-26,B3,23.9,21,257.64,1800,0.62
ENE066-000443,2024-05-27,B2,25.7,62,308.12,1200,0.62
ENE066-000444,2024-05-27,B3,26.7,114,532.94,1800,0.62
ENE066-000445,2024-05-28,B1,23.5,45,144.2,600,0.62
ENE066-000446,2024-05-28,B2,25.0,80,295.65,1200,0.62
ENE066-000447,2024-05-28,B3,24.4,102,414.22,1800,0.62
ENE066-000448,2024-05-29,B1,24.0,60,167.51,600,0.62
ENE066-000449,2024-05-29,B2,22.6,66,228.48,1200,0.62
ENE066-000450,2024-05-29,B3,24.5,90,383.69,1800,0.62
ENE066-000451,2024-05-30,B1,25.8,41,159.01,600,0.62
ENE066-000452,2024-05-30,B2,24.3,45,242.59,1200,0.62
ENE066-000453,2024-05-30,B3,26.4,103,499.19,1800,0.62
ENE066-000454,2024-05-31,B1,26.6,58,212.02,600,0.62
ENE066-000455,2024-05-31,B2,21.3,47,185.62,1200,0.62
ENE066-000456,2024-05-31,B3,24.1,107,401.07,1800,0.62
ENE066-000457,2024-06-01,B1,22.3,11,71.3,600,0.62
ENE066-000458,2024-06-01,B2,23.4,14,149.58,1200,0.62
ENE066-000459,2024-06-01,B3,23.4,22,250.43,1800,0.62
ENE066-000460,2024-06-02,B1,22.7,9,82.16,600,0.62
ENE066-000461,2024-06-02,B2,21.9,14,135.16,1200,0.62
ENE066-000462,2024-06-02,B3,23.9,20,270.03,1800,0.62
ENE066-000463,2024-06-03,B1,23.3,49,152.83,600,0.62
ENE066-000464,2024-06-03,B2,20.6,72,200.58,1200,0.62
ENE066-000465,2024-06-03,B3,22.7,91,344.19,1800,0.62
ENE066-000466,2024-06-04,B1,25.0,63,187.65,600,0.62
ENE066-000467,2024-06-04,B2,23.6,87,286.37,1200,0.62
ENE066-000468,2024-06-04,B3,21.2,128,362.71,1800,0.62
ENE066-000469,2024-06-05,B1,22.4,45,138.31,600,0.62
ENE066-000470,2024-06-05,B2,22.6,68,241.96,1200,0.62
ENE066-000471,2024-06-05,B3,22.7,103,367.52,1800,0.62
ENE066-000472,2024-06-06,B1,21.9,37,126.03,600,0.62
ENE066-000473,2024-06-06,B2,20.8,85,230.49,1200,0.62
ENE066-000474,2024-06-06,B3,22.0,113,348.2,1800,0.62
ENE066-000475,2024-06-07,B1,22.0,50,142.04,600,0.62
ENE066-000476,2024-06-07,B2,22.0,63,207.96,1200,0.62
ENE066-000477,2024-06-07,B3,21.5,92,283.29,1800,0.62
ENE066-000478,2024-06-08,B1,19.8,11,73.13,600,0.62
ENE066-000479,2024-06-08,B2,22.4,17,170.81,1200,0.62
ENE066-000480,2024-06-08,B3,21.7,22,199.74,1800,0.62
ENE066-000481,2024-06-09,B1,19.8,9,57.13,600,0.62
ENE066-000482,2024-06-09,B2,23.5,17,169.24,1200,0.62
ENE066-000483,2024-06-09,B3,23.3,18,249.57,1800,0.62
ENE066-000484,2024-06-10,B1,21.3,30,99.01,600,0.62
ENE066-000485,2024-06-10,B2,23.3,63,241.5,1200,0.62
ENE066-000486,2024-06-10,B3,19.4,105,300.04,1800,0.62
ENE066-000487,2024-06-11,B1,24.1,57,172.83,600,0.62
ENE066-000488,2024-06-11,B2,18.1,85,223.11,1200,0.62
ENE066-000489,2024-06-11,B3,22.3,121,367.86,1800,0.62
ENE066-000490,2024-06-12,B1,21.6,47,116.55,600,0.62
ENE066-000491,2024-06-12,B2,21.2,82,231.21,1200,0.62
ENE066-000492,2024-06-12,B3,21.3,89,300.38,1800,0.62
ENE066-000493,2024-06-13,B1,20.5,50,118.65,600,0.62
ENE066-000494,2024-06-13,B2,18.7,58,183.91,1200,0.62
ENE066-000496,2024-06-14,B1,21.0,56,141.45,600,0.62
ENE066-000497,2024-06-14,B2,20.5,81,218.37,1200,0.62
ENE066-000498,2024-06-14,B3,21.3,106,331.74,1800,0.62
ENE066-000499,2024-06-15,B1,20.5,7,,600,0.62
ENE066-000500,2024-06-15,B2,21.8,19,147.86,1200,0.62
ENE066-000501,2024-06-15,B3,21.1,22,190.75,1800,0.62
ENE066-000502,2024-06-16,B1,20.7,8,58.95,600,0.62
ENE066-000503,2024-06-16,B2,19.6,19,125.62,1200,0.62
ENE066-000504,2024-06-16,B3,20.8,23,195.46,1800,0.62
ENE066-000505,2024-06-17,B1,23.5,48,138.42,600,0.62
ENE066-000506,2024-06-17,B2,19.0,76,219.09,1200,0.62
ENE066-000507,2024-06-17,B3,21.6,102,317.49,1800,0.62
ENE066-000508,2024-06-18,B1,26.9,55,218.03,600,0.62
ENE066-000509,2024-06-18,B2,18.9,60,183.9,1200,0.62
ENE066-000510,2024-06-18,B3,19.6,124,332.14,1800,0.62
ENE066-000511,2024-06-19,B1,23.1,50,139.66,600,0.62
ENE066-000512,2024-06-19,B2,22.2,74,235.46,1200,0.62
ENE066-000513,2024-06-19,B3,21.1,101,317.31,1800,0.62
ENE066-000514,2024-06-20,B1,21.4,48,118.79,600,0.62
ENE066-000515,2024-06-20,B2,21.5,66,219.3,1200,0.62
ENE066-000516,2024-06-20,B3,20.6,119,333.57,1800,0.62
ENE066-000517,2024-06-21,B1,20.4,30,100.38,600,0.62
ENE066-000518,2024-06-21,B2,21.2,80,235.94,1200,0.62
ENE066-000519,2024-06-21,B3,22.8,118,376.47,1800,0.62
ENE066-000520,2024-06-22,B1,24.0,14,106.1,600,0.62
ENE066-000521,2024-06-22,B2,20.4,15,128.02,1200,0.62
ENE066-000522,2024-06-22,B3,20.8,23,196.02,1800,0.62
ENE066-000523,2024-06-23,B1,20.0,7,68.86,600,0.62
ENE066-000524,2024-06-23,B2,21.2,18,150.7,1200,0.62
ENE066-000525,2024-06-23,B3,21.0,21,194.73,1800,0.62
ENE066-000526,2024-06-24,B1,20.7,59,146.67,600,0.62
ENE066-000527,2024-06-24,B2,20.0,76,226.98,1200,0.62
ENE066-000528,2024-06-24,B3,20.2,98,310.35,1800,0.62
ENE066-000529,2024-06-25,B1,19.6,77,160.86,600,0.62
ENE066-000530,2024-06-25,B2,22.8,65,233.89,1200,0.62
ENE066-000531,2024-06-25,B3,19.1,109,302.78,1800,0.62
ENE066-000532,2024-06-26,B1,17.2,54,135.0,600,0.62
ENE066-000533,2024-06-26,B2,20.6,96,237.28,1200,0.62
ENE066-000534,2024-06-26,B3,20.1,108,316.34,1800,0.62
ENE066-000535,2024-06-27,B1,20.5,42,130.34,600,0.62
ENE066-000536,2024-06-27,B2,17.8,85,224.44,1200,0.62
ENE066-000537,2024-06-27,B3,19.7,85,278.66,1800,0.62
ENE066-000538,2024-06-28,B1,20.7,15,84.48,600,0.62
ENE066-000539,2024-06-28,B2,20.7,76,214.72,1200,0.62
ENE066-000540,2024-06-28,B3,16.0,101,327.49,1800,0.62
ENE066-000541,2024-06-29,B1,20.4,9,74.97,600,0.62
ENE066-000542,2024-06-29,B2,18.9,14,119.27,1200,0.62
ENE066-000543,2024-06-29,B3,19.0,21,177.54,1800,0.62
ENE066-000544,2024-06-30,B1,20.1,11,92.95,600,0.62
ENE066-000545,2024-06-30,B2,21.3,15,133.65,1200,0.62
ENE066-000546,2024-06-30,B3,20.1,19,172.54,1800,0.62
ENE066-000547,2024-07-01,B1,17.9,58,153.62,600,0.62
ENE066-000549,2024-07-01,B3,19.9,93,288.82,1800,0.62
ENE066-000550,2024-07-02,B1,19.8,27,94.73,600,0.62
ENE066-000551,2024-07-02,B2,19.5,73,209.92,1200,0.62
ENE066-000552,2024-07-02,B3,20.1,129,356.62,1800,0.62
ENE066-000553,2024-07-03,B1,19.1,50,114.13,600,0.62
ENE066-000554,2024-07-03,B2,20.1,74,214.57,1200,0.62
ENE066-000555,2024-07-03,B3,18.6,90,276.87,1800,0.62
ENE066-000556,2024-07-04,B1,19.5,42,101.9,600,0.62
ENE066-000557,2024-07-04,B2,18.6,71,213.31,1200,0.62
ENE066-000558,2024-07-04,B3,16.0,115,357.72,1800,0.62
ENE066-000559,2024-07-05,B1,20.7,39,118.69,600,0.62
ENE066-000560,2024-07-05,B2,15.7,91,276.26,1200,0.62
ENE066-000561,2024-07-05,B3,20.0,95,283.65,1800,0.62
ENE066-000562,2024-07-06,B1,19.9,10,54.64,600,0.62
ENE066-000563,2024-07-06,B2,16.8,14,144.19,1200,0.62
ENE066-000564,2024-07-06,B3,18.7,23,174.61,1800,0.62
ENE066-000565,2024-07-07,B1,17.0,10,59.82,600,0.62
ENE066-000566,2024-07-07,B2,17.6,11,98.01,1200,0.62
ENE066-000567,2024-07-07,B3,16.2,19,208.33,1800,0.62
ENE066-000568,2024-07-08,B1,19.1,36,101.29,600,0.62
ENE066-000569,2024-07-08,B2,17.1,67,209.53,1200,0.62
ENE066-000570,2024-07-08,B3,17.1,102,294.21,1800,0.62
ENE066-000571,2024-07-09,B1,17.2,53,149.67,600,0.62
ENE066-000572,2024-07-09,B2,18.2,61,202.47,1200,0.62
ENE066-000573,2024-07-09,B3,17.2,103,321.16,1800,0.62
ENE066-000574,2024-07-10,B1,16.3,28,101.42,600,0.62
ENE066-000575,2024-07-10,B2,18.0,91,244.56,1200,0.62
ENE066-000576,2024-07-10,B3,18.6,85,286.13,1800,0.62
ENE066-000577,2024-07-11,B1,16.0,31,108.98,600,0.62
ENE066-000578,2024-07-11,B2,17.5,66,207.63,1200,0.62
ENE066-000579,2024-07-11,B3,15.9,93,325.57,1800,0.62
ENE066-000580,2024-07-12,B1,16.7,8,68.77,600,0.62
ENE066-000581,2024-07-12,B2,17.0,71,232.24,1200,0.62
ENE066-000582,2024-07-12,B3,17.5,83,,1800,0.62
ENE066-000583,2024-07-13,B1,19.1,7,81.94,600,0.62
ENE066-000584,2024-07-13,B2,18.6,13,116.16,1200,0.62
ENE066-000585,2024-07-13,B3,17.0,22,209.2,1800,0.62
ENE066-000586,2024-07-14,B1,16.9,9,64.88,600,0.62
ENE066-000587,2024-07-14,B2,18.0,13,124.49,1200,0.62
ENE066-000588,2024-07-14,B3,13.4,22,297.17,1800,0.62
ENE066-000589,2024-07-15,B1,19.0,44,114.94,600,0.62
ENE066-000590,2024-07-15,B2,18.1,70,210.77,1200,0.62
ENE066-000591,2024-07-15,B3,17.0,100,310.32,1800,0.62
ENE066-000592,2024-07-16,B1,16.0,45,129.28,600,0.62
ENE066-000593,2024-07-16,B2,17.6,79,225.27,1200,0.62
ENE066-000594,2024-07-16,B3,16.9,94,308.94,1800,0.62
ENE066-000595,2024-07-17,B1,16.1,49,145.57,600,0.62
ENE066-000596,2024-07-17,B2,14.8,50,220.47,1200,0.62
ENE066-000597,2024-07-17,B3,15.7,103,340.9,1800,0.62
ENE066-000598,2024-07-18,B1,17.1,34,117.36,600,0.62
ENE066-000599,2024-07-18,B2,18.5,94,229.27,1200,0.62
ENE066-000600,2024-07-18,B3,16.4,99,317.5,1800,0.62
ENE066-000602,2024-07-19,B2,18.4,57,195.83,1200,0.62
ENE066-000603,2024-07-19,B3,17.4,97,314.72,1800,0.62
ENE066-000604,2024-07-20,B1,17.1,12,67.21,600,0.62
ENE066-000605,2024-07-20,B2,16.6,13,127.74,1200,0.62
ENE066-000606,2024-07-20,B3,16.2,20,204.63,1800,0.62
ENE066-000607,2024-07-21,B1,19.7,13,68.11,600,0.62
ENE066-000608,2024-07-21,B2,12.4,16,247.76,1200,0.62
ENE066-000609,2024-07-21,B3,15.4,17,227.45,1800,0.62
ENE066-000610,2024-07-22,B1,15.4,35,109.31,600,0.62
ENE066-000611,2024-07-22,B2,15.8,96,275.74,1200,0.62
ENE066-000612,2024-07-22,B3,14.3,112,379.87,1800,0.62
ENE066-000613,2024-07-23,B1,13.9,36,134.58,600,0.62
ENE066-000614,2024-07-23,B2,16.5,90,231.33,1200,0.62
ENE066-000615,2024-07-23,B3,17.6,115,326.92,1800,0.62
ENE066-000616,2024-07-24,B1,15.0,45,137.13,600,0.62
ENE066-000617,2024-07-24,B2,15.7,80,248.7,1200,0.62
ENE066-000618,2024-07-24,B3,13.1,122,458.84,1800,0.62
ENE066-000619,2024-07-25,B1,15.7,53,143.7,600,0.62
ENE066-000620,2024-07-25,B2,13.0,70,284.87,1200,0.62
ENE066-000621,2024-07-25,B3,15.0,91,339.16,1800,0.62
ENE066-000622,2024-07-26,B1,15.1,54,145.28,600,0.62
ENE066-000623,2024-07-26,B2,16.9,87,238.04,1200,0.62
ENE066-000624,2024-07-26,B3,18.1,115,327.67,1800,0.62
ENE066-000625,2024-07-27,B1,16.3,11,74.61,600,0.62
ENE066-000626,2024-07-27,B2,15.8,15,161.79,1200,0.62
ENE066-000627,2024-07-27,B3,16.7,19,201.07,1800,0.62
ENE066-000628,2024-07-28,B1,17.5,8,60.63,600,0.62
ENE066-000629,2024-07-28,B2,13.4,11,195.31,1200,0.62
ENE066-000630,2024-07-28,B3,15.9,19,199.94,1800,0.62
ENE066-000631,2024-07-29,B1,14.4,49,148.19,600,0.62
ENE066-000632,2024-07-29,B2,13.4,88,316.1,1200,0.62
ENE066-000633,2024-07-29,B3,11.7,104,501.23,1800,0.62
ENE066-000634,2024-07-30,B1,15.6,54,"158,5",600,0.62
ENE066-000635,2024-07-30,B2,13.5,71,276.88,1200,0.62
ENE066-000636,2024-07-30,B3,13.8,104,388.6,1800,0.62
ENE066-000637,2024-07-31,B1,14.7,34,120.84,600,0.62
ENE066-000638,2024-07-31,B2,12.4,97,345.63,1200,0.62
ENE066-000639,2024-07-31,B3,16.2,86,316.27,1800,0.62
ENE066-000640,2024-08-01,B1,14.7,36,120.29,600,0.62
ENE066-000641,2024-08-01,B2,15.0,70,246.35,1200,0.62
ENE066-000642,2024-08-01,B3,19.2,104,305.56,1800,0.62
ENE066-000643,2024-08-02,B1,14.9,48,134.86,600,0.62
ENE066-000644,2024-08-02,B2,12.3,72,314.23,1200,0.62
ENE066-000645,2024-08-02,B3,14.0,101,387.52,1800,0.62
ENE066-000646,2024-08-03,B1,15.1,9,90.34,600,0.62
ENE066-000647,2024-08-03,B2,14.1,13,172.1,1200,0.62
ENE066-000648,2024-08-03,B3,15.8,22,215.16,1800,0.62
ENE066-000649,2024-08-04,B1,14.1,8,101.66,600,0.62
ENE066-000650,2024-08-04,B2,12.2,22,217.63,1200,0.62
ENE066-000651,2024-08-04,B3,15.6,21,233.85,1800,0.62
ENE066-000652,2024-08-05,B1,13.8,61,180.21,600,0.62
ENE066-000653,2024-08-05,B2,12.9,88,314.84,1200,0.62
ENE066-000655,2024-08-06,B1,10.4,67,237.83,600,0.62
ENE066-000656,2024-08-06,B2,14.3,75,262.77,1200,0.62
ENE066-000657,2024-08-06,B3,14.5,109,379.86,1800,0.62
ENE066-000658,2024-08-07,B1,14.3,70,185.42,600,0.62
ENE066-000659,2024-08-07,B2,15.2,67,228.14,1200,0.62
ENE066-000660,2024-08-07,B3,15.8,101,347.96,1800,0.62
ENE066-000661,2024-08-08,B1,15.2,57,146.97,600,0.62
ENE066-000662,2024-08-08,B2,13.2,84,305.41,1200,0.62
ENE066-000663,2024-08-08,B3,13.8,122,427.88,1800,0.62
ENE066-000664,2024-08-09,B1,13.0,56,178.14,600,0.62
ENE066-000665,2024-08-09,B2,13.0,63,,1200,0.62
ENE066-000666,2024-08-09,B3,13.0,87,410.0,1800,0.62
ENE066-000667,2024-08-10,B1,16.3,10,83.28,600,0.62
ENE066-000668,2024-08-10,B2,14.5,10,165.26,1200,0.62
ENE066-000669,2024-08-10,B3,12.7,22,320.88,1800,0.62
ENE066-000670,2024-08-11,B1,11.8,11,130.12,600,0.62
ENE066-000671,2024-08-11,B2,15.2,13,147.84,1200,0.62
ENE066-000672,2024-08-11,B3,12.1,18,349.05,1800,0.62
ENE066-000673,2024-08-12,B1,13.8,42,152.94,600,0.62
ENE066-000674,2024-08-12,B2,15.5,56,207.77,1200,0.62
ENE066-000675,2024-08-12,B3,12.4,87,445.94,1800,0.62
ENE066-000676,2024-08-13,B1,10.7,53,207.02,600,0.62
ENE066-000677,2024-08-13,B2,15.8,67,216.65,1200,0.62
ENE066-000678,2024-08-13,B3,15.5,88,337.28,1800,0.62
ENE066-000679,2024-08-14,B1,12.8,37,154.73,600,0.62
ENE066-000680,2024-08-14,B2,13.5,82,292.57,1200,0.62
ENE066-000681,2024-08-14,B3,10.9,116,557.59,1800,0.62
ENE066-000682,2024-08-15,B1,12.5,69,205.68,600,0.62
ENE066-000683,2024-08-15,B2,11.7,85,353.76,1200,0.62
ENE066-000684,2024-08-15,B3,13.9,113,413.23,1800,0.62
ENE066-000685,2024-08-16,B1,12.3,28,144.32,600,0.62
ENE066-000686,2024-08-16,B2,14.9,89,272.59,1200,0.62
ENE066-000687,2024-08-16,B3,12.8,102,438.15,1800,0.62
ENE066-000688,2024-08-17,B1,15.6,8,69.47,600,0.62
ENE066-000689,2024-08-17,B2,11.7,16,239.08,1200,0.62
ENE066-000690,2024-08-17,B3,11.5,21,372.98,1800,0.62
ENE066-000691,2024-08-18,B1,11.3,6,122.92,600,0.62
ENE066-000692,2024-08-18,B2,11.3,19,277.21,1200,0.62
ENE066-000693,2024-08-18,B3,12.5,22,323.49,1800,0.62
ENE066-000694,2024-08-19,B1,14.1,32,141.28,600,0.62
ENE066-000695,2024-08-19,B2,11.8,41,275.0,1200,0.62
ENE066-000696,2024-08-19,B3,12.4,96,440.68,1800,0.62
ENE066-000697,2024-08-20,B1,13.1,34,156.41,600,0.62
ENE066-000698,2024-08-20,B2,10.1,51,360.06,1200,0.62
ENE066-000699,2024-08-20,B3,10.2,120,598.28,1800,0.62
ENE066-000700,2024-08-21,B1,11.9,32,148.05,600,0.62
ENE066-000701,2024-08-21,B2,9.1,72,442.49,1200,0.62
ENE066-000702,2024-08-21,B3,13.1,119,441.35,1800,0.62
ENE066-000703,2024-08-22,B1,12.2,62,199.7,600,0.62
ENE066-000704,2024-08-22,B2,12.5,77,324.8,1200,0.62
ENE066-000705,2024-08-22,B3,13.3,108,420.96,1800,0.62
ENE066-000706,2024-08-23,B1,14.9,32,118.5,600,0.62
ENE066-000708,2024-08-23,B3,14.1,119,419.11,1800,0.62
ENE066-000709,2024-08-24,B1,13.9,16,102.69,600,0.62
ENE066-000710,2024-08-24,B2,10.5,17,291.52,1200,0.62
ENE066-000711,2024-08-24,B3,10.5,19,438.56,1800,0.62
ENE066-000712,2024-08-25,B1,10.4,8,155.83,600,0.62
ENE066-000713,2024-08-25,B2,13.8,17,202.26,1200,0.62
ENE066-000714,2024-08-25,B3,10.6,19,428.67,1800,0.62
ENE066-000715,2024-08-26,B1,10.9,31,171.68,600,0.62
ENE066-000716,2024-08-26,B2,10.6,72,360.26,1200,0.62
ENE066-000717,2024-08-26,B3,8.6,111,708.7,1800,0.62
ENE066-000718,2024-08-27,B1,12.2,53,185.35,600,0.62
ENE066-000719,2024-08-27,B2,8.3,62,456.2,1200,0.62
ENE066-000720,2024-08-27,B3,11.0,114,528.57,1800,0.62
ENE066-000721,2024-08-28,B1,10.4,44,208.22,600,0.62
ENE066-000722,2024-08-28,B2,11.1,63,347.71,1200,0.62
ENE066-000723,2024-08-28,B3,10.3,119,611.1,1800,0.62
ENE066-000724,2024-08-29,B1,12.8,56,190.72,600,0.62
ENE066-000725,2024-08-29,B2,10.8,69,353.43,1200,0.62
ENE066-000726,2024-08-29,B3,11.6,102,489.19,1800,0.62
ENE066-000727,2024-08-30,B1,13.5,29,130.41,600,0.62
ENE066-000728,2024-08-30,B2,10.1,66,382.51,1200,0.62
ENE066-000729,2024-08-30,B3,12.6,108,462.34,1800,0.62
ENE066-000730,2024-08-31,B1,9.6,11,182.5,600,0.62
ENE066-000731,2024-08-31,B2,10.9,21,292.16,1200,0.62
ENE066-000732,2024-08-31,B3,10.7,19,428.06,1800,0.62
ENE066-000733,2024-09-01,B1,13.1,8,101.29,600,0.62
ENE066-000734,2024-09-01,B2,11.1,18,269.53,1200,0.62
ENE066-000735,2024-09-01,B3,12.2,20,347.76,1800,0.62
ENE066-000736,2024-09-02,B1,9.9,55,230.53,600,0.62
ENE066-000737,2024-09-02,B2,12.4,77,315.69,1200,0.62
ENE066-000738,2024-09-02,B3,12.1,110,490.43,1800,0.62
ENE066-000739,2024-09-03,B1,11.2,32,170.24,600,0.62
ENE066-000740,2024-09-03,B2,8.6,50,446.61,1200,0.62
ENE066-000741,2024-09-03,B3,8.6,114,695.16,1800,0.62
ENE066-000742,2024-09-04,B1,11.4,41,180.62,600,0.62
ENE066-000743,2024-09-04,B2,10.2,54,359.47,1200,0.62
ENE066-000744,2024-09-04,B3,10.2,88,547.01,1800,0.62
ENE066-000745,2024-09-05,B1,10.6,45,205.75,600,0.62
ENE066-000746,2024-09-05,B2,11.6,67,332.42,1200,0.62
ENE066-000747,2024-09-05,B3,9.2,95,635.47,1800,0.62
ENE066-000748,2024-09-06,B1,10.7,49,,600,0.62
ENE066-000749,2024-09-06,B2,12.0,66,324.97,1200,0.62
ENE066-000750,2024-09-06,B3,10.3,106,582.64,1800,0.62
ENE066-000751,2024-09-07,B1,12.4,4,122.73,600,0.62
ENE066-000752,2024-09-07,B2,10.0,14,319.57,1200,0.62
ENE066-000753,2024-09-07,B3,11.9,25,364.86,1800,0.62
ENE066-000754,2024-09-08,B1,9.5,8,178.47,600,0.62
ENE066-000755,2024-09-08,B2,11.5,14,252.92,1200,0.62
ENE066-000756,2024-09-08,B3,9.7,23,483.31,1800,0.62
ENE066-000757,2024-09-09,B1,9.4,84,272.66,600,0.62
ENE066-000758,2024-09-09,B2,12.5,85,327.45,1200,0.62
ENE066-000759,2024-09-09,B3,6.7,112,866.68,1800,0.62
ENE066-000761,2024-09-10,B2,9.3,57,403.47,1200,0.62
ENE066-000762,2024-09-10,B3,11.8,117,501.65,1800,0.62
ENE066-000763,2024-09-11,B1,12.0,55,186.01,600,0.62
ENE066-000764,2024-09-11,B2,11.3,86,371.82,1200,0.62
ENE066-000765,2024-09-11,B3,11.6,116,522.34,1800,0.62
ENE066-000766,2024-09-12,B1,10.4,42,207.47,600,0.62
ENE066-000767,2024-09-12,B2,10.2,74,416.4,1200,0.62
ENE066-000768,2024-09-12,B3,12.1,103,481.35,1800,0.62
ENE066-000769,2024-09-13,B1,9.1,51,248.09,600,0.62
ENE066-000770,2024-09-13,B2,9.6,99,459.06,1200,0.62
ENE066-000771,2024-09-13,B3,9.3,93,642.24,1800,0.62
ENE066-000772,2024-09-14,B1,11.1,10,137.41,600,0.62
ENE066-000773,2024-09-14,B2,10.8,14,281.98,1200,0.62
ENE066-000774,2024-09-14,B3,11.3,21,394.37,1800,0.62
ENE066-000775,2024-09-15,B1,11.8,7,127.96,600,0.62
ENE066-000776,2024-09-15,B2,8.6,14,365.62,1200,0.62
ENE066-000777,2024-09-15,B3,8.5,19,565.75,1800,0.62
ENE066-000778,2024-09-16,B1,8.7,52,260.6,600,0.62
ENE066-000779,2024-02-30,B2,12.5,30,245.06,1200,0.62
ENE066-000780,2024-09-16,B3,9.9,82,563.82,1800,0.62
ENE066-000781,2024-09-17,B1,8.5,42,260.18,600,0.62
ENE066-000782,2024-09-17,B2,10.3,76,405.55,1200,0.62
ENE066-000783,2024-09-17,B3,8.7,109,693.35,1800,0.62
ENE066-000784,2024-09-18,B1,11.0,65,220.15,600,0.62
ENE066-000785,2024-09-18,B2,9.1,92,464.73,1200,0.62
ENE066-000786,2024-09-18,B3,12.0,96,465.92,1800,0.62
ENE066-000787,2024-09-19,B1,12.6,38,176.02,600,0.62
ENE066-000788,2024-09-19,B2,9.8,71,407.28,1200,0.62
ENE066-000789,2024-09-19,B3,11.5,117,534.81,1800,0.62
ENE066-000790,2024-09-20,B1,11.0,41,171.98,600,0.62
ENE066-000791,2024-09-20,B2,10.2,91,420.98,1200,0.62
ENE066-000792,2024-09-20,B3,9.7,84,594.45,1800,0.62
ENE066-000793,2024-09-21,B1,9.9,6,172.64,600,0.62
ENE066-000794,2024-09-21,B2,9.8,17,331.52,1200,0.62
ENE066-000795,2024-09-21,B3,9.9,23,486.71,1800,0.62
ENE066-000796,2024-09-22,B1,10.0,7,152.07,600,0.62
ENE066-000797,2024-09-22,B2,11.0,14,280.86,1200,0.62
ENE066-000798,2024-09-22,B3,9.7,25,501.34,1800,0.62
ENE066-000799,2024-09-23,B1,8.1,36,262.72,600,0.62
ENE066-000800,2024-09-23,B2,12.6,66,294.36,1200,0.62
ENE066-000801,2024-09-23,B3,11.1,109,528.25,1800,0.62
ENE066-000802,2024-09-24,B1,11.6,65,220.6,600,0.62
ENE066-000803,2024-09-24,B2,10.6,97,426.41,1200,0.62
ENE066-000804,2024-09-24,B3,7.8,106,740.57,1800,0.62
ENE066-000805,2024-09-25,B1,10.8,47,204.54,600,0.62
ENE066-000806,2024-09-25,B2,10.2,68,385.88,1200,0.62
ENE066-000807,2024-09-25,B3,10.3,117,591.23,1800,0.62
ENE066-000808,2024-09-26,B1,11.2,42,191.93,600,0.62
ENE066-000809,2024-09-26,B2,10.1,78,418.83,1200,0.62
ENE066-000810,2024-09-26,B3,10.7,79,520.31,1800,0.62
ENE066-000811,2024-09-27,B1,8.5,52,256.52,600,0.62
ENE066-000812,2024-09-27,B2,9.5,74,427.17,1200,0.62
ENE066-000814,2024-09-28,B1,7.6,8,228.76,600,0.62
ENE066-000815,2024-09-28,B2,11.4,13,266.8,1200,0.62
ENE066-000816,2024-09-28,B3,10.3,20,453.54,1800,0.62
ENE066-000817,2024-09-29,B1,9.9,9,173.0,600,0.62
ENE066-000818,2024-09-29,B2,11.1,13,272.07,1200,0.62
ENE066-000819,2024-09-29,B3,12.0,21,357.91,1800,0.62
ENE066-000820,2024-09-30,B1,12.8,51,171.27,600,0.62
