registro_id,fecha_reserva,fecha_llegada,hotel,canal,noches,tarifa,cancelada,pais
TUR068-000349,2024-05-01,2024-06-29,H1,plataforma,3,139.12,0,PE
TUR068-000350,2024-05-01,2024-09-23,H2,plataforma,2,176.27,0,CO
TUR068-000351,2024-05-01,2024-09-02,H3,agencia,4,232.0,0,PE
TUR068-000352,2024-05-02,2024-05-24,H1,plataforma,5,138.2,0,PE
TUR068-000353,2024-05-02,2024-09-29,H2,plataforma,6,182.78,1,CL
TUR068-000354,2024-05-02,2024-09-15,H3,agencia,8,229.49,0,ES
TUR068-000355,2024-05-03,2024-06-16,H1,directo,11,138.83,0,ES
TUR068-000356,2024-05-03,2024-06-06,H2,directo,10,178.37,0,CL
TUR068-000357,2024-05-03,2024-05-07,H3,agencia,3,212.55,0,CL
TUR068-000358,2024-05-04,2024-07-18,H1,agencia,7,139.27,0,CO
TUR068-000359,2024-05-04,2024-07-06,H2,agencia,12,184.14,0,CO
TUR068-000360,2024-05-04,2024-05-21,H3,directo,2,219.94,0,PE
TUR068-000361,2024-05-05,2024-05-07,H1,agencia,5,140.28,0,CO
TUR068-000362,2024-05-05,2024-07-10,H2,directo,2,186.37,0,CL
TUR068-000363,2024-05-06,2024-08-17,H3,plataforma,4,225.28,0,ES
TUR068-000364,2024-05-06,2024-09-03,H1,directo,7,122.85,1,CL
TUR068-000365,2024-05-06,2024-07-05,H2,directo,6,182.12,1,CO
TUR068-000366,2024-05-07,2024-07-03,H3,plataforma,10,229.6,0,ES
TUR068-000367,2024-05-07,2024-08-07,H1,plataforma,6,141.01,0,PE
TUR068-000368,2024-05-07,2024-06-05,H2,directo,7,170.46,0,CL
TUR068-000369,2024-05-08,2024-07-03,H3,directo,11,232.54,0,PE
TUR068-000370,2024-05-08,2024-08-10,H1,directo,11,125.43,0,PE
TUR068-000371,2024-05-08,2024-07-18,H2,directo,2,183.0,0,CL
TUR068-000372,2024-05-09,2024-06-05,H3,directo,8,226.52,0,PE
TUR068-000373,2024-05-09,2024-08-26,H1,plataforma,2,132.3,1,CO
TUR068-000374,2024-05-09,2024-10-06,H2,agencia,8,180.02,0,PE
TUR068-000375,2024-05-10,2024-08-31,H3,agencia,12,210.92,0,CL
TUR068-000376,2024-05-10,2024-10-06,H1,agencia,2,121.5,0,CL
TUR068-000377,2024-05-10,2024-06-29,H2,plataforma,10,179.23,1,PE
TUR068-000378,2024-05-11,2024-06-28,H3,agencia,6,230.61,0,ES
TUR068-000379,2024-05-11,2024-05-21,H1,plataforma,8,126.65,0,ES
TUR068-000380,2024-05-11,2024-06-05,H2,plataforma,12,181.49,0,CO
TUR068-000381,2024-05-12,2024-08-16,H3,agencia,4,220.04,0,CL
TUR068-000382,2024-05-12,2024-06-04,H1,agencia,1,136.09,0,PE
TUR068-000383,2024-05-12,2024-05-15,H2,directo,7,170.68,0,CO
TUR068-000384,2024-05-13,2024-09-09,H3,agencia,6,227.44,0,CL
TUR068-000385,2024-05-13,2024-08-15,H1,agencia,12,133.83,0,CO
TUR068-000386,2024-05-14,2024-06-08,H2,plataforma,10,165.75,0,CO
TUR068-000387,2024-05-14,2024-08-14,H3,directo,11,221.14,0,CO
TUR068-000388,2024-05-14,2024-09-13,H1,directo,12,139.48,0,ES
TUR068-000389,2024-05-15,2024-07-31,H2, DIRECTO ,2,169.46,0,CL
TUR068-000390,2024-05-15,2024-08-08,H3,directo,1,228.76,0,CL
TUR068-000391,2024-05-15,2024-08-07,H1,directo,6,141.03,0,PE
TUR068-000392,2024-05-16,2024-05-20,H2,plataforma,11,179.93,0,ES
TUR068-000393,2024-05-16,2024-08-01,H3,agencia,11,228.54,1,CO
TUR068-000394,2024-05-16,2024-05-19,H1,plataforma,7,133.26,0,ES
TUR068-000395,2024-05-17,2024-06-07,H2,plataforma,10,183.8,0,PE
TUR068-000396,2024-05-17,2024-09-22,H3,directo,4,218.83,0,ES
TUR068-000397,2024-05-17,2024-09-17,H1,agencia,11,125.33,0,CL
TUR068-000398,2024-05-18,2024-07-16,H2,plataforma,3,170.08,0,CL
TUR068-000399,2024-05-18,2024-08-10,H3,agencia,2,216.9,0,ES
TUR068-000400,2024-05-18,2024-06-26,H1,agencia,6,123.73,0,ES
TUR068-000401,2024-05-19,2024-09-26,H2,plataforma,3,182.5,0,ES
TUR068-000402,2024-05-19,2024-07-01,H3,plataforma,7,209.1,0,CO
TUR068-000403,2024-05-19,2024-07-31,H1,agencia,3,125.67,0,CO
TUR068-000404,2024-05-20,2024-06-25,H2,plataforma,6,160.4,0,CL
TUR068-000405,2024-05-20,2024-07-19,H3,agencia,4,216.38,1,CO
TUR068-000406,2024-05-20,2024-08-03,H1,agencia,1,118.82,0,ES
TUR068-000407,2024-05-21,2024-05-31,H2,directo,11,175.74,0,CO
TUR068-000408,2024-05-21,2024-09-08,H3,directo,1,206.17,0,PE
TUR068-000409,2024-05-22,2024-08-29,H1,directo,1,123.27,0,PE
TUR068-000410,2024-05-22,2024-08-05,H2,agencia,7,181.28,0,PE
TUR068-000411,2024-05-22,2024-06-08,H3,agencia,7,209.01,0,CO
TUR068-000412,2024-05-23,2024-10-14,H1,agencia,1,122.24,0,PE
TUR068-000413,2024-05-23,2024-08-26,H2,agencia,7,162.88,0,CL
TUR068-000414,2024-05-23,2024-07-12,H3,plataforma,9,219.84,0,ES
TUR068-000415,2024-05-24,2024-06-25,H1,directo,11,122.38,1,ES
TUR068-000416,2024-05-24,2024-08-04,H2,directo,8,,0,PE
TUR068-000417,2024-05-24,2024-07-28,H3,plataforma,4,222.3,0,CO
TUR068-000418,2024-05-25,2024-07-20,H1,directo,10,118.91,0,PE
TUR068-000419,2024-05-25,2024-06-16,H2,directo,6,171.54,0,CO
TUR068-000420,2024-05-25,2024-09-28,H3,agencia,3,208.22,0,CL
TUR068-000421,2024-05-26,2024-05-29,H1,agencia,7,114.44,0,CO
TUR068-000422,2024-05-26,2024-06-30,H2,agencia,1,176.01,0,PE
TUR068-000423,2024-05-26,2024-10-06,H3,plataforma,5,"225,69",0,CO
TUR068-000424,2024-05-27,2024-08-26,H1,directo,3,118.25,0,CO
TUR068-000425,2024-05-27,2024-10-21,H2,agencia,3,175.57,1,CO
TUR068-000426,2024-05-27,2024-09-05,H3,agencia,10,216.11,0,CL
TUR068-000427,2024-05-28,2024-06-09,H1,plataforma,9,117.41,0,CO
TUR068-000428,2024-05-28,2024-06-26,H2,directo,1,181.24,0,CO
TUR068-000429,2024-05-28,2024-07-19,H3,plataforma,9,219.34,0,CL
TUR068-000430,2024-05-29,2024-07-28,H1,directo,4,130.17,0,CO
TUR068-000431,2024-05-29,2024-08-17,H2,plataforma,6,173.59,0,PE
TUR068-000432,2024-05-30,2024-08-24,H3,directo,12,-999,0,CO
TUR068-000433,2024-05-30,2024-06-28,H1,agencia,10,128.0,0,ES
TUR068-000434,2024-05-30,2024-06-07,H2,directo,1,176.39,0,ES
TUR068-000435,2024-05-31,2024-07-04,H3,plataforma,2,211.35,0,CL
TUR068-000436,2024-05-31,2024-10-22,H1,agencia,9,129.54,1,CO
TUR068-000437,2024-05-31,2024-09-24,H2,agencia,11,167.15,0,CO
TUR068-000438,2024-06-01,2024-10-10,H3,plataforma,1,208.54,0,CL
TUR068-000439,2024-06-01,2024-09-16,H1,plataforma,1,114.49,0,PE
TUR068-000440,2024-06-01,2024-07-25,H2,directo,10,178.48,1,ES
TUR068-000441,2024-06-02,2024-09-17,H3,agencia,4,223.3,0,CO
TUR068-000442,2024-06-02,2024-07-08,H1,directo,4,128.82,0,PE
TUR068-000443,2024-06-02,2024-10-08,H2,directo,7,173.2,0,CO
TUR068-000444,2024-06-03,2024-08-05,H3,plataforma,4,219.38,0,CO
TUR068-000445,2024-06-03,2024-07-04,H1,agencia,10,109.77,0,CL
TUR068-000446,2024-06-03,2024-07-17,H2,agencia,12,159.23,0,CL
TUR068-000447,2024-06-04,2024-06-10,H3,plataforma,11,217.46,1,CL
TUR068-000448,2024-06-04,2024-09-16,H1,agencia,10,125.73,0,CO
TUR068-000449,2024-06-04,2024-07-17,H2,plataforma,6,174.59,0,CO
TUR068-000450,2024-06-05,2024-10-06,H3,directo,10,215.13,1,PE
TUR068-000451,2024-06-05,2024-08-11,H1,directo,1,111.84,0,CO
TUR068-000452,2024-06-05,2024-08-08,H2,agencia,8,173.9,0,ES
TUR068-000453,2024-06-06,2024-06-16,H3,directo,10,209.3,0,ES
TUR068-000454,2024-06-06,2024-10-07,H1,agencia,6,117.06,0,CO
TUR068-000455,2024-06-07,2024-08-17,H2,agencia,9,160.43,1,CL
TUR068-000456,2024-06-07,2024-10-16,H3,plataforma,4,208.07,1,CL
TUR068-000457,2024-06-07,2024-07-04,H1,directo,11,122.7,0,CO
TUR068-000458,2024-06-08,2024-09-22,H2,plataforma,5,156.56,1,PE
TUR068-000459,2024-06-08,2024-07-10,H3,directo,4,219.87,0,CL
TUR068-000460,2024-06-08,2024-07-07,H1,directo,2,128.98,0,CL
TUR068-000461,2024-06-09,2024-10-02,H2,directo,12,152.07,0,CO
TUR068-000462,2024-06-09,2024-10-17,H3,directo,8,214.97,0,CL
TUR068-000463,2024-06-09,2024-06-17,H1,plataforma,8,127.45,0,ES
TUR068-000464,2024-06-10,2024-08-21,H2,plataforma,4,159.33,0,CO
TUR068-000465,2024-06-10,2024-07-27,H3,agencia,3,206.67,0,CO
TUR068-000466,2024-06-10,2024-10-25,H1,directo,11,114.5,0,PE
TUR068-000467,2024-06-11,2024-09-14,H2,directo,3,153.52,0,ES
TUR068-000468,2024-06-11,2024-06-24,H3,plataforma,1,207.19,1,CO
TUR068-000469,2024-06-11,2024-08-25,H1,directo,3,120.84,0,CL
TUR068-000470,2024-06-12,2024-06-26,H2,directo,5,167.07,1,CL
TUR068-000471,2024-06-12,2024-10-05,H3,directo,2,214.43,0,ES
TUR068-000472,2024-06-12,2024-10-04,H1,plataforma,2,110.3,0,ES
TUR068-000473,2024-06-13,2024-06-14,H2,plataforma,10,170.12,0,PE
TUR068-000474,2024-06-13,2024-11-07,H3,directo,1,207.53,0,ES
TUR068-000475,2024-06-13,2024-09-30,H1,agencia,5,127.11,0,ES
TUR068-000476,2024-06-14,2024-09-13,H2,directo,10,152.8,0,ES
TUR068-000477,2024-06-14,2024-07-06,H3,directo,3,209.31,0,CO
TUR068-000478,2024-06-15,2024-08-22,H1,directo,1,125.1,0,PE
TUR068-000479,2024-06-15,2024-07-28,H2,plataforma,7,154.61,1,ES
TUR068-000480,2024-06-15,2024-09-18,H3,plataforma,7,207.68,1,CO
TUR068-000481,2024-06-16,2024-10-29,H1,directo,4,117.98,1,ES
TUR068-000482,2024-06-16,2024-07-29,H2,plataforma,4,172.07,0,CO
TUR068-000483,2024-06-16,2024-06-22,H3,plataforma,10,208.03,1,CL
TUR068-000484,2024-06-17,2024-07-28,H1,agencia,8,116.72,0,CO
TUR068-000485,2024-06-17,2024-09-17,H2,directo,6,148.42,0,CO
TUR068-000486,2024-06-17,2024-08-31,H3, AGENCIA ,12,209.09,0,CL
TUR068-000487,2024-06-18,2024-07-04,H1,directo,10,123.41,0,CL
TUR068-000488,2024-06-18,2024-10-04,H2,directo,3,166.64,0,ES
TUR068-000489,2024-06-18,2024-11-03,H3,plataforma,12,198.83,0,CO
TUR068-000490,2024-06-19,2024-10-03,H1,directo,8,122.49,1,PE
TUR068-000491,2024-06-19,2024-10-11,H2,agencia,4,151.76,1,ES
TUR068-000492,2024-06-19,2024-11-10,H3,directo,4,201.7,0,CL
TUR068-000493,2024-06-20,2024-07-22,H1,directo,8,113.62,0,ES
TUR068-000494,2024-06-20,2024-09-05,H2,plataforma,3,157.15,0,CL
TUR068-000495,2024-06-20,2024-10-10,H3,agencia,11,209.86,0,ES
TUR068-000496,2024-06-21,2024-08-28,H1,directo,7,115.78,0,PE
TUR068-000497,2024-06-21,2024-11-14,H2,agencia,6,154.32,0,CL
TUR068-000498,2024-06-22,2024-10-22,H3,agencia,9,193.08,0,CO
TUR068-000499,2024-06-22,2024-09-30,H1,directo,4,,0,CO
TUR068-000500,2024-06-22,2024-11-05,H2,plataforma,2,167.81,1,CL
TUR068-000501,2024-06-23,2024-06-28,H3,plataforma,11,208.78,0,ES
TUR068-000502,2024-06-23,2024-10-06,H1,directo,7,123.69,0,PE
TUR068-000503,2024-06-23,2024-07-30,H2,plataforma,3,152.64,0,PE
TUR068-000504,2024-06-24,2024-08-01,H3,directo,3,192.59,0,CL
TUR068-000505,2024-06-24,2024-09-27,H1,agencia,3,118.85,1,ES
TUR068-000506,2024-06-24,2024-07-12,H2,plataforma,7,149.07,0,ES
TUR068-000507,2024-06-25,2024-11-22,H3,plataforma,5,198.36,0,ES
TUR068-000508,2024-06-25,2024-07-08,H1,directo,12,108.89,0,CL
TUR068-000509,2024-06-25,2024-09-01,H2,directo,3,161.23,0,ES
TUR068-000510,2024-06-26,2024-07-02,H3,agencia,5,209.05,1,CL
TUR068-000511,2024-06-26,2024-09-27,H1,directo,1,100.22,1,CL
TUR068-000512,2024-06-26,2024-09-14,H2,agencia,6,149.26,0,ES
TUR068-000513,2024-06-27,2024-11-21,H3,agencia,3,199.81,0,ES
TUR068-000514,2024-06-27,2024-07-22,H1,plataforma,4,112.49,1,CL
TUR068-000515,2024-06-27,2024-11-12,H2,agencia,5,147.17,1,CL
TUR068-000516,2024-06-28,2024-10-15,H3,directo,6,197.32,0,CO
TUR068-000517,2024-06-28,2024-09-28,H1,directo,11,101.72,1,CL
TUR068-000518,2024-06-28,2024-08-26,H2,agencia,5,146.88,0,CO
TUR068-000519,2024-06-29,2024-08-25,H3,plataforma,11,200.37,0,CO
TUR068-000520,2024-06-29,2024-09-12,H1,directo,9,103.3,0,CO
TUR068-000521,2024-06-30,2024-10-20,H2,directo,10,145.78,1,PE
TUR068-000522,2024-06-30,2024-11-07,H3,agencia,3,209.35,0,CO
TUR068-000523,2024-06-30,2024-09-15,H1,directo,8,107.59,1,ES
TUR068-000524,2024-07-01,2024-09-05,H2,directo,1,146.1,0,CO
TUR068-000525,2024-07-01,2024-11-20,H3,plataforma,9,196.01,1,PE
TUR068-000526,2024-07-01,2024-09-19,H1,plataforma,11,116.03,0,CO
TUR068-000527,2024-07-02,2024-08-26,H2,agencia,11,155.0,0,ES
TUR068-000528,2024-07-02,2024-10-10,H3,plataforma,2,207.99,0,PE
TUR068-000529,2024-07-02,2024-08-15,H1,agencia,1,104.81,0,ES
TUR068-000530,2024-07-03,2024-08-08,H2,plataforma,3,158.74,0,ES
TUR068-000531,2024-07-03,2024-08-02,H3,agencia,10,206.83,0,PE
TUR068-000532,2024-07-03,2024-11-22,H1,directo,1,102.79,0,CL
TUR068-000533,2024-07-04,2024-09-19,H2,agencia,7,147.71,0,CO
TUR068-000534,2024-07-04,2024-09-29,H3,directo,2,201.1,0,ES
TUR068-000535,2024-07-04,2024-11-06,H1,plataforma,8,116.56,0,CO
TUR068-000536,2024-07-05,2024-10-07,H2,plataforma,3,155.82,0,PE
TUR068-000537,2024-07-05,2024-09-17,H3,plataforma,8,207.31,0,CO
TUR068-000538,2024-07-05,2024-10-27,H1,directo,11,95.07,0,PE
TUR068-000539,2024-07-06,2024-11-19,H2,agencia,8,153.11,0,CO
TUR068-000540,2024-07-06,2024-10-16,H3,directo,1,201.99,0,PE
TUR068-000541,2024-07-06,2024-09-14,H1,plataforma,8,101.8,0,CO
TUR068-000542,2024-07-07,2024-12-04,H2,plataforma,11,151.36,0,CL
TUR068-000543,2024-07-07,2024-10-25,H3,directo,10,191.58,0,CO
TUR068-000544,2024-07-08,2024-08-19,H1,plataforma,6,110.76,0,CO
TUR068-000545,2024-07-08,2024-11-26,H2,plataforma,11,158.67,0,PE
TUR068-000546,2024-07-08,2024-09-14,H3,agencia,1,194.73,0,PE
TUR068-000547,2024-07-09,2024-11-07,H1,directo,3,114.13,1,CO
TUR068-000548,2024-07-09,2024-07-16,H2,plataforma,6,158.64,0,PE
TUR068-000549,2024-07-09,2024-08-14,H3,agencia,8,201.53,0,PE
TUR068-000550,2024-07-10,2024-11-25,H1,agencia,6,92.21,0,CL
TUR068-000551,2024-07-10,2024-08-19,H2,directo,8,160.59,0,ES
TUR068-000552,2024-07-10,2024-11-27,H3,plataforma,6,188.37,0,CL
TUR068-000553,2024-07-11,2024-07-31,H1,directo,3,104.59,0,CL
TUR068-000554,2024-07-11,2024-10-19,H2,agencia,6,146.67,0,ES
TUR068-000555,2024-07-11,2024-07-27,H3,directo,1,196.87,0,PE
TUR068-000556,2024-07-12,2024-11-04,H1,plataforma,8,104.41,0,PE
TUR068-000557,2024-07-12,2024-08-16,H2,directo,3,136.9,0,PE
TUR068-000558,2024-07-12,2024-11-07,H3,plataforma,4,184.94,0,CL
TUR068-000559,2024-07-13,2024-09-03,H1,plataforma,6,110.32,0,PE
TUR068-000560,2024-07-13,2024-10-04,H2,plataforma,1,156.26,0,PE
TUR068-000561,2024-07-13,2024-12-06,H3,plataforma,7,189.38,1,CO
TUR068-000562,2024-07-14,2024-10-21,H1,directo,7,102.79,0,PE
TUR068-000563,2024-07-14,2024-10-07,H2,plataforma,3,152.9,1,CL
TUR068-000564,2024-07-14,2024-11-15,H3,agencia,12,198.41,1,CL
TUR068-000565,2024-07-15,2024-11-27,H1,directo,9,91.83,0,ES
TUR068-000566,2024-07-15,2024-10-29,H2,agencia,9,146.72,0,PE
TUR068-000567,2024-07-16,2024-09-25,H3,agencia,8,194.89,0,ES
TUR068-000568,2024-07-16,2024-10-05,H1,directo,12,111.84,1,ES
TUR068-000569,2024-07-16,2024-12-06,H2,plataforma,7,133.03,1,CL
TUR068-000570,2024-07-17,2024-10-15,H3,agencia,7,197.4,0,PE
TUR068-000571,2024-07-17,2024-09-10,H1,plataforma,10,100.03,0,CL
TUR068-000572,2024-07-17,2024-11-11,H2,agencia,1,153.52,0,CL
TUR068-000573,2024-07-18,2024-10-17,H3,agencia,2,194.38,0,PE
TUR068-000574,2024-07-18,2024-08-24,H1,directo,3,87.35,0,CO
TUR068-000575,2024-07-18,2024-08-29,H2,plataforma,4,142.6,0,PE
TUR068-000576,2024-07-19,2024-12-11,H3,directo,11,184.96,1,PE
TUR068-000577,2024-07-19,2024-08-08,H1,directo,10,100.23,0,PE
TUR068-000578,2024-07-19,2024-10-17,H2,agencia,2,139.0,0,CO
TUR068-000579,2024-07-20,2024-07-23,H3,directo,5,195.95,0,CL
TUR068-000580,2024-07-20,2024-11-10,H1,directo,5,87.57,0,CO
TUR068-000581,2024-07-20,2024-09-19,H2,directo,4,131.6,0,PE
TUR068-000582,2024-07-21,2024-12-10,H3,plataforma,6,,0,CO
TUR068-000583,2024-07-21,2024-10-22,H1, AGENCIA ,10,107.84,0,ES
TUR068-000584,2024-07-21,2024-10-17,H2,plataforma,8,154.04,0,CO
TUR068-000585,2024-07-22,2024-10-18,H3,plataforma,5,180.4,1,CO
TUR068-000586,2024-07-22,2024-11-16,H1,agencia,11,95.28,0,CL
TUR068-000587,2024-07-22,2024-09-22,H2,agencia,2,138.68,0,CO
TUR068-000588,2024-07-23,2024-10-02,H3,directo,7,187.44,0,ES
TUR068-000589,2024-07-23,2024-08-20,H1,plataforma,9,86.94,0,PE
TUR068-000590,2024-07-24,2024-12-15,H2,directo,3,149.15,0,CL
TUR068-000591,2024-07-24,2024-09-03,H3,agencia,7,180.04,0,CL
TUR068-000592,2024-07-24,2024-10-29,H1,directo,7,107.47,1,ES
TUR068-000593,2024-07-25,2024-09-22,H2,agencia,12,146.57,0,CO
TUR068-000594,2024-07-25,2024-11-21,H3,plataforma,11,174.87,0,ES
TUR068-000595,2024-07-25,2024-09-06,H1,plataforma,8,106.2,0,PE
TUR068-000596,2024-07-26,2024-09-18,H2,agencia,1,143.49,0,CL
TUR068-000597,2024-07-26,2024-11-07,H3,directo,10,184.55,0,ES
TUR068-000598,2024-07-26,2024-12-23,H1,agencia,12,106.58,1,ES
TUR068-000599,2024-07-27,2024-09-14,H2,agencia,11,131.66,0,CL
TUR068-000600,2024-07-27,2024-10-26,H3,directo,9,197.09,1,ES
TUR068-000601,2024-07-27,2024-11-09,H1,agencia,9,106.11,0,PE
TUR068-000602,2024-07-28,2024-11-27,H2,directo,6,144.23,0,PE
TUR068-000603,2024-07-28,2024-07-30,H3,plataforma,1,185.76,0,ES
TUR068-000604,2024-07-28,2024-09-18,H1,directo,12,105.91,0,CO
TUR068-000605,2024-07-29,2024-11-26,H2,plataforma,1,146.69,0,PE
TUR068-000606,2024-07-29,2024-11-13,H3,directo,8,191.13,0,PE
TUR068-000607,2024-07-29,2024-08-30,H1,directo,3,104.62,0,CO
TUR068-000608,2024-07-30,2024-11-28,H2,directo,2,141.31,0,PE
TUR068-000609,2024-07-30,2024-09-02,H3,agencia,12,191.55,0,CO
TUR068-000610,2024-07-30,2024-11-29,H1,directo,6,102.84,0,PE
TUR068-000611,2024-07-31,2024-11-03,H2,directo,9,146.48,1,CL
TUR068-000612,2024-07-31,2024-08-06,H3,agencia,11,177.32,0,ES
TUR068-000613,2024-08-01,2024-10-11,H1,plataforma,9,104.57,0,CO
TUR068-000614,2024-08-01,2024-11-26,H2,plataforma,6,126.85,0,PE
TUR068-000615,2024-08-01,2024-08-16,H3,plataforma,6,179.18,0,PE
TUR068-000616,2024-08-02,2024-12-11,H1,plataforma,7,95.52,0,ES
TUR068-000617,2024-08-02,2024-09-14,H2,directo,5,129.79,0,CO
TUR068-000618,2024-08-02,2024-10-04,H3,plataforma,2,182.88,0,PE
TUR068-000619,2024-08-03,2024-11-18,H1,directo,11,80.11,0,PE
TUR068-000620,2024-08-03,2024-09-15,H2,plataforma,12,130.13,1,ES
TUR068-000621,2024-08-03,2024-08-15,H3,directo,2,171.27,0,CO
TUR068-000622,2024-08-04,2024-12-28,H1,directo,10,94.65,0,CO
TUR068-000623,2024-08-04,2024-11-19,H2,directo,5,145.25,0,CL
TUR068-000624,2024-08-04,2024-09-15,H3,agencia,5,180.8,0,ES
TUR068-000625,2024-08-05,2024-12-25,H1,directo,4,97.33,0,CL
TUR068-000626,2024-08-05,2024-11-12,H2,agencia,8,140.14,0,CL
TUR068-000627,2024-08-05,2024-10-21,H3,agencia,1,183.25,0,PE
TUR068-000628,2024-08-06,2024-12-19,H1,directo,7,101.53,0,CO
TUR068-000629,2024-08-06,2024-08-19,H2,agencia,12,123.04,0,CL
TUR068-000630,2024-08-06,2024-10-16,H3,plataforma,11,187.68,0,CO
TUR068-000631,2024-08-07,2024-10-18,H1,plataforma,4,85.95,1,CO
TUR068-000632,2024-08-07,2024-09-20,H2,agencia,10,143.35,0,CO
TUR068-000633,2024-08-07,2024-09-16,H3,agencia,4,186.49,0,CL
TUR068-000634,2024-08-08,2024-09-17,H1,agencia,10,"89,56",1,CO
TUR068-000635,2024-08-08,2024-12-21,H2,agencia,2,132.52,1,CO
TUR068-000636,2024-08-09,2024-11-07,H3,agencia,10,176.21,0,CL
TUR068-000637,2024-08-09,2024-08-31,H1,agencia,5,82.48,0,ES
TUR068-000638,2024-08-09,2025-01-02,H2,agencia,9,138.93,1,CO
TUR068-000639,2024-08-10,2024-09-20,H3,directo,11,181.36,0,PE
TUR068-000640,2024-08-10,2024-12-29,H1,agencia,9,89.46,0,CO
TUR068-000641,2024-08-10,2024-10-19,H2,directo,10,133.8,0,PE
TUR068-000642,2024-08-11,2024-12-19,H3,plataforma,10,171.34,1,CO
TUR068-000643,2024-08-11,2024-10-04,H1,directo,6,92.76,0,CL
TUR068-000644,2024-08-11,2024-10-01,H2,directo,6,142.34,0,CL
TUR068-000645,2024-08-12,2025-01-09,H3,agencia,10,167.13,1,CO
TUR068-000646,2024-08-12,2024-11-19,H1,plataforma,1,75.88,0,ES
TUR068-000647,2024-08-12,2024-08-29,H2,agencia,8,136.45,0,CO
TUR068-000648,2024-08-13,2024-09-24,H3,agencia,12,165.52,0,CL
TUR068-000649,2024-08-13,2024-11-15,H1,agencia,10,86.03,1,PE
TUR068-000650,2024-08-13,2024-12-21,H2,agencia,10,141.63,0,PE
TUR068-000651,2024-08-14,2024-12-21,H3,directo,9,168.44,0,CO
TUR068-000652,2024-08-14,2024-12-26,H1,directo,4,81.13,1,CO
TUR068-000653,2024-08-14,2024-09-22,H2,agencia,1,133.75,0,CO
TUR068-000654,2024-08-15,2024-12-11,H3,plataforma,6,167.26,0,ES
TUR068-000655,2024-08-15,2024-12-22,H1,agencia,7,79.25,0,PE
TUR068-000656,2024-08-16,2025-01-13,H2,agencia,5,136.6,1,CL
TUR068-000657,2024-08-16,2025-01-05,H3,plataforma,7,182.14,1,CL
TUR068-000658,2024-08-16,2025-01-13,H1,agencia,5,93.31,0,CL
TUR068-000659,2024-08-17,2024-10-28,H2,plataforma,7,130.51,0,CL
TUR068-000660,2024-08-17,2025-01-02,H3,agencia,9,174.98,0,PE
TUR068-000661,2024-08-17,2024-11-10,H1,directo,11,79.47,0,CO
TUR068-000662,2024-08-18,2024-10-25,H2,agencia,4,127.64,1,ES
TUR068-000663,2024-08-18,2024-11-29,H3,agencia,11,168.63,0,PE
TUR068-000664,2024-08-18,2024-12-16,H1,agencia,7,78.77,0,CL
TUR068-000665,2024-08-19,2024-12-13,H2,plataforma,6,,0,CL
TUR068-000666,2024-08-19,2025-01-05,H3,plataforma,3,175.25,0,PE
TUR068-000667,2024-08-19,2025-01-11,H1,directo,1,93.13,1,ES
TUR068-000668,2024-08-20,2024-11-03,H2,directo,11,126.7,0,CL
TUR068-000669,2024-08-20,2024-10-14,H3,plataforma,10,168.42,0,CL
TUR068-000670,2024-08-20,2024-11-12,H1,agencia,1,80.79,0,PE
TUR068-000671,2024-08-21,2024-08-24,H2,agencia,2,123.02,0,ES
TUR068-000672,2024-08-21,2024-12-02,H3,agencia,1,180.4,1,CL
TUR068-000673,2024-08-21,2024-08-30,H1,plataforma,3,77.07,0,ES
TUR068-000674,2024-08-22,2024-11-25,H2,directo,2,140.88,0,CO
TUR068-000675,2024-08-22,2024-12-29,H3,agencia,9,175.89,0,CL
TUR068-000676,2024-08-22,2024-10-19,H1,plataforma,3,80.77,0,PE
TUR068-000677,2024-08-23,2025-01-17,H2,directo,10,121.64,0,ES
TUR068-000678,2024-08-23,2024-11-03,H3,plataforma,1,185.25,1,ES
TUR068-000679,2024-08-24,2024-11-25,H1,plataforma,10,78.33,0,CL
TUR068-000680,2024-08-24,2024-11-24,H2, PLATAFORMA ,12,129.09,1,CO
TUR068-000681,2024-08-24,2025-01-09,H3,agencia,2,176.97,0,CL
TUR068-000682,2024-08-25,2024-12-12,H1,agencia,9,81.66,0,CO
TUR068-000683,2024-08-25,2024-09-25,H2,plataforma,12,126.36,1,CL
TUR068-000684,2024-08-25,2024-09-24,H3,plataforma,7,182.81,0,PE
TUR068-000685,2024-08-26,2024-10-27,H1,directo,10,89.83,0,CO
TUR068-000686,2024-08-26,2025-01-23,H2,agencia,5,123.18,1,CO
TUR068-000687,2024-08-26,2024-09-06,H3,plataforma,10,169.63,0,CL
TUR068-000688,2024-08-27,2024-09-03,H1,directo,6,73.5,0,CL
TUR068-000689,2024-08-27,2024-12-02,H2,plataforma,1,122.46,0,PE
TUR068-000690,2024-08-27,2024-11-18,H3,directo,6,177.05,1,PE
TUR068-000691,2024-08-28,2025-01-15,H1,directo,3,81.52,0,CO
TUR068-000692,2024-08-28,2024-11-07,H2,plataforma,3,118.43,0,CO
TUR068-000693,2024-08-28,2024-10-31,H3,agencia,12,163.85,0,CL
TUR068-000694,2024-08-29,2024-11-22,H1,agencia,7,75.94,0,CL
TUR068-000695,2024-08-29,2024-08-31,H2,plataforma,11,139.61,0,ES
TUR068-000696,2024-08-29,2024-10-28,H3,plataforma,4,167.64,1,CO
TUR068-000697,2024-08-30,2025-01-24,H1,agencia,11,92.81,0,ES
