registro_id,fecha,tienda,producto,unidades,precio,descuento,estado
CAJ022-000401,2024-12-16,T2,P10,1,45.25,0,completada
CAJ022-000402,2024-12-17,T3,P01,7,9.9,0.2,completada
CAJ022-000403,2024-12-18,T1,P02,9,13.48,0.2,completada
CAJ022-000404,2024-12-19,T2,P08,3,37.83,0.05,completada
CAJ022-000405,2024-12-20,T3,P12,3,53.97,0.1,completada
CAJ022-000406,2024-12-21,T1,P09,7,41.86,0.15,completada
CAJ022-000407,2024-12-22,T2,P07,6,32.7,0.2,completada
CAJ022-000408,2024-12-23,T3,P11,6,49.27,0.2,completada
CAJ022-000409,2024-12-23,T1,P04,1,20.23,0,completada
CAJ022-000410,2024-12-24,T2,P08,2,36.43,0.05,completada
CAJ022-000411,2024-12-25,T3,P06,7,29.87,0.2,completada
CAJ022-000412,2024-12-26,T1,P04,8,21.78,0.2,completada
CAJ022-000413,2024-12-27,T2,P10,1,44.74,0.1,completada
CAJ022-000414,2024-12-28,T3,P09,1,41.3,0.05,anulada
CAJ022-000415,2024-12-29,T1,P03,1,17.82,0.05,completada
CAJ022-000416,2024-12-30,T2,P01,3,,0.05,completada
CAJ022-000142,2024-05-03,T1,P10,8,45.05,0.15,completada
