registro_id,fecha_reserva,fecha_llegada,hotel,canal,noches,tarifa,cancelada,pais
TUR031-000348,2024-09-16,2025-02-04,H3,directo,7,179.76,1,PE
TUR031-000349,2024-09-17,2024-10-24,H1,plataforma,1,88.3,1,PE
TUR031-000350,2024-09-18,2024-12-31,H2,plataforma,7,114.32,0,CL
TUR031-000351,2024-09-18,2024-10-02,H3,agencia,8,171.2,0,CO
TUR031-000352,2024-09-19,2025-02-01,H1,directo,6,78.75,1,ES
TUR031-000353,2024-09-20,2024-12-25,H2,plataforma,6,120.76,1,CL
TUR031-000354,2024-09-21,2025-02-08,H3,plataforma,4,179.54,1,CL
TUR031-000355,2024-09-21,2024-10-25,H1,plataforma,12,79.26,0,ES
TUR031-000356,2024-09-22,2024-10-18,H2,plataforma,8,115.68,0,CO
TUR031-000357,2024-09-23,2024-11-29,H3,directo,1,158.27,0,ES
TUR031-000358,2024-09-24,2024-10-06,H1,agencia,8,88.99,0,CO
TUR031-000359,2024-09-24,2024-12-07,H2,agencia,1,119.65,0,CO
TUR031-000360,2024-09-25,2025-02-10,H3,directo,7,176.02,1,CO
TUR031-000361,2024-09-26,2024-11-29,H1,agencia,3,85.33,0,CL
TUR031-000362,2024-09-27,2024-10-11,H2,directo,6,126.12,0,PE
TUR031-000363,2024-09-27,2024-11-02,H3,directo,6,172.14,0,ES
TUR031-000364,2024-09-28,2024-10-06,H1,directo,2,88.79,0,PE
TUR031-000365,2024-09-29,2025-02-23,H2,agencia,8,130.98,0,CO
TUR031-000366,2024-09-30,2025-01-14,H3,directo,10,164.21,1,PE
TUR031-000367,2024-09-30,2024-10-21,H1,agencia,8,82.53,1,CO
TUR031-000368,2024-10-01,2024-12-25,H2,agencia,12,117.24,1,CL
TUR031-000369,2024-10-02,2025-01-12,H3,agencia,11,176.97,1,CL
TUR031-000370,2024-10-02,2024-12-16,H1,directo,5,71.23,0,PE
TUR031-000371,2024-10-03,2025-01-26,H2,plataforma,8,112.39,0,ES
TUR031-000372,2024-10-04,2024-11-12,H3,plataforma,9,169.82,0,PE
TUR031-000373,2024-10-05,2024-10-28,H1,agencia,2,84.96,0,CL
TUR031-000374,2024-10-05,2024-12-31,H2,plataforma,4,122.4,0,ES
TUR031-000375,2024-10-06,2025-03-01,H3,directo,4,159.97,1,ES
TUR031-000376,2024-10-07,2025-01-24,H1,plataforma,3,66.02,1,CL
TUR031-000377,2024-10-08,2024-12-11,H2,agencia,10,120.85,0,CO
TUR031-000378,2024-10-08,2024-12-05,H3,agencia,9,173.14,0,CL
TUR031-000379,2024-10-09,2024-12-09,H1,directo,12,78.05,0,ES
TUR031-000380,2024-10-10,2024-11-19,H2,directo,7,112.41,0,ES
TUR031-000381,2024-10-11,2024-11-11,H3,agencia,2,176.82,0,CO
TUR031-000382,2024-10-11,2025-01-21,H1,plataforma,12,68.4,1,CL
TUR031-000383,2024-10-12,2025-02-13,H2,plataforma,2,133.02,0,PE
TUR031-000384,2024-10-13,2024-10-20,H3,directo,4,162.99,0,CL
TUR031-000385,2024-10-14,2024-10-22,H1,plataforma,1,79.74,0,PE
TUR031-000386,2024-10-14,2025-03-12,H2,directo,7,118.79,0,ES
TUR031-000387,2024-10-15,2024-12-01,H3,agencia,8,167.97,0,CO
TUR031-000388,2024-10-16,2025-01-16,H1,directo,11,67.99,0,ES
TUR031-000389,2024-10-17,2025-03-01,H2, AGENCIA ,2,117.25,0,PE
TUR031-000390,2024-10-17,2025-03-04,H3,agencia,5,167.75,0,CO
TUR031-000391,2024-10-18,2025-01-17,H1,plataforma,4,80.56,1,CO
TUR031-000392,2024-10-19,2025-02-10,H2,plataforma,9,124.22,1,ES
TUR031-000393,2024-10-20,2025-02-16,H3,plataforma,12,166.62,1,PE
TUR031-000394,2024-10-20,2025-02-25,H1,directo,10,71.5,0,ES
TUR031-000395,2024-10-21,2025-03-03,H2,directo,12,121.57,0,ES
TUR031-000396,2024-10-22,2024-10-31,H3,directo,2,179.82,0,PE
TUR031-000397,2024-10-23,2024-10-30,H1,agencia,5,83.18,0,CL
TUR031-000398,2024-10-23,2024-11-26,H2,agencia,4,130.75,0,PE
TUR031-000399,2024-10-24,2024-11-11,H3,agencia,5,168.12,0,ES
TUR031-000400,2024-10-25,2024-11-13,H1,plataforma,5,74.42,1,CL
TUR031-000401,2024-10-26,2025-01-21,H2,directo,9,124.53,0,CO
TUR031-000402,2024-10-26,2025-01-11,H3,plataforma,6,164.77,1,CO
TUR031-000403,2024-10-27,2024-11-23,H1,agencia,9,92.26,0,PE
TUR031-000404,2024-10-28,2025-01-23,H2,agencia,11,136.53,0,CO
TUR031-000405,2024-10-29,2024-11-07,H3,agencia,3,172.08,0,CL
TUR031-000406,2024-10-29,2025-03-28,H1,plataforma,2,70.67,1,CL
TUR031-000407,2024-10-30,2024-11-14,H2,plataforma,6,134.06,0,ES
TUR031-000408,2024-10-31,2024-12-12,H3,plataforma,11,166.38,0,PE
TUR031-000409,2024-11-01,2025-03-07,H1,directo,10,87.39,0,CO
TUR031-000410,2024-11-01,2024-12-16,H2,plataforma,6,135.34,1,PE
TUR031-000411,2024-11-02,2024-11-08,H3,agencia,10,180.5,0,ES
TUR031-000412,2024-11-03,2025-01-13,H1,directo,10,79.32,0,PE
TUR031-000413,2024-11-04,2025-02-27,H2,plataforma,5,119.69,1,ES
TUR031-000414,2024-11-04,2025-03-02,H3,directo,9,171.28,0,CL
TUR031-000415,2024-11-05,2024-12-26,H1,plataforma,3,75.41,0,CO
TUR031-000416,2024-11-06,2024-12-18,H2,plataforma,6,,0,CO
TUR031-000417,2024-11-07,2024-12-31,H3,agencia,2,170.64,1,ES
TUR031-000418,2024-11-07,2024-12-26,H1,directo,1,82.44,1,CO
TUR031-000419,2024-11-08,2025-02-10,H2,agencia,12,133.44,0,ES
TUR031-000420,2024-11-09,2024-12-17,H3,plataforma,1,185.83,0,CO
TUR031-000421,2024-11-10,2025-04-08,H1,agencia,2,91.38,0,CL
TUR031-000422,2024-11-10,2025-01-20,H2,agencia,11,136.04,0,PE
TUR031-000423,2024-11-11,2025-04-09,H3,plataforma,10,"174,71",0,PE
TUR031-000424,2024-11-12,2025-04-04,H1,plataforma,7,95.68,0,ES
TUR031-000425,2024-11-13,2025-04-01,H2,agencia,9,121.17,0,CO
TUR031-000426,2024-11-13,2024-12-12,H3,plataforma,9,169.44,0,ES
TUR031-000427,2024-11-14,2025-03-29,H1,agencia,2,78.82,1,PE
TUR031-000428,2024-11-15,2024-12-25,H2,directo,10,142.43,0,ES
TUR031-000429,2024-11-16,2025-03-29,H3,plataforma,1,184.71,0,CL
TUR031-000430,2024-11-16,2025-03-29,H1,directo,4,95.23,0,CL
TUR031-000431,2024-11-17,2025-04-02,H2,directo,5,134.88,0,ES
TUR031-000432,2024-11-18,2025-02-17,H3,agencia,2,174.93,1,PE
TUR031-000433,2024-11-19,2024-12-25,H1,agencia,3,98.26,0,CL
TUR031-000434,2024-11-19,2025-03-12,H2,directo,1,136.8,0,CL
TUR031-000435,2024-11-20,2025-01-16,H3,plataforma,7,189.57,0,CO
TUR031-000436,2024-11-21,2024-12-19,H1,agencia,11,95.62,0,PE
TUR031-000437,2024-11-22,2024-12-22,H2,agencia,3,143.13,0,PE
TUR031-000438,2024-11-22,2025-03-10,H3,plataforma,10,190.12,0,CO
TUR031-000439,2024-11-23,2025-02-14,H1,agencia,4,95.58,1,PE
TUR031-000440,2024-11-24,2025-04-21,H2,agencia,5,142.6,0,PE
TUR031-000441,2024-11-25,2025-03-12,H3,agencia,12,181.1,0,ES
TUR031-000442,2024-11-25,2025-01-05,H1,plataforma,1,92.14,0,PE
TUR031-000443,2024-11-26,2025-02-22,H2,plataforma,6,123.82,0,CL
TUR031-000444,2024-11-27,2025-01-11,H3,plataforma,9,183.81,0,ES
TUR031-000445,2024-11-28,2025-03-12,H1,directo,10,92.45,0,PE
TUR031-000446,2024-11-28,2025-02-19,H2,directo,9,140.07,0,CO
TUR031-000447,2024-11-29,2024-12-10,H3,agencia,7,179.5,0,ES
TUR031-000448,2024-11-30,2025-01-30,H1,plataforma,9,99.35,0,CL
TUR031-000449,2024-12-01,2025-01-24,H2,plataforma,8,142.44,0,CL
TUR031-000450,2024-12-01,2025-01-17,H3,agencia,7,180.62,0,PE
TUR031-000451,2024-12-02,2025-01-04,H1,plataforma,8,103.54,0,CO
TUR031-000452,2024-12-03,2024-12-11,H2,agencia,7,146.29,0,ES
TUR031-000453,2024-12-04,2025-03-25,H3,directo,9,182.51,1,CO
TUR031-000454,2024-12-04,2025-03-15,H1,directo,6,93.43,0,PE
TUR031-000455,2024-12-05,2025-02-06,H2,plataforma,7,139.44,0,CL
TUR031-000456,2024-12-06,2024-12-19,H3,plataforma,2,180.9,1,PE
TUR031-000457,2024-12-07,2025-01-09,H1,directo,3,98.71,0,CO
TUR031-000458,2024-12-07,2025-01-07,H2,agencia,2,149.7,0,CO
TUR031-000459,2024-12-08,2025-02-20,H3,directo,5,186.71,0,CO
TUR031-000460,2024-12-09,2025-02-22,H1,plataforma,10,103.54,0,PE
TUR031-000461,2024-12-10,2025-02-26,H2,agencia,2,134.83,0,CL
TUR031-000462,2024-12-10,2024-12-18,H3,agencia,4,196.26,0,ES
TUR031-000463,2024-12-11,2025-02-03,H1,plataforma,1,96.08,0,CO
TUR031-000464,2024-12-12,2025-03-31,H2,directo,3,138.85,0,CO
TUR031-000465,2024-12-13,2025-04-14,H3,plataforma,2,197.34,0,PE
TUR031-000466,2024-12-13,2025-02-28,H1,agencia,8,98.75,0,ES
TUR031-000467,2024-12-14,2025-04-01,H2,directo,6,138.03,1,CL
TUR031-000468,2024-12-15,2025-02-18,H3,directo,3,197.52,0,ES
TUR031-000469,2024-12-16,2025-01-31,H1,agencia,1,104.27,0,CO
TUR031-000470,2024-12-16,2025-03-26,H2,plataforma,10,136.35,0,CL
TUR031-000471,2024-12-17,2025-01-12,H3,plataforma,10,185.91,0,PE
TUR031-000472,2024-12-18,2025-03-10,H1,directo,1,97.38,0,CO
TUR031-000473,2024-12-19,2025-02-23,H2,agencia,5,156.19,0,PE
TUR031-000474,2024-12-19,2025-05-05,H3,plataforma,5,188.47,0,PE
TUR031-000475,2024-12-20,2025-01-02,H1,agencia,6,99.57,0,ES
TUR031-000476,2024-12-21,2025-05-18,H2,plataforma,2,141.76,0,ES
TUR031-000477,2024-12-22,2025-05-03,H3,plataforma,8,180.87,0,CL
TUR031-000478,2024-12-22,2025-04-27,H1,directo,9,104.02,0,CL
TUR031-000479,2024-12-23,2025-03-23,H2,directo,8,143.18,0,CL
TUR031-000480,2024-12-24,2025-03-01,H3,agencia,6,198.13,0,CL
TUR031-000481,2024-12-25,2025-05-03,H1,agencia,10,111.39,1,PE
TUR031-000482,2024-12-25,2025-04-02,H2,plataforma,6,147.13,0,ES
TUR031-000483,2024-12-26,2025-02-07,H3,agencia,3,189.71,0,CO
TUR031-000484,2024-12-27,2025-04-17,H1,directo,9,113.86,0,ES
TUR031-000485,2024-12-28,2025-03-21,H2,plataforma,8,143.07,0,PE
TUR031-000486,2024-12-28,2025-01-11,H3, AGENCIA ,11,188.18,0,CL
TUR031-000487,2024-12-29,2025-03-20,H1,plataforma,10,101.94,1,PE
TUR031-000488,2024-12-30,2025-04-12,H2,directo,2,153.2,0,ES
TUR031-000419,2024-11-08,2025-02-10,H2,agencia,12,133.44,0,ES
