registro_id,fecha,equipo,canal,prioridad,minutos_resolucion,estado,reabierto
SOP023-000403,2024-12-12,E1,correo,normal,,abierto,0
SOP023-000404,2024-12-12,E2,correo,normal,,abierto,0
SOP023-000405,2024-12-13,E3,telefono,normal,301.8,cerrado,0
SOP023-000406,2024-12-14,E1,web,normal,4635.4,cerrado,1
SOP023-000407,2024-12-15,E2,telefono,alta,,abierto,0
SOP023-000408,2024-12-16,E3,web,normal,806.0,cerrado,0
SOP023-000409,2024-12-17,E1,telefono,normal,772.6,cerrado,0
SOP023-000410,2024-12-18,E2,telefono,normal,1330.7,cerrado,0
SOP023-000411,2024-12-18,E3,telefono,normal,553.0,cerrado,0
SOP023-000412,2024-12-19,E1,correo,normal,405.2,cerrado,0
SOP023-000413,2024-12-20,E2,correo,normal,834.8,cerrado,0
SOP023-000414,2024-12-21,E3,correo,normal,3684.3,cerrado,0
SOP023-000415,2024-12-22,E1,correo,normal,4493.6,cerrado,1
SOP023-000416,2024-12-23,E2,telefono,alta,,cerrado,0
SOP023-000417,2024-12-24,E3,correo,normal,5557.6,cerrado,1
SOP023-000418,2024-12-24,E1,correo,normal,4578.6,cerrado,1
SOP023-000419,2024-12-25,E2,web,baja,412.0,cerrado,0
SOP023-000420,2024-12-26,E3,telefono,alta,294.5,cerrado,0
SOP023-000421,2024-12-27,E1,correo,baja,287.2,cerrado,0
SOP023-000422,2024-12-28,E2,telefono,alta,,abierto,0
SOP023-000423,2024-12-29,E3,web,normal,"1075,6",cerrado,0
SOP023-000424,2024-12-30,E1,telefono,alta,,abierto,0
SOP023-000061,2024-02-21,E1,web,normal,,abierto,0
