registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE030-000410,2024-05-16,B2,23.9,90,291.87,1200,0.62
ENE030-000411,2024-05-16,B3,25.7,104,473.16,1800,0.62
ENE030-000412,2024-05-17,B1,25.0,49,180.48,600,0.62
ENE030-000413,2024-05-17,B2,23.5,72,255.54,1200,0.62
ENE030-000414,2024-05-17,B3,27.4,94,562.28,1800,0.62
ENE030-000415,2024-05-18,B1,25.4,10,116.83,600,0.62
ENE030-000416,2024-05-18,B2,21.7,17,,1200,0.62
ENE030-000417,2024-05-18,B3,22.9,17,227.53,1800,0.62
ENE030-000418,2024-05-19,B1,25.6,10,99.43,600,0.62
ENE030-000419,2024-05-19,B2,24.7,21,221.02,1200,0.62
ENE030-000420,2024-05-19,B3,25.0,25,316.52,1800,0.62
ENE030-000421,2024-05-20,B1,23.8,49,155.69,600,0.62
ENE030-000422,2024-05-20,B2,22.7,66,229.42,1200,0.62
ENE030-000423,2024-05-20,B3,24.3,107,"413,21",1800,0.62
ENE030-000424,2024-05-21,B1,26.5,46,191.4,600,0.62
ENE030-000425,2024-05-21,B2,24.5,105,330.26,1200,0.62
ENE030-000426,2024-05-21,B3,25.8,136,505.95,1800,0.62
ENE030-000427,2024-05-22,B1,26.7,68,216.26,600,0.62
ENE030-000428,2024-05-22,B2,23.5,67,262.88,1200,0.62
ENE030-000429,2024-05-22,B3,26.0,94,452.01,1800,0.62
ENE030-000430,2024-05-23,B1,25.6,42,161.47,600,0.62
ENE030-000431,2024-05-23,B2,24.5,85,304.0,1200,0.62
ENE030-000432,2024-05-23,B3,24.8,102,421.25,1800,0.62
ENE030-000433,2024-05-24,B1,23.0,35,127.87,600,0.62
ENE030-000434,2024-05-24,B2,24.7,106,325.74,1200,0.62
ENE030-000435,2024-05-24,B3,24.2,91,385.37,1800,0.62
ENE030-000436,2024-05-25,B1,25.4,8,116.98,600,0.62
ENE030-000437,2024-05-25,B2,23.0,18,165.78,1200,0.62
ENE030-000438,2024-05-25,B3,23.5,22,258.87,1800,0.62
ENE030-000439,2024-05-26,B1,23.1,12,104.7,600,0.62
ENE030-000440,2024-05-26,B2,24.1,21,194.39,1200,0.62
ENE030-000441,2024-05-26,B3,26.9,19,393.83,1800,0.62
ENE030-000443,2024-05-27,B2,21.9,84,262.76,1200,0.62
ENE030-000444,2024-05-27,B3,24.5,86,376.36,1800,0.62
ENE030-000445,2024-05-28,B1,23.0,60,143.54,600,0.62
ENE030-000446,2024-05-28,B2,22.3,66,225.96,1200,0.62
ENE030-000447,2024-05-28,B3,23.3,99,358.44,1800,0.62
ENE030-000448,2024-05-29,B1,23.5,60,165.91,600,0.62
ENE030-000449,2024-05-29,B2,23.6,74,257.82,1200,0.62
ENE030-000450,2024-05-29,B3,24.1,97,376.12,1800,0.62
ENE030-000451,2024-05-30,B1,23.9,18,101.79,600,0.62
ENE030-000452,2024-05-30,B2,19.9,88,249.21,1200,0.62
ENE030-000453,2024-05-30,B3,23.7,112,384.11,1800,0.62
ENE030-000454,2024-05-31,B1,22.9,41,135.37,600,0.62
ENE030-000455,2024-05-31,B2,23.3,78,254.79,1200,0.62
ENE030-000456,2024-05-31,B3,24.7,94,409.95,1800,0.62
ENE030-000457,2024-06-01,B1,24.9,8,110.3,600,0.62
ENE030-000458,2024-06-01,B2,26.1,15,243.86,1200,0.62
ENE030-000459,2024-06-01,B3,21.6,20,185.26,1800,0.62
ENE030-000460,2024-06-02,B1,23.5,6,90.2,600,0.62
ENE030-000461,2024-06-02,B2,22.9,11,154.97,1200,0.62
ENE030-000462,2024-06-02,B3,20.1,21,187.4,1800,0.62
ENE030-000463,2024-06-03,B1,20.0,35,100.16,600,0.62
ENE030-000464,2024-06-03,B2,25.8,64,306.67,1200,0.62
ENE030-000465,2024-06-03,B3,23.1,100,368.36,1800,0.62
ENE030-000466,2024-06-04,B1,20.8,55,144.8,600,0.62
ENE030-000467,2024-06-04,B2,20.7,63,193.63,1200,0.62
ENE030-000468,2024-06-04,B3,23.1,105,361.84,1800,0.62
ENE030-000469,2024-06-05,B1,24.2,42,144.68,600,0.62
ENE030-000470,2024-06-05,B2,23.6,71,255.14,1200,0.62
ENE030-000471,2024-06-05,B3,24.7,113,438.32,1800,0.62
ENE030-000472,2024-06-06,B1,21.1,29,104.62,600,0.62
ENE030-000473,2024-06-06,B2,22.9,83,255.65,1200,0.62
ENE030-000474,2024-06-06,B3,21.9,112,333.2,1800,0.62
ENE030-000475,2024-06-07,B1,23.4,35,136.26,600,0.62
ENE030-000476,2024-06-07,B2,23.9,67,259.41,1200,0.62
ENE030-000477,2024-06-07,B3,24.1,100,394.08,1800,0.62
ENE030-000478,2024-06-08,B1,22.0,8,63.87,600,0.62
ENE030-000479,2024-06-08,B2,21.2,17,131.29,1200,0.62
ENE030-000480,2024-06-08,B3,24.3,20,282.09,1800,0.62
