registro_id,fecha,muestra,replica,instrumento,concentracion,limite,bajo_limite,unidad
LAB058-000380,2024-01-16,Q00064,2,A,2.293,2,0,mg/L
LAB058-000381,2024-01-16,Q00064,3,A,2.867,2,0,mg/L
LAB058-000382,2024-01-16,Q00064,1,B,3.942,3,0,mg/L
LAB058-000383,2024-01-16,Q00064,2,B,3.069,3,0,mg/L
LAB058-000384,2024-01-16,Q00064,3,B,3.699,3,0,mg/L
LAB058-000385,2024-01-17,Q00065,1,A,11.252,2,0,mg/L
LAB058-000386,2024-01-17,Q00065,2,A,10.24,2,0,mg/L
LAB058-000387,2024-01-17,Q00065,3,A,10.549,2,0,mg/L
LAB058-000388,2024-01-17,Q00065,1,B,11.596,3,0,mg/L
LAB058-000389,2024-01-17,Q00065,2,B,10.379,3,0, MG/L 
LAB058-000390,2024-01-17,Q00065,3,B,11.404,3,0,mg/L
LAB058-000391,2024-01-17,Q00066,1,A,2.897,2,0,mg/L
LAB058-000392,2024-01-17,Q00066,2,A,4.127,2,0,mg/L
LAB058-000393,2024-01-17,Q00066,3,A,4.273,2,0,mg/L
LAB058-000394,2024-01-17,Q00066,1,B,,3,1,mg/L
LAB058-000395,2024-01-17,Q00066,2,B,,3,1,mg/L
LAB058-000396,2024-01-17,Q00066,3,B,4.195,3,0,mg/L
LAB058-000397,2024-01-17,Q00067,1,A,5.074,2,0,mg/L
LAB058-000398,2024-01-17,Q00067,2,A,5.87,2,0,mg/L
LAB058-000399,2024-01-17,Q00067,3,A,4.533,2,0,mg/L
LAB058-000400,2024-01-17,Q00067,1,B,5.746,3,0,mg/L
LAB058-000401,2024-01-17,Q00067,2,B,6.619,3,0,mg/L
LAB058-000402,2024-01-17,Q00067,3,B,6.669,3,0,mg/L
LAB058-000403,2024-01-17,Q00068,1,A,19.775,2,0,mg/L
LAB058-000404,2024-01-17,Q00068,2,A,20.343,2,0,mg/L
LAB058-000405,2024-01-17,Q00068,3,A,19.362,2,0,mg/L
LAB058-000406,2024-01-17,Q00068,1,B,19.863,3,0,mg/L
LAB058-000407,2024-01-17,Q00068,2,B,20.559,3,0,mg/L
LAB058-000408,2024-01-17,Q00068,3,B,20.249,3,0,mg/L
LAB058-000409,2024-01-18,Q00069,1,A,13.477,2,0,mg/L
LAB058-000410,2024-01-18,Q00069,2,A,13.365,2,0,mg/L
LAB058-000411,2024-01-18,Q00069,3,A,13.56,2,0,mg/L
LAB058-000412,2024-01-18,Q00069,1,B,13.723,3,0,mg/L
LAB058-000413,2024-01-18,Q00069,2,B,13.755,3,0,mg/L
LAB058-000414,2024-01-18,Q00069,3,B,13.315,3,0,mg/L
LAB058-000415,2024-01-18,Q00070,1,A,,2,1,mg/L
LAB058-000416,2024-01-18,Q00070,2,A,,2,1,mg/L
LAB058-000417,2024-01-18,Q00070,3,A,2.374,2,0,mg/L
LAB058-000418,2024-01-18,Q00070,1,B,,3,1,mg/L
LAB058-000419,2024-01-18,Q00070,2,B,,3,1,mg/L
LAB058-000420,2024-01-18,Q00070,3,B,,3,1,mg/L
LAB058-000421,2024-01-18,Q00071,1,A,3.266,2,0,mg/L
LAB058-000422,2024-01-18,Q00071,2,A,2.584,2,0,mg/L
LAB058-000423,2024-01-18,Q00071,3,A,"3,438",2,0,mg/L
LAB058-000424,2024-01-18,Q00071,1,B,,3,1,mg/L
LAB058-000425,2024-01-18,Q00071,2,B,,3,1,mg/L
LAB058-000426,2024-01-18,Q00071,3,B,3.607,3,0,mg/L
LAB058-000427,2024-01-18,Q00072,1,A,3.743,2,0,mg/L
LAB058-000428,2024-01-18,Q00072,2,A,3.016,2,0,mg/L
LAB058-000429,2024-01-18,Q00072,3,A,2.855,2,0,mg/L
LAB058-000430,2024-01-18,Q00072,1,B,4.157,3,0,mg/L
LAB058-000431,2024-01-18,Q00072,2,B,4.284,3,0,mg/L
LAB058-000432,2024-01-18,Q00072,3,B,3.416,3,0,mg/L
LAB058-000433,2024-01-19,Q00073,1,A,16.365,2,0,mg/L
LAB058-000434,2024-01-19,Q00073,2,A,17.23,2,0,mg/L
LAB058-000435,2024-01-19,Q00073,3,A,17.439,2,0,mg/L
LAB058-000436,2024-01-19,Q00073,1,B,17.396,3,0,mg/L
LAB058-000437,2024-01-19,Q00073,2,B,16.408,3,0,mg/L
LAB058-000438,2024-01-19,Q00073,3,B,16.502,3,0,mg/L
LAB058-000439,2024-01-19,Q00074,1,A,9.735,2,0,mg/L
LAB058-000440,2024-01-19,Q00074,2,A,10.155,2,0,mg/L
LAB058-000441,2024-01-19,Q00074,3,A,10.826,2,0,mg/L
LAB058-000442,2024-01-19,Q00074,1,B,10.385,3,0,mg/L
LAB058-000443,2024-01-19,Q00074,2,B,10.904,3,0,mg/L
LAB058-000444,2024-01-19,Q00074,3,B,11.388,3,0,mg/L
LAB058-000445,2024-01-19,Q00075,1,A,6.472,2,0,mg/L
LAB058-000446,2024-01-19,Q00075,2,A,6.287,2,0,mg/L
LAB058-000447,2024-01-19,Q00075,3,A,7.117,2,0,mg/L
LAB058-000448,2024-01-19,Q00075,1,B,8.986,3,0,mg/L
LAB058-000449,2024-01-19,Q00075,2,B,8.78,3,0,mg/L
LAB058-000450,2024-01-19,Q00075,3,B,9.002,3,0,mg/L
LAB058-000451,2024-01-19,Q00076,1,A,5.857,2,0,mg/L
LAB058-000452,2024-01-19,Q00076,2,A,7.851,2,0,mg/L
LAB058-000453,2024-01-19,Q00076,3,A,7.131,2,0,mg/L
LAB058-000454,2024-01-19,Q00076,1,B,8.154,3,0,mg/L
LAB058-000455,2024-01-19,Q00076,2,B,7.952,3,0,mg/L
LAB058-000456,2024-01-19,Q00076,3,B,8.494,3,0,mg/L
LAB058-000457,2024-01-20,Q00077,1,A,31.93,2,0,mg/L
LAB058-000458,2024-01-20,Q00077,2,A,32.062,2,0,mg/L
LAB058-000459,2024-01-20,Q00077,3,A,33.028,2,0,mg/L
LAB058-000460,2024-01-20,Q00077,1,B,33.905,3,0,mg/L
LAB058-000461,2024-01-20,Q00077,2,B,33.684,3,0,mg/L
LAB058-000462,2024-01-20,Q00077,3,B,33.115,3,0,mg/L
LAB058-000463,2024-01-20,Q00078,1,A,3.58,2,0,mg/L
LAB058-000464,2024-01-20,Q00078,2,A,2.011,2,0,mg/L
LAB058-000465,2024-01-20,Q00078,3,A,2.721,2,0,mg/L
LAB058-000466,2024-01-20,Q00078,1,B,3.42,3,0,mg/L
LAB058-000467,2024-01-20,Q00078,2,B,4.618,3,0,mg/L
LAB058-000468,2024-01-20,Q00078,3,B,3.52,3,0,mg/L
LAB058-000469,2024-01-20,Q00079,1,A,9.162,2,0,mg/L
LAB058-000470,2024-01-20,Q00079,2,A,9.188,2,0,mg/L
LAB058-000471,2024-01-20,Q00079,3,A,8.96,2,0,mg/L
LAB058-000472,2024-01-20,Q00079,1,B,9.858,3,0,mg/L
LAB058-000473,2024-01-20,Q00079,2,B,8.709,3,0,mg/L
LAB058-000474,2024-01-20,Q00079,3,B,9.379,3,0,mg/L
LAB058-000475,2024-01-20,Q00080,1,A,5.088,2,0,mg/L
LAB058-000476,2024-01-20,Q00080,2,A,5.434,2,0,mg/L
LAB058-000477,2024-01-20,Q00080,3,A,5.252,2,0,mg/L
LAB058-000478,2024-01-20,Q00080,1,B,5.548,3,0,mg/L
LAB058-000479,2024-01-20,Q00080,2,B,6.762,3,0,mg/L
LAB058-000480,2024-01-20,Q00080,3,B,6.71,3,0,mg/L
LAB058-000481,2024-01-21,Q00081,1,A,6.493,2,0,mg/L
LAB058-000482,2024-01-21,Q00081,2,A,6.353,2,0,mg/L
LAB058-000483,2024-01-21,Q00081,3,A,4.357,2,0,mg/L
LAB058-000484,2024-01-21,Q00081,1,B,5.509,3,0,mg/L
LAB058-000485,2024-01-21,Q00081,2,B,7.016,3,0,mg/L
LAB058-000486,2024-01-21,Q00081,3,B,5.295,3,0, MG/L 
LAB058-000487,2024-01-21,Q00082,1,A,6.771,2,0,mg/L
LAB058-000488,2024-01-21,Q00082,2,A,6.928,2,0,mg/L
LAB058-000489,2024-01-21,Q00082,3,A,5.956,2,0,mg/L
LAB058-000490,2024-01-21,Q00082,1,B,6.508,3,0,mg/L
LAB058-000491,2024-01-21,Q00082,2,B,6.348,3,0,mg/L
LAB058-000492,2024-01-21,Q00082,3,B,6.747,3,0,mg/L
LAB058-000493,2024-01-21,Q00083,1,A,4.177,2,0,mg/L
LAB058-000494,2024-01-21,Q00083,2,A,5.038,2,0,mg/L
LAB058-000495,2024-01-21,Q00083,3,A,3.8,2,0,mg/L
LAB058-000496,2024-01-21,Q00083,1,B,4.46,3,0,mg/L
LAB058-000497,2024-01-21,Q00083,2,B,4.732,3,0,mg/L
LAB058-000498,2024-01-21,Q00083,3,B,5.643,3,0,mg/L
LAB058-000499,2024-01-21,Q00084,1,A,,2,0,mg/L
LAB058-000500,2024-01-21,Q00084,2,A,9.807,2,0,mg/L
LAB058-000501,2024-01-21,Q00084,3,A,8.381,2,0,mg/L
LAB058-000502,2024-01-21,Q00084,1,B,10.57,3,0,mg/L
LAB058-000503,2024-01-21,Q00084,2,B,9.422,3,0,mg/L
LAB058-000504,2024-01-21,Q00084,3,B,9.644,3,0,mg/L
LAB058-000505,2024-01-22,Q00085,1,A,15.661,2,0,mg/L
LAB058-000506,2024-01-22,Q00085,2,A,13.515,2,0,mg/L
LAB058-000507,2024-01-22,Q00085,3,A,13.587,2,0,mg/L
LAB058-000508,2024-01-22,Q00085,1,B,15.74,3,0,mg/L
LAB058-000509,2024-01-22,Q00085,2,B,16.313,3,0,mg/L
LAB058-000510,2024-01-22,Q00085,3,B,15.051,3,0,mg/L
LAB058-000511,2024-01-22,Q00086,1,A,2.761,2,0,mg/L
LAB058-000512,2024-01-22,Q00086,2,A,2.368,2,0,mg/L
LAB058-000513,2024-01-22,Q00086,3,A,2.281,2,0,mg/L
LAB058-000514,2024-01-22,Q00086,1,B,3.208,3,0,mg/L
LAB058-000515,2024-01-22,Q00086,2,B,,3,1,mg/L
LAB058-000516,2024-01-22,Q00086,3,B,4.06,3,0,mg/L
LAB058-000517,2024-01-22,Q00087,1,A,2.348,2,0,mg/L
LAB058-000518,2024-01-22,Q00087,2,A,2.374,2,0,mg/L
LAB058-000519,2024-01-22,Q00087,3,A,2.059,2,0,mg/L
LAB058-000520,2024-01-22,Q00087,1,B,3.582,3,0,mg/L
LAB058-000521,2024-01-22,Q00087,2,B,3.104,3,0,mg/L
LAB058-000522,2024-01-22,Q00087,3,B,,3,1,mg/L
LAB058-000523,2024-01-22,Q00088,1,A,7.713,2,0,mg/L
LAB058-000524,2024-01-22,Q00088,2,A,8.967,2,0,mg/L
LAB058-000525,2024-01-22,Q00088,3,A,7.995,2,0,mg/L
LAB058-000526,2024-01-22,Q00088,1,B,8.337,3,0,mg/L
LAB058-000527,2024-01-22,Q00088,2,B,8.62,3,0,mg/L
LAB058-000528,2024-01-22,Q00088,3,B,8.003,3,0,mg/L
LAB058-000529,2024-01-23,Q00089,1,A,6.329,2,0,mg/L
LAB058-000530,2024-01-23,Q00089,2,A,6.074,2,0,mg/L
LAB058-000531,2024-01-23,Q00089,3,A,5.562,2,0,mg/L
LAB058-000532,2024-01-23,Q00089,1,B,6.535,3,0,mg/L
LAB058-000533,2024-01-23,Q00089,2,B,6.394,3,0,mg/L
LAB058-000534,2024-01-23,Q00089,3,B,6.85,3,0,mg/L
LAB058-000535,2024-01-23,Q00090,1,A,23.066,2,0,mg/L
LAB058-000536,2024-01-23,Q00090,2,A,24.335,2,0,mg/L
LAB058-000537,2024-01-23,Q00090,3,A,23.469,2,0,mg/L
LAB058-000538,2024-01-23,Q00090,1,B,24.875,3,0,mg/L
LAB058-000539,2024-01-23,Q00090,2,B,24.192,3,0,mg/L
LAB058-000540,2024-01-23,Q00090,3,B,24.052,3,0,mg/L
LAB058-000541,2024-01-23,Q00091,1,A,6.528,2,0,mg/L
LAB058-000542,2024-01-23,Q00091,2,A,7.62,2,0,mg/L
LAB058-000543,2024-01-23,Q00091,3,A,7.328,2,0,mg/L
LAB058-000544,2024-01-23,Q00091,1,B,7.491,3,0,mg/L
LAB058-000545,2024-01-23,Q00091,2,B,6.913,3,0,mg/L
LAB058-000546,2024-01-23,Q00091,3,B,7.539,3,0,mg/L
LAB058-000547,2024-01-23,Q00092,1,A,4.35,2,0,mg/L
LAB058-000548,2024-01-23,Q00092,2,A,3.588,2,0,mg/L
LAB058-000549,2024-01-23,Q00092,3,A,3.841,2,0,mg/L
LAB058-000550,2024-01-23,Q00092,1,B,5.334,3,0,mg/L
LAB058-000551,2024-01-23,Q00092,2,B,5.794,3,0,mg/L
LAB058-000552,2024-01-23,Q00092,3,B,4.672,3,0,mg/L
LAB058-000553,2024-01-24,Q00093,1,A,3.768,2,0,mg/L
LAB058-000554,2024-01-24,Q00093,2,A,4.212,2,0,mg/L
LAB058-000555,2024-01-24,Q00093,3,A,4.036,2,0,mg/L
LAB058-000556,2024-01-24,Q00093,1,B,5.042,3,0,mg/L
LAB058-000557,2024-01-24,Q00093,2,B,4.87,3,0,mg/L
LAB058-000558,2024-01-24,Q00093,3,B,5.098,3,0,mg/L
LAB058-000559,2024-01-24,Q00094,1,A,2.456,2,0,mg/L
LAB058-000560,2024-01-24,Q00094,2,A,3.768,2,0,mg/L
LAB058-000561,2024-01-24,Q00094,3,A,3.134,2,0,mg/L
LAB058-000562,2024-01-24,Q00094,1,B,3.933,3,0,mg/L
LAB058-000563,2024-01-24,Q00094,2,B,3.982,3,0,mg/L
LAB058-000564,2024-01-24,Q00094,3,B,,3,1,mg/L
LAB058-000565,2024-01-24,Q00095,1,A,3.038,2,0,mg/L
LAB058-000566,2024-01-24,Q00095,2,A,,2,1,mg/L
LAB058-000567,2024-01-24,Q00095,3,A,,2,1,mg/L
LAB058-000568,2024-01-24,Q00095,1,B,4.801,3,0,mg/L
LAB058-000569,2024-01-24,Q00095,2,B,,3,1,mg/L
LAB058-000570,2024-01-24,Q00095,3,B,3.077,3,0,mg/L
LAB058-000571,2024-01-24,Q00096,1,A,5.881,2,0,mg/L
LAB058-000572,2024-01-24,Q00096,2,A,6.111,2,0,mg/L
LAB058-000573,2024-01-24,Q00096,3,A,5.961,2,0,mg/L
LAB058-000574,2024-01-24,Q00096,1,B,7.144,3,0,mg/L
LAB058-000575,2024-01-24,Q00096,2,B,8.154,3,0,mg/L
LAB058-000576,2024-01-24,Q00096,3,B,6.382,3,0,mg/L
LAB058-000577,2024-01-25,Q00097,1,A,5.407,2,0,mg/L
LAB058-000578,2024-01-25,Q00097,2,A,6.193,2,0,mg/L
LAB058-000579,2024-01-25,Q00097,3,A,6.556,2,0,mg/L
LAB058-000580,2024-01-25,Q00097,1,B,5.314,3,0,mg/L
LAB058-000581,2024-01-25,Q00097,2,B,6.687,3,0,mg/L
LAB058-000582,2024-01-25,Q00097,3,B,,3,0,mg/L
LAB058-000583,2024-01-25,Q00098,1,A,7.758,2,0, MG/L 
LAB058-000584,2024-01-25,Q00098,2,A,9.136,2,0,mg/L
LAB058-000585,2024-01-25,Q00098,3,A,9.826,2,0,mg/L
LAB058-000586,2024-01-25,Q00098,1,B,9.364,3,0,mg/L
LAB058-000587,2024-01-25,Q00098,2,B,10.109,3,0,mg/L
LAB058-000588,2024-01-25,Q00098,3,B,10.642,3,0,mg/L
LAB058-000589,2024-01-25,Q00099,1,A,2.753,2,0,mg/L
LAB058-000590,2024-01-25,Q00099,2,A,,2,1,mg/L
LAB058-000591,2024-01-25,Q00099,3,A,2.16,2,0,mg/L
LAB058-000592,2024-01-25,Q00099,1,B,,3,1,mg/L
LAB058-000593,2024-01-25,Q00099,2,B,,3,1,mg/L
LAB058-000594,2024-01-25,Q00099,3,B,,3,1,mg/L
LAB058-000595,2024-01-25,Q00100,1,A,5.396,2,0,mg/L
LAB058-000596,2024-01-25,Q00100,2,A,5.087,2,0,mg/L
LAB058-000597,2024-01-25,Q00100,3,A,6.072,2,0,mg/L
LAB058-000598,2024-01-25,Q00100,1,B,6.239,3,0,mg/L
LAB058-000599,2024-01-25,Q00100,2,B,5.689,3,0,mg/L
LAB058-000600,2024-01-25,Q00100,3,B,6.285,3,0,mg/L
LAB058-000601,2024-01-26,Q00101,1,A,19.72,2,0,mg/L
LAB058-000602,2024-01-26,Q00101,2,A,19.492,2,0,mg/L
LAB058-000603,2024-01-26,Q00101,3,A,19.164,2,0,mg/L
LAB058-000604,2024-01-26,Q00101,1,B,21.825,3,0,mg/L
LAB058-000605,2024-01-26,Q00101,2,B,19.937,3,0,mg/L
LAB058-000606,2024-01-26,Q00101,3,B,20.411,3,0,mg/L
LAB058-000607,2024-01-26,Q00102,1,A,9.106,2,0,mg/L
LAB058-000608,2024-01-26,Q00102,2,A,9.657,2,0,mg/L
LAB058-000609,2024-01-26,Q00102,3,A,9.216,2,0,mg/L
LAB058-000610,2024-01-26,Q00102,1,B,10.287,3,0,mg/L
LAB058-000611,2024-01-26,Q00102,2,B,10.76,3,0,mg/L
LAB058-000612,2024-01-26,Q00102,3,B,9.99,3,0,mg/L
LAB058-000613,2024-01-26,Q00103,1,A,7.067,2,0,mg/L
LAB058-000614,2024-01-26,Q00103,2,A,7.839,2,0,mg/L
LAB058-000615,2024-01-26,Q00103,3,A,6.631,2,0,mg/L
LAB058-000616,2024-01-26,Q00103,1,B,8.237,3,0,mg/L
LAB058-000617,2024-01-26,Q00103,2,B,7.306,3,0,mg/L
LAB058-000618,2024-01-26,Q00103,3,B,8.619,3,0,mg/L
LAB058-000619,2024-01-26,Q00104,1,A,12.036,2,0,mg/L
LAB058-000620,2024-01-26,Q00104,2,A,11.979,2,0,mg/L
LAB058-000621,2024-01-26,Q00104,3,A,10.924,2,0,mg/L
LAB058-000622,2024-01-26,Q00104,1,B,11.586,3,0,mg/L
LAB058-000623,2024-01-26,Q00104,2,B,11.409,3,0,mg/L
LAB058-000624,2024-01-26,Q00104,3,B,10.26,3,0,mg/L
LAB058-000625,2024-01-27,Q00105,1,A,42.29,2,0,mg/L
LAB058-000626,2024-01-27,Q00105,2,A,42.689,2,0,mg/L
LAB058-000627,2024-01-27,Q00105,3,A,42.533,2,0,mg/L
LAB058-000628,2024-01-27,Q00105,1,B,44.973,3,0,mg/L
LAB058-000629,2024-01-27,Q00105,2,B,43.092,3,0,mg/L
LAB058-000630,2024-01-27,Q00105,3,B,42.113,3,0,mg/L
LAB058-000631,2024-01-27,Q00106,1,A,9.646,2,0,mg/L
LAB058-000632,2024-01-27,Q00106,2,A,9.619,2,0,mg/L
LAB058-000633,2024-01-27,Q00106,3,A,9.778,2,0,mg/L
LAB058-000634,2024-01-27,Q00106,1,B,"8,67",3,0,mg/L
LAB058-000635,2024-01-27,Q00106,2,B,10.917,3,0,mg/L
LAB058-000636,2024-01-27,Q00106,3,B,9.802,3,0,mg/L
LAB058-000637,2024-01-27,Q00107,1,A,,2,1,mg/L
LAB058-000638,2024-01-27,Q00107,2,A,2.719,2,0,mg/L
LAB058-000639,2024-01-27,Q00107,3,A,2.433,2,0,mg/L
LAB058-000640,2024-01-27,Q00107,1,B,,3,1,mg/L
LAB058-000641,2024-01-27,Q00107,2,B,,3,1,mg/L
LAB058-000642,2024-01-27,Q00107,3,B,,3,1,mg/L
LAB058-000643,2024-01-27,Q00108,1,A,7.079,2,0,mg/L
LAB058-000644,2024-01-27,Q00108,2,A,5.618,2,0,mg/L
LAB058-000645,2024-01-27,Q00108,3,A,5.747,2,0,mg/L
LAB058-000646,2024-01-27,Q00108,1,B,5.852,3,0,mg/L
LAB058-000647,2024-01-27,Q00108,2,B,6.703,3,0,mg/L
LAB058-000648,2024-01-27,Q00108,3,B,6.451,3,0,mg/L
LAB058-000649,2024-01-28,Q00109,1,A,8.357,2,0,mg/L
LAB058-000650,2024-01-28,Q00109,2,A,6.228,2,0,mg/L
LAB058-000651,2024-01-28,Q00109,3,A,7.523,2,0,mg/L
LAB058-000652,2024-01-28,Q00109,1,B,7.576,3,0,mg/L
LAB058-000653,2024-01-28,Q00109,2,B,8.301,3,0,mg/L
LAB058-000654,2024-01-28,Q00109,3,B,8.231,3,0,mg/L
LAB058-000655,2024-01-28,Q00110,1,A,5.513,2,0,mg/L
LAB058-000656,2024-01-28,Q00110,2,A,5.83,2,0,mg/L
LAB058-000657,2024-01-28,Q00110,3,A,5.342,2,0,mg/L
LAB058-000658,2024-01-28,Q00110,1,B,6.027,3,0,mg/L
LAB058-000659,2024-01-28,Q00110,2,B,6.383,3,0,mg/L
LAB058-000660,2024-01-28,Q00110,3,B,5.932,3,0,mg/L
LAB058-000661,2024-01-28,Q00111,1,A,6.658,2,0,mg/L
LAB058-000662,2024-01-28,Q00111,2,A,5.731,2,0,mg/L
LAB058-000663,2024-01-28,Q00111,3,A,5.238,2,0,mg/L
LAB058-000664,2024-01-28,Q00111,1,B,7.352,3,0,mg/L
LAB058-000665,2024-01-28,Q00111,2,B,,3,0,mg/L
LAB058-000666,2024-01-28,Q00111,3,B,6.779,3,0,mg/L
LAB058-000667,2024-01-28,Q00112,1,A,5.806,2,0,mg/L
LAB058-000668,2024-01-28,Q00112,2,A,5.385,2,0,mg/L
LAB058-000669,2024-01-28,Q00112,3,A,5.777,2,0,mg/L
LAB058-000670,2024-01-28,Q00112,1,B,6.675,3,0,mg/L
LAB058-000671,2024-01-28,Q00112,2,B,5.836,3,0,mg/L
LAB058-000672,2024-01-28,Q00112,3,B,7.504,3,0,mg/L
LAB058-000673,2024-01-29,Q00113,1,A,,2,1,mg/L
LAB058-000674,2024-01-29,Q00113,2,A,3.824,2,0,mg/L
LAB058-000675,2024-01-29,Q00113,3,A,2.376,2,0,mg/L
LAB058-000676,2024-01-29,Q00113,1,B,3.793,3,0,mg/L
LAB058-000677,2024-01-29,Q00113,2,B,,3,1,mg/L
LAB058-000678,2024-01-29,Q00113,3,B,3.933,3,0,mg/L
LAB058-000679,2024-01-29,Q00114,1,A,8.056,2,0,mg/L
LAB058-000680,2024-01-29,Q00114,2,A,6.34,2,0, MG/L 
LAB058-000681,2024-01-29,Q00114,3,A,8.479,2,0,mg/L
LAB058-000682,2024-01-29,Q00114,1,B,9.243,3,0,mg/L
LAB058-000683,2024-01-29,Q00114,2,B,8.826,3,0,mg/L
LAB058-000684,2024-01-29,Q00114,3,B,6.758,3,0,mg/L
LAB058-000685,2024-01-29,Q00115,1,A,23.349,2,0,mg/L
LAB058-000686,2024-01-29,Q00115,2,A,22.811,2,0,mg/L
LAB058-000687,2024-01-29,Q00115,3,A,23.125,2,0,mg/L
LAB058-000688,2024-01-29,Q00115,1,B,23.718,3,0,mg/L
LAB058-000689,2024-01-29,Q00115,2,B,24.95,3,0,mg/L
LAB058-000690,2024-01-29,Q00115,3,B,24.741,3,0,mg/L
LAB058-000691,2024-01-29,Q00116,1,A,5.929,2,0,mg/L
LAB058-000692,2024-01-29,Q00116,2,A,6.229,2,0,mg/L
LAB058-000693,2024-01-29,Q00116,3,A,4.479,2,0,mg/L
LAB058-000694,2024-01-29,Q00116,1,B,5.518,3,0,mg/L
LAB058-000695,2024-01-29,Q00116,2,B,5.708,3,0,mg/L
LAB058-000696,2024-01-29,Q00116,3,B,6.564,3,0,mg/L
LAB058-000697,2024-01-30,Q00117,1,A,6.681,2,0,mg/L
LAB058-000698,2024-01-30,Q00117,2,A,7.964,2,0,mg/L
LAB058-000699,2024-01-30,Q00117,3,A,7.691,2,0,mg/L
LAB058-000700,2024-01-30,Q00117,1,B,8.018,3,0,mg/L
LAB058-000701,2024-01-30,Q00117,2,B,8.337,3,0,mg/L
LAB058-000702,2024-01-30,Q00117,3,B,7.46,3,0,mg/L
LAB058-000703,2024-01-30,Q00118,1,A,13.026,2,0,mg/L
LAB058-000704,2024-01-30,Q00118,2,A,12.39,2,0,mg/L
LAB058-000705,2024-01-30,Q00118,3,A,13.386,2,0,mg/L
LAB058-000706,2024-01-30,Q00118,1,B,13.147,3,0,mg/L
LAB058-000707,2024-01-30,Q00118,2,B,12.944,3,0,mg/L
LAB058-000708,2024-01-30,Q00118,3,B,13.123,3,0,mg/L
LAB058-000709,2024-01-30,Q00119,1,A,15.084,2,0,mg/L
LAB058-000710,2024-01-30,Q00119,2,A,14.475,2,0,mg/L
LAB058-000711,2024-01-30,Q00119,3,A,15.232,2,0,mg/L
LAB058-000712,2024-01-30,Q00119,1,B,15.569,3,0,mg/L
LAB058-000713,2024-01-30,Q00119,2,B,14.666,3,0,mg/L
LAB058-000714,2024-01-30,Q00119,3,B,14.736,3,0,mg/L
LAB058-000715,2024-01-30,Q00120,1,A,2.655,2,0,mg/L
LAB058-000716,2024-01-30,Q00120,2,A,,2,1,mg/L
LAB058-000717,2024-01-30,Q00120,3,A,,2,1,mg/L
LAB058-000718,2024-01-30,Q00120,1,B,3.458,3,0,mg/L
LAB058-000719,2024-01-30,Q00120,2,B,3.961,3,0,mg/L
LAB058-000720,2024-01-30,Q00120,3,B,4.156,3,0,mg/L
LAB058-000721,2024-01-31,Q00121,1,A,7.139,2,0,mg/L
LAB058-000722,2024-01-31,Q00121,2,A,7.199,2,0,mg/L
LAB058-000723,2024-01-31,Q00121,3,A,8.172,2,0,mg/L
LAB058-000724,2024-01-31,Q00121,1,B,8.757,3,0,mg/L
LAB058-000725,2024-01-31,Q00121,2,B,8.124,3,0,mg/L
LAB058-000726,2024-01-31,Q00121,3,B,9.115,3,0,mg/L
LAB058-000727,2024-01-31,Q00122,1,A,11.087,2,0,mg/L
LAB058-000728,2024-01-31,Q00122,2,A,10.39,2,0,mg/L
LAB058-000729,2024-01-31,Q00122,3,A,10.415,2,0,mg/L
LAB058-000730,2024-01-31,Q00122,1,B,10.868,3,0,mg/L
LAB058-000731,2024-01-31,Q00122,2,B,11.705,3,0,mg/L
LAB058-000732,2024-01-31,Q00122,3,B,11.337,3,0,mg/L
LAB058-000733,2024-01-31,Q00123,1,A,2.254,2,0,mg/L
LAB058-000734,2024-01-31,Q00123,2,A,3.43,2,0,mg/L
LAB058-000735,2024-01-31,Q00123,3,A,2.078,2,0,mg/L
LAB058-000736,2024-01-31,Q00123,1,B,3.721,3,0,mg/L
LAB058-000737,2024-01-31,Q00123,2,B,3.168,3,0,mg/L
LAB058-000738,2024-01-31,Q00123,3,B,4.223,3,0,mg/L
LAB058-000739,2024-01-31,Q00124,1,A,25.42,2,0,mg/L
LAB058-000740,2024-01-31,Q00124,2,A,24.923,2,0,mg/L
LAB058-000741,2024-01-31,Q00124,3,A,25.309,2,0,mg/L
LAB058-000742,2024-01-31,Q00124,1,B,25.913,3,0,mg/L
LAB058-000743,2024-01-31,Q00124,2,B,25.28,3,0,mg/L
LAB058-000744,2024-01-31,Q00124,3,B,24.506,3,0,mg/L
LAB058-000745,2024-02-01,Q00125,1,A,20.536,2,0,mg/L
LAB058-000746,2024-02-01,Q00125,2,A,19.945,2,0,mg/L
LAB058-000747,2024-02-01,Q00125,3,A,20.189,2,0,mg/L
LAB058-000748,2024-02-01,Q00125,1,B,,3,0,mg/L
LAB058-000749,2024-02-01,Q00125,2,B,20.668,3,0,mg/L
LAB058-000750,2024-02-01,Q00125,3,B,21.263,3,0,mg/L
LAB058-000751,2024-02-01,Q00126,1,A,17.147,2,0,mg/L
LAB058-000752,2024-02-01,Q00126,2,A,18.647,2,0,mg/L
LAB058-000753,2024-02-01,Q00126,3,A,17.55,2,0,mg/L
LAB058-000754,2024-02-01,Q00126,1,B,17.392,3,0,mg/L
LAB058-000755,2024-02-01,Q00126,2,B,17.293,3,0,mg/L
LAB058-000756,2024-02-01,Q00126,3,B,18.517,3,0,mg/L
LAB058-000757,2024-02-01,Q00127,1,A,7.29,2,0,mg/L
LAB058-000758,2024-02-01,Q00127,2,A,7.603,2,0,mg/L
