registro_id,fecha,almacen,producto,saldo,demanda,reposicion,plazo_dias,coste_unitario
STO093-001089,2024-06-25,A3,P03,11,23,24,5,8.4
STO093-001090,2024-06-25,A1,P04,61,6,12,6,10.6
STO093-001091,2024-06-26,A2,P04,16,10,24,6,10.6
STO093-001092,2024-06-26,A3,P04,8,15,0,6,10.6
STO093-001093,2024-06-26,A1,P05,31,6,0,7,12.8
STO093-001094,2024-06-26,A2,P05,51,22,24,7,12.8
STO093-001095,2024-06-26,A3,P05,24,18,0,7,12.8
STO093-001096,2024-06-26,A1,P06,23,12,0,8,15.0
STO093-001097,2024-06-27,A2,P06,12,19,0,8,15.0
STO093-001098,2024-06-27,A3,P06,33,20,24,8,15.0
STO093-001099,2024-06-27,A1,P07,26,24,12,9,17.2
STO093-001100,2024-06-27,A2,P07,56,26,0,9,17.2
STO093-001101,2024-06-27,A3,P07,11,42,0,9,17.2
STO093-001102,2024-06-27,A1,P08,54,41,24,3,19.4
STO093-001103,2024-06-28,A2,P08,1,25,0,3,19.4
STO093-001104,2024-06-28,A3,P08,49,20,0,3,19.4
STO093-001105,2024-06-28,A1,P09,9,24,24,4,21.6
STO093-001106,2024-06-28,A2,P09,8,10,0,4,21.6
STO093-001107,2024-06-28,A3,P09,65,27,12,4,21.6
STO093-001108,2024-06-28,A1,P10,67,24,0,5,23.8
STO093-001109,2024-06-28,A2,P10,69,18,12,5,23.8
STO093-001110,2024-06-29,A3,P10,0,10,12,5,23.8
STO093-001111,2024-06-29,A1,P11,3,28,0,6,26.0
STO093-001112,2024-06-29,A2,P11,64,22,0,6,26.0
STO093-001113,2024-06-29,A3,P11,31,7,12,6,26.0
STO093-001114,2024-06-29,A1,P12,63,32,0,7,28.2
STO093-001115,2024-06-29,A2,P12,29,11,0,7,28.2
STO093-001116,2024-06-30,A3,P12,4,18,12,7,28.2
STO093-001117,2024-06-30,A1,P01,22,0,12,3,4.0
STO093-001118,2024-06-30,A2,P01,10,31,24,3,4.0
STO093-001119,2024-06-30,A3,P01,27,5,12,3,4.0
STO093-001120,2024-06-30,A1,P02,53,21,24,4,6.2
STO093-001121,2024-06-30,A2,P02,46,20,12,4,6.2
STO093-001122,2024-07-01,A3,P02,47,3,0,4,6.2
STO093-001123,2024-07-01,A1,P03,14,27,12,5,8.4
STO093-001124,2024-07-01,A2,P03,59,18,24,5,8.4
STO093-001125,2024-07-01,A3,P03,61,24,0,5,8.4
STO093-001126,2024-07-01,A1,P04,43,28,24,6,10.6
STO093-001127,2024-07-01,A2,P04,12,21,12,6,10.6
STO093-001128,2024-07-02,A3,P04,28,26,24,6,10.6
STO093-001129,2024-07-02,A1,P05,50,21,0,7,12.8
STO093-001130,2024-07-02,A2,P05,47,25,0,7,12.8
STO093-001131,2024-07-02,A3,P05,69,9,24,7,12.8
STO093-001132,2024-07-02,A1,P06,20,18,0,8,15.0
STO093-001133,2024-07-02,A2,P06,7,20,24,8,15.0
STO093-001134,2024-07-03,A3,P06,23,41,0,8,15.0
STO093-001135,2024-07-03,A1,P07,32,25,24,9,17.2
STO093-001136,2024-07-03,A2,P07,47,8,12,9,17.2
STO093-001137,2024-07-03,A3,P07,66,4,0,9,17.2
STO093-001138,2024-07-03,A1,P08,19,17,12,3,19.4
STO093-001139,2024-07-03,A2,P08,19,17,0,3,19.4
STO093-001140,2024-07-04,A3,P08,28,26,0,3,19.4
STO093-001141,2024-07-04,A1,P09,38,26,0,4,21.6
STO093-001142,2024-07-04,A2,P09,20,24,12,4,21.6
STO093-001143,2024-07-04,A3,P09,40,4,0,4,21.6
STO093-001144,2024-07-04,A1,P10,57,18,0,5,23.8
STO093-001145,2024-07-04,A2,P10,68,22,0,5,23.8
STO093-001146,2024-07-04,A3,P10,9,25,0,5,23.8
STO093-001147,2024-07-05,A1,P11,9,31,0,6,26.0
STO093-001148,2024-07-05,A2,P11,15,31,0,6,26.0
STO093-001149,2024-07-05,A3,P11,55,37,24,6,26.0
STO093-001150,2024-07-05,A1,P12,16,15,24,7,28.2
STO093-001151,2024-07-05,A2,P12,43,30,12,7,28.2
STO093-001152,2024-07-05,A3,P12,10,19,0,7,28.2
STO093-001153,2024-07-06,A1,P01,70,15,12,3,4.0
STO093-001154,2024-07-06,A2,P01,38,10,24,3,4.0
STO093-001155,2024-07-06,A3,P01,4,0,0,3,4.0
STO093-001156,2024-07-06,A1,P02,55,7,12,4,6.2
STO093-001157,2024-07-06,A2,P02,37,6,24,4,6.2
STO093-001158,2024-07-06,A3,P02,2,21,0,4,6.2
STO093-001159,2024-07-07,A1,P03,67,12,24,5,8.4
STO093-001160,2024-07-07,A2,P03,69,25,12,5,8.4
STO093-001161,2024-07-07,A3,P03,48,13,12,5,8.4
STO093-001162,2024-07-07,A1,P04,61,9,12,6,10.6
STO093-001163,2024-07-07,A2,P04,,22,24,6,10.6
STO093-001164,2024-07-07,A3,P04,7,0,0,6,10.6
STO093-001165,2024-07-08, A1 ,P05,23,21,0,7,12.8
STO093-001166,2024-07-08,A2,P05,8,23,12,7,12.8
STO093-001167,2024-07-08,A3,P05,67,23,0,7,12.8
STO093-001168,2024-02-30,A1,P06,18,21,0,8,15.0
STO093-001169,2024-07-08,A2,P06,64,24,12,8,15.0
STO093-001170,2024-07-08,A3,P06,63,17,0,8,15.0
STO093-001171,2024-07-09,A1,P07,40,17,0,9,17.2
STO093-001172,2024-07-09,A2,P07,5,4,0,9,17.2
STO093-001173,2024-07-09,A3,P07,22,28,12,9,17.2
STO093-001174,2024-07-09,A1,P08,10,1,0,3,19.4
STO093-001175,2024-07-09,A2,P08,49,32,0,3,19.4
STO093-001176,2024-07-09,A3,P08,41,26,0,3,19.4
STO093-001177,2024-07-10,A1,P09,50,5,0,4,21.6
STO093-001178,2024-07-10,A2,P09,70,26,24,4,21.6
STO093-001179,2024-07-10,A3,P09,27,15,12,4,21.6
STO093-001180,2024-07-10,A1,P10,7,32,0,5,23.8
STO093-001181,2024-07-10,A2,P10,62,24,0,5,23.8
STO093-001182,2024-07-10,A3,P10,17,22,12,5,23.8
STO093-001183,2024-07-11,A1,P11,50,21,0,6,26.0
STO093-001184,2024-07-11,A2,P11,68,27,0,6,26.0
STO093-001185,2024-07-11,A3,P11,11,14,12,6,26.0
STO093-001186,2024-07-11,A1,P12,16,34,24,7,28.2
STO093-001187,2024-07-11,A2,P12,15,22,0,7,28.2
STO093-001188,2024-07-11,A3,P12,29,23,12,7,28.2
STO093-001189,2024-07-11,A1,P01,28,15,24,3,4.0
STO093-001190,2024-07-12,A2,P01,56,31,0,3,4.0
STO093-001191,2024-07-12,A3,P01,38,6,0,3,4.0
STO093-001192,2024-07-12,A1,P02,4,29,12,4,6.2
STO093-001193,2024-07-12,A2,P02,44,28,0,4,6.2
STO093-001194,2024-07-12,A3,P02,32,20,12,4,6.2
STO093-001195,2024-07-12,A1,P03,59,20,0,5,8.4
STO093-001196,2024-07-13,A2,P03,15,12,0,5,8.4
STO093-001197,2024-07-13,A3,P03,48,21,24,5,8.4
STO093-001198,2024-07-13,A1,P04,46,22,0,6,10.6
STO093-001199,2024-07-13,A2,P04,6,19,24,6,10.6
STO093-001200,2024-07-13,A3,P04,50,21,24,6,10.6
STO093-001201,2024-07-13,A1,P05,49,20,24,7,12.8
STO093-001202,2024-07-14,A2,P05,58,10,24,7,12.8
STO093-001203,2024-07-14,A3,P05,37,17,0,7,12.8
STO093-001204,2024-07-14,A1,P06,54,30,0,8,15.0
STO093-001205,2024-07-14,A2,P06,57,14,0,8,15.0
STO093-001206,2024-07-14,A3,P06,43,20,24,8,15.0
STO093-001207,2024-07-14,A1,P07,40,21,0,9,17.2
STO093-001208,2024-07-15,A2,P07,52,13,0,9,17.2
STO093-001209,2024-07-15,A3,P07,0,34,24,9,17.2
STO093-001210,2024-07-15,A1,P08,63,23,12,3,19.4
STO093-001211,2024-07-15,A2,P08,48,21,0,3,19.4
STO093-001212,2024-07-15,A3,P08,66,20,12,3,19.4
STO093-001213,2024-07-15,A1,P09,56,23,24,4,21.6
STO093-001214,2024-07-16,A2,P09,13,38,0,4,21.6
STO093-001215,2024-07-16,A3,P09,16,14,0,4,21.6
STO093-001216,2024-07-16,A1,P10,2,11,12,5,23.8
STO093-001217,2024-07-16,A2,P10,17,33,24,5,23.8
STO093-001218,2024-07-16,A3,P10,46,10,0,5,23.8
STO093-001219,2024-07-16,A1,P11,53,37,0,6,26.0
STO093-001220,2024-07-17,A2,P11,60,35,12,6,26.0
STO093-001221,2024-07-17,A3,P11,63,39,0,6,26.0
STO093-001222,2024-07-17,A1,P12,50,14,0,7,28.2
STO093-001223,2024-07-17,A2,P12,2,25,24,7,28.2
STO093-001224,2024-07-17,A3,P12,53,21,24,7,28.2
STO093-001225,2024-07-17,A1,P01,40,13,12,3,4.0
STO093-001226,2024-07-17,A2,P01,44,24,0,3,4.0
STO093-001227,2024-07-18,A3,P01,70,7,24,3,4.0
STO093-001228,2024-07-18,A1,P02,62,0,0,4,6.2
STO093-001229,2024-07-18,A2,P02,12,18,0,4,6.2
STO093-001230,2024-07-18,A3,P02,6,15,0,4,6.2
STO093-001231,2024-07-18,A1,P03,61,25,0,5,8.4
STO093-001232,2024-07-18,A2,P03,61,7,0,5,8.4
STO093-001233,2024-07-19,A3,P03,47,24,12,5,8.4
STO093-001234,2024-07-19,A1,P04,9,3,12,6,10.6
STO093-001235,2024-07-19,A2,P04,66,10,0,6,10.6
STO093-001236,2024-07-19,A3,P04,33,2,12,6,10.6
STO093-001237,2024-07-19,A1,P05,69,19,12,7,12.8
STO093-001238,2024-07-19,A2,P05,14,19,0,7,12.8
STO093-001239,2024-07-20,A3,P05,54,26,0,7,12.8
STO093-001240,2024-07-20,A1,P06,37,28,12,8,15.0
STO093-001241,2024-07-20,A2,P06,67,30,0,8,15.0
STO093-001242,2024-07-20,A3,P06,5,27,0,8,15.0
STO093-001243,2024-07-20,A1,P07,42,18,12,9,17.2
STO093-001244,2024-07-20,A2,P07,43,18,24,9,17.2
STO093-001245,2024-07-21,A3,P07,50,22,0,9,17.2
STO093-001246,2024-07-21,A1,P08,,35,12,3,19.4
STO093-001247,2024-07-21,A2,P08,18,5,0,3,19.4
STO093-001248,2024-07-21,A3,P08,65,22,12,3,19.4
STO093-001249,2024-07-21,A1,P09,29,22,0,4,21.6
STO093-001250,2024-07-21,A2,P09,0,38,24,4,21.6
STO093-001251,2024-07-22,A3,P09,67,21,12,4,21.6
STO093-001252,2024-07-22,A1,P10,27,25,12,5,23.8
STO093-001253,2024-07-22,A2,P10,15,21,24,5,23.8
STO093-001254,2024-07-22,A3,P10,1,23,0,5,23.8
STO093-001255,2024-07-22,A1,P11,61,42,0,6,26.0
STO093-001256,2024-07-22,A2,P11,52,36,12,6,26.0
STO093-001257,2024-07-23,A3,P11,3,28,0,6,26.0
STO093-001258,2024-07-23,A1,P12,25,27,12,7,28.2
STO093-001259,2024-07-23,A2,P12,29,16,0,7,28.2
STO093-001260,2024-07-23,A3,P12,17,11,0,7,28.2
STO093-001261,2024-07-23,A1,P01,12,17,24,3,4.0
STO093-001262,2024-07-23, A2 ,P01,30,6,12,3,4.0
STO093-001263,2024-07-24,A3,P01,8,25,0,3,4.0
STO093-001264,2024-07-24,A1,P02,46,11,24,4,6.2
STO093-001265,2024-07-24,A2,P02,13,16,12,4,6.2
STO093-001266,2024-07-24,A3,P02,66,17,0,4,6.2
STO093-001267,2024-07-24,A1,P03,56,26,24,5,8.4
STO093-001268,2024-07-24,A2,P03,60,4,0,5,8.4
STO093-001269,2024-07-24,A3,P03,11,22,0,5,8.4
STO093-001270,2024-07-25,A1,P04,6,18,12,6,10.6
STO093-001271,2024-07-25,A2,P04,30,11,0,6,10.6
STO093-001272,2024-07-25,A3,P04,60,3,0,6,10.6
STO093-001273,2024-07-25,A1,P05,33,16,0,7,12.8
STO093-001274,2024-07-25,A2,P05,45,27,0,7,12.8
STO093-001275,2024-07-25,A3,P05,56,26,0,7,12.8
STO093-001276,2024-07-26,A1,P06,37,14,24,8,15.0
STO093-001277,2024-07-26,A2,P06,27,16,24,8,15.0
STO093-001278,2024-07-26,A3,P06,59,16,12,8,15.0
STO093-001279,2024-07-26,A1,P07,27,17,0,9,17.2
STO093-001280,2024-07-26,A2,P07,2,20,24,9,17.2
STO093-001281,2024-07-26,A3,P07,25,16,0,9,17.2
STO093-001282,2024-07-27,A1,P08,3,31,0,3,19.4
STO093-001283,2024-07-27,A2,P08,8,20,24,3,19.4
STO093-001284,2024-07-27,A3,P08,67,12,0,3,19.4
STO093-001285,2024-07-27,A1,P09,26,42,0,4,21.6
STO093-001286,2024-07-27,A2,P09,63,24,24,4,21.6
STO093-001287,2024-07-27,A3,P09,36,43,0,4,21.6
STO093-001288,2024-07-28,A1,P10,53,12,0,5,23.8
STO093-001289,2024-07-28,A2,P10,47,12,0,5,23.8
STO093-001290,2024-07-28,A3,P10,70,15,0,5,23.8
STO093-001291,2024-07-28,A1,P11,49,28,0,6,26.0
STO093-001292,2024-07-28,A2,P11,3,37,24,6,26.0
STO093-001293,2024-07-28,A3,P11,7,11,0,6,26.0
STO093-001294,2024-07-29,A1,P12,47,30,24,7,28.2
STO093-001295,2024-07-29,A2,P12,9,19,12,7,28.2
STO093-001296,2024-07-29,A3,P12,52,41,12,7,28.2
STO093-001297,2024-07-29,A1,P01,61,6,0,3,4.0
STO093-001298,2024-07-29,A2,P01,20,29,12,3,4.0
STO093-001299,2024-07-29,A3,P01,58,22,0,3,4.0
STO093-001300,2024-07-30,A1,P02,11,30,12,4,6.2
STO093-001301,2024-07-30,A2,P02,4,12,12,4,6.2
STO093-001302,2024-07-30,A3,P02,4,28,12,4,6.2
STO093-001303,2024-07-30,A1,P03,21,7,0,5,8.4
STO093-001304,2024-07-30,A2,P03,8,9,0,5,8.4
STO093-001305,2024-07-30,A3,P03,13,15,24,5,8.4
STO093-001306,2024-07-30,A1,P04,35,19,24,6,10.6
STO093-001307,2024-07-31,A2,P04,7,9,24,6,10.6
STO093-001308,2024-07-31,A3,P04,45,16,0,6,10.6
STO093-001309,2024-07-31,A1,P05,6,16,0,7,12.8
STO093-001310,2024-07-31,A2,P05,8,18,0,7,12.8
STO093-001311,2024-07-31,A3,P05,42,16,0,7,12.8
STO093-001312,2024-07-31,A1,P06,37,26,0,8,15.0
STO093-001313,2024-08-01,A2,P06,0,32,24,8,15.0
STO093-001314,2024-08-01,A3,P06,10,18,0,8,15.0
STO093-001315,2024-08-01,A1,P07,6,27,24,9,17.2
STO093-001316,2024-08-01,A2,P07,32,8,12,9,17.2
STO093-001317,2024-08-01,A3,P07,28,14,24,9,17.2
STO093-001318,2024-08-01,A1,P08,17,36,0,3,19.4
STO093-001319,2024-08-02,A2,P08,21,31,0,3,19.4
STO093-001320,2024-08-02,A3,P08,69,36,24,3,19.4
STO093-001321,2024-08-02,A1,P09,21,16,0,4,21.6
STO093-001322,2024-08-02,A2,P09,26,17,12,4,21.6
STO093-001323,2024-08-02,A3,P09,69,15,24,4,21.6
STO093-001324,2024-08-02,A1,P10,26,25,12,5,23.8
STO093-001325,2024-08-03,A2,P10,24,15,0,5,23.8
STO093-001326,2024-08-03,A3,P10,25,21,0,5,23.8
STO093-001327,2024-08-03,A1,P11,52,18,0,6,26.0
STO093-001328,2024-08-03,A2,P11,3,25,12,6,26.0
STO093-001329,2024-08-03,A3,P11,,47,0,6,26.0
STO093-001330,2024-08-03,A1,P12,52,33,0,7,28.2
STO093-001331,2024-08-04,A2,P12,2,15,0,7,28.2
STO093-001332,2024-08-04,A3,P12,63,29,0,7,28.2
STO093-001333,2024-08-04,A1,P01,23,8,24,3,4.0
STO093-001334,2024-08-04,A2,P01,12,14,0,3,4.0
STO093-001335,2024-08-04,A3,P01,31,12,24,3,4.0
STO093-001336,2024-08-04,A1,P02,24,14,24,4,6.2
STO093-001337,2024-08-05,A2,P02,56,22,12,4,6.2
STO093-001338,2024-08-05,A3,P02,41,17,0,4,6.2
STO093-001339,2024-08-05,A1,P03,66,26,0,5,8.4
STO093-001340,2024-08-05,A2,P03,55,12,24,5,8.4
STO093-001341,2024-08-05,A3,P03,49,8,24,5,8.4
STO093-001342,2024-08-05,A1,P04,0,29,0,6,10.6
STO093-001343,2024-08-06,A2,P04,9,24,24,6,10.6
STO093-001344,2024-08-06,A3,P04,22,6,12,6,10.6
STO093-001345,2024-08-06,A1,P05,59,21,12,7,12.8
STO093-001346,2024-08-06,A2,P05,63,17,24,7,12.8
STO093-001347,2024-08-06,A3,P05,26,9,12,7,12.8
STO093-001348,2024-08-06,A1,P06,25,14,24,8,15.0
STO093-001349,2024-08-06,A2,P06,28,29,24,8,15.0
STO093-001350,2024-08-07,A3,P06,24,21,0,8,15.0
STO093-001351,2024-08-07,A1,P07,68,12,0,9,17.2
STO093-001352,2024-08-07,A2,P07,48,24,0,9,17.2
STO093-001353,2024-08-07,A3,P07,63,3,12,9,17.2
STO093-001354,2024-08-07,A1,P08,15,23,0,3,19.4
STO093-001355,2024-08-07,A2,P08,38,21,12,3,19.4
STO093-001356,2024-08-08,A3,P08,29,16,12,3,19.4
STO093-001357,2024-08-08,A1,P09,49,24,24,4,21.6
STO093-001358,2024-08-08,A2,P09,68,12,24,4,21.6
STO093-001359,2024-08-08, A3 ,P09,40,45,0,4,21.6
STO093-001360,2024-08-08,A1,P10,20,30,0,5,23.8
STO093-001361,2024-08-08,A2,P10,4,22,0,5,23.8
STO093-001362,2024-08-09,A3,P10,21,23,12,5,23.8
STO093-001363,2024-08-09,A1,P11,66,16,12,6,26.0
STO093-001364,2024-08-09,A2,P11,48,30,0,6,26.0
STO093-001365,2024-08-09,A3,P11,51,20,0,6,26.0
STO093-001366,2024-08-09,A1,P12,10,8,0,7,28.2
STO093-001367,2024-08-09,A2,P12,70,22,12,7,28.2
STO093-001368,2024-08-10,A3,P12,51,20,0,7,28.2
STO093-001369,2024-08-10,A1,P01,64,10,12,3,4.0
STO093-001370,2024-08-10,A2,P01,52,20,0,3,4.0
STO093-001371,2024-08-10,A3,P01,46,10,12,3,4.0
STO093-001372,2024-08-10,A1,P02,13,23,12,4,6.2
STO093-001373,2024-08-10,A2,P02,49,3,0,4,6.2
STO093-001374,2024-08-11,A3,P02,5,27,0,4,6.2
STO093-001375,2024-08-11,A1,P03,57,7,0,5,8.4
STO093-001376,2024-08-11,A2,P03,42,16,24,5,8.4
STO093-001377,2024-08-11,A3,P03,29,9,12,5,8.4
STO093-001378,2024-08-11,A1,P04,6,29,0,6,10.6
STO093-001379,2024-08-11,A2,P04,19,0,12,6,10.6
STO093-001380,2024-08-12,A3,P04,51,29,0,6,10.6
STO093-001381,2024-08-12,A1,P05,36,9,24,7,12.8
STO093-001382,2024-08-12,A2,P05,28,19,24,7,12.8
STO093-001383,2024-08-12,A3,P05,61,1,24,7,12.8
STO093-001384,2024-08-12,A1,P06,25,31,12,8,15.0
STO093-001385,2024-08-12,A2,P06,19,8,24,8,15.0
STO093-001386,2024-08-12,A3,P06,54,14,0,8,15.0
STO093-001387,2024-08-13,A1,P07,12,24,0,9,17.2
STO093-001388,2024-08-13,A2,P07,57,24,12,9,17.2
STO093-001389,2024-08-13,A3,P07,10,18,12,9,17.2
STO093-001390,2024-08-13,A1,P08,40,25,24,3,19.4
STO093-001391,2024-08-13,A2,P08,56,21,24,3,19.4
STO093-001392,2024-08-13,A3,P08,24,26,12,3,19.4
STO093-001393,2024-08-14,A1,P09,19,19,0,4,21.6
STO093-001394,2024-08-14,A2,P09,17,19,0,4,21.6
STO093-001395,2024-08-14,A3,P09,46,16,0,4,21.6
STO093-001396,2024-08-14,A1,P10,55,19,0,5,23.8
STO093-001397,2024-08-14,A2,P10,56,9,12,5,23.8
STO093-001398,2024-08-14,A3,P10,25,27,12,5,23.8
STO093-001399,2024-08-15,A1,P11,2,18,12,6,26.0
STO093-001400,2024-08-15,A2,P11,17,26,0,6,26.0
STO093-001401,2024-08-15,A3,P11,4,35,0,6,26.0
STO093-001402,2024-08-15,A1,P12,47,29,0,7,28.2
STO093-001403,2024-08-15,A2,P12,57,27,24,7,28.2
STO093-001404,2024-08-15,A3,P12,36,31,12,7,28.2
STO093-001405,2024-08-16,A1,P01,11,9,0,3,4.0
STO093-001406,2024-08-16,A2,P01,19,25,0,3,4.0
STO093-001407,2024-08-16,A3,P01,8,16,0,3,4.0
STO093-001408,2024-08-16,A1,P02,11,13,0,4,6.2
STO093-001409,2024-08-16,A2,P02,21,32,24,4,6.2
STO093-001410,2024-08-16,A3,P02,45,27,0,4,6.2
STO093-001411,2024-08-17,A1,P03,23,19,0,5,8.4
STO093-001412,2024-08-17,A2,P03,,13,12,5,8.4
STO093-001413,2024-08-17,A3,P03,49,23,12,5,8.4
STO093-001414,2024-08-17,A1,P04,50,26,0,6,10.6
STO093-001415,2024-08-17,A2,P04,52,14,12,6,10.6
STO093-001416,2024-08-17,A3,P04,14,15,0,6,10.6
STO093-001417,2024-08-18,A1,P05,55,25,0,7,12.8
STO093-001418,2024-08-18,A2,P05,8,19,24,7,12.8
STO093-001419,2024-08-18,A3,P05,24,18,12,7,12.8
STO093-001420,2024-08-18,A1,P06,15,33,0,8,15.0
STO093-001421,2024-08-18,A2,P06,19,14,0,8,15.0
STO093-001422,2024-08-18,A3,P06,56,9,0,8,15.0
STO093-001423,2024-08-18,A1,P07,41,15,0,9,17.2
STO093-001424,2024-08-19,A2,P07,53,17,0,9,17.2
STO093-001425,2024-08-19,A3,P07,25,25,24,9,17.2
STO093-001426,2024-08-19,A1,P08,54,25,12,3,19.4
STO093-001427,2024-08-19,A2,P08,1,6,0,3,19.4
STO093-001428,2024-08-19,A3,P08,36,15,24,3,19.4
STO093-001429,2024-08-19,A1,P09,28,34,24,4,21.6
STO093-001430,2024-08-20,A2,P09,4,18,24,4,21.6
STO093-001431,2024-08-20,A3,P09,66,20,12,4,21.6
STO093-001432,2024-08-20,A1,P10,40,16,0,5,23.8
STO093-001433,2024-08-20,A2,P10,12,31,0,5,23.8
STO093-001434,2024-08-20,A3,P10,44,18,12,5,23.8
STO093-001435,2024-08-20,A1,P11,28,19,12,6,26.0
STO093-001436,2024-08-21,A2,P11,14,20,0,6,26.0
STO093-001437,2024-08-21,A3,P11,22,28,0,6,26.0
STO093-001438,2024-08-21,A1,P12,10,23,12,7,28.2
STO093-001439,2024-08-21,A2,P12,27,21,0,7,28.2
STO093-001440,2024-08-21,A3,P12,41,23,0,7,28.2
STO093-001441,2024-08-21,A1,P01,5,4,12,3,4.0
STO093-001442,2024-08-22,A2,P01,31,3,0,3,4.0
STO093-001443,2024-08-22,A3,P01,44,8,0,3,4.0
STO093-001444,2024-08-22,A1,P02,29,8,12,4,6.2
STO093-001445,2024-08-22,A2,P02,48,9,0,4,6.2
STO093-001446,2024-08-22,A3,P02,23,16,0,4,6.2
STO093-001447,2024-08-22,A1,P03,64,2,0,5,8.4
STO093-001448,2024-08-23,A2,P03,50,15,24,5,8.4
STO093-001449,2024-08-23,A3,P03,43,8,24,5,8.4
STO093-001450,2024-08-23,A1,P04,34,0,0,6,10.6
STO093-001451,2024-08-23,A2,P04,52,13,12,6,10.6
STO093-001452,2024-08-23,A3,P04,6,26,24,6,10.6
STO093-001453,2024-08-23,A1,P05,4,6,0,7,12.8
STO093-001454,2024-08-24,A2,P05,1,10,24,7,12.8
STO093-001455,2024-08-24,A3,P05,3,26,0,7,12.8
STO093-001456,2024-08-24, A1 ,P06,3,7,12,8,15.0
STO093-001457,2024-08-24,A2,P06,34,22,12,8,15.0
STO093-001458,2024-08-24,A3,P06,26,12,0,8,15.0
STO093-001459,2024-08-24,A1,P07,49,33,0,9,17.2
STO093-001460,2024-08-25,A2,P07,46,33,24,9,17.2
STO093-001461,2024-08-25,A3,P07,25,19,0,9,17.2
STO093-001462,2024-08-25,A1,P08,3,27,0,3,19.4
STO093-001463,2024-08-25,A2,P08,23,12,12,3,19.4
STO093-001464,2024-08-25,A3,P08,31,22,0,3,19.4
STO093-001465,2024-08-25,A1,P09,16,36,24,4,21.6
STO093-001466,2024-08-25,A2,P09,32,31,0,4,21.6
STO093-001467,2024-08-26,A3,P09,10,28,12,4,21.6
STO093-001468,2024-08-26,A1,P10,43,25,0,5,23.8
STO093-001469,2024-08-26,A2,P10,11,19,12,5,23.8
STO093-001470,2024-08-26,A3,P10,18,24,0,5,23.8
STO093-001471,2024-08-26,A1,P11,19,26,12,6,26.0
STO093-001472,2024-08-26,A2,P11,61,32,24,6,26.0
STO093-001473,2024-08-27,A3,P11,56,7,24,6,26.0
STO093-001474,2024-08-27,A1,P12,9,15,0,7,28.2
STO093-001475,2024-08-27,A2,P12,35,47,12,7,28.2
STO093-001476,2024-08-27,A3,P12,41,15,12,7,28.2
STO093-001477,2024-08-27,A1,P01,70,16,24,3,4.0
STO093-001478,2024-08-27,A2,P01,39,23,0,3,4.0
STO093-001479,2024-08-28,A3,P01,57,20,0,3,4.0
STO093-001480,2024-08-28,A1,P02,65,20,24,4,6.2
STO093-001481,2024-08-28,A2,P02,53,7,0,4,6.2
STO093-001482,2024-08-28,A3,P02,26,0,0,4,6.2
STO093-001483,2024-08-28,A1,P03,54,23,0,5,8.4
STO093-001484,2024-08-28,A2,P03,17,15,0,5,8.4
STO093-001485,2024-08-29,A3,P03,32,25,24,5,8.4
STO093-001486,2024-08-29,A1,P04,57,24,0,6,10.6
STO093-001487,2024-08-29,A2,P04,60,30,0,6,10.6
STO093-001488,2024-08-29,A3,P04,57,9,0,6,10.6
STO093-001489,2024-08-29,A1,P05,41,10,12,7,12.8
STO093-001490,2024-08-29,A2,P05,70,18,24,7,12.8
STO093-001491,2024-08-30,A3,P05,42,13,12,7,12.8
STO093-001492,2024-08-30,A1,P06,58,14,12,8,15.0
STO093-001493,2024-08-30,A2,P06,41,16,0,8,15.0
STO093-001494,2024-08-30,A3,P06,4,11,0,8,15.0
STO093-001495,2024-08-30,A1,P07,,29,0,9,17.2
STO093-001496,2024-08-30,A2,P07,24,17,0,9,17.2
STO093-001497,2024-08-31,A3,P07,66,25,24,9,17.2
STO093-001498,2024-08-31,A1,P08,14,20,12,3,19.4
STO093-001499,2024-08-31,A2,P08,38,14,0,3,19.4
STO093-001500,2024-08-31,A3,P08,27,30,12,3,19.4
STO093-001501,2024-08-31,A1,P09,51,32,0,4,21.6
STO093-001502,2024-08-31,A2,P09,32,25,0,4,21.6
STO093-001503,2024-08-31,A3,P09,7,15,0,4,21.6
STO093-001504,2024-09-01,A1,P10,43,32,24,5,23.8
STO093-001505,2024-09-01,A2,P10,25,21,12,5,23.8
STO093-001506,2024-09-01,A3,P10,59,34,0,5,23.8
STO093-001507,2024-09-01,A1,P11,32,31,12,6,26.0
STO093-001508,2024-09-01,A2,P11,12,34,0,6,26.0
STO093-001509,2024-09-01,A3,P11,47,25,0,6,26.0
STO093-001510,2024-09-02,A1,P12,47,17,0,7,28.2
STO093-001511,2024-09-02,A2,P12,40,39,0,7,28.2
STO093-001512,2024-09-02,A3,P12,64,19,12,7,28.2
STO093-001513,2024-09-02,A1,P01,38,10,24,3,4.0
STO093-001514,2024-09-02,A2,P01,49,9,0,3,4.0
STO093-001515,2024-09-02,A3,P01,32,5,0,3,4.0
STO093-001516,2024-09-03,A1,P02,29,27,0,4,6.2
STO093-001517,2024-09-03,A2,P02,3,18,24,4,6.2
STO093-001518,2024-09-03,A3,P02,57,6,24,4,6.2
STO093-001519,2024-09-03,A1,P03,0,21,0,5,8.4
STO093-001520,2024-09-03,A2,P03,3,13,0,5,8.4
STO093-001521,2024-09-03,A3,P03,17,21,12,5,8.4
STO093-001522,2024-09-04,A1,P04,18,12,12,6,10.6
STO093-001523,2024-09-04,A2,P04,16,22,12,6,10.6
STO093-001524,2024-09-04,A3,P04,44,20,24,6,10.6
