registro_id,grupo_asignado,fecha_asignacion
EXP060-000821,B,2025-03-04
EXP060-000822,B,2025-03-04
EXP060-000823,B,2025-03-05
EXP060-000824,B,2025-03-05
EXP060-000825,A,2025-03-06
EXP060-000826,A,2025-03-06
EXP060-000827,A,2025-03-07
EXP060-000828,B,2025-03-07
EXP060-000829,A,2025-03-08
EXP060-000830,B,2025-03-08
EXP060-000831,A,2025-03-09
EXP060-000832,A,2025-03-09
EXP060-000833,B,2025-03-10
EXP060-000834,A,2025-03-10
EXP060-000835,B,2025-03-11
EXP060-000836,B,2025-03-11
EXP060-000837,B,2025-03-12
EXP060-000838,B,2025-03-13
EXP060-000839,B,2025-03-13
EXP060-000840,A,2025-03-14
EXP060-000841,A,2025-03-14
EXP060-000842,A,2025-03-15
EXP060-000843,B,2025-03-15
EXP060-000844,A,2025-03-16
EXP060-000845,A,2025-03-16
EXP060-000846,B,2025-03-17
EXP060-000847,B,2025-03-17
EXP060-000848,A,2025-03-18
EXP060-000849,A,2025-03-18
EXP060-000850,A,2025-03-19
EXP060-000851,A,2025-03-19
EXP060-000852,A,2025-03-20
EXP060-000853,B,2025-03-20
EXP060-000854,B,2025-03-21
EXP060-000855,A,2025-03-21
EXP060-000856,A,2025-03-22
EXP060-000857,A,2025-03-22
EXP060-000858,B,2025-03-23
EXP060-000859,B,2025-03-23
EXP060-000860,B,2025-03-24
EXP060-000861,A,2025-03-25
EXP060-000862,B,2025-03-25
EXP060-000863,B,2025-03-26
EXP060-000864,A,2025-03-26
EXP060-000865,B,2025-03-27
EXP060-000866,A,2025-03-27
EXP060-000867,B,2025-03-28
EXP060-000868,A,2025-03-28
EXP060-000869,B,2025-03-29
EXP060-000870,B,2025-03-29
EXP060-000871,A,2025-03-30
EXP060-000872,B,2025-03-30
EXP060-000873,B,2025-03-31
EXP060-000874,A,2025-03-31
EXP060-000875,A,2025-04-01
EXP060-000876,A,2025-04-01
EXP060-000877,A,2025-04-02
EXP060-000878,B,2025-04-02
EXP060-000879,B,2025-04-03
EXP060-000880,B,2025-04-03
EXP060-000881,A,2025-04-04
EXP060-000882,A,2025-04-05
EXP060-000883,B,2025-04-05
EXP060-000884,A,2025-04-06
EXP060-000885,A,2025-04-06
EXP060-000886,A,2025-04-07
EXP060-000887,B,2025-04-07
EXP060-000888,A,2025-04-08
EXP060-000889,A,2025-04-08
EXP060-000890,B,2025-04-09
EXP060-000891,A,2025-04-09
EXP060-000892,B,2025-04-10
EXP060-000893,A,2025-04-10
EXP060-000894,A,2025-04-11
EXP060-000895,B,2025-04-11
EXP060-000896,B,2025-04-12
EXP060-000897,B,2025-04-12
EXP060-000898,A,2025-04-13
EXP060-000899,B,2025-04-13
EXP060-000900,B,2025-04-14
EXP060-000901,B,2025-04-14
EXP060-000902,B,2025-04-15
EXP060-000903,B,2025-04-15
EXP060-000904,A,2025-04-16
EXP060-000905,A,2025-04-17
EXP060-000906,B,2025-04-17
EXP060-000907,B,2025-04-18
EXP060-000908,A,2025-04-18
EXP060-000909,B,2025-04-19
EXP060-000910,A,2025-04-19
EXP060-000911,B,2025-04-20
EXP060-000912,A,2025-04-20
EXP060-000913,A,2025-04-21
EXP060-000914,B,2025-04-21
EXP060-000915,A,2025-04-22
EXP060-000916,B,2025-04-22
EXP060-000917,B,2025-04-23
EXP060-000918,A,2025-04-23
EXP060-000919,A,2025-04-24
EXP060-000920,A,2025-04-24
EXP060-000921,B,2025-04-25
EXP060-000922,A,2025-04-25
EXP060-000923,B,2025-04-26
EXP060-000924,B,2025-04-26
EXP060-000925,A,2025-04-27
EXP060-000926,A,2025-04-27
EXP060-000927,A,2025-04-28
EXP060-000928,A,2025-04-29
EXP060-000929,A,2025-04-29
EXP060-000930,A,2025-04-30
EXP060-000931,A,2025-04-30
EXP060-000932,A,2025-05-01
EXP060-000933,A,2025-05-01
EXP060-000934,A,2025-05-02
EXP060-000935,B,2025-05-02
EXP060-000936,A,2025-05-03
EXP060-000937,A,2025-05-03
EXP060-000938,A,2025-05-04
EXP060-000939,A,2025-05-04
EXP060-000940,A,2025-05-05
EXP060-000941,A,2025-05-05
EXP060-000942,B,2025-05-06
EXP060-000943,B,2025-05-06
EXP060-000944,B,2025-05-07
EXP060-000945,B,2025-05-07
EXP060-000946,A,2025-05-08
EXP060-000947,B,2025-05-08
EXP060-000948,B,2025-05-09
EXP060-000949,A,2025-05-09
EXP060-000950,B,2025-05-10
EXP060-000951,B,2025-05-11
EXP060-000952,A,2025-05-11
EXP060-000953,A,2025-05-12
EXP060-000954,B,2025-05-12
EXP060-000955,B,2025-05-13
EXP060-000956,A,2025-05-13
EXP060-000957,A,2025-05-14
EXP060-000958,A,2025-05-14
EXP060-000959,A,2025-05-15
EXP060-000960,B,2025-05-15
EXP060-000961,B,2025-05-16
EXP060-000962,A,2025-05-16
EXP060-000963,B,2025-05-17
EXP060-000964,B,2025-05-17
EXP060-000965,B,2025-05-18
EXP060-000966,A,2025-05-18
EXP060-000967,A,2025-05-19
EXP060-000968,A,2025-05-19
EXP060-000969,B,2025-05-20
EXP060-000970,A,2025-05-20
EXP060-000971,A,2025-05-21
EXP060-000972,B,2025-05-22
EXP060-000973,A,2025-05-22
EXP060-000974,A,2025-05-23
EXP060-000975,A,2025-05-23
EXP060-000976,B,2025-05-24
EXP060-000977,B,2025-05-24
EXP060-000978,A,2025-05-25
EXP060-000979,A,2025-05-25
EXP060-000980,A,2025-05-26
EXP060-000981,B,2025-05-26
EXP060-000982,B,2025-05-27
EXP060-000983,A,2025-05-27
EXP060-000984,A,2025-05-28
EXP060-000985,B,2025-05-28
EXP060-000986,B,2025-05-29
EXP060-000987,B,2025-05-29
EXP060-000988,A,2025-05-30
EXP060-000989,A,2025-05-30
EXP060-000990,B,2025-05-31
EXP060-000991,A,2025-05-31
EXP060-000992,B,2025-06-01
EXP060-000993,B,2025-06-01
EXP060-000994,A,2025-06-02
EXP060-000995,B,2025-06-03
EXP060-000996,A,2025-06-03
EXP060-000997,A,2025-06-04
EXP060-000998,B,2025-06-04
EXP060-000999,A,2025-06-05
EXP060-001000,B,2025-06-05
EXP060-001001,B,2025-06-06
EXP060-001002,A,2025-06-06
EXP060-001003,B,2025-06-07
EXP060-001004,A,2025-06-07
EXP060-001005,A,2025-06-08
EXP060-001006,B,2025-06-08
EXP060-001007,A,2025-06-09
EXP060-001008,B,2025-06-09
EXP060-001009,A,2025-06-10
EXP060-001010,B,2025-06-10
EXP060-001011,A,2025-06-11
EXP060-001012,B,2025-06-11
EXP060-001013,A,2025-06-12
EXP060-001014,B,2025-06-12
EXP060-001015,B,2025-06-13
EXP060-001016,B,2025-06-13
EXP060-001017,A,2025-06-14
EXP060-001018,A,2025-06-15
EXP060-001019,B,2025-06-15
EXP060-001020,B,2025-06-16
EXP060-001021,B,2025-06-16
EXP060-001022,A,2025-06-17
EXP060-001023,A,2025-06-17
EXP060-001024,B,2025-06-18
EXP060-001025,B,2025-06-18
EXP060-001026,A,2025-06-19
EXP060-001027,B,2025-06-19
EXP060-001028,A,2025-06-20
EXP060-001029,A,2025-06-20
EXP060-001030,B,2025-06-21
EXP060-001031,A,2025-06-21
EXP060-001032,B,2025-06-22
EXP060-001033,A,2025-06-22
EXP060-001034,B,2025-06-23
EXP060-001035,A,2025-06-23
EXP060-001036,A,2025-06-24
EXP060-001037,B,2025-06-24
EXP060-001038,B,2025-06-25
EXP060-001039,B,2025-06-25
EXP060-001040,B,2025-06-26
EXP060-001041,B,2025-06-27
EXP060-001042,B,2025-06-27
EXP060-001043,B,2025-06-28
EXP060-001044,B,2025-06-28
EXP060-001045,A,2025-06-29
EXP060-001046,B,2025-06-29
EXP060-001047,A,2025-06-30
EXP060-001048,A,2025-06-30
EXP060-001049,B,2025-07-01
EXP060-001050,A,2025-07-01
EXP060-001051,B,2025-07-02
EXP060-001052,B,2025-07-02
EXP060-001053,A,2025-07-03
EXP060-001054,A,2025-07-03
EXP060-001055,B,2025-07-04
EXP060-001056,A,2025-07-04
EXP060-001057,A,2025-07-05
EXP060-001058,B,2025-07-05
EXP060-001059,B,2025-07-06
EXP060-001060,B,2025-07-06
EXP060-001061,A,2025-07-07
EXP060-001062,A,2025-07-07
EXP060-001063,A,2025-07-08
EXP060-001064,A,2025-07-09
EXP060-001065,A,2025-07-09
EXP060-001066,A,2025-07-10
EXP060-001067,A,2025-07-10
EXP060-001068,A,2025-07-11
EXP060-001069,B,2025-07-11
EXP060-001070,A,2025-07-12
EXP060-001071,B,2025-07-12
EXP060-001072,A,2025-07-13
EXP060-001073,A,2025-07-13
EXP060-001074,B,2025-07-14
EXP060-001075,B,2025-07-14
EXP060-001076,B,2025-07-15
EXP060-001077,A,2025-07-15
EXP060-001078,B,2025-07-16
EXP060-001079,B,2025-07-16
EXP060-001080,A,2025-07-17
EXP060-001081,A,2025-07-17
EXP060-001082,B,2025-07-18
EXP060-001083,B,2025-07-18
EXP060-001084,B,2025-07-19
EXP060-001085,A,2025-07-20
EXP060-001086,A,2025-07-20
EXP060-001087,B,2025-07-21
EXP060-001088,B,2025-07-21
EXP060-001089,A,2025-07-22
EXP060-001090,A,2025-07-22
EXP060-001091,B,2025-07-23
EXP060-001092,A,2025-07-23
EXP060-001093,B,2025-07-24
EXP060-001094,B,2025-07-24
EXP060-001095,A,2025-07-25
EXP060-001096,B,2025-07-25
EXP060-001097,A,2025-07-26
EXP060-001098,B,2025-07-26
EXP060-001099,B,2025-07-27
EXP060-001100,A,2025-07-27
EXP060-001101,A,2025-07-28
EXP060-001102,B,2025-07-28
EXP060-001103,B,2025-07-29
EXP060-001104,A,2025-07-29
EXP060-001105,B,2025-07-30
EXP060-001106,B,2025-07-30
EXP060-001107,A,2025-07-31
EXP060-001108,B,2025-08-01
EXP060-001109,B,2025-08-01
EXP060-001110,B,2025-08-02
EXP060-001111,A,2025-08-02
EXP060-001112,A,2025-08-03
EXP060-001113,A,2025-08-03
EXP060-001114,A,2025-08-04
EXP060-001115,B,2025-08-04
EXP060-001116,A,2025-08-05
EXP060-001117,A,2025-08-05
EXP060-001118,B,2025-08-06
EXP060-001119,A,2025-08-06
EXP060-001120,A,2025-08-07
EXP060-001121,A,2025-08-07
EXP060-001122,A,2025-08-08
EXP060-001123,B,2025-08-08
EXP060-001124,A,2025-08-09
EXP060-001125,A,2025-08-09
EXP060-001126,A,2025-08-10
EXP060-001127,B,2025-08-10
EXP060-001128,A,2025-08-11
EXP060-001129,B,2025-08-11
EXP060-001130,B,2025-08-12
EXP060-001131,B,2025-08-13
EXP060-001132,B,2025-08-13
EXP060-001133,A,2025-08-14
EXP060-001134,B,2025-08-14
EXP060-001135,A,2025-08-15
EXP060-001136,A,2025-08-15
EXP060-001137,A,2025-08-16
EXP060-001138,A,2025-08-16
EXP060-001139,A,2025-08-17
EXP060-001140,A,2025-08-17
EXP060-001141,B,2025-08-18
EXP060-001142,B,2025-08-18
EXP060-001143,A,2025-08-19
EXP060-001144,A,2025-08-19
EXP060-001145,A,2025-08-20
EXP060-001146,A,2025-08-20
EXP060-001147,B,2025-08-21
EXP060-001148,A,2025-08-21
EXP060-001149,A,2025-08-22
EXP060-001150,A,2025-08-22
EXP060-001151,B,2025-08-23
EXP060-001152,A,2025-08-23
EXP060-001153,A,2025-08-24
EXP060-001154,B,2025-08-25
EXP060-001155,B,2025-08-25
EXP060-001156,B,2025-08-26
EXP060-001157,A,2025-08-26
EXP060-001158,A,2025-08-27
EXP060-001159,A,2025-08-27
EXP060-001160,B,2025-08-28
EXP060-001161,A,2025-08-28
EXP060-001162,A,2025-08-29
EXP060-001163,A,2025-08-29
EXP060-001164,B,2025-08-30
EXP060-001165,B,2025-08-30
EXP060-001166,A,2025-08-31
EXP060-001167,A,2025-08-31
EXP060-001168,A,2024-02-30
EXP060-001169,A,2025-09-01
EXP060-001170,A,2025-09-02
EXP060-001171,A,2025-09-02
EXP060-001172,A,2025-09-03
EXP060-001173,B,2025-09-03
EXP060-001174,B,2025-09-04
EXP060-001175,B,2025-09-04
EXP060-001176,A,2025-09-05
EXP060-001177,A,2025-09-06
EXP060-001178,B,2025-09-06
EXP060-001179,A,2025-09-07
EXP060-001180,A,2025-09-07
EXP060-001181,A,2025-09-08
EXP060-001182,A,2025-09-08
EXP060-001183,B,2025-09-09
EXP060-001184,A,2025-09-09
EXP060-001185,B,2025-09-10
EXP060-001186,A,2025-09-10
EXP060-001187,B,2025-09-11
EXP060-001188,B,2025-09-11
EXP060-001189,B,2025-09-12
EXP060-001190,B,2025-09-12
EXP060-001191,A,2025-09-13
EXP060-001192,B,2025-09-13
EXP060-001193,B,2025-09-14
EXP060-001194,A,2025-09-14
EXP060-001195,B,2025-09-15
EXP060-001196,A,2025-09-15
EXP060-001197,B,2025-09-16
EXP060-001198,B,2025-09-17
EXP060-001199,A,2025-09-17
EXP060-001200,B,2025-09-18
EXP060-001201,B,2025-09-18
EXP060-001202,B,2025-09-19
EXP060-001203,A,2025-09-19
EXP060-001204,B,2025-09-20
EXP060-001205,A,2025-09-20
EXP060-001206,B,2025-09-21
EXP060-001207,A,2025-09-21
EXP060-001208,A,2025-09-22
EXP060-001209,A,2025-09-22
EXP060-001210,B,2025-09-23
EXP060-001211,A,2025-09-23
EXP060-001212,B,2025-09-24
EXP060-001213,B,2025-09-24
EXP060-001214,A,2025-09-25
EXP060-001215,B,2025-09-25
EXP060-001216,A,2025-09-26
EXP060-001217,B,2025-09-26
EXP060-001218,A,2025-09-27
EXP060-001219,B,2025-09-27
EXP060-001220,A,2025-09-28
EXP060-001221,A,2025-09-29
EXP060-001222,B,2025-09-29
EXP060-001223,A,2025-09-30
EXP060-001224,B,2025-09-30
EXP060-001225,A,2025-10-01
EXP060-001226,A,2025-10-01
EXP060-001227,B,2025-10-02
EXP060-001228,A,2025-10-02
EXP060-001229,A,2025-10-03
EXP060-001230,A,2025-10-03
EXP060-001231,A,2025-10-04
EXP060-001232,A,2025-10-04
EXP060-001233,A,2025-10-05
EXP060-001234,A,2025-10-05
EXP060-001235,A,2025-10-06
EXP060-001236,A,2025-10-06
EXP060-001237,B,2025-10-07
EXP060-001238,B,2025-10-07
EXP060-001239,A,2025-10-08
EXP060-001240,B,2025-10-08
EXP060-001241,B,2025-10-09
EXP060-001242,A,2025-10-09
EXP060-001243,A,2025-10-10
EXP060-001244,A,2025-10-11
EXP060-001245,A,2025-10-11
EXP060-001246,A,2025-10-12
EXP060-001247,B,2025-10-12
EXP060-001248,B,2025-10-13
EXP060-001249,A,2025-10-13
EXP060-001250,A,2025-10-14
EXP060-001251,A,2025-10-14
EXP060-001252,A,2025-10-15
EXP060-001253,A,2025-10-15
EXP060-001254,B,2025-10-16
EXP060-001255,A,2025-10-16
EXP060-001256,B,2025-10-17
EXP060-001257,B,2025-10-17
EXP060-001258,A,2025-10-18
EXP060-001259,B,2025-10-18
EXP060-001260,A,2025-10-19
EXP060-001261,A,2025-10-19
EXP060-001262,A,2025-10-20
EXP060-001263,A,2025-10-20
EXP060-001264,B,2025-10-21
EXP060-001265,A,2025-10-21
EXP060-001266,B,2025-10-22
EXP060-001267,A,2025-10-23
EXP060-001268,B,2025-10-23
EXP060-001269,B,2025-10-24
EXP060-001270,A,2025-10-24
EXP060-001271,B,2025-10-25
EXP060-001272,A,2025-10-25
EXP060-001273,B,2025-10-26
EXP060-001274,A,2025-10-26
EXP060-001275,B,2025-10-27
EXP060-001276,B,2025-10-27
EXP060-001277,A,2025-10-28
EXP060-001278,B,2025-10-28
EXP060-001279,B,2025-10-29
EXP060-001280,B,2025-10-29
EXP060-001281,B,2025-10-30
EXP060-001282,B,2025-10-30
EXP060-001283,A,2025-10-31
EXP060-001284,A,2025-10-31
EXP060-001285,A,2025-11-01
EXP060-001286,B,2025-11-01
EXP060-001287,B,2025-11-02
EXP060-001288,A,2025-11-02
EXP060-001289,A,2025-11-03
EXP060-001290,A,2025-11-04
EXP060-001291,B,2025-11-04
EXP060-001292,B,2025-11-05
EXP060-001293,A,2025-11-05
EXP060-001294,B,2025-11-06
EXP060-001295,B,2025-11-06
EXP060-001296,B,2025-11-07
EXP060-001297,B,2025-11-07
EXP060-001298,B,2025-11-08
EXP060-001299,A,2025-11-08
EXP060-001300,B,2025-11-09
EXP060-001301,A,2025-11-09
EXP060-001302,A,2025-11-10
EXP060-001303,B,2025-11-10
EXP060-001304,A,2025-11-11
EXP060-001305,B,2025-11-11
EXP060-001306,A,2025-11-12
EXP060-001307,A,2025-11-12
EXP060-001308,B,2025-11-13
EXP060-001309,B,2025-11-13
EXP060-001310,A,2025-11-14
EXP060-001311,A,2025-11-15
EXP060-001312,B,2025-11-15
EXP060-001313,B,2025-11-16
EXP060-001314,B,2025-11-16
EXP060-001315,B,2025-11-17
EXP060-001316,B,2025-11-17
EXP060-001317,A,2025-11-18
EXP060-001318,B,2025-11-18
EXP060-001319,B,2025-11-19
EXP060-001320,B,2025-11-19
EXP060-001321,B,2025-11-20
EXP060-001322,A,2025-11-20
EXP060-001323,B,2025-11-21
EXP060-001324,A,2025-11-21
EXP060-001325,A,2025-11-22
EXP060-001326,A,2025-11-22
EXP060-001327,A,2025-11-23
EXP060-001328,A,2025-11-23
EXP060-001329,A,2025-11-24
EXP060-001330,B,2025-11-24
EXP060-001331,B,2025-11-25
EXP060-001332,A,2025-11-25
EXP060-001333,A,2025-11-26
EXP060-001334,B,2025-11-27
EXP060-001335,B,2025-11-27
EXP060-001336,A,2025-11-28
EXP060-001337,A,2025-11-28
EXP060-001338,A,2025-11-29
EXP060-001339,A,2025-11-29
EXP060-001340,A,2025-11-30
EXP060-001341,B,2025-11-30
EXP060-001342,A,2025-12-01
EXP060-001343,A,2025-12-01
EXP060-001344,A,2025-12-02
EXP060-001345,B,2025-12-02
EXP060-001346,B,2025-12-03
EXP060-001347,B,2025-12-03
EXP060-001348,B,2025-12-04
EXP060-001349,B,2025-12-04
EXP060-001350,A,2025-12-05
EXP060-001351,A,2025-12-05
EXP060-001352,B,2025-12-06
EXP060-001353,B,2025-12-06
EXP060-001354,A,2025-12-07
EXP060-001355,B,2025-12-07
EXP060-001356,B,2025-12-08
EXP060-001357,A,2025-12-09
EXP060-001358,A,2025-12-09
EXP060-001359,A,2025-12-10
EXP060-001360,B,2025-12-10
EXP060-001361,A,2025-12-11
EXP060-001362,B,2025-12-11
EXP060-001363,A,2025-12-12
EXP060-001364,B,2025-12-12
EXP060-001365,B,2025-12-13
EXP060-001366,B,2025-12-13
EXP060-001367,A,2025-12-14
EXP060-001368,B,2025-12-14
EXP060-001369,A,2025-12-15
EXP060-001370,B,2025-12-15
EXP060-001371,B,2025-12-16
EXP060-001372,A,2025-12-16
EXP060-001373,A,2025-12-17
EXP060-001374,A,2025-12-17
EXP060-001375,B,2025-12-18
EXP060-001376,A,2025-12-18
EXP060-001377,A,2025-12-19
EXP060-001378,A,2025-12-19
EXP060-001379,A,2025-12-20
EXP060-001380,A,2025-12-21
EXP060-001381,B,2025-12-21
EXP060-001382,A,2025-12-22
EXP060-001383,B,2025-12-22
EXP060-001384,A,2025-12-23
EXP060-001385,B,2025-12-23
EXP060-001386,B,2025-12-24
EXP060-001387,A,2025-12-24
EXP060-001388,B,2025-12-25
EXP060-001389,B,2025-12-25
EXP060-001390,B,2025-12-26
EXP060-001391,B,2025-12-26
EXP060-001392,A,2025-12-27
EXP060-001393,A,2025-12-27
EXP060-001394,B,2025-12-28
EXP060-001395,B,2025-12-28
EXP060-001396,B,2025-12-29
EXP060-001397,A,2025-12-29
EXP060-001398,A,2025-12-30
EXP060-001399,B,2025-12-30
EXP060-001400,B,2025-12-31
