registro_id,fecha,distrito,kg,reciclable_kg,habitantes,km,cobertura_pct
RES057-000416,2024-05-18,centro,,196.1,6000,15.7,80
RES057-000417,2024-05-18,sur,590.3,126.8,3600,25.1,100
RES057-000418,2024-05-19,norte,206.7,47.1,2400,9.2,80
RES057-000419,2024-05-19,centro,1013.5,168.7,6000,11.0,100
RES057-000420,2024-05-19,sur,544.2,101.6,3600,15.2,80
RES057-000421,2024-05-20,norte,519.2,99.8,2400,15.7,100
RES057-000422,2024-05-20,centro,1290.9,253.9,6000,8.8,100
RES057-000423,2024-05-20,sur,"509,7",102.4,3600,25.1,80
RES057-000424,2024-05-21,norte,433.7,71.5,2400,28.5,100
RES057-000425,2024-05-21,centro,624.9,125.6,6000,15.7,60
RES057-000426,2024-05-21,sur,616.4,161.9,3600,29.9,100
RES057-000427,2024-05-22,norte,376.1,66.0,2400,23.0,100
RES057-000428,2024-05-22,centro,1082.2,210.4,6000,14.1,100
RES057-000429,2024-05-22,sur,623.5,161.9,3600,8.3,100
RES057-000430,2024-05-23,norte,374.5,89.7,2400,23.6,100
RES057-000431,2024-05-23,centro,1034.5,215.2,6000,18.9,100
RES057-000432,2024-05-23,sur,508.2,125.0,3600,15.4,80
RES057-000433,2024-05-24,norte,359.3,65.6,2400,22.0,100
RES057-000434,2024-05-24,centro,1112.9,223.1,6000,21.6,100
RES057-000435,2024-05-24,sur,477.7,116.5,3600,22.7,80
RES057-000436,2024-05-25,norte,390.9,78.9,2400,23.9,100
RES057-000437,2024-05-25,centro,1094.3,241.4,6000,28.6,100
RES057-000438,2024-05-25,sur,650.1,141.4,3600,12.9,80
RES057-000439,2024-05-26,norte,415.8,81.1,2400,10.8,100
RES057-000440,2024-05-26,centro,1148.3,231.7,6000,23.7,100
RES057-000441,2024-05-26,sur,616.2,134.3,3600,19.6,100
RES057-000443,2024-05-27,centro,1195.8,246.5,6000,17.4,100
RES057-000444,2024-05-27,sur,800.0,191.5,3600,29.4,100
RES057-000445,2024-05-28,norte,341.2,60.0,2400,15.0,60
RES057-000446,2024-05-28,centro,1057.4,200.9,6000,17.9,100
RES057-000447,2024-05-28,sur,563.3,126.6,3600,22.6,100
RES057-000448,2024-05-29,norte,399.1,67.7,2400,17.4,100
RES057-000449,2024-05-29,centro,1079.4,198.8,6000,23.9,100
RES057-000450,2024-05-29,sur,583.9,138.7,3600,10.3,100
RES057-000451,2024-05-30,norte,318.4,72.8,2400,25.7,100
RES057-000452,2024-05-30,centro,1102.3,245.4,6000,21.5,100
RES057-000453,2024-05-30,sur,666.8,147.7,3600,19.7,100
RES057-000454,2024-05-31,norte,432.5,94.8,2400,20.0,100
RES057-000455,2024-05-31,centro,1127.7,258.0,6000,26.7,100
RES057-000456,2024-05-31,sur,637.4,147.0,3600,26.8,100
RES057-000457,2024-06-01,norte,456.3,74.6,2400,11.6,100
RES057-000458,2024-06-01,centro,646.2,162.2,6000,21.9,60
RES057-000459,2024-06-01,sur,545.3,132.1,3600,17.6,80
RES057-000460,2024-06-02,norte,390.0,67.1,2400,11.7,80
RES057-000461,2024-06-02,centro,864.8,183.4,6000,17.8,80
RES057-000462,2024-06-02,sur,362.6,76.3,3600,19.5,60
RES057-000463,2024-06-03,norte,502.8,91.6,2400,24.9,100
RES057-000464,2024-06-03,centro,1249.9,296.6,6000,23.4,100
RES057-000465,2024-06-03,sur,736.9,168.7,3600,20.9,100
RES057-000466,2024-06-04,norte,462.0,74.5,2400,10.1,100
RES057-000467,2024-06-04,centro,796.6,127.8,6000,16.1,80
RES057-000468,2024-06-04,sur,647.8,137.5,3600,23.2,100
RES057-000469,2024-06-05,norte,387.4,70.6,2400,18.8,100
RES057-000470,2024-06-05,centro,635.0,115.2,6000,9.2,60
RES057-000471,2024-06-05,sur,566.9,148.3,3600,27.9,80
RES057-000472,2024-06-06,norte,395.7,87.6,2400,24.9,80
RES057-000473,2024-06-06,centro,1111.4,258.1,6000,19.6,100
RES057-000474,2024-06-06,sur,498.1,135.2,3600,11.8,80
RES057-000475,2024-06-07,norte,508.8,99.9,2400,9.9,100
RES057-000476,2024-06-07,centro,1053.9,221.0,6000,14.1,100
RES057-000477,2024-06-07,sur,416.7,80.6,3600,25.4,60
RES057-000478,2024-06-08,norte,253.9,51.3,2400,24.5,60
RES057-000479,2024-06-08,centro,594.0,128.6,6000,26.0,60
RES057-000480,2024-06-08,sur,584.2,108.3,3600,26.0,100
RES057-000481,2024-06-09,norte,473.8,88.1,2400,18.0,100
RES057-000482,2024-06-09,centro,895.3,160.4,6000,21.9,80
RES057-000483,2024-06-09,sur,634.5,121.5,3600,22.1,100
RES057-000484,2024-06-10,norte,462.2,99.3,2400,14.8,100
RES057-000485,2024-06-10,centro,1274.1,255.0,6000,12.8,100
RES057-000486,2024-06-10,sur,690.7,142.0,3600,29.8,100
RES057-000487,2024-06-11,norte,376.4,79.9,2400,13.3,100
RES057-000488,2024-06-11,centro,1141.5,253.4,6000,29.4,100
RES057-000489,2024-06-11,sur,655.8,139.2,3600,28.6,100
RES057-000490,2024-06-12,norte,488.7,81.1,2400,28.3,100
RES057-000491,2024-06-12,centro,628.9,110.8,6000,18.5,60
RES057-000492,2024-06-12,sur,693.5,144.2,3600,16.4,100
RES057-000493,2024-06-13,norte,256.0,40.0,2400,16.0,80
RES057-000494,2024-06-13,centro,1082.1,242.0,6000,8.8,100
RES057-000496,2024-06-14,norte,130.5,25.9,2400,26.3,60
RES057-000497,2024-06-14,centro,1016.3,242.6,6000,21.0,100
RES057-000498,2024-06-14,sur,446.5,101.7,3600,24.0,60
RES057-000499,2024-06-15,norte,,59.9,2400,25.8,100
RES057-000500,2024-06-15,centro,865.0,179.8,6000,10.1,80
RES057-000501,2024-06-15,sur,685.2,167.2,3600,12.7,100
RES057-000502,2024-06-16,norte,431.3,99.4,2400,20.6,100
RES057-000503,2024-06-16,centro,1012.8,223.3,6000,26.6,100
RES057-000504,2024-06-16,sur,383.6,70.5,3600,28.2,60
RES057-000505,2024-06-17,norte,515.4,124.3,2400,15.8,100
RES057-000506,2024-06-17,centro,1262.3,254.2,6000,21.2,100
RES057-000507,2024-06-17,sur,470.2,119.7,3600,11.0,60
RES057-000508,2024-06-18,norte,389.2,85.9,2400,17.3,100
RES057-000509,2024-06-18,centro,645.5,144.4,6000,9.2,60
RES057-000510,2024-06-18,sur,392.5,91.0,3600,24.9,60
RES057-000511,2024-06-19,norte,330.3,57.1,2400,19.6,80
RES057-000512,2024-06-19,centro,1098.6,289.3,6000,14.0,100
RES057-000513,2024-06-19,sur,317.3,71.4,3600,9.3,60
RES057-000514,2024-06-20,norte,458.2,88.5,2400,24.9,100
RES057-000515,2024-06-20,centro,1065.1,210.4,6000,21.9,100
RES057-000516,2024-06-20,sur,431.0,103.1,3600,26.1,60
RES057-000517,2024-06-21,norte,363.2,53.5,2400,16.3,80
RES057-000518,2024-06-21,centro,1111.3,225.5,6000,25.6,100
RES057-000519,2024-06-21,sur,727.0,171.5,3600,12.3,100
RES057-000520,2024-06-22,norte,418.9,92.8,2400,29.8,100
RES057-000521,2024-06-22,centro,1061.8,202.6,6000,10.0,100
RES057-000522,2024-06-22,sur,654.2,147.3,3600,11.2,100
RES057-000523,2024-06-23,norte,391.0,78.0,2400,29.4,100
RES057-000524,2024-06-23,centro,1101.3,244.9,6000,9.5,100
RES057-000525,2024-06-23,sur,411.3,85.5,3600,8.3,60
RES057-000526,2024-06-24,norte,413.7,79.3,2400,10.6,100
RES057-000527,2024-06-24,centro,1229.0,247.8,6000,18.7,100
RES057-000528,2024-06-24,sur,816.7,202.4,3600,29.9,100
RES057-000529,2024-06-25,norte,473.5,88.1,2400,11.8,100
RES057-000530,2024-06-25,centro,659.9,147.4,6000,27.6,60
RES057-000531,2024-06-25,sur,641.1,133.5,3600,13.0,100
RES057-000532,2024-06-26,norte,381.8,65.2,2400,18.6,100
RES057-000533,2024-06-26,centro,631.5,140.8,6000,24.9,60
RES057-000534,2024-06-26,sur,660.6,146.9,3600,9.9,100
RES057-000535,2024-06-27,norte,378.8,71.5,2400,29.1,100
RES057-000536,2024-06-27,centro,1162.2,240.3,6000,8.3,100
RES057-000537,2024-06-27,sur,469.3,95.0,3600,17.6,80
RES057-000538,2024-06-28,norte,372.7,52.4,2400,29.4,100
RES057-000539,2024-06-28,centro,1037.0,257.8,6000,9.5,100
RES057-000540,2024-06-28,sur,458.6,93.7,3600,15.2,80
RES057-000541,2024-06-29,norte,467.6,95.8,2400,8.2,100
RES057-000542,2024-06-29,centro,1062.5,246.6,6000,15.6,100
RES057-000543,2024-06-29,sur,743.0,173.3,3600,17.6,100
RES057-000544,2024-06-30,norte,418.3,92.6,2400,26.3,80
RES057-000545,2024-06-30,centro,1187.4,200.7,6000,22.9,100
RES057-000546,2024-06-30,sur,650.8,162.5,3600,17.6,100
RES057-000547,2024-07-01,norte,421.5,96.4,2400,17.0,100
RES057-000549,2024-07-01,sur,829.3,169.1,3600,17.9,100
RES057-000550,2024-07-02,norte,329.8,65.2,2400,22.5,80
RES057-000551,2024-07-02,centro,721.1,143.8,6000,20.5,60
RES057-000552,2024-07-02,sur,700.1,164.4,3600,28.6,100
RES057-000553,2024-07-03,norte,426.2,96.5,2400,23.6,100
RES057-000554,2024-07-03,centro,1107.1,202.5,6000,29.0,100
RES057-000555,2024-07-03,sur,668.7,177.7,3600,11.4,100
RES057-000556,2024-07-04,norte,476.8,107.5,2400,21.2,100
RES057-000557,2024-07-04,centro,787.9,183.4,6000,14.6,80
RES057-000558,2024-07-04,sur,720.7,167.4,3600,19.0,100
RES057-000559,2024-07-05,norte,356.3,72.1,2400,17.1,100
RES057-000560,2024-07-05,centro,682.0,128.7,6000,20.8,60
RES057-000561,2024-07-05,sur,676.6,175.9,3600,24.5,100
RES057-000562,2024-07-06,norte,479.0,131.8,2400,25.6,100
RES057-000563,2024-07-06,centro,1070.2,283.5,6000,16.5,100
RES057-000564,2024-07-06,sur,651.5,166.0,3600,18.6,100
RES057-000565,2024-07-07,norte,295.5,63.0,2400,22.6,60
RES057-000566,2024-07-07,centro,1087.6,211.9,6000,9.9,100
RES057-000567,2024-07-07,sur,622.2,162.3,3600,20.8,100
RES057-000568,2024-07-08,norte,502.2,113.7,2400,20.2,100
RES057-000569,2024-07-08,centro,1229.3,240.7,6000,28.7,100
RES057-000570,2024-07-08,sur,411.4,90.6,3600,11.6,60
RES057-000571,2024-07-09,norte,441.8,128.1,2400,8.5,100
RES057-000572,2024-07-09,centro,1081.7,233.7,6000,10.1,100
RES057-000573,2024-07-09,sur,668.4,183.3,3600,8.4,100
RES057-000574,2024-07-10,norte,390.5,99.0,2400,22.9,100
RES057-000575,2024-07-10,centro,1049.2,281.6,6000,26.3,100
RES057-000576,2024-07-10,sur,674.3,167.7,3600,14.1,100
RES057-000577,2024-07-11,norte,470.3,105.2,2400,23.3,100
RES057-000578,2024-07-11,centro,1092.0,256.7,6000,9.9,100
RES057-000579,2024-07-11,sur,450.9,97.3,3600,15.9,60
RES057-000580,2024-07-12,norte,383.7,86.3,2400,27.2,100
RES057-000581,2024-07-12,centro,846.8,145.0,6000,24.6,80
RES057-000582,2024-07-12,sur,,166.7,3600,15.6,100
RES057-000583,2024-07-13,norte,443.5,79.7,2400,22.4,100
RES057-000584,2024-07-13,centro,1147.8,223.8,6000,22.3,100
RES057-000585,2024-07-13,sur,607.2,128.4,3600,13.8,100
RES057-000586,2024-07-14,norte,372.0,87.5,2400,11.1,100
RES057-000587,2024-07-14,centro,1066.2,208.7,6000,10.6,100
RES057-000588,2024-07-14,sur,602.8,121.0,3600,16.1,100
RES057-000589,2024-07-15,norte,353.2,77.3,2400,18.5,60
RES057-000590,2024-07-15,centro,957.9,189.3,6000,15.9,80
RES057-000591,2024-07-15,sur,756.3,172.3,3600,14.9,100
RES057-000592,2024-07-16,norte,368.0,85.8,2400,24.6,80
RES057-000593,2024-07-16,centro,785.9,220.9,6000,29.9,80
RES057-000594,2024-07-16,sur,689.8,159.2,3600,11.0,100
RES057-000595,2024-07-17,norte,410.3,108.5,2400,23.8,100
RES057-000596,2024-07-17,centro,878.1,165.0,6000,27.5,80
RES057-000597,2024-07-17,sur,628.2,115.5,3600,20.1,100
RES057-000598,2024-07-18,norte,461.4,91.6,2400,21.5,100
RES057-000599,2024-07-18,centro,696.6,117.6,6000,14.4,60
RES057-000600,2024-07-18,sur,639.3,142.7,3600,28.2,100
RES057-000602,2024-07-19,centro,878.8,171.4,6000,21.4,80
RES057-000603,2024-07-19,sur,564.3,121.0,3600,27.6,100
RES057-000604,2024-07-20,norte,340.1,84.1,2400,10.4,80
RES057-000605,2024-07-20,centro,833.0,176.6,6000,25.9,80
RES057-000606,2024-07-20,sur,680.1,147.4,3600,9.7,100
RES057-000607,2024-07-21,norte,281.0,61.5,2400,25.0,60
RES057-000608,2024-07-21,centro,1175.5,189.7,6000,16.5,100
RES057-000609,2024-07-21,sur,679.1,134.3,3600,22.2,100
RES057-000610,2024-07-22,norte,537.3,108.6,2400,23.8,100
RES057-000611,2024-07-22,centro,1374.6,272.7,6000,23.8,100
RES057-000612,2024-07-22,sur,738.8,167.0,3600,15.6,100
RES057-000613,2024-07-23,norte,354.4,68.8,2400,20.7,80
RES057-000614,2024-07-23,centro,1058.7,244.9,6000,12.1,100
RES057-000615,2024-07-23,sur,679.7,156.0,3600,10.7,100
RES057-000616,2024-07-24,norte,353.9,86.2,2400,13.2,100
RES057-000617,2024-07-24,centro,1070.9,271.5,6000,25.3,100
RES057-000618,2024-07-24,sur,553.1,128.0,3600,16.3,100
RES057-000619,2024-07-25,norte,439.7,106.6,2400,22.7,100
RES057-000620,2024-07-25,centro,1103.4,210.7,6000,13.0,100
RES057-000621,2024-07-25,sur,645.3,148.2,3600,24.0,100
RES057-000622,2024-07-26,norte,306.4,85.0,2400,20.6,60
RES057-000623,2024-07-26,centro,1081.1,200.5,6000,14.9,100
RES057-000624,2024-07-26,sur,348.5,84.2,3600,18.1,60
RES057-000625,2024-07-27,norte,454.7,107.6,2400,24.5,80
RES057-000626,2024-07-27,centro,889.1,207.1,6000,15.5,80
RES057-000627,2024-07-27,sur,630.3,157.5,3600,27.3,100
RES057-000628,2024-07-28,norte,510.2,96.2,2400,10.0,100
RES057-000629,2024-07-28,centro,1050.7,191.3,6000,27.7,100
RES057-000630,2024-07-28,sur,548.4,140.8,3600,28.4,80
RES057-000631,2024-07-29,norte,444.9,96.3,2400,25.6,100
RES057-000632,2024-07-29,centro,957.6,234.1,6000,10.4,80
RES057-000633,2024-07-29,sur,734.6,172.7,3600,26.5,100
RES057-000634,2024-07-30,norte,"507,9",127.2,2400,14.4,100
RES057-000635,2024-07-30,centro,1071.8,205.2,6000,28.8,100
RES057-000636,2024-07-30,sur,462.8,94.0,3600,8.8,80
RES057-000637,2024-07-31,norte,279.0,53.7,2400,19.2,60
RES057-000638,2024-07-31,centro,1078.7,230.7,6000,19.2,100
RES057-000639,2024-07-31,sur,513.5,80.4,3600,15.4,80
RES057-000640,2024-08-01,norte,448.1,91.6,2400,21.3,100
RES057-000641,2024-08-01,centro,828.0,178.9,6000,20.5,80
RES057-000642,2024-08-01,sur,635.9,171.2,3600,11.2,100
RES057-000643,2024-08-02,norte,248.6,55.2,2400,25.6,80
RES057-000644,2024-08-02,centro,1076.8,247.6,6000,14.7,100
RES057-000645,2024-08-02,sur,608.3,133.8,3600,17.0,100
RES057-000646,2024-08-03,norte,428.8,90.4,2400,22.9,100
RES057-000647,2024-08-03,centro,840.0,173.5,6000,13.9,80
RES057-000648,2024-08-03,sur,599.2,141.6,3600,29.7,80
RES057-000649,2024-08-04,norte,474.1,125.4,2400,12.8,100
RES057-000650,2024-08-04,centro,887.9,181.2,6000,17.4,80
RES057-000651,2024-08-04,sur,653.5,158.8,3600,14.3,100
RES057-000652,2024-08-05,norte,492.3,102.9,2400,22.2,100
RES057-000653,2024-08-05,centro,1234.2,274.4,6000,26.0,100
RES057-000655,2024-08-06,norte,236.3,60.6,2400,19.5,60
RES057-000656,2024-08-06,centro,1085.5,255.1,6000,21.8,100
RES057-000657,2024-08-06,sur,590.4,147.4,3600,24.8,100
RES057-000658,2024-08-07,norte,394.4,79.3,2400,24.9,100
RES057-000659,2024-08-07,centro,1062.1,221.7,6000,22.0,100
RES057-000660,2024-08-07,sur,629.6,160.4,3600,14.3,100
RES057-000661,2024-08-08,norte,199.1,46.3,2400,27.9,60
RES057-000662,2024-08-08,centro,1150.1,234.9,6000,12.6,100
RES057-000663,2024-08-08,sur,672.9,190.3,3600,28.6,100
RES057-000664,2024-08-09,norte,241.4,69.7,2400,10.9,60
RES057-000665,2024-08-09,centro,,186.1,6000,15.7,100
RES057-000666,2024-08-09,sur,692.5,150.3,3600,19.1,100
RES057-000667,2024-08-10,norte,425.2,89.5,2400,8.7,100
RES057-000668,2024-08-10,centro,1144.9,203.5,6000,15.1,100
RES057-000669,2024-08-10,sur,642.9,141.9,3600,14.0,100
RES057-000670,2024-08-11,norte,426.3,116.1,2400,26.1,100
RES057-000671,2024-08-11,centro,1095.6,250.6,6000,12.6,100
RES057-000672,2024-08-11,sur,501.2,126.9,3600,23.2,80
RES057-000673,2024-08-12,norte,400.0,100.7,2400,19.1,80
RES057-000674,2024-08-12,centro,1324.8,291.6,6000,16.4,100
RES057-000675,2024-08-12,sur,763.6,226.2,3600,20.7,100
RES057-000676,2024-08-13,norte,308.1,80.3,2400,24.6,80
RES057-000677,2024-08-13,centro,615.6,117.8,6000,24.7,60
RES057-000678,2024-08-13,sur,598.1,143.7,3600,10.8,100
RES057-000679,2024-08-14,norte,394.7,77.5,2400,21.1,100
RES057-000680,2024-08-14,centro,667.5,113.2,6000,9.9,60
RES057-000681,2024-08-14,sur,646.0,163.2,3600,29.0,100
RES057-000682,2024-08-15,norte,318.3,69.2,2400,12.7,80
RES057-000683,2024-08-15,centro,629.4,125.0,6000,18.0,60
RES057-000684,2024-08-15,sur,414.8,94.0,3600,18.0,60
RES057-000685,2024-08-16,norte,380.8,86.6,2400,22.7,80
RES057-000686,2024-08-16,centro,1040.5,202.5,6000,21.8,100
RES057-000687,2024-08-16,sur,436.8,106.5,3600,26.6,60
RES057-000688,2024-08-17,norte,512.3,131.2,2400,23.7,100
RES057-000689,2024-08-17,centro,609.2,104.1,6000,14.0,60
RES057-000690,2024-08-17,sur,650.5,144.8,3600,15.2,100
RES057-000691,2024-08-18,norte,357.6,65.1,2400,23.0,80
RES057-000692,2024-08-18,centro,1027.2,215.0,6000,18.8,100
RES057-000693,2024-08-18,sur,613.7,135.0,3600,19.1,100
RES057-000694,2024-08-19,norte,443.6,98.3,2400,19.3,100
RES057-000695,2024-08-19,centro,1217.6,242.5,6000,19.4,100
RES057-000696,2024-08-19,sur,705.8,160.0,3600,20.3,100
RES057-000697,2024-08-20,norte,316.2,85.8,2400,10.4,60
RES057-000698,2024-08-20,centro,1093.6,231.9,6000,10.1,100
RES057-000699,2024-08-20,sur,640.8,164.0,3600,13.3,100
RES057-000700,2024-08-21,norte,408.5,92.5,2400,10.8,100
RES057-000701,2024-08-21,centro,834.1,173.0,6000,19.9,80
RES057-000702,2024-08-21,sur,702.3,185.1,3600,8.8,100
RES057-000703,2024-08-22,norte,262.5,60.0,2400,15.3,60
RES057-000704,2024-08-22,centro,1029.6,209.6,6000,15.1,100
RES057-000705,2024-08-22,sur,682.8,158.4,3600,29.3,100
RES057-000706,2024-08-23,norte,290.1,61.7,2400,11.6,80
RES057-000708,2024-08-23,sur,668.8,143.4,3600,18.6,100
RES057-000709,2024-08-24,norte,260.4,47.1,2400,27.7,80
RES057-000710,2024-08-24,centro,1131.3,256.6,6000,29.2,100
RES057-000711,2024-08-24,sur,368.1,83.3,3600,15.8,60
RES057-000712,2024-08-25,norte,403.7,86.7,2400,27.9,100
RES057-000713,2024-08-25,centro,1143.2,207.9,6000,13.7,100
RES057-000714,2024-08-25,sur,634.6,142.5,3600,22.2,100
RES057-000715,2024-08-26,norte,330.7,75.9,2400,18.3,60
RES057-000716,2024-08-26,centro,617.7,151.1,6000,13.1,60
RES057-000717,2024-08-26,sur,754.5,178.2,3600,19.0,100
RES057-000718,2024-08-27,norte,379.6,82.7,2400,26.5,80
RES057-000719,2024-08-27,centro,642.7,124.5,6000,25.0,60
RES057-000720,2024-08-27,sur,674.5,129.5,3600,18.5,100
RES057-000721,2024-08-28,norte,343.5,90.7,2400,19.6,80
RES057-000722,2024-08-28,centro,1102.1,259.4,6000,14.3,100
RES057-000723,2024-08-28,sur,665.6,198.0,3600,25.0,100
RES057-000724,2024-08-29,norte,245.1,47.6,2400,24.4,60
RES057-000725,2024-08-29,centro,1117.8,262.8,6000,20.4,100
RES057-000726,2024-08-29,sur,691.7,165.0,3600,19.5,100
RES057-000727,2024-08-30,norte,454.9,97.1,2400,11.7,100
RES057-000728,2024-08-30,centro,559.6,109.0,6000,28.4,60
RES057-000729,2024-08-30,sur,413.3,102.5,3600,13.7,60
RES057-000730,2024-08-31,norte,261.2,56.2,2400,14.6,60
RES057-000731,2024-08-31,centro,1066.3,238.0,6000,29.8,100
RES057-000732,2024-08-31,sur,348.6,82.8,3600,15.5,60
RES057-000733,2024-09-01,norte,275.4,60.7,2400,24.2,60
RES057-000734,2024-09-01,centro,1023.0,184.6,6000,24.8,100
RES057-000735,2024-09-01,sur,597.5,150.3,3600,24.6,100
RES057-000736,2024-09-02,norte,348.4,81.9,2400,8.9,60
RES057-000737,2024-09-02,centro,816.0,134.3,6000,26.9,60
RES057-000738,2024-09-02,sur,729.7,205.7,3600,15.0,100
RES057-000739,2024-09-03,norte,466.2,96.9,2400,13.0,100
RES057-000740,2024-09-03,centro,963.8,184.3,6000,15.5,100
RES057-000741,2024-09-03,sur,765.2,170.1,3600,20.7,100
RES057-000742,2024-09-04,norte,379.9,77.4,2400,10.3,100
RES057-000743,2024-09-04,centro,1006.8,224.9,6000,19.5,100
RES057-000744,2024-09-04,sur,492.3,108.1,3600,28.5,80
RES057-000745,2024-09-05,norte,403.8,83.3,2400,9.3,100
RES057-000746,2024-09-05,centro,630.1,139.9,6000,24.4,60
RES057-000747,2024-09-05,sur,337.3,84.9,3600,23.9,60
RES057-000748,2024-09-06,norte,,96.1,2400,22.1,100
RES057-000749,2024-09-06,centro,1021.6,216.7,6000,29.7,100
RES057-000750,2024-09-06,sur,529.3,97.8,3600,20.9,80
RES057-000751,2024-09-07,norte,415.8,71.7,2400,19.1,100
RES057-000752,2024-09-07,centro,1050.5,189.8,6000,16.9,100
RES057-000753,2024-09-07,sur,444.5,86.6,3600,12.0,60
RES057-000754,2024-09-08,norte,440.7,76.6,2400,26.3,100
RES057-000755,2024-09-08,centro,1094.0,232.6,6000,21.0,100
RES057-000756,2024-09-08,sur,397.0,92.1,3600,9.1,60
RES057-000757,2024-09-09,norte,458.6,116.1,2400,21.7,100
RES057-000758,2024-09-09,centro,1205.4,251.9,6000,22.5,100
RES057-000759,2024-09-09,sur,779.5,177.8,3600,15.6,100
RES057-000761,2024-09-10,centro,1124.9,249.9,6000,11.1,100
RES057-000762,2024-09-10,sur,382.0,78.7,3600,23.8,60
RES057-000763,2024-09-11,norte,301.7,82.6,2400,21.9,60
RES057-000764,2024-09-11,centro,1017.2,218.2,6000,23.4,100
RES057-000765,2024-09-11,sur,729.9,159.5,3600,12.5,100
RES057-000766,2024-09-12,norte,274.3,54.4,2400,26.4,60
RES057-000767,2024-09-12,centro,1036.3,197.1,6000,26.7,100
RES057-000768,2024-09-12,sur,721.0,171.0,3600,23.4,100
RES057-000769,2024-09-13,norte,463.9,84.4,2400,19.1,100
RES057-000770,2024-09-13,centro,1074.4,202.0,6000,15.6,100
RES057-000771,2024-09-13,sur,693.4,150.6,3600,29.2,100
RES057-000772,2024-09-14,norte,428.1,101.3,2400,24.4,100
RES057-000773,2024-09-14,centro,616.3,150.7,6000,24.5,60
RES057-000774,2024-09-14,sur,652.6,136.2,3600,29.9,100
RES057-000775,2024-09-15,norte,416.2,95.5,2400,16.7,100
RES057-000776,2024-09-15,centro,1060.8,209.7,6000,15.4,100
RES057-000777,2024-09-15,sur,630.9,116.3,3600,20.0,100
RES057-000778,2024-09-16,norte,217.5,44.9,2400,12.8,60
RES057-000779,2024-02-30,centro,772.8,174.7,6000,24.3,60
RES057-000780,2024-09-16,sur,690.6,140.0,3600,9.5,100
RES057-000781,2024-09-17,norte,449.2,99.4,2400,11.2,100
RES057-000782,2024-09-17,centro,660.5,127.3,6000,12.4,60
RES057-000783,2024-09-17,sur,685.9,165.7,3600,27.0,100
RES057-000784,2024-09-18,norte,508.2,128.9,2400,16.0,100
RES057-000785,2024-09-18,centro,926.9,184.8,6000,22.3,80
RES057-000786,2024-09-18,sur,358.5,74.6,3600,21.6,60
RES057-000787,2024-09-19,norte,384.4,73.8,2400,20.0,100
RES057-000788,2024-09-19,centro,897.5,185.4,6000,23.1,80
RES057-000789,2024-09-19,sur,567.7,132.4,3600,16.6,100
RES057-000790,2024-09-20,norte,295.4,75.6,2400,29.2,80
RES057-000791,2024-09-20,centro,1107.8,241.7,6000,23.2,100
RES057-000792,2024-09-20,sur,635.5,157.4,3600,13.3,100
RES057-000793,2024-09-21,norte,436.9,100.7,2400,12.7,100
RES057-000794,2024-09-21,centro,851.7,205.7,6000,20.8,80
RES057-000795,2024-09-21,sur,548.7,140.6,3600,9.3,80
RES057-000796,2024-09-22,norte,410.0,81.7,2400,18.2,100
RES057-000797,2024-09-22,centro,1033.8,201.3,6000,14.9,100
RES057-000798,2024-09-22,sur,651.1,168.6,3600,25.5,100
RES057-000799,2024-09-23,norte,439.2,107.0,2400,28.5,80
RES057-000800,2024-09-23,centro,1274.5,265.9,6000,17.1,100
RES057-000801,2024-09-23,sur,635.9,152.5,3600,28.7,80
RES057-000802,2024-09-24,norte,400.6,92.0,2400,26.0,80
RES057-000803,2024-09-24,centro,685.4,173.8,6000,13.4,60
RES057-000804,2024-09-24,sur,556.0,124.3,3600,29.7,80
RES057-000805,2024-09-25,norte,522.3,128.7,2400,18.8,100
RES057-000806,2024-09-25,centro,1101.0,233.1,6000,16.6,100
RES057-000807,2024-09-25,sur,450.7,108.9,3600,18.5,60
RES057-000808,2024-09-26,norte,238.2,64.2,2400,10.1,80
RES057-000809,2024-09-26,centro,1095.4,239.6,6000,8.5,100
RES057-000810,2024-09-26,sur,488.9,106.6,3600,20.8,80
RES057-000811,2024-09-27,norte,480.2,102.9,2400,29.9,100
RES057-000812,2024-09-27,centro,681.0,150.6,6000,16.7,60
RES057-000814,2024-09-28,norte,406.4,104.4,2400,13.3,100
RES057-000815,2024-09-28,centro,1124.8,232.5,6000,28.6,100
RES057-000816,2024-09-28,sur,658.0,147.4,3600,21.4,100
RES057-000817,2024-09-29,norte,388.5,104.0,2400,28.8,100
RES057-000818,2024-09-29,centro,1043.9,210.1,6000,14.2,100
RES057-000819,2024-09-29,sur,501.7,127.9,3600,28.9,80
RES057-000820,2024-09-30,norte,150.5,28.7,2400,23.3,60
RES057-000821,2024-09-30,centro,1227.2,272.9,6000,28.9,100
RES057-000822,2024-09-30,sur,814.4,204.7,3600,15.5,100
RES057-000823,2024-10-01,norte,461.2,98.1,2400,17.0,100
RES057-000824,2024-10-01,centro,1130.7,162.4,6000,28.7,100
RES057-000825,2024-10-01,sur,644.2,157.4,3600,19.6,100
RES057-000826,2024-10-02,norte,251.5,57.8,2400,10.8,60
RES057-000827,2024-10-02,centro,1031.2,228.9,6000,29.4,100
RES057-000828,2024-10-02,sur,599.9,153.7,3600,9.5,100
RES057-000829,2024-10-03,norte,374.1,97.0,2400,16.5,60
RES057-000830,2024-10-03,centro,869.6,241.3,6000,11.1,80
RES057-000831,2024-10-03,sur,,145.1,3600,24.5,100
