evento_id,registro_id,fecha_evento,estado_evento
EV002662,SOP091-001299,2024-07-29,abierto
EV002663,SOP091-001299,2024-07-30,cerrado
EV002664,SOP091-001300,2024-07-30,abierto
EV002665,SOP091-001300,2024-07-31,cerrado
EV002666,SOP091-001301,2024-07-30,abierto
EV002667,SOP091-001301,2024-07-31,cerrado
EV002668,SOP091-001302,2024-07-30,abierto
EV002669,SOP091-001302,2024-07-31,cerrado
EV002670,SOP091-001303,2024-07-30,abierto
EV002671,SOP091-001303,2024-07-31,cerrado
EV002672,SOP091-001304,2024-07-30,abierto
EV002673,SOP091-001304,2024-07-31,cerrado
EV002674,SOP091-001305,2024-07-30,abierto
EV002675,SOP091-001305,2024-07-31,cerrado
EV002676,SOP091-001306,2024-07-30,abierto
EV002677,SOP091-001306,2024-07-31,cerrado
EV002678,SOP091-001307,2024-07-31,abierto
EV002679,SOP091-001307,2024-08-01,cerrado
EV002680,SOP091-001308,2024-07-31,abierto
EV002681,SOP091-001308,2024-08-01,cerrado
EV002682,SOP091-001309,2024-07-31,abierto
EV002683,SOP091-001309,2024-08-01,cerrado
EV002684,SOP091-001309,2024-08-02,abierto
EV002685,SOP091-001309,2024-08-04,cerrado
EV002686,SOP091-001310,2024-07-31,abierto
EV002687,SOP091-001310,2024-08-01,cerrado
EV002688,SOP091-001311,2024-07-31,abierto
EV002689,SOP091-001312,2024-07-31,abierto
EV002690,SOP091-001312,2024-08-01,cerrado
EV002691,SOP091-001313,2024-08-01,abierto
EV002692,SOP091-001313,2024-08-02,cerrado
EV002693,SOP091-001314,2024-08-01,abierto
EV002694,SOP091-001314,2024-08-02,cerrado
EV002695,SOP091-001315,2024-08-01,abierto
EV002696,SOP091-001316,2024-08-01,abierto
EV002697,SOP091-001316,2024-08-02,cerrado
EV002698,SOP091-001317,2024-08-01,abierto
EV002699,SOP091-001317,2024-08-04,cerrado
EV002700,SOP091-001318,2024-08-01,abierto
EV002701,SOP091-001318,2024-08-02,cerrado
EV002702,SOP091-001319,2024-08-02,abierto
EV002703,SOP091-001319,2024-08-04,cerrado
EV002704,SOP091-001320,2024-08-02,abierto
EV002705,SOP091-001320,2024-08-03,cerrado
EV002706,SOP091-001321,2024-08-02,abierto
EV002707,SOP091-001321,2024-08-03,cerrado
EV002708,SOP091-001322,2024-08-02,abierto
EV002709,SOP091-001322,2024-08-03,cerrado
EV002710,SOP091-001323,2024-08-02,abierto
EV002711,SOP091-001323,2024-08-03,cerrado
EV002712,SOP091-001323,2024-08-04,abierto
EV002713,SOP091-001323,2024-08-06,cerrado
EV002714,SOP091-001324,2024-08-02,abierto
EV002715,SOP091-001324,2024-08-03,cerrado
EV002716,SOP091-001325,2024-08-03,abierto
EV002717,SOP091-001326,2024-08-03,abierto
EV002718,SOP091-001326,2024-08-04,cerrado
EV002719,SOP091-001327,2024-08-03,abierto
EV002720,SOP091-001328,2024-08-03,abierto
EV002721,SOP091-001329,2024-08-03,abierto
EV002722,SOP091-001329,2024-08-04,cerrado
EV002723,SOP091-001330,2024-08-03,abierto
EV002724,SOP091-001330,2024-08-04,cerrado
EV002725,SOP091-001331,2024-08-04,abierto
EV002726,SOP091-001331,2024-08-05,cerrado
EV002727,SOP091-001331,2024-08-06,abierto
EV002728,SOP091-001331,2024-08-08,cerrado
EV002729,SOP091-001332,2024-08-04,abierto
EV002730,SOP091-001332,2024-08-05,cerrado
EV002731,SOP091-001333,2024-08-04,abierto
EV002732,SOP091-001333,2024-08-05,cerrado
EV002733,SOP091-001334,2024-08-04,abierto
EV002734,SOP091-001334,2024-08-05,cerrado
EV002735,SOP091-001335,2024-08-04,abierto
EV002736,SOP091-001336,2024-08-04,abierto
EV002737,SOP091-001336,2024-08-05,cerrado
EV002738,SOP091-001336,2024-08-06,abierto
EV002739,SOP091-001336,2024-08-08,cerrado
EV002740,SOP091-001337,2024-08-05,abierto
EV002741,SOP091-001337,2024-08-06,cerrado
EV002742,SOP091-001338,2024-08-05,abierto
EV002743,SOP091-001338,2024-08-06,cerrado
EV002744,SOP091-001339,2024-08-05,abierto
EV002745,SOP091-001340,2024-08-05,abierto
EV002746,SOP091-001340,2024-08-06,cerrado
EV002747,SOP091-001341,2024-08-05,abierto
EV002748,SOP091-001341,2024-08-06,cerrado
EV002749,SOP091-001342,2024-08-05,abierto
EV002750,SOP091-001342,2024-08-06,cerrado
EV002751,SOP091-001343,2024-08-06,abierto
EV002752,SOP091-001343,2024-08-08,cerrado
EV002753,SOP091-001344,2024-08-06,abierto
EV002754,SOP091-001344,2024-08-07,cerrado
EV002755,SOP091-001344,2024-08-08,abierto
EV002756,SOP091-001344,2024-08-10,cerrado
EV002757,SOP091-001345,2024-08-06,abierto
EV002758,SOP091-001345,2024-08-07,cerrado
EV002759,SOP091-001346,2024-08-06,abierto
EV002760,SOP091-001346,2024-08-07,cerrado
EV002761,SOP091-001347,2024-08-06,abierto
EV002762,SOP091-001347,2024-08-07,cerrado
EV002763,SOP091-001348,2024-08-06,abierto
EV002764,SOP091-001348,2024-08-07,cerrado
EV002765,SOP091-001349,2024-08-06,abierto
EV002766,SOP091-001349,2024-08-07,cerrado
EV002767,SOP091-001350,2024-08-07,abierto
EV002768,SOP091-001350,2024-08-08,cerrado
EV002769,SOP091-001351,2024-08-07,abierto
EV002770,SOP091-001351,2024-08-08,cerrado
EV002771,SOP091-001351,2024-08-09,abierto
EV002772,SOP091-001351,2024-08-11,cerrado
EV002773,SOP091-001352,2024-08-07,abierto
EV002774,SOP091-001352,2024-08-08,cerrado
EV002775,SOP091-001353,2024-08-07,abierto
EV002776,SOP091-001353,2024-08-08,cerrado
EV002777,SOP091-001353,2024-08-09,abierto
EV002778,SOP091-001353,2024-08-11,cerrado
EV002779,SOP091-001354,2024-08-07,abierto
EV002780,SOP091-001355,2024-08-07,abierto
EV002781,SOP091-001355,2024-08-08,cerrado
EV002782,SOP091-001356,2024-08-08,abierto
EV002783,SOP091-001356,2024-08-09,cerrado
EV002784,SOP091-001357,2024-08-08,abierto
EV002785,SOP091-001357,2024-08-10,cerrado
EV002786,SOP091-001358,2024-08-08,abierto
EV002787,SOP091-001358,2024-08-09,cerrado
EV002788,SOP091-001359,2024-08-08,abierto
EV002789,SOP091-001359,2024-08-09,cerrado
EV002790,SOP091-001360,2024-08-08,abierto
EV002791,SOP091-001361,2024-08-08,abierto
EV002792,SOP091-001361,2024-08-09,cerrado
EV002793,SOP091-001361,2024-08-10,abierto
EV002794,SOP091-001361,2024-08-12,cerrado
EV002795,SOP091-001362,2024-08-09,abierto
EV002796,SOP091-001362,2024-08-10,cerrado
EV002797,SOP091-001363,2024-08-09,abierto
EV002798,SOP091-001363,2024-08-10,cerrado
EV002799,SOP091-001363,2024-08-11,abierto
EV002800,SOP091-001363,2024-08-13,cerrado
EV002801,SOP091-001364,2024-08-09,abierto
EV002802,SOP091-001364,2024-08-10,cerrado
EV002803,SOP091-001365,2024-08-09,abierto
EV002804,SOP091-001365,2024-08-10,cerrado
EV002805,SOP091-001366,2024-08-09,abierto
EV002806,SOP091-001366,2024-08-10,cerrado
EV002807,SOP091-001366,2024-08-11,abierto
EV002808,SOP091-001366,2024-08-13,cerrado
EV002809,SOP091-001367,2024-08-09,abierto
EV002810,SOP091-001368,2024-08-10,abierto
EV002811,SOP091-001368,2024-08-12,cerrado
EV002812,SOP091-001369,2024-08-10,abierto
EV002813,SOP091-001369,2024-08-11,cerrado
EV002814,SOP091-001370,2024-08-10,abierto
EV002815,SOP091-001370,2024-08-11,cerrado
EV002816,SOP091-001371,2024-08-10,abierto
EV002817,SOP091-001371,2024-08-11,cerrado
EV002818,SOP091-001372,2024-08-10,abierto
EV002819,SOP091-001373,2024-08-10,abierto
EV002820,SOP091-001373,2024-08-11,cerrado
EV002821,SOP091-001374,2024-08-11,abierto
EV002822,SOP091-001374,2024-08-13,cerrado
EV002823,SOP091-001375,2024-08-11,abierto
EV002824,SOP091-001375,2024-08-12,cerrado
EV002825,SOP091-001376,2024-08-11,abierto
EV002826,SOP091-001377,2024-08-11,abierto
EV002827,SOP091-001378,2024-08-11,abierto
EV002828,SOP091-001378,2024-08-13,cerrado
EV002829,SOP091-001379,2024-08-11,abierto
EV002830,SOP091-001380,2024-08-12,abierto
EV002831,SOP091-001380,2024-08-13,cerrado
EV002832,SOP091-001381,2024-08-12,abierto
EV002833,SOP091-001382,2024-08-12,abierto
EV002834,SOP091-001382,2024-08-13,cerrado
EV002835,SOP091-001382,2024-08-14,abierto
EV002836,SOP091-001382,2024-08-16,cerrado
EV002837,SOP091-001383,2024-08-12,abierto
EV002838,SOP091-001383,2024-08-13,cerrado
EV002839,SOP091-001383,2024-08-14,abierto
EV002840,SOP091-001383,2024-08-16,cerrado
EV002841,SOP091-001384,2024-08-12,abierto
EV002842,SOP091-001384,2024-08-13,cerrado
EV002843,SOP091-001385,2024-08-12,abierto
EV002844,SOP091-001385,2024-08-13,cerrado
EV002845,SOP091-001386,2024-08-12,abierto
EV002846,SOP091-001386,2024-08-13,cerrado
EV002847,SOP091-001387,2024-08-13,abierto
EV002848,SOP091-001387,2024-08-14,cerrado
EV002849,SOP091-001388,2024-08-13,abierto
EV002850,SOP091-001388,2024-08-14,cerrado
EV002851,SOP091-001389,2024-08-13,abierto
EV002852,SOP091-001389,2024-08-14,cerrado
EV002853,SOP091-001390,2024-08-13,abierto
EV002854,SOP091-001390,2024-08-14,cerrado
EV002855,SOP091-001391,2024-08-13,abierto
EV002856,SOP091-001391,2024-08-14,cerrado
EV002857,SOP091-001392,2024-08-13,abierto
EV002858,SOP091-001393,2024-08-14,abierto
EV002859,SOP091-001393,2024-08-15,cerrado
EV002860,SOP091-001394,2024-08-14,abierto
EV002861,SOP091-001394,2024-08-15,cerrado
EV002862,SOP091-001395,2024-08-14,abierto
EV002863,SOP091-001395,2024-08-15,cerrado
EV002864,SOP091-001396,2024-08-14,abierto
EV002865,SOP091-001396,2024-08-15,cerrado
EV002866,SOP091-001396,2024-08-16,abierto
EV002867,SOP091-001396,2024-08-18,cerrado
EV002868,SOP091-001397,2024-08-14,abierto
EV002869,SOP091-001398,2024-08-14,abierto
EV002870,SOP091-001398,2024-08-15,cerrado
EV002871,SOP091-001398,2024-08-16,abierto
EV002872,SOP091-001398,2024-08-18,cerrado
EV002873,SOP091-001399,2024-08-15,abierto
EV002874,SOP091-001399,2024-08-16,cerrado
EV002875,SOP091-001400,2024-08-15,abierto
EV002876,SOP091-001400,2024-08-16,cerrado
EV002877,SOP091-001401,2024-08-15,abierto
EV002878,SOP091-001402,2024-08-15,abierto
EV002879,SOP091-001402,2024-08-16,cerrado
EV002880,SOP091-001403,2024-08-15,abierto
EV002881,SOP091-001403,2024-08-16,cerrado
EV002882,SOP091-001403,2024-08-17,abierto
EV002883,SOP091-001403,2024-08-19,cerrado
EV002884,SOP091-001404,2024-08-15,abierto
EV002885,SOP091-001404,2024-08-16,cerrado
EV002886,SOP091-001405,2024-08-16,abierto
EV002887,SOP091-001405,2024-08-18,cerrado
EV002888,SOP091-001406,2024-08-16,abierto
EV002889,SOP091-001407,2024-08-16,abierto
EV002890,SOP091-001407,2024-08-17,cerrado
EV002891,SOP091-001408,2024-08-16,abierto
EV002892,SOP091-001408,2024-08-17,cerrado
EV002893,SOP091-001408,2024-08-18,abierto
EV002894,SOP091-001408,2024-08-20,cerrado
EV002895,SOP091-001409,2024-08-16,abierto
EV002896,SOP091-001409,2024-08-17,cerrado
EV002897,SOP091-001410,2024-08-16,abierto
EV002898,SOP091-001410,2024-08-17,cerrado
EV002899,SOP091-001411,2024-08-17,abierto
EV002900,SOP091-001411,2024-08-19,cerrado
EV002901,SOP091-001412,2024-08-17,abierto
EV002902,SOP091-001412,2024-08-18,cerrado
EV002903,SOP091-001413,2024-08-17,abierto
EV002904,SOP091-001414,2024-08-17,abierto
EV002905,SOP091-001414,2024-08-18,cerrado
EV002906,SOP091-001414,2024-08-19,abierto
EV002907,SOP091-001414,2024-08-21,cerrado
EV002908,SOP091-001415,2024-08-17,abierto
EV002909,SOP091-001415,2024-08-18,cerrado
EV002910,SOP091-001416,2024-08-17,abierto
EV002911,SOP091-001416,2024-08-18,cerrado
EV002912,SOP091-001417,2024-08-18,abierto
EV002913,SOP091-001418,2024-08-18,abierto
EV002914,SOP091-001418,2024-08-19,cerrado
EV002915,SOP091-001419,2024-08-18,abierto
EV002916,SOP091-001419,2024-08-19,cerrado
EV002917,SOP091-001420,2024-08-18,abierto
EV002918,SOP091-001420,2024-08-19,cerrado
EV002919,SOP091-001421,2024-08-18,abierto
EV002920,SOP091-001421,2024-08-19,cerrado
EV002921,SOP091-001422,2024-08-18,abierto
EV002922,SOP091-001422,2024-08-19,cerrado
EV002923,SOP091-001423,2024-08-18,abierto
EV002924,SOP091-001423,2024-08-19,cerrado
EV002925,SOP091-001424,2024-08-19,abierto
EV002926,SOP091-001424,2024-08-20,cerrado
EV002927,SOP091-001424,2024-08-21,abierto
EV002928,SOP091-001424,2024-08-23,cerrado
EV002929,SOP091-001425,2024-08-19,abierto
EV002930,SOP091-001425,2024-08-20,cerrado
EV002931,SOP091-001426,2024-08-19,abierto
EV002932,SOP091-001427,2024-08-19,abierto
EV002933,SOP091-001427,2024-08-20,cerrado
EV002934,SOP091-001428,2024-08-19,abierto
EV002935,SOP091-001428,2024-08-20,cerrado
EV002936,SOP091-001429,2024-08-19,abierto
EV002937,SOP091-001429,2024-08-20,cerrado
EV002938,SOP091-001430,2024-08-20,abierto
EV002939,SOP091-001430,2024-08-22,cerrado
EV002940,SOP091-001431,2024-08-20,abierto
EV002941,SOP091-001431,2024-08-21,cerrado
EV002942,SOP091-001432,2024-08-20,abierto
EV002943,SOP091-001432,2024-08-21,cerrado
EV002944,SOP091-001433,2024-08-20,abierto
EV002945,SOP091-001434,2024-08-20,abierto
EV002946,SOP091-001434,2024-08-21,cerrado
EV002947,SOP091-001434,2024-08-22,abierto
EV002948,SOP091-001434,2024-08-24,cerrado
EV002949,SOP091-001435,2024-08-20,abierto
EV002950,SOP091-001435,2024-08-21,cerrado
EV002951,SOP091-001436,2024-08-21,abierto
EV002952,SOP091-001436,2024-08-22,cerrado
EV002953,SOP091-001437,2024-08-21,abierto
EV002954,SOP091-001437,2024-08-22,cerrado
EV002955,SOP091-001437,2024-08-23,abierto
EV002956,SOP091-001437,2024-08-25,cerrado
EV002957,SOP091-001438,2024-08-21,abierto
EV002958,SOP091-001438,2024-08-22,cerrado
EV002959,SOP091-001439,2024-08-21,abierto
EV002960,SOP091-001439,2024-08-23,cerrado
EV002961,SOP091-001440,2024-08-21,abierto
EV002962,SOP091-001440,2024-08-22,cerrado
EV002963,SOP091-001441,2024-08-21,abierto
EV002964,SOP091-001441,2024-08-22,cerrado
EV002965,SOP091-001442,2024-08-22,abierto
EV002966,SOP091-001442,2024-08-23,cerrado
EV002967,SOP091-001443,2024-08-22,abierto
EV002968,SOP091-001443,2024-08-23,cerrado
EV002969,SOP091-001444,2024-08-22,abierto
EV002970,SOP091-001444,2024-08-23,cerrado
EV002971,SOP091-001445,2024-08-22,abierto
EV002972,SOP091-001445,2024-08-23,cerrado
EV002973,SOP091-001446,2024-08-22,abierto
EV002974,SOP091-001446,2024-08-23,cerrado
EV002975,SOP091-001447,2024-08-22,abierto
EV002976,SOP091-001447,2024-08-23,cerrado
EV002977,SOP091-001448,2024-08-23,abierto
EV002978,SOP091-001448,2024-08-24,cerrado
EV002979,SOP091-001448,2024-08-25,abierto
EV002980,SOP091-001448,2024-08-27,cerrado
EV002981,SOP091-001449,2024-08-23,abierto
EV002982,SOP091-001449,2024-08-24,cerrado
EV002983,SOP091-001449,2024-08-25,abierto
EV002984,SOP091-001449,2024-08-27,cerrado
EV002985,SOP091-001450,2024-08-23,abierto
EV002986,SOP091-001450,2024-08-24,cerrado
EV002987,SOP091-001451,2024-08-23,abierto
EV002988,SOP091-001451,2024-08-24,cerrado
EV002989,SOP091-001452,2024-08-23,abierto
EV002990,SOP091-001453,2024-08-23,abierto
EV002991,SOP091-001453,2024-08-24,cerrado
EV002992,SOP091-001454,2024-08-24,abierto
EV002993,SOP091-001454,2024-08-25,cerrado
EV002994,SOP091-001455,2024-08-24,abierto
EV002995,SOP091-001455,2024-08-25,cerrado
EV002996,SOP091-001455,2024-08-26,abierto
EV002997,SOP091-001455,2024-08-28,cerrado
EV002998,SOP091-001456,2024-08-24,abierto
EV002999,SOP091-001456,2024-08-25,cerrado
EV003000,SOP091-001457,2024-08-24,abierto
EV003001,SOP091-001457,2024-08-25,cerrado
EV003002,SOP091-001458,2024-08-24,abierto
EV003003,SOP091-001458,2024-08-25,cerrado
EV003004,SOP091-001459,2024-08-24,abierto
EV003005,SOP091-001459,2024-08-25,cerrado
EV003006,SOP091-001460,2024-08-25,abierto
EV003007,SOP091-001461,2024-08-25,abierto
EV003008,SOP091-001461,2024-08-26,cerrado
EV003009,SOP091-001462,2024-08-25,abierto
EV003010,SOP091-001463,2024-08-25,abierto
EV003011,SOP091-001463,2024-08-26,cerrado
EV003012,SOP091-001464,2024-08-25,abierto
EV003013,SOP091-001464,2024-08-27,cerrado
EV003014,SOP091-001465,2024-08-25,abierto
EV003015,SOP091-001465,2024-08-26,cerrado
EV003016,SOP091-001466,2024-08-25,abierto
EV003017,SOP091-001466,2024-08-26,cerrado
EV003018,SOP091-001467,2024-08-26,abierto
EV003019,SOP091-001467,2024-08-28,cerrado
EV003020,SOP091-001468,2024-08-26,abierto
EV003021,SOP091-001468,2024-08-27,cerrado
EV003022,SOP091-001469,2024-08-26,abierto
EV003023,SOP091-001469,2024-08-27,cerrado
EV003024,SOP091-001470,2024-08-26,abierto
EV003025,SOP091-001470,2024-08-27,cerrado
EV003026,SOP091-001471,2024-08-26,abierto
EV003027,SOP091-001471,2024-08-27,cerrado
EV003028,SOP091-001472,2024-08-26,abierto
EV003029,SOP091-001472,2024-08-27,cerrado
EV003030,SOP091-001473,2024-08-27,abierto
EV003031,SOP091-001473,2024-08-28,cerrado
EV003032,SOP091-001474,2024-08-27,abierto
EV003033,SOP091-001474,2024-08-28,cerrado
EV003034,SOP091-001475,2024-08-27,abierto
EV003035,SOP091-001475,2024-08-28,cerrado
EV003036,SOP091-001476,2024-08-27,abierto
EV003037,SOP091-001476,2024-08-28,cerrado
EV003038,SOP091-001477,2024-08-27,abierto
EV003039,SOP091-001477,2024-08-28,cerrado
EV003040,SOP091-001478,2024-08-27,abierto
EV003041,SOP091-001478,2024-08-28,cerrado
EV003042,SOP091-001479,2024-08-28,abierto
EV003043,SOP091-001479,2024-08-29,cerrado
EV003044,SOP091-001480,2024-08-28,abierto
EV003045,SOP091-001480,2024-08-29,cerrado
EV003046,SOP091-001480,2024-08-30,abierto
EV003047,SOP091-001480,2024-09-01,cerrado
EV003048,SOP091-001481,2024-08-28,abierto
EV003049,SOP091-001481,2024-08-29,cerrado
EV003050,SOP091-001482,2024-08-28,abierto
EV003051,SOP091-001482,2024-09-01,cerrado
EV003052,SOP091-001483,2024-08-28,abierto
EV003053,SOP091-001483,2024-08-29,cerrado
EV003054,SOP091-001484,2024-08-28,abierto
EV003055,SOP091-001484,2024-08-29,cerrado
EV003056,SOP091-001485,2024-08-29,abierto
EV003057,SOP091-001485,2024-08-30,cerrado
EV003058,SOP091-001485,2024-08-31,abierto
EV003059,SOP091-001485,2024-09-02,cerrado
EV003060,SOP091-001486,2024-08-29,abierto
EV003061,SOP091-001486,2024-08-30,cerrado
EV003062,SOP091-001487,2024-08-29,abierto
EV003063,SOP091-001488,2024-08-29,abierto
EV003064,SOP091-001488,2024-08-30,cerrado
EV003065,SOP091-001489,2024-08-29,abierto
EV003066,SOP091-001489,2024-08-30,cerrado
EV003067,SOP091-001490,2024-08-29,abierto
EV003068,SOP091-001490,2024-08-30,cerrado
EV003069,SOP091-001491,2024-08-30,abierto
EV003070,SOP091-001491,2024-08-31,cerrado
EV003071,SOP091-001492,2024-08-30,abierto
EV003072,SOP091-001492,2024-08-31,cerrado
EV003073,SOP091-001493,2024-08-30,abierto
EV003074,SOP091-001493,2024-08-31,cerrado
EV003075,SOP091-001494,2024-08-30,abierto
EV003076,SOP091-001494,2024-08-31,cerrado
EV003077,SOP091-001495,2024-08-30,abierto
EV003078,SOP091-001495,2024-08-31,cerrado
EV003079,SOP091-001496,2024-08-30,abierto
EV003080,SOP091-001496,2024-08-31,cerrado
EV003081,SOP091-001496,2024-09-01,abierto
EV003082,SOP091-001496,2024-09-03,cerrado
EV003083,SOP091-001497,2024-08-31,abierto
EV003084,SOP091-001497,2024-09-01,cerrado
EV003085,SOP091-001497,2024-09-02,abierto
EV003086,SOP091-001497,2024-09-04,cerrado
EV003087,SOP091-001498,2024-08-31,abierto
EV003088,SOP091-001499,2024-08-31,abierto
EV003089,SOP091-001499,2024-09-01,cerrado
EV003090,SOP091-001500,2024-08-31,abierto
EV003091,SOP091-001500,2024-09-01,cerrado
EV003092,SOP091-001501,2024-08-31,abierto
EV003093,SOP091-001501,2024-09-01,cerrado
EV003094,SOP091-001502,2024-08-31,abierto
EV003095,SOP091-001502,2024-09-01,cerrado
EV003096,SOP091-001503,2024-08-31,abierto
EV003097,SOP091-001504,2024-09-01,abierto
EV003098,SOP091-001504,2024-09-02,cerrado
EV003099,SOP091-001505,2024-09-01,abierto
EV003100,SOP091-001505,2024-09-02,cerrado
EV003101,SOP091-001506,2024-09-01,abierto
EV003102,SOP091-001506,2024-09-02,cerrado
EV003103,SOP091-001506,2024-09-03,abierto
EV003104,SOP091-001506,2024-09-05,cerrado
EV003105,SOP091-001507,2024-09-01,abierto
EV003106,SOP091-001507,2024-09-02,cerrado
EV003107,SOP091-001508,2024-09-01,abierto
EV003108,SOP091-001508,2024-09-02,cerrado
EV003109,SOP091-001509,2024-09-01,abierto
EV003110,SOP091-001509,2024-09-03,cerrado
EV003111,SOP091-001510,2024-09-02,abierto
EV003112,SOP091-001510,2024-09-03,cerrado
EV003113,SOP091-001511,2024-09-02,abierto
EV003114,SOP091-001511,2024-09-03,cerrado
EV003115,SOP091-001512,2024-09-02,abierto
EV003116,SOP091-001512,2024-09-03,cerrado
EV003117,SOP091-001513,2024-09-02,abierto
EV003118,SOP091-001513,2024-09-03,cerrado
EV003119,SOP091-001513,2024-09-04,abierto
EV003120,SOP091-001513,2024-09-06,cerrado
EV003121,SOP091-001514,2024-09-02,abierto
EV003122,SOP091-001514,2024-09-04,cerrado
EV003123,SOP091-001515,2024-09-02,abierto
EV003124,SOP091-001515,2024-09-03,cerrado
EV003125,SOP091-001516,2024-09-03,abierto
EV003126,SOP091-001516,2024-09-04,cerrado
EV003127,SOP091-001517,2024-09-03,abierto
EV003128,SOP091-001517,2024-09-04,cerrado
EV003129,SOP091-001518,2024-09-03,abierto
EV003130,SOP091-001519,2024-09-03,abierto
EV003131,SOP091-001519,2024-09-04,cerrado
EV003132,SOP091-001520,2024-09-03,abierto
EV003133,SOP091-001520,2024-09-04,cerrado
EV003134,SOP091-001521,2024-09-03,abierto
EV003135,SOP091-001521,2024-09-04,cerrado
EV003136,SOP091-001522,2024-09-04,abierto
EV003137,SOP091-001523,2024-09-04,abierto
EV003138,SOP091-001523,2024-09-05,cerrado
EV003139,SOP091-001524,2024-09-04,abierto
EV003140,SOP091-001524,2024-09-05,cerrado
EV003141,SOP091-001525,2024-09-04,abierto
EV003142,SOP091-001526,2024-09-04,abierto
EV003143,SOP091-001526,2024-09-05,cerrado
EV003144,SOP091-001527,2024-09-04,abierto
EV003145,SOP091-001527,2024-09-06,cerrado
EV003146,SOP091-001528,2024-09-05,abierto
EV003147,SOP091-001528,2024-09-06,cerrado
EV003148,SOP091-001529,2024-09-05,abierto
EV003149,SOP091-001529,2024-09-06,cerrado
EV003150,SOP091-001530,2024-09-05,abierto
EV003151,SOP091-001530,2024-09-06,cerrado
EV003152,SOP091-001530,2024-09-07,abierto
EV003153,SOP091-001530,2024-09-09,cerrado
EV003154,SOP091-001531,2024-09-05,abierto
EV003155,SOP091-001531,2024-09-06,cerrado
EV003156,SOP091-001532,2024-09-05,abierto
EV003157,SOP091-001532,2024-09-06,cerrado
EV003158,SOP091-001533,2024-09-05,abierto
EV003159,SOP091-001534,2024-09-06,abierto
EV003160,SOP091-001534,2024-09-07,cerrado
EV003161,SOP091-001535,2024-09-06,abierto
EV003162,SOP091-001535,2024-09-07,cerrado
EV003163,SOP091-001536,2024-09-06,abierto
EV003164,SOP091-001536,2024-09-07,cerrado
EV003165,SOP091-001537,2024-09-06,abierto
EV003166,SOP091-001537,2024-09-07,cerrado
EV003167,SOP091-001538,2024-09-06,abierto
EV003168,SOP091-001539,2024-09-06,abierto
EV003169,SOP091-001539,2024-09-07,cerrado
EV003170,SOP091-001539,2024-09-08,abierto
EV003171,SOP091-001539,2024-09-10,cerrado
EV003172,SOP091-001540,2024-09-07,abierto
EV003173,SOP091-001540,2024-09-08,cerrado
EV003174,SOP091-001541,2024-09-07,abierto
EV003175,SOP091-001541,2024-09-09,cerrado
EV003176,SOP091-001542,2024-09-07,abierto
EV003177,SOP091-001543,2024-09-07,abierto
EV003178,SOP091-001543,2024-09-08,cerrado
EV003179,SOP091-001544,2024-09-07,abierto
EV003180,SOP091-001544,2024-09-08,cerrado
EV003181,SOP091-001545,2024-09-07,abierto
EV003182,SOP091-001545,2024-09-08,cerrado
EV003183,SOP091-001546,2024-09-07,abierto
EV003184,SOP091-001546,2024-09-08,cerrado
EV003185,SOP091-001547,2024-09-08,abierto
EV003186,SOP091-001547,2024-09-09,cerrado
EV003187,SOP091-001547,2024-09-10,abierto
EV003188,SOP091-001547,2024-09-12,cerrado
EV003189,SOP091-001548,2024-09-08,abierto
EV003190,SOP091-001548,2024-09-10,cerrado
EV003191,SOP091-001549,2024-09-08,abierto
EV003192,SOP091-001549,2024-09-09,cerrado
EV003193,SOP091-001550,2024-09-08,abierto
EV003194,SOP091-001551,2024-09-08,abierto
EV003195,SOP091-001551,2024-09-10,cerrado
EV003196,SOP091-001552,2024-09-08,abierto
EV003197,SOP091-001552,2024-09-10,cerrado
EV003198,SOP091-001553,2024-09-09,abierto
EV003199,SOP091-001554,2024-09-09,abierto
EV003200,SOP091-001554,2024-09-10,cerrado
EV003201,SOP091-001555,2024-09-09,abierto
EV003202,SOP091-001555,2024-09-10,cerrado
EV003203,SOP091-001556,2024-09-09,abierto
EV003204,SOP091-001556,2024-09-10,cerrado
EV003205,SOP091-001557,2024-09-09,abierto
EV003206,SOP091-001557,2024-09-10,cerrado
EV003207,SOP091-001558,2024-09-09,abierto
EV003208,SOP091-001559,2024-09-10,abierto
EV003209,SOP091-001559,2024-09-11,cerrado
EV003210,SOP091-001560,2024-09-10,abierto
EV003211,SOP091-001560,2024-09-11,cerrado
EV003212,SOP091-001561,2024-09-10,abierto
EV003213,SOP091-001561,2024-09-11,cerrado
EV003214,SOP091-001562,2024-09-10,abierto
EV003215,SOP091-001562,2024-09-11,cerrado
EV003216,SOP091-001563,2024-09-10,abierto
EV003217,SOP091-001563,2024-09-11,cerrado
EV003218,SOP091-001564,2024-09-10,abierto
EV003219,SOP091-001564,2024-09-11,cerrado
EV003220,SOP091-001565,2024-09-11,abierto
EV003221,SOP091-001566,2024-09-11,abierto
EV003222,SOP091-001566,2024-09-12,cerrado
EV003223,SOP091-001566,2024-09-13,abierto
EV003224,SOP091-001566,2024-09-16,cerrado
EV003225,SOP091-001567,2024-09-11,abierto
EV003226,SOP091-001567,2024-09-13,cerrado
EV003227,SOP091-001568,2024-09-11,abierto
EV003228,SOP091-001568,2024-09-12,cerrado
EV003229,SOP091-001569,2024-09-11,abierto
EV003230,SOP091-001569,2024-09-12,cerrado
EV003231,SOP091-001570,2024-09-11,abierto
EV003232,SOP091-001570,2024-09-12,cerrado
