registro_id,fecha,zona,canal,invitado,responde,satisfaccion,peso
ENC029-000440,2024-12-05,centro,telefono,1,0,,38.216561
ENC029-000441,2024-12-06,sur,web,1,1,3,22.929936
ENC029-000442,2024-12-07,norte,web,1,1,4,15.189873
ENC029-000443,2024-12-07,centro,telefono,1,0,,38.216561
ENC029-000444,2024-12-08,sur,telefono,1,0,,22.929936
ENC029-000445,2024-12-09,norte,web,1,1,4,15.189873
ENC029-000446,2024-12-10,centro,telefono,1,0,,38.216561
ENC029-000447,2024-12-10,sur,telefono,1,1,3,22.929936
ENC029-000448,2024-12-11,norte,telefono,1,1,5,15.189873
ENC029-000449,2024-12-12,centro,telefono,1,1,3,38.216561
ENC029-000450,2024-12-13,sur,telefono,1,0,,22.929936
ENC029-000451,2024-12-13,norte,telefono,1,1,4,15.189873
ENC029-000452,2024-12-14,centro,telefono,1,1,5,38.216561
ENC029-000453,2024-12-15,sur,web,1,0,,22.929936
ENC029-000454,2024-12-16,norte,web,1,0,,15.189873
ENC029-000455,2024-12-17,centro,telefono,1,1,4,38.216561
ENC029-000456,2024-12-17,sur,telefono,1,0,,22.929936
ENC029-000457,2024-12-18,norte,telefono,1,0,,15.189873
ENC029-000458,2024-12-19,centro,web,1,0,,38.216561
ENC029-000459,2024-12-20,sur,web,1,1,2,22.929936
ENC029-000460,2024-12-20,norte,web,1,1,5,15.189873
ENC029-000461,2024-12-21,centro,telefono,1,0,,38.216561
ENC029-000462,2024-12-22,sur,web,1,0,,22.929936
ENC029-000463,2024-12-23,norte,web,1,1,5,15.189873
ENC029-000464,2024-12-24,centro,web,1,1,4,38.216561
ENC029-000465,2024-12-24,sur,web,1,1,4,22.929936
ENC029-000466,2024-12-25,norte,web,1,0,,15.189873
ENC029-000467,2024-12-26,centro,telefono,1,0,,38.216561
ENC029-000468,2024-12-27,sur,telefono,1,1,4,22.929936
ENC029-000469,2024-12-27,norte,web,1,1,4,15.189873
ENC029-000470,2024-12-28,centro,web,1,1,2,38.216561
ENC029-000471,2024-12-29,sur,web,1,1,2,22.929936
ENC029-000472,2024-12-30,norte,telefono,1,1,4,15.189873
ENC029-000260,2024-07-19,centro,web,1,0,,38.216561
