registro_id,fecha,sede,espera_min,atencion_min,estado,prioridad
TUR041-000396,2024-08-26,S3,9.6,4.5,atendido,ordinaria
TUR041-000397,2024-08-27,S1,11.7,11.0,atendido,ordinaria
TUR041-000398,2024-08-27,S2,7.9,,abandono,ordinaria
TUR041-000399,2024-08-28,S3,7.7,16.0,atendido,ordinaria
TUR041-000400,2024-08-29,S1,4.1,12.3,atendido,preferente
TUR041-000401,2024-08-29,S2,2.7,17.3,atendido,preferente
TUR041-000402,2024-08-30,S3,23.2,14.7,atendido,ordinaria
TUR041-000403,2024-08-30,S1,3.5,14.1,atendido,ordinaria
TUR041-000404,2024-08-31,S2,9.0,16.2,atendido,ordinaria
TUR041-000405,2024-09-01,S3,19.2,7.0,atendido,preferente
TUR041-000406,2024-09-01,S1,10.1,3.6,atendido,ordinaria
TUR041-000407,2024-09-02,S2,10.4,9.4,atendido,preferente
TUR041-000408,2024-09-02,S3,5.0,5.6,atendido,preferente
TUR041-000409,2024-09-03,S1,12.8,4.4,atendido,ordinaria
TUR041-000410,2024-09-04,S2,3.6,14.8,atendido,ordinaria
TUR041-000411,2024-09-04,S3,5.8,10.1,atendido,preferente
TUR041-000412,2024-09-05,S1,2.8,14.5,atendido,ordinaria
TUR041-000413,2024-09-05,S2,7.9,9.1,atendido,ordinaria
TUR041-000414,2024-09-06,S3,12.3,10.9,atendido,ordinaria
TUR041-000415,2024-09-07,S1,10.6,8.1,atendido,ordinaria
TUR041-000416,2024-09-07,S2,,8.6,atendido,ordinaria
TUR041-000417,2024-09-08,S3,16.9,6.1,atendido,preferente
TUR041-000418,2024-09-08,S1,8.0,13.3,atendido,preferente
TUR041-000419,2024-09-09,S2,3.6,7.6,atendido,preferente
TUR041-000420,2024-09-10,S3,3.8,3.8,atendido,preferente
TUR041-000421,2024-09-10,S1,15.8,11.0,atendido,ordinaria
TUR041-000422,2024-09-11,S2,10.4,9.9,atendido,ordinaria
TUR041-000423,2024-09-11,S3,"4,7",9.7,atendido,ordinaria
TUR041-000424,2024-09-12,S1,8.9,8.6,atendido,ordinaria
TUR041-000425,2024-09-13,S2,12.3,9.6,atendido,ordinaria
TUR041-000426,2024-09-13,S3,19.5,14.7,atendido,ordinaria
TUR041-000427,2024-09-14,S1,6.2,9.9,atendido,ordinaria
TUR041-000428,2024-09-14,S2,3.4,4.9,atendido,preferente
TUR041-000429,2024-09-15,S3,18.6,12.4,atendido,preferente
TUR041-000430,2024-09-16,S1,19.2,10.4,atendido,ordinaria
TUR041-000431,2024-09-16,S2,19.5,7.3,atendido,ordinaria
TUR041-000432,2024-09-17,S3,34.6,15.9,atendido,ordinaria
TUR041-000433,2024-09-17,S1,2.7,3.6,atendido,ordinaria
TUR041-000434,2024-09-18,S2,7.9,9.3,atendido,ordinaria
TUR041-000435,2024-09-19,S3,9.1,3.7,atendido,preferente
TUR041-000436,2024-09-19,S1,6.2,12.6,atendido,ordinaria
TUR041-000437,2024-09-20,S2,7.4,10.8,atendido,ordinaria
TUR041-000438,2024-09-21,S3,8.6,,abandono,ordinaria
TUR041-000439,2024-09-21,S1,3.7,15.4,atendido,preferente
TUR041-000440,2024-09-22,S2,11.1,11.3,atendido,ordinaria
TUR041-000441,2024-09-22,S3,14.4,11.8,atendido,preferente
TUR041-000442,2024-09-23,S1,2.4,9.9,atendido,preferente
TUR041-000443,2024-09-24,S2,6.1,6.7,atendido,ordinaria
TUR041-000444,2024-09-24,S3,10.2,13.4,atendido,preferente
TUR041-000445,2024-09-25,S1,3.9,5.4,atendido,ordinaria
TUR041-000446,2024-09-25,S2,5.5,4.8,atendido,preferente
TUR041-000447,2024-09-26,S3,10.3,5.6,atendido,ordinaria
TUR041-000448,2024-09-27,S1,10.6,14.0,atendido,ordinaria
TUR041-000449,2024-09-27,S2,7.5,9.7,atendido,ordinaria
TUR041-000450,2024-09-28,S3,8.5,17.5,atendido,ordinaria
TUR041-000451,2024-09-28,S1,6.7,14.3,atendido,ordinaria
TUR041-000452,2024-09-29,S2,2.8,5.4,atendido,ordinaria
TUR041-000453,2024-09-30,S3,4.9,3.8,atendido,ordinaria
TUR041-000454,2024-09-30,S1,6.8,5.6,atendido,preferente
TUR041-000455,2024-10-01,S2,8.7,15.2,atendido,preferente
TUR041-000456,2024-10-01,S3,8.9,17.8,atendido,ordinaria
TUR041-000457,2024-10-02,S1,20.5,11.2,atendido,ordinaria
TUR041-000458,2024-10-03,S2,4.8,,abandono,ordinaria
TUR041-000459,2024-10-03,S3,29.2,14.7,atendido,ordinaria
TUR041-000460,2024-10-04,S1,7.6,9.4,atendido,ordinaria
TUR041-000461,2024-10-04,S2,6.8,13.7,atendido,preferente
TUR041-000462,2024-10-05,S3,10.3,15.0,atendido,ordinaria
TUR041-000463,2024-10-06,S1,2.5,7.9,atendido,preferente
TUR041-000464,2024-10-06,S2,17.3,9.3,atendido,ordinaria
TUR041-000465,2024-10-07,S3,8.5,14.9,atendido,preferente
TUR041-000466,2024-10-07,S1,5.7,13.0,atendido,ordinaria
TUR041-000467,2024-10-08,S2,4.2,17.4,atendido,ordinaria
TUR041-000468,2024-10-09,S3,18.7,4.3,atendido,ordinaria
TUR041-000469,2024-10-09,S1,2.1,5.2,atendido,preferente
TUR041-000470,2024-10-10,S2,3.7,15.8,atendido,ordinaria
TUR041-000471,2024-10-10,S3,23.3,12.8,atendido,ordinaria
TUR041-000472,2024-10-11,S1,4.5,14.5,atendido,ordinaria
TUR041-000473,2024-10-12,S2,15.7,17.1,atendido,preferente
TUR041-000474,2024-10-12,S3,12.9,5.9,atendido,ordinaria
TUR041-000475,2024-10-13,S1,3.3,9.1,atendido,ordinaria
TUR041-000476,2024-10-13,S2,1.5,5.1,atendido,preferente
TUR041-000477,2024-10-14,S3,3.7,6.8,atendido,ordinaria
TUR041-000478,2024-10-15,S1,3.1,3.9,atendido,preferente
TUR041-000479,2024-10-15,S2,21.2,,abandono,preferente
TUR041-000480,2024-10-16,S3,6.5,17.2,atendido,preferente
TUR041-000481,2024-10-16,S1,9.2,15.3,atendido,ordinaria
TUR041-000482,2024-10-17,S2,21.4,7.5,atendido,ordinaria
TUR041-000483,2024-10-18,S3,31.2,6.4,atendido,ordinaria
TUR041-000484,2024-10-18,S1,12.6,12.3,atendido,preferente
TUR041-000485,2024-10-19,S2,6.4,14.8,atendido,ordinaria
TUR041-000486,2024-10-20,S3,10.7,11.0, ATENDIDO ,ordinaria
TUR041-000487,2024-10-20,S1,3.3,10.7,atendido,preferente
TUR041-000488,2024-10-21,S2,4.8,13.2,atendido,preferente
TUR041-000489,2024-10-21,S3,5.5,6.9,atendido,ordinaria
TUR041-000490,2024-10-22,S1,7.5,5.7,atendido,ordinaria
TUR041-000491,2024-10-23,S2,11.8,14.2,atendido,preferente
TUR041-000492,2024-10-23,S3,5.0,5.5,atendido,ordinaria
TUR041-000493,2024-10-24,S1,13.1,15.2,atendido,ordinaria
TUR041-000494,2024-10-24,S2,13.9,16.6,atendido,ordinaria
TUR041-000495,2024-10-25,S3,16.6,3.9,atendido,ordinaria
TUR041-000496,2024-10-26,S1,28.0,12.2,atendido,ordinaria
TUR041-000497,2024-10-26,S2,22.9,16.8,atendido,ordinaria
TUR041-000498,2024-10-27,S3,9.6,4.6,atendido,ordinaria
TUR041-000499,2024-10-27,S1,,13.0,atendido,ordinaria
TUR041-000500,2024-10-28,S2,18.2,10.3,atendido,ordinaria
TUR041-000501,2024-10-29,S3,13.5,15.4,atendido,ordinaria
TUR041-000502,2024-10-29,S1,5.4,9.8,atendido,preferente
TUR041-000503,2024-10-30,S2,1.5,8.7,atendido,ordinaria
TUR041-000504,2024-10-30,S3,57.5,,abandono,preferente
TUR041-000505,2024-10-31,S1,7.1,8.4,atendido,ordinaria
TUR041-000506,2024-11-01,S2,14.7,14.3,atendido,ordinaria
TUR041-000507,2024-11-01,S3,16.4,14.8,atendido,ordinaria
TUR041-000508,2024-11-02,S1,6.9,17.9,atendido,preferente
TUR041-000509,2024-11-02,S2,8.6,9.2,atendido,ordinaria
TUR041-000510,2024-11-03,S3,13.6,16.5,atendido,ordinaria
TUR041-000511,2024-11-04,S1,3.4,5.3,atendido,preferente
TUR041-000512,2024-11-04,S2,12.7,,abandono,preferente
TUR041-000513,2024-11-05,S3,10.8,11.2,atendido,ordinaria
TUR041-000514,2024-11-05,S1,5.6,15.0,atendido,ordinaria
TUR041-000515,2024-11-06,S2,20.7,8.0,atendido,ordinaria
TUR041-000516,2024-11-07,S3,25.7,8.6,atendido,ordinaria
TUR041-000517,2024-11-07,S1,12.0,13.7,atendido,preferente
TUR041-000518,2024-11-08,S2,3.1,5.1,atendido,ordinaria
TUR041-000519,2024-11-08,S3,43.6,16.3,atendido,ordinaria
TUR041-000520,2024-11-09,S1,9.4,5.6,atendido,preferente
TUR041-000521,2024-11-10,S2,31.1,9.6,atendido,ordinaria
TUR041-000522,2024-11-10,S3,12.4,5.5,atendido,ordinaria
TUR041-000523,2024-11-11,S1,8.3,10.4,atendido,ordinaria
TUR041-000524,2024-11-11,S2,5.9,13.9,atendido,preferente
TUR041-000525,2024-11-12,S3,27.4,5.6,atendido,ordinaria
TUR041-000526,2024-11-13,S1,8.8,6.2,atendido,ordinaria
TUR041-000527,2024-11-13,S2,9.4,6.7,atendido,ordinaria
TUR041-000528,2024-11-14,S3,15.7,9.7,atendido,ordinaria
TUR041-000529,2024-11-14,S1,11.9,16.8,atendido,preferente
TUR041-000530,2024-11-15,S2,17.4,16.0,atendido,ordinaria
TUR041-000531,2024-11-16,S3,26.8,15.8,atendido,ordinaria
TUR041-000532,2024-11-16,S1,8.9,15.2,atendido,ordinaria
TUR041-000533,2024-11-17,S2,1.6,10.2,atendido,preferente
TUR041-000534,2024-11-18,S3,13.2,,abandono,preferente
TUR041-000535,2024-11-18,S1,2.7,15.9,atendido,ordinaria
TUR041-000536,2024-11-19,S2,26.5,10.5,atendido,ordinaria
TUR041-000537,2024-11-19,S3,5.1,13.5,atendido,preferente
TUR041-000538,2024-11-20,S1,12.1,12.3,atendido,ordinaria
TUR041-000539,2024-11-21,S2,17.8,9.5,atendido,ordinaria
TUR041-000540,2024-11-21,S3,11.7,15.8,atendido,preferente
TUR041-000541,2024-11-22,S1,16.9,8.0,atendido,preferente
TUR041-000542,2024-11-22,S2,8.4,,abandono,ordinaria
TUR041-000543,2024-11-23,S3,9.2,8.3,atendido,preferente
TUR041-000544,2024-11-24,S1,6.3,16.1,atendido,preferente
TUR041-000545,2024-11-24,S2,14.0,3.4,atendido,preferente
TUR041-000546,2024-11-25,S3,9.6,16.5,atendido,ordinaria
TUR041-000547,2024-11-25,S1,7.9,12.8,atendido,preferente
TUR041-000548,2024-11-26,S2,13.6,16.4,atendido,ordinaria
TUR041-000549,2024-11-27,S3,14.1,16.3,atendido,preferente
TUR041-000550,2024-11-27,S1,11.0,7.7,atendido,ordinaria
TUR041-000551,2024-11-28,S2,10.1,4.8,atendido,preferente
TUR041-000552,2024-11-28,S3,15.2,7.3,atendido,ordinaria
TUR041-000553,2024-11-29,S1,7.0,,abandono,ordinaria
TUR041-000554,2024-11-30,S2,8.3,5.2,atendido,ordinaria
TUR041-000555,2024-11-30,S3,1.6,8.4,atendido,ordinaria
TUR041-000556,2024-12-01,S1,22.2,8.5,atendido,preferente
TUR041-000557,2024-12-01,S2,12.2,10.4,atendido,preferente
TUR041-000558,2024-12-02,S3,31.3,7.0,atendido,ordinaria
TUR041-000559,2024-12-03,S1,6.3,10.6,atendido,preferente
TUR041-000560,2024-12-03,S2,8.6,10.1,atendido,preferente
TUR041-000561,2024-12-04,S3,6.1,3.7,atendido,preferente
TUR041-000562,2024-12-04,S1,7.7,3.1,atendido,ordinaria
TUR041-000563,2024-12-05,S2,4.4,5.7,atendido,ordinaria
TUR041-000564,2024-12-06,S3,6.4,3.1,atendido,preferente
TUR041-000565,2024-12-06,S1,15.8,6.8,atendido,ordinaria
TUR041-000566,2024-12-07,S2,5.4,8.1,atendido,ordinaria
TUR041-000567,2024-12-07,S3,8.7,13.9,atendido,ordinaria
TUR041-000568,2024-12-08,S1,6.9,16.1,atendido,preferente
TUR041-000569,2024-12-09,S2,15.2,13.1,atendido,preferente
TUR041-000570,2024-12-09,S3,11.7,16.0,atendido,ordinaria
TUR041-000571,2024-12-10,S1,16.8,8.3,atendido,preferente
TUR041-000572,2024-12-10,S2,7.3,17.6,atendido,preferente
TUR041-000573,2024-12-11,S3,9.0,9.1,atendido,ordinaria
TUR041-000574,2024-12-12,S1,5.8,15.5,atendido,ordinaria
TUR041-000575,2024-12-12,S2,22.5,10.4,atendido,ordinaria
TUR041-000576,2024-12-13,S3,40.1,13.4,atendido,ordinaria
TUR041-000577,2024-12-13,S1,11.1,8.8,atendido,ordinaria
TUR041-000578,2024-12-14,S2,12.9,13.2,atendido,ordinaria
TUR041-000579,2024-12-15,S3,3.7,8.8,atendido,ordinaria
TUR041-000580,2024-12-15,S1,1.9,17.9,atendido,preferente
TUR041-000581,2024-12-16,S2,7.4,4.2,atendido,ordinaria
TUR041-000582,2024-12-17,S3,,13.1,atendido,preferente
TUR041-000583,2024-12-17,S1,13.1,8.2, ATENDIDO ,ordinaria
TUR041-000584,2024-12-18,S2,9.3,7.0,atendido,ordinaria
TUR041-000585,2024-12-18,S3,9.1,8.1,atendido,ordinaria
TUR041-000586,2024-12-19,S1,1.4,16.4,atendido,ordinaria
TUR041-000587,2024-12-20,S2,8.8,16.4,atendido,ordinaria
TUR041-000588,2024-12-20,S3,9.2,11.5,atendido,ordinaria
TUR041-000589,2024-12-21,S1,4.7,16.6,atendido,ordinaria
TUR041-000590,2024-12-21,S2,23.9,,abandono,preferente
TUR041-000591,2024-12-22,S3,9.7,7.0,atendido,ordinaria
TUR041-000592,2024-12-23,S1,4.7,16.1,atendido,ordinaria
TUR041-000593,2024-12-23,S2,40.0,9.7,atendido,ordinaria
TUR041-000594,2024-12-24,S3,6.2,10.0,atendido,preferente
TUR041-000595,2024-12-24,S1,2.8,17.9,atendido,preferente
TUR041-000596,2024-12-25,S2,16.7,4.0,atendido,ordinaria
TUR041-000597,2024-12-26,S3,12.2,6.7,atendido,preferente
TUR041-000598,2024-12-26,S1,4.9,6.4,atendido,preferente
TUR041-000599,2024-12-27,S2,2.8,7.4,atendido,preferente
TUR041-000600,2024-12-27,S3,31.0,12.4,atendido,ordinaria
TUR041-000601,2024-12-28,S1,6.8,13.8,atendido,ordinaria
TUR041-000602,2024-12-29,S2,25.6,,abandono,preferente
TUR041-000603,2024-12-29,S3,5.2,3.3,atendido,preferente
TUR041-000604,2024-12-30,S1,6.7,11.0,atendido,ordinaria
TUR041-000605,2024-12-30,S2,3.9,6.0,atendido,preferente
TUR041-000606,2024-12-31,S3,27.0,9.1,atendido,ordinaria
TUR041-000607,2025-01-01,S1,4.8,13.8,atendido,ordinaria
TUR041-000608,2025-01-01,S2,7.5,14.0,atendido,ordinaria
TUR041-000609,2025-01-02,S3,36.0,11.9,atendido,ordinaria
TUR041-000610,2025-01-02,S1,12.9,14.3,atendido,ordinaria
TUR041-000611,2025-01-03,S2,11.2,11.9,atendido,ordinaria
TUR041-000612,2025-01-04,S3,3.4,6.3,atendido,preferente
TUR041-000613,2025-01-04,S1,3.6,3.3,atendido,preferente
TUR041-000614,2025-01-05,S2,10.1,5.6,atendido,ordinaria
TUR041-000615,2025-01-05,S3,5.8,10.8,atendido,ordinaria
TUR041-000616,2025-01-06,S1,6.6,7.8,atendido,ordinaria
TUR041-000617,2025-01-07,S2,11.5,,abandono,ordinaria
TUR041-000618,2025-01-07,S3,8.0,8.6,atendido,ordinaria
TUR041-000619,2025-01-08,S1,3.2,10.8,atendido,preferente
TUR041-000620,2025-01-08,S2,7.4,16.4,atendido,ordinaria
TUR041-000621,2025-01-09,S3,9.2,16.3,atendido,ordinaria
TUR041-000622,2025-01-10,S1,1.5,3.6,atendido,ordinaria
TUR041-000623,2025-01-10,S2,10.8,8.7,atendido,ordinaria
TUR041-000624,2025-01-11,S3,25.2,9.3,atendido,ordinaria
TUR041-000625,2025-01-11,S1,11.4,3.2,atendido,ordinaria
TUR041-000626,2025-01-12,S2,16.5,6.1,atendido,ordinaria
TUR041-000627,2025-01-13,S3,13.2,7.8,atendido,ordinaria
TUR041-000628,2025-01-13,S1,13.1,14.0,atendido,ordinaria
TUR041-000629,2025-01-14,S2,7.5,6.3,atendido,ordinaria
TUR041-000630,2025-01-14,S3,33.9,9.7,atendido,ordinaria
TUR041-000631,2025-01-15,S1,19.7,5.0,atendido,ordinaria
TUR041-000632,2025-01-16,S2,12.0,6.9,atendido,ordinaria
TUR041-000633,2025-01-16,S3,8.4,13.4,atendido,ordinaria
TUR041-000634,2025-01-17,S1,"2,8",4.9,atendido,ordinaria
TUR041-000635,2025-01-18,S2,26.0,9.1,atendido,ordinaria
TUR041-000636,2025-01-18,S3,21.1,9.7,atendido,ordinaria
TUR041-000637,2025-01-19,S1,2.6,10.7,atendido,preferente
TUR041-000638,2025-01-19,S2,10.9,14.7,atendido,ordinaria
TUR041-000639,2025-01-20,S3,12.0,7.9,atendido,preferente
TUR041-000640,2025-01-21,S1,6.4,17.6,atendido,ordinaria
TUR041-000641,2025-01-21,S2,6.6,8.8,atendido,ordinaria
TUR041-000642,2025-01-22,S3,11.3,17.6,atendido,preferente
TUR041-000643,2025-01-22,S1,11.4,13.0,atendido,ordinaria
TUR041-000644,2025-01-23,S2,5.6,7.2,atendido,ordinaria
TUR041-000645,2025-01-24,S3,3.9,15.0,atendido,ordinaria
TUR041-000646,2025-01-24,S1,4.7,11.8,atendido,ordinaria
TUR041-000647,2025-01-25,S2,9.2,16.3,atendido,ordinaria
TUR041-000648,2025-01-25,S3,5.9,15.7,atendido,ordinaria
TUR041-000649,2025-01-26,S1,1.6,3.7,atendido,preferente
TUR041-000650,2025-01-27,S2,15.2,12.0,atendido,ordinaria
TUR041-000651,2025-01-27,S3,7.8,13.9,atendido,preferente
TUR041-000652,2025-01-28,S1,9.9,5.7,atendido,ordinaria
TUR041-000653,2025-01-28,S2,3.2,11.4,atendido,ordinaria
TUR041-000654,2025-01-29,S3,12.4,11.4,atendido,ordinaria
TUR041-000655,2025-01-30,S1,33.1,13.3,atendido,ordinaria
TUR041-000656,2025-01-30,S2,6.3,4.6,atendido,ordinaria
TUR041-000657,2025-01-31,S3,12.2,14.5,atendido,preferente
TUR041-000658,2025-01-31,S1,7.2,7.9,atendido,ordinaria
TUR041-000659,2025-02-01,S2,21.4,12.3,atendido,preferente
TUR041-000660,2025-02-02,S3,7.1,17.8,atendido,ordinaria
TUR041-000661,2025-02-02,S1,11.5,6.9,atendido,ordinaria
TUR041-000662,2025-02-03,S2,7.2,6.3,atendido,preferente
TUR041-000663,2025-02-03,S3,6.9,8.0,atendido,ordinaria
TUR041-000664,2025-02-04,S1,5.2,6.7,atendido,ordinaria
TUR041-000665,2025-02-05,S2,,16.9,atendido,ordinaria
TUR041-000666,2025-02-05,S3,7.7,11.6,atendido,preferente
TUR041-000667,2025-02-06,S1,18.3,3.2,atendido,ordinaria
TUR041-000668,2025-02-06,S2,19.0,6.8,atendido,ordinaria
TUR041-000669,2025-02-07,S3,8.0,10.0,atendido,preferente
TUR041-000670,2025-02-08,S1,4.2,15.3,atendido,preferente
TUR041-000671,2025-02-08,S2,52.6,8.3,atendido,ordinaria
TUR041-000672,2025-02-09,S3,26.5,3.1,atendido,ordinaria
TUR041-000673,2025-02-09,S1,17.3,17.6,atendido,ordinaria
TUR041-000674,2025-02-10,S2,6.3,,abandono,ordinaria
TUR041-000675,2025-02-11,S3,4.6,3.5,atendido,ordinaria
TUR041-000676,2025-02-11,S1,12.5,9.7,atendido,ordinaria
TUR041-000677,2025-02-12,S2,11.3,9.9,atendido,ordinaria
TUR041-000678,2025-02-12,S3,14.4,,abandono,ordinaria
TUR041-000679,2025-02-13,S1,4.9,12.7,atendido,ordinaria
TUR041-000680,2025-02-14,S2,13.1,12.0, ATENDIDO ,ordinaria
TUR041-000681,2025-02-14,S3,4.8,10.7,atendido,preferente
TUR041-000682,2025-02-15,S1,15.1,12.6,atendido,preferente
TUR041-000683,2025-02-16,S2,6.3,9.4,atendido,ordinaria
TUR041-000684,2025-02-16,S3,10.4,11.5,atendido,ordinaria
TUR041-000685,2025-02-17,S1,7.9,11.4,atendido,ordinaria
TUR041-000686,2025-02-17,S2,5.9,7.9,atendido,ordinaria
TUR041-000687,2025-02-18,S3,12.8,13.3,atendido,preferente
TUR041-000688,2025-02-19,S1,15.3,11.2,atendido,ordinaria
TUR041-000689,2025-02-19,S2,17.9,,abandono,ordinaria
TUR041-000690,2025-02-20,S3,6.2,13.9,atendido,preferente
TUR041-000691,2025-02-20,S1,5.2,5.1,atendido,ordinaria
TUR041-000692,2025-02-21,S2,7.2,15.5,atendido,ordinaria
TUR041-000693,2025-02-22,S3,24.8,4.5,atendido,ordinaria
TUR041-000694,2025-02-22,S1,8.3,17.8,atendido,ordinaria
TUR041-000695,2025-02-23,S2,12.4,4.1,atendido,ordinaria
TUR041-000696,2025-02-23,S3,23.2,12.5,atendido,ordinaria
TUR041-000697,2025-02-24,S1,7.7,4.8,atendido,preferente
TUR041-000698,2025-02-25,S2,8.9,3.5,atendido,preferente
TUR041-000699,2025-02-25,S3,9.9,3.7,atendido,preferente
TUR041-000700,2025-02-26,S1,8.3,4.5,atendido,ordinaria
TUR041-000701,2025-02-26,S2,8.8,,abandono,ordinaria
TUR041-000702,2025-02-27,S3,10.2,14.1,atendido,ordinaria
TUR041-000703,2025-02-28,S1,3.8,16.9,atendido,preferente
TUR041-000704,2025-02-28,S2,11.5,15.3,atendido,preferente
TUR041-000705,2025-03-01,S3,9.2,15.9,atendido,ordinaria
TUR041-000706,2025-03-01,S1,3.5,17.6,atendido,preferente
TUR041-000707,2025-03-02,S2,10.8,9.7,atendido,ordinaria
TUR041-000708,2025-03-03,S3,6.3,4.0,atendido,preferente
TUR041-000709,2025-03-03,S1,24.2,12.7,atendido,preferente
TUR041-000710,2025-03-04,S2,24.5,,abandono,ordinaria
TUR041-000711,2025-03-04,S3,29.5,8.0,atendido,preferente
TUR041-000712,2025-03-05,S1,5.2,3.8,atendido,preferente
TUR041-000713,2025-03-06,S2,17.3,,abandono,ordinaria
TUR041-000714,2025-03-06,S3,23.9,16.9,atendido,ordinaria
TUR041-000715,2025-03-07,S1,12.1,5.4,atendido,ordinaria
TUR041-000716,2025-03-07,S2,16.2,6.0,atendido,ordinaria
TUR041-000717,2025-03-08,S3,12.7,,abandono,ordinaria
TUR041-000718,2025-03-09,S1,11.3,9.8,atendido,preferente
TUR041-000719,2025-03-09,S2,14.1,3.4,atendido,ordinaria
TUR041-000720,2025-03-10,S3,7.2,15.2,atendido,ordinaria
TUR041-000721,2025-03-10,S1,7.5,12.5,atendido,ordinaria
TUR041-000722,2025-03-11,S2,7.7,12.8,atendido,preferente
TUR041-000723,2025-03-12,S3,18.3,7.4,atendido,ordinaria
TUR041-000724,2025-03-12,S1,9.3,8.8,atendido,preferente
TUR041-000725,2025-03-13,S2,7.6,8.5,atendido,ordinaria
TUR041-000726,2025-03-13,S3,22.7,15.8,atendido,ordinaria
TUR041-000727,2025-03-14,S1,3.8,16.1,atendido,ordinaria
TUR041-000728,2025-03-15,S2,31.6,10.6,atendido,ordinaria
TUR041-000729,2025-03-15,S3,11.9,7.4,atendido,ordinaria
TUR041-000730,2025-03-16,S1,5.1,4.5,atendido,ordinaria
TUR041-000731,2025-03-17,S2,2.2,9.3,atendido,preferente
TUR041-000732,2025-03-17,S3,7.8,4.1,atendido,preferente
TUR041-000733,2025-03-18,S1,3.9,15.6,atendido,ordinaria
TUR041-000734,2025-03-18,S2,18.9,17.6,atendido,preferente
TUR041-000735,2025-03-19,S3,28.1,10.6,atendido,preferente
TUR041-000736,2025-03-20,S1,5.6,13.5,atendido,preferente
TUR041-000737,2025-03-20,S2,12.2,14.7,atendido,ordinaria
TUR041-000738,2025-03-21,S3,21.8,4.5,atendido,ordinaria
TUR041-000739,2025-03-21,S1,23.2,16.5,atendido,ordinaria
TUR041-000740,2025-03-22,S2,9.1,15.9,atendido,ordinaria
TUR041-000741,2025-03-23,S3,10.5,6.8,atendido,preferente
TUR041-000742,2025-03-23,S1,13.1,7.2,atendido,preferente
TUR041-000743,2025-03-24,S2,44.6,,abandono,preferente
TUR041-000744,2025-03-24,S3,26.0,11.5,atendido,preferente
TUR041-000745,2025-03-25,S1,7.3,12.5,atendido,ordinaria
TUR041-000746,2025-03-26,S2,16.7,7.4,atendido,ordinaria
TUR041-000747,2025-03-26,S3,11.3,13.3,atendido,preferente
TUR041-000748,2025-03-27,S1,,12.2,atendido,ordinaria
TUR041-000749,2025-03-27,S2,8.1,12.3,atendido,ordinaria
TUR041-000750,2025-03-28,S3,6.1,9.3,atendido,preferente
TUR041-000751,2025-03-29,S1,4.3,7.0,atendido,preferente
TUR041-000752,2025-03-29,S2,27.3,6.5,atendido,ordinaria
TUR041-000753,2025-03-30,S3,80.2,,abandono,ordinaria
TUR041-000754,2025-03-30,S1,7.3,17.2,atendido,preferente
TUR041-000755,2025-03-31,S2,38.3,7.3,atendido,ordinaria
TUR041-000756,2025-04-01,S3,4.7,,abandono,ordinaria
TUR041-000757,2025-04-01,S1,7.6,13.1,atendido,ordinaria
TUR041-000758,2025-04-02,S2,9.0,4.5,atendido,ordinaria
TUR041-000759,2025-04-02,S3,10.2,5.8,atendido,preferente
TUR041-000760,2025-04-03,S1,7.1,12.6,atendido,ordinaria
TUR041-000761,2025-04-04,S2,9.2,13.4,atendido,ordinaria
TUR041-000762,2025-04-04,S3,4.5,8.7,atendido,ordinaria
TUR041-000763,2025-04-05,S1,8.8,9.6,atendido,ordinaria
TUR041-000764,2025-04-05,S2,13.7,16.1,atendido,ordinaria
TUR041-000765,2025-04-06,S3,3.8,6.6,atendido,preferente
TUR041-000766,2025-04-07,S1,11.8,14.0,atendido,ordinaria
TUR041-000767,2025-04-07,S2,15.7,4.1,atendido,preferente
TUR041-000768,2025-04-08,S3,5.5,7.2,atendido,ordinaria
TUR041-000769,2025-04-08,S1,8.3,12.0,atendido,ordinaria
TUR041-000770,2025-04-09,S2,7.8,17.1,atendido,ordinaria
TUR041-000771,2025-04-10,S3,17.5,,abandono,preferente
TUR041-000772,2025-04-10,S1,16.2,12.9,atendido,ordinaria
TUR041-000773,2025-04-11,S2,6.6,10.9,atendido,ordinaria
TUR041-000774,2025-04-11,S3,45.4,9.8,atendido,preferente
TUR041-000775,2025-04-12,S1,15.4,11.1,atendido,ordinaria
TUR041-000776,2025-04-13,S2,2.5,3.6,atendido,ordinaria
TUR041-000777,2025-04-13,S3,22.4,12.0, ATENDIDO ,ordinaria
TUR041-000778,2025-04-14,S1,5.9,14.5,atendido,preferente
TUR041-000779,2025-04-15,S2,7.2,,abandono,ordinaria
TUR041-000780,2025-04-15,S3,7.2,5.6,atendido,preferente
TUR041-000781,2025-04-16,S1,4.0,5.7,atendido,ordinaria
TUR041-000782,2025-04-16,S2,7.7,15.8,atendido,ordinaria
TUR041-000783,2025-04-17,S3,15.7,,abandono,preferente
TUR041-000784,2025-04-18,S1,8.6,5.3,atendido,ordinaria
TUR041-000785,2025-04-18,S2,13.7,3.2,atendido,ordinaria
TUR041-000786,2025-04-19,S3,6.1,8.2,atendido,preferente
TUR041-000787,2025-04-19,S1,2.0,15.5,atendido,preferente
TUR041-000788,2025-04-20,S2,3.7,11.1,atendido,preferente
TUR041-000789,2025-04-21,S3,7.8,12.4,atendido,ordinaria
TUR041-000790,2025-04-21,S1,6.6,8.2,atendido,preferente
TUR041-000791,2025-04-22,S2,5.6,5.7,atendido,ordinaria
TUR041-000792,2025-04-22,S3,8.9,3.6,atendido,ordinaria
