intervencion_id,maquina,fecha,tipo,coste_pen
I000665,M6,2025-07-16,preventivo,180
I000666,M1,2025-07-16,preventivo,180
I000667,M3,2025-07-16,preventivo,180
I000668,M5,2025-07-16,preventivo,180
I000669,M3,2025-07-18,preventivo,180
I000670,M2,2025-07-19,preventivo,180
I000671,M3,2025-07-20,preventivo,180
I000672,M4,2025-07-22,preventivo,180
I000673,M2,2025-07-23,preventivo,180
I000674,M5,2025-07-23,preventivo,180
I000675,M2,2025-07-25,preventivo,180
I000676,M3,2025-07-25,preventivo,180
I000677,M6,2025-07-25,preventivo,180
I000678,M2,2025-07-26,preventivo,180
I000679,M2,2025-07-28,preventivo,180
I000680,M5,2025-07-31,preventivo,180
I000681,M6,2025-08-01,preventivo,180
I000682,M1,2025-08-05,preventivo,180
I000683,M2,2025-08-05,preventivo,180
I000684,M5,2025-08-06,preventivo,180
I000685,M6,2025-08-06,preventivo,180
I000686,M2,2025-08-06,preventivo,180
I000687,M5,2025-08-08,preventivo,180
I000688,M6,2025-08-08,preventivo,180
I000689,M2,2025-08-09,preventivo,180
I000690,M5,2025-08-12,preventivo,180
I000691,M3,2025-08-12,preventivo,180
I000692,M3,2025-08-14,preventivo,180
I000693,M4,2025-08-15,preventivo,180
I000694,M6,2025-08-15,preventivo,180
I000695,M2,2025-08-15,preventivo,180
I000696,M4,2025-08-17,preventivo,180
I000697,M5,2025-08-19,preventivo,180
I000698,M4,2025-08-19,preventivo,180
I000699,M1,2025-08-20,preventivo,180
I000700,M3,2025-08-21,preventivo,180
I000701,M4,2025-08-21,preventivo,180
I000702,M2,2025-08-23,preventivo,180
I000703,M5,2025-08-23,preventivo,180
I000704,M4,2025-08-24,preventivo,180
I000705,M5,2025-08-25,preventivo,180
I000706,M1,2025-08-27,preventivo,180
I000707,M3,2025-08-27,preventivo,180
I000708,M4,2025-08-27,preventivo,180
I000709,M4,2025-08-28,preventivo,180
I000710,M5,2025-08-28,preventivo,180
I000711,M6,2025-08-29,preventivo,180
I000712,M2,2025-08-29,preventivo,180
I000713,M3,2025-08-29,preventivo,180
I000714,M4,2025-08-29,preventivo,180
I000715,M5,2025-08-29,preventivo,180
I000716,M5,2025-08-30,preventivo,180
I000717,M2,2025-09-01,preventivo,180
I000718,M2,2025-09-02,preventivo,180
I000719,M5,2025-09-02,preventivo,180
I000720,M6,2025-09-02,preventivo,180
I000721,M1,2025-09-04,preventivo,180
I000722,M2,2025-09-04,preventivo,180
I000723,M4,2025-09-04,preventivo,180
I000724,M1,2025-09-05,preventivo,180
I000725,M2,2025-09-05,preventivo,180
I000726,M6,2025-09-05,preventivo,180
I000727,M2,2025-09-06,preventivo,180
I000728,M4,2025-09-06,preventivo,180
I000729,M4,2025-09-07,preventivo,180
I000730,M1,2025-09-07,preventivo,180
I000731,M6,2025-09-10,preventivo,180
I000732,M1,2025-09-11,preventivo,180
I000733,M4,2025-09-13,preventivo,180
I000734,M1,2025-09-16,preventivo,180
I000735,M4,2025-09-17,preventivo,180
I000736,M6,2025-09-18,preventivo,180
I000737,M3,2025-09-19,preventivo,180
I000738,M4,2025-09-20,preventivo,180
I000739,M6,2025-09-21,preventivo,180
I000740,M5,2025-09-22,preventivo,180
I000741,M4,2025-09-23,preventivo,180
I000742,M1,2025-09-23,preventivo,180
I000743,M2,2025-09-23,preventivo,180
I000744,M5,2025-09-24,preventivo,180
I000745,M6,2025-09-24,preventivo,180
I000746,M2,2025-09-27,preventivo,180
I000747,M3,2025-09-27,preventivo,180
I000748,M4,2025-09-27,preventivo,180
I000749,M1,2025-09-30,preventivo,180
I000750,M2,2025-10-01,preventivo,180
I000751,M1,2025-10-02,preventivo,180
I000752,M3,2025-10-03,preventivo,180
I000753,M5,2025-10-03,preventivo,180
I000754,M6,2025-10-05,preventivo,180
I000755,M2,2025-10-05,preventivo,180
I000756,M6,2025-10-06,preventivo,180
I000757,M4,2025-10-06,preventivo,180
I000758,M5,2025-10-06,preventivo,180
I000759,M6,2025-10-07,preventivo,180
I000760,M3,2025-10-07,preventivo,180
I000761,M2,2025-10-09,preventivo,180
I000762,M2,2025-10-12,preventivo,180
I000763,M3,2025-10-12,preventivo,180
I000764,M4,2025-10-12,preventivo,180
I000765,M3,2025-10-13,preventivo,180
I000766,M3,2025-10-14,preventivo,180
I000767,M3,2025-10-16,preventivo,180
I000768,M5,2025-10-17,preventivo,180
I000769,M6,2025-10-17,preventivo,180
I000770,M1,2025-10-17,preventivo,180
I000771,M6,2025-10-18,preventivo,180
I000772,M3,2025-10-19,preventivo,180
I000773,M6,2025-10-20,preventivo,180
I000774,M2,2025-10-20,preventivo,180
I000775,M3,2025-10-21,preventivo,180
I000776,M6,2025-10-22,preventivo,180
I000777,M1,2025-10-24,preventivo,180
I000778,M3,2025-10-26,preventivo,180
I000779,M2,2025-10-26,preventivo,180
I000780,M4,2025-10-27,preventivo,180
I000781,M2,2025-10-28,preventivo,180
I000782,M4,2025-10-29,preventivo,180
I000783,M1,2025-10-29,preventivo,180
I000784,M2,2025-10-29,preventivo,180
I000785,M3,2025-10-29,preventivo,180
I000786,M5,2025-10-30,preventivo,180
I000787,M1,2025-11-01,preventivo,180
I000788,M2,2025-11-01,preventivo,180
I000789,M5,2025-11-02,preventivo,180
I000790,M1,2025-11-02,preventivo,180
I000791,M2,2025-11-06,preventivo,180
I000792,M1,2025-11-07,preventivo,180
I000793,M2,2025-11-09,preventivo,180
I000794,M4,2025-11-09,preventivo,180
I000795,M4,2025-11-10,preventivo,180
I000796,M6,2025-11-11,preventivo,180
I000797,M4,2025-11-11,preventivo,180
I000798,M2,2025-11-12,preventivo,180
I000799,M6,2025-11-13,preventivo,180
I000800,M3,2025-11-13,preventivo,180
I000801,M1,2025-11-14,preventivo,180
I000802,M1,2025-11-15,preventivo,180
I000803,M2,2025-11-15,preventivo,180
I000804,M2,2025-11-16,preventivo,180
I000805,M6,2025-11-17,preventivo,180
I000806,M6,2025-11-18,preventivo,180
I000807,M2,2025-11-19,preventivo,180
I000808,M3,2025-11-20,preventivo,180
I000809,M4,2025-11-22,preventivo,180
I000810,M5,2025-11-23,preventivo,180
I000811,M6,2025-11-23,preventivo,180
I000812,M4,2025-11-24,preventivo,180
I000813,M2,2025-11-25,preventivo,180
I000814,M4,2025-11-26,preventivo,180
I000815,M5,2025-11-27,preventivo,180
I000816,M1,2025-11-27,preventivo,180
I000817,M2,2025-11-27,preventivo,180
I000818,M4,2025-11-29,preventivo,180
I000819,M3,2025-11-30,preventivo,180
I000820,M4,2025-11-30,preventivo,180
I000821,M5,2025-11-30,preventivo,180
I000822,M2,2025-12-02,preventivo,180
I000823,M3,2025-12-04,preventivo,180
I000824,M5,2025-12-04,preventivo,180
I000825,M1,2025-12-04,preventivo,180
I000826,M4,2025-12-05,preventivo,180
I000827,M6,2025-12-05,preventivo,180
I000828,M1,2025-12-08,preventivo,180
I000829,M3,2025-12-08,preventivo,180
I000830,M6,2025-12-09,preventivo,180
I000831,M2,2025-12-10,preventivo,180
I000832,M5,2025-12-11,preventivo,180
I000833,M5,2025-12-13,preventivo,180
I000834,M6,2025-12-13,preventivo,180
I000835,M2,2025-12-13,preventivo,180
I000836,M4,2025-12-14,preventivo,180
I000837,M5,2025-12-15,preventivo,180
I000838,M6,2025-12-15,preventivo,180
I000839,M1,2025-12-15,preventivo,180
I000840,M2,2025-12-15,preventivo,180
I000841,M6,2025-12-17,preventivo,180
I000842,M3,2025-12-17,preventivo,180
I000843,M5,2025-12-17,preventivo,180
I000844,M4,2025-12-19,preventivo,180
I000845,M1,2025-12-23,preventivo,180
I000846,M3,2025-12-23,preventivo,180
I000847,M3,2025-12-24,preventivo,180
I000848,M5,2025-12-25,preventivo,180
I000849,M1,2025-12-27,preventivo,180
I000850,M5,2025-12-28,preventivo,180
I000851,M2,2025-12-29,preventivo,180
