registro_id,fecha,muestra,replica,instrumento,concentracion,limite,bajo_limite,unidad
LAB038-000379,2024-01-16,Q00064,1,A,3.085,2,0,mg/L
LAB038-000380,2024-01-16,Q00064,2,A,3.545,2,0,mg/L
LAB038-000381,2024-01-16,Q00064,3,A,2.917,2,0,mg/L
LAB038-000382,2024-01-16,Q00064,1,B,3.079,3,0,mg/L
LAB038-000383,2024-01-16,Q00064,2,B,3.282,3,0,mg/L
LAB038-000384,2024-01-16,Q00064,3,B,3.818,3,0,mg/L
LAB038-000385,2024-01-17,Q00065,1,A,12.864,2,0,mg/L
LAB038-000386,2024-01-17,Q00065,2,A,11.939,2,0,mg/L
LAB038-000387,2024-01-17,Q00065,3,A,11.364,2,0,mg/L
LAB038-000388,2024-01-17,Q00065,1,B,11.126,3,0,mg/L
LAB038-000389,2024-01-17,Q00065,2,B,12.609,3,0, MG/L 
LAB038-000390,2024-01-17,Q00065,3,B,10.811,3,0,mg/L
LAB038-000391,2024-01-17,Q00066,1,A,3.682,2,0,mg/L
LAB038-000392,2024-01-17,Q00066,2,A,3.549,2,0,mg/L
LAB038-000393,2024-01-17,Q00066,3,A,2.176,2,0,mg/L
LAB038-000394,2024-01-17,Q00066,1,B,3.412,3,0,mg/L
LAB038-000395,2024-01-17,Q00066,2,B,3.388,3,0,mg/L
LAB038-000396,2024-01-17,Q00066,3,B,3.505,3,0,mg/L
LAB038-000397,2024-01-17,Q00067,1,A,5.643,2,0,mg/L
LAB038-000398,2024-01-17,Q00067,2,A,5.74,2,0,mg/L
LAB038-000399,2024-01-17,Q00067,3,A,5.689,2,0,mg/L
LAB038-000400,2024-01-17,Q00067,1,B,6.308,3,0,mg/L
LAB038-000401,2024-01-17,Q00067,2,B,5.344,3,0,mg/L
LAB038-000402,2024-01-17,Q00067,3,B,5.843,3,0,mg/L
LAB038-000403,2024-01-17,Q00068,1,A,19.211,2,0,mg/L
LAB038-000404,2024-01-17,Q00068,2,A,19.367,2,0,mg/L
LAB038-000405,2024-01-17,Q00068,3,A,20.905,2,0,mg/L
LAB038-000406,2024-01-17,Q00068,1,B,20.596,3,0,mg/L
LAB038-000407,2024-01-17,Q00068,2,B,20.701,3,0,mg/L
LAB038-000408,2024-01-17,Q00068,3,B,20.24,3,0,mg/L
LAB038-000409,2024-01-18,Q00069,1,A,12.334,2,0,mg/L
LAB038-000410,2024-01-18,Q00069,2,A,12.242,2,0,mg/L
LAB038-000411,2024-01-18,Q00069,3,A,12.877,2,0,mg/L
LAB038-000412,2024-01-18,Q00069,1,B,13.241,3,0,mg/L
LAB038-000413,2024-01-18,Q00069,2,B,13.099,3,0,mg/L
LAB038-000414,2024-01-18,Q00069,3,B,13.397,3,0,mg/L
LAB038-000415,2024-01-18,Q00070,1,A,2.079,2,0,mg/L
LAB038-000416,2024-01-18,Q00070,2,A,,2,1,mg/L
LAB038-000417,2024-01-18,Q00070,3,A,,2,1,mg/L
LAB038-000418,2024-01-18,Q00070,1,B,,3,1,mg/L
LAB038-000419,2024-01-18,Q00070,2,B,,3,1,mg/L
LAB038-000420,2024-01-18,Q00070,3,B,,3,1,mg/L
LAB038-000421,2024-01-18,Q00071,1,A,2.292,2,0,mg/L
LAB038-000422,2024-01-18,Q00071,2,A,2.981,2,0,mg/L
LAB038-000423,2024-01-18,Q00071,3,A,"2,975",2,0,mg/L
LAB038-000424,2024-01-18,Q00071,1,B,,3,1,mg/L
LAB038-000425,2024-01-18,Q00071,2,B,3.163,3,0,mg/L
LAB038-000426,2024-01-18,Q00071,3,B,3.368,3,0,mg/L
LAB038-000427,2024-01-18,Q00072,1,A,4.111,2,0,mg/L
LAB038-000428,2024-01-18,Q00072,2,A,3.182,2,0,mg/L
LAB038-000429,2024-01-18,Q00072,3,A,3.616,2,0,mg/L
LAB038-000430,2024-01-18,Q00072,1,B,,3,1,mg/L
LAB038-000431,2024-01-18,Q00072,2,B,4.376,3,0,mg/L
LAB038-000432,2024-01-18,Q00072,3,B,4.255,3,0,mg/L
LAB038-000433,2024-01-19,Q00073,1,A,16.221,2,0,mg/L
LAB038-000434,2024-01-19,Q00073,2,A,16.92,2,0,mg/L
LAB038-000435,2024-01-19,Q00073,3,A,16.247,2,0,mg/L
LAB038-000436,2024-01-19,Q00073,1,B,17.946,3,0,mg/L
LAB038-000437,2024-01-19,Q00073,2,B,17.675,3,0,mg/L
LAB038-000438,2024-01-19,Q00073,3,B,17.225,3,0,mg/L
LAB038-000439,2024-01-19,Q00074,1,A,10.196,2,0,mg/L
LAB038-000440,2024-01-19,Q00074,2,A,11.048,2,0,mg/L
LAB038-000441,2024-01-19,Q00074,3,A,11.125,2,0,mg/L
LAB038-000442,2024-01-19,Q00074,1,B,11.446,3,0,mg/L
LAB038-000443,2024-01-19,Q00074,2,B,12.409,3,0,mg/L
LAB038-000444,2024-01-19,Q00074,3,B,10.229,3,0,mg/L
LAB038-000445,2024-01-19,Q00075,1,A,7.478,2,0,mg/L
LAB038-000446,2024-01-19,Q00075,2,A,6.255,2,0,mg/L
LAB038-000447,2024-01-19,Q00075,3,A,6.214,2,0,mg/L
LAB038-000448,2024-01-19,Q00075,1,B,7.779,3,0,mg/L
LAB038-000449,2024-01-19,Q00075,2,B,7.567,3,0,mg/L
LAB038-000450,2024-01-19,Q00075,3,B,8.351,3,0,mg/L
LAB038-000451,2024-01-19,Q00076,1,A,7.373,2,0,mg/L
LAB038-000452,2024-01-19,Q00076,2,A,6.972,2,0,mg/L
LAB038-000453,2024-01-19,Q00076,3,A,7.75,2,0,mg/L
LAB038-000454,2024-01-19,Q00076,1,B,8.432,3,0,mg/L
LAB038-000455,2024-01-19,Q00076,2,B,7.886,3,0,mg/L
LAB038-000456,2024-01-19,Q00076,3,B,8.585,3,0,mg/L
LAB038-000457,2024-01-20,Q00077,1,A,32.18,2,0,mg/L
LAB038-000458,2024-01-20,Q00077,2,A,32.27,2,0,mg/L
LAB038-000459,2024-01-20,Q00077,3,A,32.514,2,0,mg/L
LAB038-000460,2024-01-20,Q00077,1,B,33.8,3,0,mg/L
LAB038-000461,2024-01-20,Q00077,2,B,32.756,3,0,mg/L
LAB038-000462,2024-01-20,Q00077,3,B,33.616,3,0,mg/L
LAB038-000463,2024-01-20,Q00078,1,A,4.008,2,0,mg/L
LAB038-000464,2024-01-20,Q00078,2,A,4.195,2,0,mg/L
LAB038-000465,2024-01-20,Q00078,3,A,4.211,2,0,mg/L
LAB038-000466,2024-01-20,Q00078,1,B,4.19,3,0,mg/L
LAB038-000467,2024-01-20,Q00078,2,B,3.599,3,0,mg/L
LAB038-000468,2024-01-20,Q00078,3,B,4.24,3,0,mg/L
LAB038-000469,2024-01-20,Q00079,1,A,9.33,2,0,mg/L
LAB038-000470,2024-01-20,Q00079,2,A,8.161,2,0,mg/L
LAB038-000471,2024-01-20,Q00079,3,A,7.986,2,0,mg/L
LAB038-000472,2024-01-20,Q00079,1,B,9.814,3,0,mg/L
LAB038-000473,2024-01-20,Q00079,2,B,10.457,3,0,mg/L
LAB038-000474,2024-01-20,Q00079,3,B,8.917,3,0,mg/L
LAB038-000475,2024-01-20,Q00080,1,A,5.338,2,0,mg/L
LAB038-000476,2024-01-20,Q00080,2,A,5.459,2,0,mg/L
LAB038-000477,2024-01-20,Q00080,3,A,5.7,2,0,mg/L
LAB038-000478,2024-01-20,Q00080,1,B,6.712,3,0,mg/L
LAB038-000479,2024-01-20,Q00080,2,B,5.849,3,0,mg/L
LAB038-000480,2024-01-20,Q00080,3,B,6.731,3,0,mg/L
LAB038-000481,2024-01-21,Q00081,1,A,6.086,2,0,mg/L
LAB038-000482,2024-01-21,Q00081,2,A,4.628,2,0,mg/L
LAB038-000483,2024-01-21,Q00081,3,A,5.944,2,0,mg/L
LAB038-000484,2024-01-21,Q00081,1,B,6.481,3,0,mg/L
LAB038-000485,2024-01-21,Q00081,2,B,6.625,3,0,mg/L
LAB038-000486,2024-01-21,Q00081,3,B,6.985,3,0, MG/L 
LAB038-000487,2024-01-21,Q00082,1,A,5.396,2,0,mg/L
LAB038-000488,2024-01-21,Q00082,2,A,5.603,2,0,mg/L
LAB038-000489,2024-01-21,Q00082,3,A,5.733,2,0,mg/L
LAB038-000490,2024-01-21,Q00082,1,B,6.79,3,0,mg/L
LAB038-000491,2024-01-21,Q00082,2,B,6.296,3,0,mg/L
LAB038-000492,2024-01-21,Q00082,3,B,6.387,3,0,mg/L
LAB038-000493,2024-01-21,Q00083,1,A,4.636,2,0,mg/L
LAB038-000494,2024-01-21,Q00083,2,A,3.288,2,0,mg/L
LAB038-000495,2024-01-21,Q00083,3,A,3.287,2,0,mg/L
LAB038-000496,2024-01-21,Q00083,1,B,4.712,3,0,mg/L
LAB038-000497,2024-01-21,Q00083,2,B,6.236,3,0,mg/L
LAB038-000498,2024-01-21,Q00083,3,B,5.27,3,0,mg/L
LAB038-000499,2024-01-21,Q00084,1,A,,2,0,mg/L
LAB038-000500,2024-01-21,Q00084,2,A,9.96,2,0,mg/L
LAB038-000501,2024-01-21,Q00084,3,A,9.723,2,0,mg/L
LAB038-000502,2024-01-21,Q00084,1,B,9.461,3,0,mg/L
LAB038-000503,2024-01-21,Q00084,2,B,8.721,3,0,mg/L
LAB038-000504,2024-01-21,Q00084,3,B,9.074,3,0,mg/L
LAB038-000505,2024-01-22,Q00085,1,A,15.897,2,0,mg/L
LAB038-000506,2024-01-22,Q00085,2,A,15.567,2,0,mg/L
LAB038-000507,2024-01-22,Q00085,3,A,15.415,2,0,mg/L
LAB038-000508,2024-01-22,Q00085,1,B,15.765,3,0,mg/L
LAB038-000509,2024-01-22,Q00085,2,B,16.386,3,0,mg/L
LAB038-000510,2024-01-22,Q00085,3,B,16.386,3,0,mg/L
LAB038-000511,2024-01-22,Q00086,1,A,2.421,2,0,mg/L
LAB038-000512,2024-01-22,Q00086,2,A,2.006,2,0,mg/L
LAB038-000513,2024-01-22,Q00086,3,A,,2,1,mg/L
LAB038-000514,2024-01-22,Q00086,1,B,,3,1,mg/L
LAB038-000515,2024-01-22,Q00086,2,B,,3,1,mg/L
LAB038-000516,2024-01-22,Q00086,3,B,,3,1,mg/L
LAB038-000517,2024-01-22,Q00087,1,A,2.288,2,0,mg/L
LAB038-000518,2024-01-22,Q00087,2,A,,2,1,mg/L
LAB038-000519,2024-01-22,Q00087,3,A,2.682,2,0,mg/L
LAB038-000520,2024-01-22,Q00087,1,B,,3,1,mg/L
LAB038-000521,2024-01-22,Q00087,2,B,,3,1,mg/L
LAB038-000522,2024-01-22,Q00087,3,B,,3,1,mg/L
LAB038-000523,2024-01-22,Q00088,1,A,6.888,2,0,mg/L
LAB038-000524,2024-01-22,Q00088,2,A,7.825,2,0,mg/L
LAB038-000525,2024-01-22,Q00088,3,A,9.108,2,0,mg/L
LAB038-000526,2024-01-22,Q00088,1,B,8.498,3,0,mg/L
LAB038-000527,2024-01-22,Q00088,2,B,8.526,3,0,mg/L
LAB038-000528,2024-01-22,Q00088,3,B,8.584,3,0,mg/L
LAB038-000529,2024-01-23,Q00089,1,A,5.736,2,0,mg/L
LAB038-000530,2024-01-23,Q00089,2,A,5.889,2,0,mg/L
LAB038-000531,2024-01-23,Q00089,3,A,6.661,2,0,mg/L
LAB038-000532,2024-01-23,Q00089,1,B,7.2,3,0,mg/L
LAB038-000533,2024-01-23,Q00089,2,B,6.625,3,0,mg/L
LAB038-000534,2024-01-23,Q00089,3,B,7.023,3,0,mg/L
LAB038-000535,2024-01-23,Q00090,1,A,24.496,2,0,mg/L
LAB038-000536,2024-01-23,Q00090,2,A,23.299,2,0,mg/L
LAB038-000537,2024-01-23,Q00090,3,A,24.739,2,0,mg/L
LAB038-000538,2024-01-23,Q00090,1,B,25.67,3,0,mg/L
LAB038-000539,2024-01-23,Q00090,2,B,24.906,3,0,mg/L
LAB038-000540,2024-01-23,Q00090,3,B,23.487,3,0,mg/L
LAB038-000535,2024-01-23,Q00090,1,A,24.496,2,0,mg/L
