registro_id,fecha,sucursal,genero,dias_prestamo,renovacion,devuelto
BIB056-000498,2024-09-24,S3,infantil,20,1,1
BIB056-000499,2024-09-24,S1,novela,,0,0
BIB056-000500,2024-09-25,S2,ensayo,14,0,1
BIB056-000501,2024-09-25,S3,infantil,7,0,1
BIB056-000502,2024-09-26,S1,ensayo,17,0,1
BIB056-000503,2024-09-26,S2,ensayo,32,1,1
BIB056-000504,2024-09-27,S3,novela,23,0,1
BIB056-000505,2024-09-27,S1,novela,38,1,1
BIB056-000506,2024-09-28,S2,infantil,21,0,1
BIB056-000507,2024-09-28,S3,infantil,21,0,1
BIB056-000508,2024-09-29,S1,novela,2,0,1
BIB056-000509,2024-09-30,S2,ensayo,27,1,1
BIB056-000510,2024-09-30,S3,novela,5,0,1
BIB056-000511,2024-10-01,S1,ensayo,27,1,1
BIB056-000512,2024-10-01,S2,novela,13,0,1
BIB056-000513,2024-10-02,S3,ensayo,6,0,1
BIB056-000514,2024-10-02,S1,infantil,14,0,1
BIB056-000515,2024-10-03,S2,infantil,11,0,1
BIB056-000516,2024-10-03,S3,ensayo,2,0,1
BIB056-000517,2024-10-04,S1,ensayo,453,1,0
BIB056-000518,2024-10-04,S2,infantil,18,0,1
BIB056-000519,2024-10-05,S3,novela,452,0,0
BIB056-000520,2024-10-05,S1,infantil,4,0,1
BIB056-000521,2024-10-06,S2,novela,24,0,1
BIB056-000522,2024-10-07,S3,novela,4,0,1
BIB056-000523,2024-10-07,S1,ensayo,450,0,0
BIB056-000524,2024-10-08,S2,infantil,20,1,1
BIB056-000525,2024-10-08,S3,infantil,449,1,0
BIB056-000526,2024-10-09,S1,novela,14,0,1
BIB056-000527,2024-10-09,S2,ensayo,19,0,1
BIB056-000528,2024-10-10,S3,ensayo,13,0,1
BIB056-000529,2024-10-10,S1,novela,24,0,1
BIB056-000530,2024-10-11,S2,infantil,446,0,0
BIB056-000531,2024-10-11,S3,novela,27,1,1
BIB056-000532,2024-10-12,S1,novela,5,0,1
BIB056-000533,2024-10-12,S2,ensayo,25,0,1
BIB056-000534,2024-10-13,S3,infantil,17,1,1
BIB056-000535,2024-10-14,S1,ensayo,22,1,1
BIB056-000536,2024-10-14,S2,ensayo,16,0,1
BIB056-000537,2024-10-15,S3,infantil,24,0,1
BIB056-000538,2024-10-15,S1,infantil,5,0,1
BIB056-000539,2024-10-16,S2,ensayo,32,1,1
BIB056-000540,2024-10-16,S3,novela,28,1,1
BIB056-000541,2024-10-17,S1,novela,440,1,0
BIB056-000542,2024-10-17,S2,infantil,12,0,1
BIB056-000543,2024-10-18,S3,infantil,11,0,1
BIB056-000544,2024-10-18,S1,ensayo,19,1,1
BIB056-000545,2024-10-19,S2,infantil,37,1,1
BIB056-000546,2024-10-19,S3,ensayo,14,0,1
BIB056-000547,2024-10-20,S1,infantil,437,0,0
BIB056-000548,2024-10-21,S2,ensayo,25,0,1
BIB056-000549,2024-10-21,S3,ensayo,2,0,1
BIB056-000550,2024-10-22,S1,novela,11,0,1
BIB056-000551,2024-10-22,S2,novela,435,0,0
BIB056-000552,2024-10-23,S3,infantil,34,1,1
BIB056-000553,2024-10-23,S1,infantil,434,0,0
BIB056-000554,2024-10-24,S2,infantil,433,1,0
BIB056-000555,2024-10-24,S3,ensayo,6,0,1
BIB056-000556,2024-10-25,S1,ensayo,8,0,1
BIB056-000557,2024-10-25,S2,novela,11,0,1
BIB056-000558,2024-10-26,S3,infantil,23,0,1
BIB056-000559,2024-10-26,S1,novela,10,0,1
BIB056-000560,2024-10-27,S2,infantil,7,0,1
BIB056-000561,2024-10-28,S3,novela,9,0,1
BIB056-000562,2024-10-28,S1,novela,4,0,1
BIB056-000563,2024-10-29,S2,ensayo,24,1,1
BIB056-000564,2024-10-29,S3,infantil,16,0,1
BIB056-000565,2024-10-30,S1,infantil,427,0,0
BIB056-000566,2024-10-30,S2,novela,19,0,1
BIB056-000567,2024-10-31,S3,ensayo,24,0,1
BIB056-000568,2024-10-31,S1,novela,15,0,1
BIB056-000569,2024-11-01,S2,infantil,10,0,1
BIB056-000570,2024-11-01,S3,novela,5,0,1
BIB056-000571,2024-11-02,S1,infantil,17,0,1
BIB056-000572,2024-11-02,S2,novela,10,0,1
BIB056-000573,2024-11-03,S3,infantil,17,0,1
BIB056-000574,2024-11-03,S1,novela,11,0,1
BIB056-000575,2024-11-04,S2,ensayo,3,0,1
BIB056-000576,2024-11-05,S3,infantil,12,0,1
BIB056-000577,2024-11-05,S1,ensayo,15,0,1
BIB056-000578,2024-11-06,S2,ensayo,15,0,1
BIB056-000579,2024-11-06,S3,infantil,20,0,1
BIB056-000580,2024-11-07,S1,novela,17,0,1
BIB056-000581,2024-11-07,S2,novela,23,0,1
BIB056-000582,2024-11-08,S3,ensayo,,0,1
BIB056-000583,2024-11-08,S1, NOVELA ,418,0,0
BIB056-000584,2024-11-09,S2,infantil,30,1,1
BIB056-000585,2024-11-09,S3,infantil,18,0,1
BIB056-000586,2024-11-10,S1,novela,16,0,1
BIB056-000587,2024-11-10,S2,novela,10,0,1
BIB056-000588,2024-11-11,S3,ensayo,15,0,1
BIB056-000589,2024-11-12,S1,ensayo,8,0,1
BIB056-000590,2024-11-12,S2,novela,2,0,1
BIB056-000591,2024-11-13,S3,ensayo,22,0,1
BIB056-000592,2024-11-13,S1,ensayo,2,0,1
BIB056-000593,2024-11-14,S2,novela,30,1,1
BIB056-000594,2024-11-14,S3,infantil,24,0,1
BIB056-000595,2024-11-15,S1,novela,21,0,1
BIB056-000596,2024-11-15,S2,novela,411,0,0
BIB056-000597,2024-11-16,S3,ensayo,28,1,1
BIB056-000598,2024-11-16,S1,ensayo,10,0,1
BIB056-000599,2024-11-17,S2,novela,409,0,0
BIB056-000600,2024-11-17,S3,ensayo,31,1,1
BIB056-000601,2024-11-18,S1,infantil,8,0,1
BIB056-000602,2024-11-19,S2,infantil,20,0,1
BIB056-000603,2024-11-19,S3,novela,8,0,1
BIB056-000604,2024-11-20,S1,ensayo,20,1,1
BIB056-000605,2024-11-20,S2,ensayo,30,1,1
BIB056-000606,2024-11-21,S3,ensayo,405,0,0
BIB056-000607,2024-11-21,S1,novela,405,0,0
BIB056-000608,2024-11-22,S2,novela,2,0,1
BIB056-000609,2024-11-22,S3,infantil,17,0,1
BIB056-000610,2024-11-23,S1,ensayo,16,0,1
BIB056-000611,2024-11-23,S2,infantil,7,0,1
BIB056-000612,2024-11-24,S3,novela,36,1,1
BIB056-000613,2024-11-24,S1,infantil,18,0,1
BIB056-000614,2024-11-25,S2,ensayo,20,0,1
BIB056-000615,2024-11-26,S3,ensayo,400,0,0
BIB056-000616,2024-11-26,S1,infantil,7,0,1
BIB056-000617,2024-11-27,S2,infantil,14,0,1
BIB056-000618,2024-11-27,S3,novela,27,1,1
BIB056-000619,2024-11-28,S1,novela,22,0,1
BIB056-000620,2024-11-28,S2,ensayo,398,0,0
BIB056-000621,2024-11-29,S3,ensayo,20,0,1
BIB056-000622,2024-11-29,S1,ensayo,40,1,1
BIB056-000623,2024-11-30,S2,infantil,7,0,1
BIB056-000624,2024-11-30,S3,infantil,7,0,1
BIB056-000625,2024-12-01,S1,novela,2,0,1
BIB056-000626,2024-12-01,S2,ensayo,13,0,1
BIB056-000627,2024-12-02,S3,novela,5,0,1
BIB056-000628,2024-12-03,S1,novela,19,0,1
BIB056-000629,2024-12-03,S2,novela,35,1,1
BIB056-000630,2024-12-04,S3,ensayo,39,1,1
BIB056-000631,2024-12-04,S1,infantil,392,0,0
BIB056-000632,2024-12-05,S2,infantil,25,0,1
BIB056-000633,2024-12-05,S3,infantil,11,0,1
BIB056-000634,2024-12-06,S1,ensayo,390,0,0
BIB056-000635,2024-12-06,S2,novela,26,1,1
BIB056-000636,2024-12-07,S3,ensayo,14,0,1
BIB056-000637,2024-12-07,S1,ensayo,17,0,1
BIB056-000638,2024-12-08,S2,infantil,18,0,1
BIB056-000639,2024-12-08,S3,ensayo,4,0,1
BIB056-000640,2024-12-09,S1,ensayo,19,1,1
BIB056-000641,2024-12-10,S2,ensayo,8,0,1
BIB056-000642,2024-12-10,S3,ensayo,18,0,1
BIB056-000643,2024-12-11,S1,infantil,34,1,1
BIB056-000644,2024-12-11,S2,ensayo,22,1,1
BIB056-000645,2024-12-12,S3,ensayo,33,1,1
BIB056-000646,2024-12-12,S1,ensayo,22,1,1
BIB056-000647,2024-12-13,S2,ensayo,14,0,1
BIB056-000648,2024-12-13,S3,novela,18,0,1
BIB056-000649,2024-12-14,S1,ensayo,8,0,1
BIB056-000650,2024-12-14,S2,ensayo,12,0,1
BIB056-000651,2024-12-15,S3,ensayo,15,0,1
BIB056-000652,2024-12-15,S1,novela,20,0,1
BIB056-000653,2024-12-16,S2,novela,380,0,0
BIB056-000654,2024-12-16,S3,ensayo,380,0,0
BIB056-000655,2024-12-17,S1,novela,19,0,1
BIB056-000656,2024-12-18,S2,infantil,13,0,1
BIB056-000657,2024-12-18,S3,ensayo,10,0,1
BIB056-000658,2024-12-19,S1,ensayo,6,0,1
BIB056-000659,2024-12-19,S2,ensayo,33,1,1
BIB056-000660,2024-12-20,S3,ensayo,37,1,1
BIB056-000661,2024-12-20,S1,ensayo,25,0,1
BIB056-000662,2024-12-21,S2,infantil,4,0,1
BIB056-000663,2024-12-21,S3,infantil,10,0,1
BIB056-000664,2024-12-22,S1,ensayo,3,0,1
BIB056-000665,2024-12-22,S2,ensayo,,1,1
BIB056-000666,2024-12-23,S3,infantil,12,0,1
BIB056-000667,2024-12-23,S1,infantil,6,0,1
BIB056-000668,2024-12-24,S2,novela,22,0,1
BIB056-000669,2024-12-25,S3,ensayo,37,1,1
BIB056-000670,2024-12-25,S1,novela,6,0,1
BIB056-000671,2024-12-26,S2,infantil,370,0,0
BIB056-000672,2024-12-26,S3,ensayo,22,0,1
BIB056-000673,2024-12-27,S1,infantil,24,0,1
BIB056-000674,2024-12-27,S2,infantil,7,0,1
BIB056-000675,2024-12-28,S3,novela,22,1,1
BIB056-000676,2024-12-28,S1,infantil,2,0,1
BIB056-000677,2024-12-29,S2,infantil,12,0,1
BIB056-000678,2024-12-29,S3,ensayo,367,1,0
BIB056-000679,2024-12-30,S1,novela,23,0,1
BIB056-000680,2024-12-30,S2, INFANTIL ,366,1,0
BIB056-000681,2024-12-31,S3,ensayo,27,1,1
BIB056-000682,2025-01-01,S1,infantil,24,0,1
BIB056-000683,2025-01-01,S2,ensayo,2,0,1
BIB056-000684,2025-01-02,S3,ensayo,6,0,1
BIB056-000685,2025-01-02,S1,ensayo,18,1,1
BIB056-000686,2025-01-03,S2,infantil,362,0,0
BIB056-000687,2025-01-03,S3,infantil,17,1,1
BIB056-000688,2025-01-04,S1,ensayo,15,0,1
BIB056-000689,2025-01-04,S2,infantil,9,0,1
BIB056-000690,2025-01-05,S3,novela,10,0,1
BIB056-000691,2025-01-05,S1,novela,16,0,1
BIB056-000692,2025-01-06,S2,novela,5,0,1
BIB056-000693,2025-01-06,S3,novela,22,1,1
BIB056-000694,2025-01-07,S1,infantil,3,0,1
BIB056-000695,2025-01-08,S2,infantil,32,1,1
BIB056-000696,2025-01-08,S3,infantil,23,0,1
BIB056-000697,2025-01-09,S1,ensayo,6,0,1
BIB056-000698,2025-01-09,S2,infantil,25,0,1
BIB056-000699,2025-01-10,S3,novela,13,0,1
BIB056-000700,2025-01-10,S1,infantil,7,0,1
BIB056-000701,2025-01-11,S2,infantil,20,1,1
BIB056-000702,2025-01-11,S3,infantil,14,0,1
BIB056-000703,2025-01-12,S1,ensayo,2,0,1
BIB056-000704,2025-01-12,S2,infantil,8,0,1
BIB056-000705,2025-01-13,S3,infantil,10,0,1
BIB056-000706,2025-01-13,S1,novela,16,0,1
BIB056-000707,2025-01-14,S2,ensayo,17,1,1
BIB056-000708,2025-01-15,S3,ensayo,350,0,0
BIB056-000709,2025-01-15,S1,infantil,22,0,1
BIB056-000710,2025-01-16,S2,ensayo,13,0,1
BIB056-000711,2025-01-16,S3,infantil,12,0,1
BIB056-000712,2025-01-17,S1,infantil,11,0,1
BIB056-000713,2025-01-17,S2,novela,6,0,1
BIB056-000714,2025-01-18,S3,novela,21,1,1
BIB056-000715,2025-01-18,S1,novela,3,0,1
BIB056-000716,2025-01-19,S2,infantil,29,1,1
BIB056-000717,2025-01-19,S3,infantil,346,1,0
BIB056-000718,2025-01-20,S1,ensayo,22,0,1
BIB056-000719,2025-01-20,S2,novela,9,0,1
BIB056-000720,2025-01-21,S3,infantil,4,0,1
BIB056-000721,2025-01-22,S1,ensayo,3,0,1
BIB056-000722,2025-01-22,S2,novela,20,0,1
BIB056-000723,2025-01-23,S3,ensayo,16,0,1
BIB056-000724,2025-01-23,S1,ensayo,25,0,1
BIB056-000725,2025-01-24,S2,ensayo,341,0,0
BIB056-000726,2025-01-24,S3,ensayo,14,0,1
BIB056-000727,2025-01-25,S1,ensayo,340,0,0
BIB056-000728,2025-01-25,S2,ensayo,18,0,1
BIB056-000729,2025-01-26,S3,ensayo,18,0,1
BIB056-000730,2025-01-26,S1,ensayo,339,0,0
BIB056-000731,2025-01-27,S2,ensayo,338,0,0
BIB056-000732,2025-01-27,S3,novela,338,0,0
BIB056-000733,2025-01-28,S1,infantil,337,0,0
BIB056-000734,2025-01-28,S2,infantil,5,0,1
BIB056-000735,2025-01-29,S3,infantil,22,1,1
BIB056-000736,2025-01-30,S1,infantil,23,1,1
BIB056-000737,2025-01-30,S2,novela,9,0,1
BIB056-000738,2025-01-31,S3,novela,14,0,1
BIB056-000739,2025-01-31,S1,ensayo,13,0,1
BIB056-000740,2025-02-01,S2,ensayo,39,1,1
BIB056-000741,2025-02-01,S3,ensayo,333,1,0
BIB056-000742,2025-02-02,S1,novela,23,1,1
BIB056-000743,2025-02-02,S2,infantil,19,1,1
BIB056-000744,2025-02-03,S3,infantil,331,1,0
BIB056-000745,2025-02-03,S1,ensayo,17,0,1
BIB056-000746,2025-02-04,S2,ensayo,20,0,1
BIB056-000747,2025-02-04,S3,ensayo,3,0,1
BIB056-000748,2025-02-05,S1,ensayo,,0,1
BIB056-000749,2025-02-06,S2,infantil,18,0,1
BIB056-000750,2025-02-06,S3,ensayo,9,0,1
BIB056-000751,2025-02-07,S1,infantil,6,0,1
BIB056-000752,2025-02-07,S2,ensayo,2,0,1
BIB056-000753,2025-02-08,S3,ensayo,5,0,1
BIB056-000754,2025-02-08,S1,ensayo,326,0,0
BIB056-000755,2025-02-09,S2,ensayo,27,1,1
BIB056-000756,2025-02-09,S3,ensayo,9,0,1
BIB056-000757,2025-02-10,S1,ensayo,40,1,1
BIB056-000758,2025-02-10,S2,ensayo,12,0,1
BIB056-000759,2025-02-11,S3,infantil,17,0,1
BIB056-000760,2025-02-11,S1,novela,23,0,1
BIB056-000761,2025-02-12,S2,ensayo,26,1,1
BIB056-000762,2025-02-13,S3,infantil,18,0,1
BIB056-000763,2025-02-13,S1,novela,17,0,1
BIB056-000764,2025-02-14,S2,ensayo,320,0,0
BIB056-000765,2025-02-14,S3,ensayo,35,1,1
BIB056-000766,2025-02-15,S1,ensayo,11,0,1
BIB056-000767,2025-02-15,S2,ensayo,9,0,1
BIB056-000768,2025-02-16,S3,ensayo,19,0,1
BIB056-000769,2025-02-16,S1,ensayo,31,1,1
BIB056-000770,2025-02-17,S2,novela,317,0,0
BIB056-000771,2025-02-17,S3,infantil,23,0,1
BIB056-000772,2025-02-18,S1,novela,39,1,1
BIB056-000773,2025-02-18,S2,ensayo,19,0,1
BIB056-000774,2025-02-19,S3,ensayo,17,0,1
BIB056-000775,2025-02-20,S1,ensayo,314,0,0
BIB056-000776,2025-02-20,S2,infantil,314,1,0
BIB056-000777,2025-02-21,S3, NOVELA ,16,0,1
BIB056-000778,2025-02-21,S1,novela,16,0,1
BIB056-000779,2025-02-22,S2,ensayo,5,0,1
BIB056-000780,2025-02-22,S3,novela,312,0,0
BIB056-000781,2025-02-23,S1,infantil,17,1,1
BIB056-000782,2025-02-23,S2,ensayo,30,1,1
BIB056-000783,2025-02-24,S3,ensayo,310,0,0
BIB056-000784,2025-02-24,S1,novela,13,0,1
BIB056-000785,2025-02-25,S2,novela,22,0,1
BIB056-000786,2025-02-25,S3,infantil,6,0,1
BIB056-000787,2025-02-26,S1,novela,19,0,1
BIB056-000788,2025-02-27,S2,novela,6,0,1
BIB056-000789,2025-02-27,S3,novela,25,1,1
BIB056-000790,2025-02-28,S1,ensayo,5,0,1
BIB056-000791,2025-02-28,S2,ensayo,8,0,1
BIB056-000792,2025-03-01,S3,infantil,305,0,0
BIB056-000793,2025-03-01,S1,infantil,21,0,1
BIB056-000794,2025-03-02,S2,novela,14,0,1
BIB056-000795,2025-03-02,S3,ensayo,304,0,0
BIB056-000796,2025-03-03,S1,infantil,303,0,0
BIB056-000797,2025-03-03,S2,infantil,4,0,1
BIB056-000798,2025-03-04,S3,ensayo,30,1,1
BIB056-000799,2025-03-04,S1,ensayo,9,0,1
BIB056-000800,2025-03-05,S2,infantil,25,0,1
BIB056-000801,2025-03-06,S3,infantil,39,1,1
BIB056-000802,2025-03-06,S1,infantil,9,0,1
BIB056-000803,2025-03-07,S2,ensayo,18,1,1
BIB056-000804,2025-03-07,S3,infantil,4,0,1
BIB056-000805,2025-03-08,S1,ensayo,23,0,1
BIB056-000806,2025-03-08,S2,infantil,25,0,1
BIB056-000807,2025-03-09,S3,ensayo,15,0,1
BIB056-000808,2025-03-09,S1,infantil,297,1,0
BIB056-000809,2025-03-10,S2,novela,11,0,1
BIB056-000810,2025-03-10,S3,infantil,2,0,1
BIB056-000811,2025-03-11,S1,infantil,26,1,1
BIB056-000812,2025-03-11,S2,infantil,25,1,1
BIB056-000813,2025-03-12,S3,infantil,25,0,1
BIB056-000814,2025-03-12,S1,infantil,5,0,1
BIB056-000815,2025-03-13,S2,infantil,293,1,0
BIB056-000816,2025-03-14,S3,novela,28,1,1
BIB056-000817,2025-03-14,S1,novela,292,1,0
BIB056-000818,2025-03-15,S2,ensayo,22,0,1
BIB056-000819,2025-03-15,S3,infantil,10,0,1
BIB056-000820,2025-03-16,S1,novela,290,0,0
BIB056-000821,2025-03-16,S2,ensayo,290,0,0
BIB056-000822,2025-03-17,S3,infantil,17,0,1
BIB056-000823,2025-03-17,S1,ensayo,25,1,1
BIB056-000824,2025-03-18,S2,novela,29,1,1
BIB056-000825,2025-03-18,S3,novela,4,0,1
BIB056-000826,2025-03-19,S1,ensayo,23,0,1
BIB056-000827,2025-03-19,S2,novela,3,0,1
BIB056-000828,2025-03-20,S3,ensayo,286,0,0
BIB056-000829,2025-03-21,S1,infantil,8,0,1
BIB056-000830,2025-03-21,S2,ensayo,16,0,1
BIB056-000831,2025-03-22,S3,ensayo,,1,1
BIB056-000832,2025-03-22,S1,ensayo,3,0,1
BIB056-000833,2025-03-23,S2,novela,13,0,1
BIB056-000834,2025-03-23,S3,ensayo,21,1,1
BIB056-000835,2025-03-24,S1,infantil,5,0,1
BIB056-000836,2025-03-24,S2,infantil,8,0,1
BIB056-000837,2025-03-25,S3,ensayo,22,0,1
BIB056-000838,2025-03-25,S1,infantil,281,0,0
BIB056-000839,2025-03-26,S2,ensayo,9,0,1
BIB056-000840,2025-03-26,S3,infantil,20,0,1
BIB056-000841,2025-03-27,S1,infantil,11,0,1
BIB056-000842,2025-03-28,S2,infantil,7,0,1
BIB056-000843,2025-03-28,S3,infantil,29,1,1
BIB056-000844,2025-03-29,S1,infantil,277,0,0
BIB056-000845,2025-03-29,S2,ensayo,6,0,1
BIB056-000846,2025-03-30,S3,novela,11,0,1
BIB056-000847,2025-03-30,S1,ensayo,11,0,1
BIB056-000848,2025-03-31,S2,ensayo,15,0,1
BIB056-000849,2025-03-31,S3,novela,3,0,1
BIB056-000850,2025-04-01,S1,novela,274,0,0
BIB056-000851,2025-04-01,S2,infantil,38,1,1
BIB056-000852,2025-04-02,S3,infantil,17,0,1
BIB056-000853,2025-04-02,S1,infantil,23,0,1
BIB056-000854,2025-04-03,S2,ensayo,13,0,1
BIB056-000855,2025-04-04,S3,ensayo,2,0,1
BIB056-000856,2025-04-04,S1,ensayo,21,0,1
BIB056-000857,2025-04-05,S2,novela,270,0,0
BIB056-000858,2025-04-05,S3,novela,20,0,1
BIB056-000859,2025-04-06,S1,novela,5,0,1
BIB056-000860,2025-04-06,S2,ensayo,18,0,1
BIB056-000861,2025-04-07,S3,ensayo,19,0,1
BIB056-000862,2025-04-07,S1,novela,19,0,1
BIB056-000863,2025-04-08,S2,novela,-999,0,1
BIB056-000864,2025-04-08,S3,ensayo,16,0,1
BIB056-000865,2025-04-09,S1,ensayo,3,0,1
BIB056-000866,2025-04-09,S2,ensayo,13,0,1
BIB056-000867,2025-04-10,S3,infantil,33,1,1
BIB056-000868,2025-04-11,S1,ensayo,16,0,1
BIB056-000869,2025-04-11,S2,infantil,24,0,1
BIB056-000870,2025-04-12,S3,ensayo,29,1,1
BIB056-000871,2025-04-12,S1,ensayo,38,1,1
BIB056-000872,2025-04-13,S2,ensayo,3,0,1
BIB056-000873,2025-04-13,S3,infantil,24,1,1
BIB056-000874,2025-04-14,S1, INFANTIL ,19,0,1
BIB056-000875,2025-04-14,S2,novela,6,0,1
BIB056-000876,2025-04-15,S3,ensayo,40,1,1
BIB056-000877,2025-04-15,S1,novela,11,0,1
BIB056-000878,2025-04-16,S2,novela,22,0,1
BIB056-000879,2025-04-16,S3,infantil,259,0,0
BIB056-000880,2025-04-17,S1,ensayo,24,1,1
BIB056-000881,2025-04-18,S2,infantil,3,0,1
BIB056-000882,2025-04-18,S3,infantil,15,0,1
BIB056-000883,2025-04-19,S1,novela,2,0,1
BIB056-000884,2025-04-19,S2,infantil,25,1,1
BIB056-000885,2025-04-20,S3,ensayo,4,0,1
BIB056-000886,2025-04-20,S1,novela,23,1,1
BIB056-000887,2025-04-21,S2,novela,10,0,1
BIB056-000888,2025-04-21,S3,novela,2,0,1
BIB056-000889,2025-04-22,S1,ensayo,15,0,1
BIB056-000890,2025-04-22,S2,novela,28,1,1
BIB056-000891,2025-04-23,S3,novela,25,1,1
BIB056-000892,2025-04-23,S1,infantil,252,0,0
BIB056-000893,2025-04-24,S2,ensayo,251,1,0
BIB056-000894,2025-04-24,S3,ensayo,9,0,1
BIB056-000895,2025-04-25,S1,ensayo,11,0,1
BIB056-000896,2025-04-26,S2,infantil,5,0,1
BIB056-000897,2025-04-26,S3,ensayo,21,0,1
BIB056-000898,2025-04-27,S1,infantil,12,0,1
BIB056-000899,2025-04-27,S2,ensayo,14,0,1
BIB056-000900,2025-04-28,S3,ensayo,247,1,0
BIB056-000901,2025-04-28,S1,novela,7,0,1
BIB056-000902,2025-04-29,S2,infantil,24,0,1
BIB056-000903,2025-04-29,S3,ensayo,22,0,1
BIB056-000904,2025-04-30,S1,ensayo,25,0,1
BIB056-000905,2025-04-30,S2,novela,4,0,1
BIB056-000906,2025-05-01,S3,infantil,244,0,0
BIB056-000907,2025-05-01,S1,ensayo,19,0,1
BIB056-000908,2025-05-02,S2,ensayo,13,0,1
BIB056-000909,2025-05-03,S3,novela,19,0,1
BIB056-000910,2025-05-03,S1,novela,9,0,1
BIB056-000911,2025-05-04,S2,infantil,21,0,1
BIB056-000912,2025-05-04,S3,ensayo,25,0,1
BIB056-000913,2025-05-05,S1,novela,240,0,0
BIB056-000914,2025-05-05,S2,infantil,,1,1
BIB056-000915,2025-05-06,S3,ensayo,7,0,1
BIB056-000916,2025-05-06,S1,ensayo,25,0,1
BIB056-000917,2025-05-07,S2,novela,34,1,1
BIB056-000918,2025-05-07,S3,infantil,3,0,1
BIB056-000919,2025-05-08,S1,infantil,4,0,1
BIB056-000920,2025-05-08,S2,ensayo,237,0,0
BIB056-000921,2025-05-09,S3,novela,236,1,0
BIB056-000922,2025-05-10,S1,novela,5,0,1
BIB056-000923,2025-05-10,S2,infantil,37,1,1
BIB056-000924,2025-05-11,S3,novela,234,1,0
BIB056-000925,2025-05-11,S1,ensayo,24,0,1
BIB056-000926,2025-05-12,S2,novela,7,0,1
BIB056-000927,2025-05-12,S3,novela,5,0,1
BIB056-000928,2025-05-13,S1,ensayo,6,0,1
BIB056-000929,2025-05-13,S2,novela,9,0,1
BIB056-000930,2025-05-14,S3,ensayo,14,0,1
BIB056-000931,2025-05-14,S1,infantil,16,0,1
BIB056-000932,2025-05-15,S2,novela,24,0,1
BIB056-000933,2025-05-15,S3,infantil,17,0,1
BIB056-000934,2025-05-16,S1,novela,20,1,1
BIB056-000935,2025-05-17,S2,infantil,4,0,1
BIB056-000936,2025-05-17,S3,novela,17,1,1
BIB056-000937,2025-05-18,S1,ensayo,227,1,0
BIB056-000938,2025-05-18,S2,infantil,3,0,1
BIB056-000939,2025-05-19,S3,ensayo,25,0,1
BIB056-000940,2025-05-19,S1,ensayo,30,1,1
BIB056-000941,2025-05-20,S2,novela,2,0,1
BIB056-000942,2025-05-20,S3,ensayo,2,0,1
BIB056-000943,2025-05-21,S1,infantil,18,1,1
BIB056-000944,2025-05-21,S2,ensayo,224,0,0
BIB056-000945,2025-05-22,S3,novela,22,0,1
BIB056-000946,2025-05-22,S1,ensayo,2,0,1
BIB056-000947,2025-05-23,S2,infantil,18,1,1
BIB056-000948,2025-05-24,S3,infantil,7,0,1
BIB056-000949,2025-05-24,S1,ensayo,221,0,0
BIB056-000950,2025-05-25,S2,ensayo,3,0,1
BIB056-000951,2025-05-25,S3,infantil,22,1,1
BIB056-000952,2025-05-26,S1,novela,17,0,1
BIB056-000953,2025-05-26,S2,infantil,219,1,0
BIB056-000954,2025-05-27,S3,novela,3,0,1
BIB056-000955,2025-05-27,S1,novela,18,0,1
BIB056-000956,2025-05-28,S2,ensayo,22,0,1
BIB056-000957,2025-05-28,S3,novela,24,1,1
BIB056-000958,2025-05-29,S1,ensayo,16,0,1
BIB056-000959,2025-05-29,S2,ensayo,7,0,1
BIB056-000960,2025-05-30,S3,novela,15,0,1
BIB056-000961,2025-05-31,S1,infantil,11,0,1
BIB056-000962,2025-05-31,S2,ensayo,214,0,0
BIB056-000963,2025-06-01,S3,ensayo,17,1,1
BIB056-000964,2025-06-01,S1,infantil,13,0,1
BIB056-000965,2025-06-02,S2,ensayo,16,0,1
BIB056-000966,2025-06-02,S3,ensayo,5,0,1
BIB056-000967,2025-06-03,S1,ensayo,22,0,1
BIB056-000968,2025-06-03,S2,ensayo,23,0,1
BIB056-000969,2025-06-04,S3,infantil,15,0,1
BIB056-000970,2025-06-04,S1,ensayo,24,1,1
BIB056-000971,2025-06-05,S2, INFANTIL ,15,0,1
BIB056-000972,2025-06-05,S3,ensayo,14,0,1
BIB056-000973,2025-06-06,S1,infantil,18,1,1
BIB056-000974,2025-06-06,S2,novela,21,1,1
BIB056-000975,2025-06-07,S3,ensayo,5,0,1
BIB056-000976,2025-06-08,S1,novela,7,0,1
BIB056-000977,2025-06-08,S2,ensayo,11,0,1
BIB056-000978,2025-06-09,S3,ensayo,205,1,0
BIB056-000979,2025-06-09,S1,novela,12,0,1
BIB056-000980,2025-06-10,S2,novela,20,0,1
BIB056-000981,2025-06-10,S3,ensayo,19,0,1
BIB056-000982,2025-06-11,S1,novela,203,0,0
BIB056-000983,2025-06-11,S2,infantil,27,1,1
BIB056-000984,2025-06-12,S3,infantil,18,0,1
BIB056-000985,2025-06-12,S1,ensayo,14,0,1
BIB056-000986,2025-06-13,S2,ensayo,23,0,1
BIB056-000987,2025-06-13,S3,ensayo,201,1,0
BIB056-000988,2025-06-14,S1,ensayo,24,0,1
BIB056-000989,2025-06-15,S2,ensayo,14,0,1
BIB056-000990,2025-06-15,S3,infantil,4,0,1
BIB056-000991,2025-06-16,S1,novela,38,1,1
BIB056-000992,2025-06-16,S2,ensayo,18,0,1
