registro_id,fecha,area,contrato,antiguedad_meses,horas,formacion_h,salario,absentismo_dias
PER052-000387,2024-08-01,comercial,completo,46,160,6.3,3765.25,0
PER052-000388,2024-08-02,operaciones,parcial,73,80,0,1439.74,0
PER052-000389,2024-08-02, ADMINISTRACION ,completo,10,160,0,2797.69,4
PER052-000390,2024-08-03,comercial,parcial,133,80,3.1,1930.1,5
PER052-000391,2024-08-03,operaciones,parcial,63,80,0,1307.67,0
PER052-000392,2024-08-04,administracion,completo,104,160,8.2,3365.43,3
PER052-000393,2024-08-05,comercial,completo,27,160,9.1,3040.22,4
PER052-000394,2024-08-05,operaciones,parcial,151,80,0,1592.37,5
PER052-000395,2024-08-06,administracion,completo,51,160,3.7,3165.25,5
PER052-000396,2024-08-06,comercial,completo,134,160,0,4253.85,5
PER052-000397,2024-08-07,operaciones,completo,148,160,7.4,2995.09,2
PER052-000398,2024-08-07,administracion,completo,31,160,0,2952.62,0
PER052-000399,2024-08-08,comercial,parcial,160,80,0,2064.8,0
PER052-000400,2024-08-08,operaciones,completo,127,160,9.2,2975.99,0
PER052-000401,2024-08-09,administracion,parcial,145,80,11.2,1923.07,2
PER052-000402,2024-08-10,comercial,completo,42,160,12.5,3293.44,2
PER052-000403,2024-08-10,operaciones,parcial,64,80,0,1225.51,2
PER052-000404,2024-08-11,administracion,completo,144,160,11.7,3452.48,5
PER052-000405,2024-08-11,comercial,parcial,26,80,6.5,1690.26,0
PER052-000406,2024-08-12,operaciones,parcial,179,80,10.5,1687.17,0
PER052-000407,2024-08-12,administracion,parcial,108,80,10.1,1563.78,2
PER052-000408,2024-08-13,comercial,parcial,24,80,13.9,1599.86,4
PER052-000409,2024-08-13,operaciones,completo,42,160,10.5,2375.84,2
PER052-000410,2024-08-14,administracion,completo,45,160,0,3162.31,4
PER052-000411,2024-08-15,comercial,completo,51,160,0,3383.84,0
PER052-000412,2024-08-15,operaciones,completo,135,160,7.9,2686.81,0
PER052-000413,2024-08-16,administracion,completo,25,160,9.5,2798.62,2
PER052-000414,2024-08-16,comercial,completo,169,160,3.5,4310.92,2
PER052-000415,2024-08-17,operaciones,completo,149,160,3.6,3304.04,2
PER052-000416,2024-08-17,administracion,completo,77,160,14.0,,5
PER052-000417,2024-08-18,comercial,completo,138,160,7.8,3852.36,3
PER052-000418,2024-08-18,operaciones,completo,21,160,12.3,2299.48,2
PER052-000419,2024-08-19,administracion,completo,134,160,9.9,3512.74,2
PER052-000420,2024-08-20,comercial,completo,143,160,0,4186.33,4
PER052-000421,2024-08-20,operaciones,parcial,94,80,3.5,1371.23,3
PER052-000422,2024-08-21,administracion,parcial,169,80,0,1745.66,2
PER052-000423,2024-08-21,comercial,completo,84,160,3.6,"3824,27",3
PER052-000424,2024-08-22,operaciones,completo,33,160,3.2,2453.11,0
PER052-000425,2024-08-22,administracion,parcial,104,80,8.5,1763.25,4
PER052-000426,2024-08-23,comercial,completo,76,160,4.8,3604.5,1
PER052-000427,2024-08-23,operaciones,completo,140,160,7.2,2837.27,2
PER052-000428,2024-08-24,administracion,parcial,67,80,0,1447.94,0
PER052-000429,2024-08-25,comercial,completo,43,160,0,3586.92,5
PER052-000430,2024-08-25,operaciones,completo,123,160,4.8,2700.77,5
PER052-000431,2024-08-26,administracion,completo,54,160,0,3278.56,1
PER052-000432,2024-08-26,comercial,completo,134,160,5.5,-999,0
PER052-000433,2024-08-27,operaciones,parcial,155,80,0,1623.03,2
PER052-000434,2024-08-27,administracion,completo,154,160,10.8,3604.93,5
PER052-000435,2024-08-28,comercial,parcial,1,80,2.0,1742.5,2
PER052-000436,2024-08-28,operaciones,parcial,118,80,14.9,1591.85,2
PER052-000437,2024-08-29,administracion,parcial,134,80,9.2,1737.55,4
PER052-000438,2024-08-30,comercial,completo,61,160,15.4,3788.0,5
PER052-000439,2024-08-30,operaciones,completo,171,160,0,2939.0,1
PER052-000440,2024-08-31,administracion,parcial,109,80,8.4,1614.62,2
PER052-000441,2024-08-31,comercial,completo,33,160,7.3,3556.49,5
PER052-000442,2024-09-01,operaciones,parcial,136,80,7.6,1513.96,4
PER052-000443,2024-09-01,administracion,parcial,68,80,0,1456.61,2
PER052-000444,2024-09-02,comercial,parcial,64,80,4.3,1817.86,3
PER052-000445,2024-09-02,operaciones,parcial,18,80,0,1180.12,0
PER052-000446,2024-09-03,administracion,completo,147,160,0,3331.83,1
PER052-000447,2024-09-03,comercial,completo,79,160,16.9,3958.91,3
PER052-000448,2024-09-04,operaciones,parcial,103,80,11.8,1342.65,0
PER052-000449,2024-09-05,administracion,completo,104,160,0,3581.51,3
PER052-000450,2024-09-05,comercial,completo,103,160,7.8,3994.95,5
PER052-000451,2024-09-06,operaciones,completo,35,160,0,2154.55,5
PER052-000452,2024-09-06,administracion,completo,57,160,0,2803.04,2
PER052-000453,2024-09-07,comercial,completo,97,160,0,3705.61,3
PER052-000454,2024-09-07,operaciones,completo,131,160,0,2715.04,1
PER052-000455,2024-09-08,administracion,completo,165,160,0,3728.71,2
PER052-000456,2024-09-08,comercial,completo,122,160,0,3680.25,3
PER052-000457,2024-09-09,operaciones,completo,133,160,6.3,3132.44,0
PER052-000458,2024-09-10,administracion,completo,29,160,0,2753.18,2
PER052-000459,2024-09-10,comercial,parcial,158,80,5.9,2036.79,4
PER052-000460,2024-09-11,operaciones,completo,68,160,2.1,2510.5,1
PER052-000461,2024-09-11,administracion,completo,78,160,6.0,3053.78,5
PER052-000462,2024-09-12,comercial,completo,161,160,6.0,3789.94,5
PER052-000463,2024-09-12,operaciones,completo,3,160,0,2333.37,0
PER052-000464,2024-09-13,administracion,parcial,109,80,20.5,1562.63,4
PER052-000465,2024-09-13,comercial,completo,170,160,3.9,3885.87,5
PER052-000466,2024-09-14,operaciones,completo,136,160,2.7,2767.79,4
PER052-000467,2024-09-15,administracion,completo,89,160,5.7,3518.39,5
PER052-000468,2024-09-15,comercial,completo,67,160,0,3284.3,0
PER052-000469,2024-09-16,operaciones,parcial,123,80,0,1549.83,1
PER052-000470,2024-09-16,administracion,parcial,8,80,4.0,1294.63,5
PER052-000471,2024-09-17,comercial,completo,103,160,0,3494.5,3
PER052-000472,2024-09-17,operaciones,completo,142,160,7.3,3320.96,5
PER052-000473,2024-09-18,administracion,completo,149,160,0,3478.37,3
PER052-000474,2024-09-18,comercial,completo,45,160,5.5,3748.28,5
PER052-000475,2024-09-19,operaciones,completo,173,160,20.6,3281.15,1
PER052-000476,2024-09-20,administracion,completo,114,160,2.3,3509.5,5
PER052-000477,2024-09-20,comercial,completo,43,160,12.0,3223.39,1
PER052-000478,2024-09-21,operaciones,completo,140,160,3.7,2933.13,0
PER052-000479,2024-09-21,administracion,parcial,161,80,7.2,1855.71,2
PER052-000480,2024-09-22,comercial,completo,89,160,2.7,3988.29,1
PER052-000481,2024-09-22,operaciones,parcial,59,80,0,1153.14,4
PER052-000482,2024-09-23,administracion,parcial,44,80,0,1576.84,4
PER052-000483,2024-09-23,comercial,completo,73,160,6.9,3687.22,0
PER052-000484,2024-09-24,operaciones,parcial,120,80,8.1,1396.08,5
PER052-000485,2024-09-25,administracion,completo,137,160,7.0,3650.38,2
PER052-000486,2024-09-25, COMERCIAL ,completo,72,160,10.2,3706.09,3
PER052-000487,2024-09-26,operaciones,completo,33,160,3.2,2210.2,2
PER052-000488,2024-09-26,administracion,completo,73,160,0,3035.62,0
PER052-000489,2024-09-27,comercial,completo,25,160,5.1,3636.63,5
PER052-000490,2024-09-27,operaciones,completo,25,160,0,2425.51,3
PER052-000491,2024-09-28,administracion,completo,114,160,0,3120.74,4
PER052-000492,2024-09-28,comercial,completo,65,160,5.7,3606.25,0
PER052-000493,2024-09-29,operaciones,parcial,131,80,6.1,1591.86,3
PER052-000494,2024-09-30,administracion,completo,119,160,0,3362.38,5
PER052-000495,2024-09-30,comercial,parcial,62,80,10.5,1644.32,1
PER052-000496,2024-10-01,operaciones,parcial,43,80,0,1377.46,1
PER052-000497,2024-10-01,administracion,completo,48,160,0,3094.38,3
PER052-000498,2024-10-02,comercial,parcial,134,80,4.4,1981.62,2
PER052-000499,2024-10-02,operaciones,parcial,130,80,4.4,,4
PER052-000500,2024-10-03,administracion,parcial,69,80,9.6,1483.62,3
PER052-000501,2024-10-03,comercial,parcial,57,80,0,1739.26,0
PER052-000502,2024-10-04,operaciones,completo,22,160,0,2143.18,3
PER052-000503,2024-10-05,administracion,completo,55,160,0,2860.25,0
PER052-000504,2024-10-05,comercial,completo,26,160,0,3278.11,4
PER052-000505,2024-10-06,operaciones,completo,60,160,3.9,2703.34,5
PER052-000506,2024-10-06,administracion,parcial,173,80,0,1940.97,3
PER052-000507,2024-10-07,comercial,parcial,121,80,4.3,1939.0,5
PER052-000508,2024-10-07,operaciones,completo,152,160,0,2801.94,5
PER052-000509,2024-10-08,administracion,completo,80,160,0,3269.74,2
PER052-000510,2024-10-08,comercial,parcial,55,80,9.8,1658.12,1
PER052-000511,2024-10-09,operaciones,completo,50,160,0,2385.78,4
PER052-000512,2024-10-09,administracion,completo,70,160,3.3,3114.02,3
PER052-000513,2024-10-10,comercial,completo,25,160,0,3392.24,4
PER052-000514,2024-10-11,operaciones,completo,66,160,0,2703.92,2
PER052-000515,2024-10-11,administracion,completo,90,160,0,2929.71,4
PER052-000516,2024-10-12,comercial,completo,98,160,14.6,3932.58,5
PER052-000517,2024-10-12,operaciones,completo,56,160,0,2871.2,5
PER052-000518,2024-10-13,administracion,parcial,58,80,16.1,1374.23,4
PER052-000519,2024-10-13,comercial,parcial,84,80,7.8,1796.42,0
PER052-000520,2024-10-14,operaciones,parcial,82,80,13.3,1338.85,3
PER052-000521,2024-10-14,administracion,parcial,63,80,7.0,1580.45,4
PER052-000522,2024-10-15,comercial,completo,154,160,0,3873.18,5
PER052-000523,2024-10-16,operaciones,completo,129,160,6.2,3065.26,5
PER052-000524,2024-10-16,administracion,completo,97,160,2.4,3424.09,0
PER052-000525,2024-10-17,comercial,completo,123,160,4.9,3763.01,4
PER052-000526,2024-10-17,operaciones,parcial,18,80,11.6,1231.16,3
PER052-000527,2024-10-18,administracion,parcial,16,80,6.8,1303.86,5
PER052-000528,2024-10-18,comercial,completo,91,160,0,3980.14,3
PER052-000529,2024-10-19,operaciones,parcial,137,80,7.4,1449.15,3
PER052-000530,2024-10-19,administracion,parcial,37,80,5.8,1439.37,4
PER052-000531,2024-10-20,comercial,completo,13,160,0,3048.79,0
PER052-000532,2024-10-21,operaciones,completo,168,160,8.3,3125.26,0
PER052-000533,2024-10-21,administracion,completo,159,160,15.6,3707.04,2
PER052-000534,2024-10-22,comercial,completo,162,160,15.9,4076.04,0
PER052-000535,2024-10-22,operaciones,parcial,170,80,0,1585.26,4
PER052-000536,2024-10-23,administracion,completo,31,160,0,2954.51,2
PER052-000537,2024-10-23,comercial,parcial,73,80,4.8,1936.12,3
PER052-000538,2024-10-24,operaciones,completo,178,160,4.0,3194.37,5
PER052-000539,2024-10-24,administracion,parcial,172,80,0,1804.13,0
PER052-000540,2024-10-25,comercial,completo,118,160,5.7,3721.84,2
PER052-000541,2024-10-26,operaciones,completo,23,160,3.2,2519.02,1
PER052-000542,2024-10-26,administracion,completo,2,160,0,2602.6,0
PER052-000543,2024-10-27,comercial,completo,170,160,0,4405.31,1
PER052-000544,2024-10-27,operaciones,completo,102,160,3.8,2536.14,1
PER052-000545,2024-10-28,administracion,completo,163,160,14.3,3550.49,1
PER052-000546,2024-10-28,comercial,completo,120,160,3.8,3851.2,1
PER052-000547,2024-10-29,operaciones,parcial,126,80,7.4,1597.8,1
PER052-000548,2024-10-29,administracion,completo,43,160,1.9,2954.75,0
PER052-000549,2024-10-30,comercial,completo,123,160,0,3890.15,5
PER052-000550,2024-10-31,operaciones,completo,25,160,3.4,2487.39,2
PER052-000551,2024-10-31,administracion,parcial,166,80,0,1923.28,3
PER052-000552,2024-11-01,comercial,completo,153,160,20.2,4111.38,3
PER052-000553,2024-11-01,operaciones,parcial,77,80,3.5,1338.24,3
PER052-000554,2024-11-02,administracion,parcial,51,80,6.0,1646.84,3
PER052-000555,2024-11-02,comercial,completo,69,160,7.1,3484.05,3
PER052-000556,2024-11-03,operaciones,completo,135,160,2.9,3104.64,2
PER052-000557,2024-11-03,administracion,completo,138,160,0,3679.07,3
PER052-000558,2024-11-04,comercial,completo,169,160,10.1,3884.75,1
PER052-000559,2024-11-05,operaciones,parcial,64,80,19.2,1147.33,0
PER052-000560,2024-11-05,administracion,completo,12,160,6.3,2553.01,2
PER052-000561,2024-11-06,comercial,completo,171,160,6.0,4404.89,4
PER052-000562,2024-11-06,operaciones,completo,99,160,0.9,2766.3,0
PER052-000563,2024-11-07,administracion,completo,84,160,0,3404.53,5
PER052-000564,2024-11-07,comercial,completo,156,160,0,4056.13,3
PER052-000565,2024-11-08,operaciones,parcial,110,80,22.6,1486.75,0
PER052-000566,2024-11-08,administracion,completo,35,160,22.3,2910.76,4
PER052-000567,2024-11-09,comercial,completo,88,160,0,3389.29,2
PER052-000568,2024-11-09,operaciones,completo,31,160,3.6,2449.6,2
PER052-000569,2024-11-10,administracion,completo,70,160,0,3018.7,4
PER052-000570,2024-11-11,comercial,completo,168,160,0,4010.03,2
PER052-000571,2024-11-11,operaciones,parcial,85,80,0,1256.35,1
PER052-000572,2024-11-12,administracion,completo,140,160,7.0,3481.85,2
PER052-000573,2024-11-12,comercial,completo,157,160,3.3,4397.09,3
PER052-000574,2024-11-13,operaciones,completo,145,160,11.1,3283.77,4
PER052-000575,2024-11-13,administracion,completo,126,160,9.4,3609.2,0
PER052-000576,2024-11-14,comercial,parcial,82,80,8.0,1861.2,5
PER052-000577,2024-11-14,operaciones,parcial,124,80,10.7,1378.86,5
PER052-000578,2024-11-15,administracion,completo,66,160,14.9,3134.19,3
PER052-000579,2024-11-16,comercial,completo,103,160,13.3,3790.04,3
PER052-000580,2024-11-16,operaciones,completo,23,160,6.3,2462.03,5
PER052-000581,2024-11-17,administracion,completo,54,160,6.5,2848.27,3
PER052-000582,2024-11-17,comercial,completo,115,160,44.2,,3
PER052-000583,2024-11-18, OPERACIONES ,parcial,81,80,17.5,1323.81,2
PER052-000584,2024-11-18,administracion,completo,13,160,0,3028.58,2
PER052-000585,2024-11-19,comercial,parcial,90,80,0,1876.11,4
PER052-000586,2024-11-19,operaciones,completo,93,160,13.2,2721.01,4
PER052-000587,2024-11-20,administracion,completo,140,160,5.4,3421.7,1
PER052-000588,2024-11-21,comercial,completo,23,160,3.0,3239.5,5
PER052-000589,2024-11-21,operaciones,parcial,90,80,0,1290.8,5
PER052-000590,2024-11-22,administracion,parcial,69,80,0,1634.42,0
PER052-000591,2024-11-22,comercial,completo,152,160,0,3930.91,5
PER052-000592,2024-11-23,operaciones,completo,171,160,10.8,3181.58,1
PER052-000593,2024-11-23,administracion,parcial,117,80,2.0,1613.76,5
PER052-000594,2024-11-24,comercial,completo,176,160,19.2,4375.93,4
PER052-000595,2024-11-24,operaciones,completo,49,160,0,2509.85,1
PER052-000596,2024-11-25,administracion,completo,66,160,0,3067.91,3
PER052-000597,2024-11-26,comercial,parcial,159,80,23.1,2114.12,1
PER052-000598,2024-11-26,operaciones,parcial,146,80,5.4,1372.4,2
PER052-000599,2024-11-27,administracion,completo,33,160,14.7,3048.67,0
PER052-000600,2024-11-27,comercial,completo,95,160,8.3,3973.08,1
PER052-000601,2024-11-28,operaciones,completo,154,160,0,2842.8,2
PER052-000602,2024-11-28,administracion,parcial,45,80,6.5,1407.05,0
PER052-000603,2024-11-29,comercial,parcial,131,80,14.9,1861.92,1
PER052-000604,2024-11-29,operaciones,completo,75,160,10.2,2625.31,0
PER052-000605,2024-11-30,administracion,completo,60,160,0,2958.27,2
PER052-000606,2024-12-01,comercial,completo,71,160,7.6,3504.84,0
PER052-000607,2024-12-01,operaciones,completo,21,160,2.7,2112.49,0
PER052-000608,2024-12-02,administracion,completo,79,160,1.6,3286.77,5
PER052-000609,2024-12-02,comercial,parcial,47,80,13.4,1683.41,2
PER052-000610,2024-12-03,operaciones,parcial,81,80,6.6,1288.75,4
PER052-000611,2024-12-03,administracion,completo,87,160,2.8,3486.38,5
PER052-000612,2024-12-04,comercial,parcial,43,80,4.1,1689.5,2
PER052-000613,2024-12-04,operaciones,completo,63,160,9.2,2807.65,1
PER052-000614,2024-12-05,administracion,parcial,23,80,5.3,1401.83,4
PER052-000615,2024-12-06,comercial,completo,46,160,4.7,3594.2,5
PER052-000616,2024-12-06,operaciones,parcial,78,80,5.0,1453.29,4
PER052-000617,2024-12-07,administracion,parcial,21,80,4.3,1454.1,2
PER052-000618,2024-12-07,comercial,completo,173,160,11.7,4293.79,2
PER052-000619,2024-12-08,operaciones,completo,170,160,11.5,3020.18,4
PER052-000620,2024-12-08,administracion,completo,78,160,0,3435.97,3
PER052-000621,2024-12-09,comercial,completo,63,160,10.8,3402.93,4
PER052-000622,2024-12-09,operaciones,completo,121,160,5.7,2898.97,1
PER052-000623,2024-12-10,administracion,completo,17,160,3.1,2906.92,0
PER052-000624,2024-12-11,comercial,parcial,94,80,8.7,1915.01,3
PER052-000625,2024-12-11,operaciones,completo,139,160,0,2976.73,0
PER052-000626,2024-12-12,administracion,completo,13,160,19.5,2474.75,0
PER052-000627,2024-12-12,comercial,completo,122,160,10.6,4057.72,2
PER052-000628,2024-12-13,operaciones,completo,101,160,0,2705.97,1
PER052-000629,2024-12-13,administracion,completo,144,160,6.1,3532.18,0
PER052-000630,2024-12-14,comercial,completo,171,160,0,4027.34,0
PER052-000631,2024-12-14,operaciones,completo,31,160,0,2418.5,4
PER052-000632,2024-12-15,administracion,completo,40,160,15.9,2722.44,4
PER052-000633,2024-12-15,comercial,parcial,13,80,10.3,1477.74,2
PER052-000634,2024-12-16,operaciones,completo,70,160,4.2,"2484,08",5
PER052-000635,2024-12-17,administracion,completo,71,160,6.7,2978.67,0
PER052-000636,2024-12-17,comercial,completo,63,160,4.2,3674.73,5
PER052-000637,2024-12-18,operaciones,completo,66,160,0,2605.98,4
PER052-000638,2024-12-18,administracion,completo,69,160,6.3,2996.23,3
PER052-000639,2024-12-19,comercial,completo,98,160,0,3695.81,0
PER052-000640,2024-12-19,operaciones,parcial,71,80,3.2,1397.29,2
PER052-000641,2024-12-20,administracion,parcial,29,80,1.2,1339.3,4
PER052-000642,2024-12-20,comercial,completo,40,160,0,3726.7,0
PER052-000643,2024-12-21,operaciones,completo,128,160,3.3,2694.19,3
PER052-000644,2024-12-22,administracion,completo,106,160,0,3009.61,1
PER052-000645,2024-12-22,comercial,completo,53,160,0,3370.84,4
PER052-000646,2024-12-23,operaciones,completo,20,160,8.7,2311.66,4
PER052-000647,2024-12-23,administracion,parcial,20,80,11.1,1363.95,5
PER052-000648,2024-12-24,comercial,parcial,145,80,0,1902.99,3
PER052-000649,2024-12-24,operaciones,completo,178,160,0,3501.0,2
PER052-000650,2024-12-25,administracion,completo,70,160,5.0,3029.64,0
PER052-000651,2024-12-25,comercial,completo,148,160,6.4,4266.85,3
PER052-000652,2024-12-26,operaciones,completo,152,160,7.1,2878.15,2
PER052-000653,2024-12-27,administracion,completo,178,160,11.6,3917.7,0
PER052-000654,2024-12-27,comercial,completo,18,160,0,3143.9,4
PER052-000655,2024-12-28,operaciones,completo,71,160,0,2813.59,1
PER052-000656,2024-12-28,administracion,completo,105,160,6.4,3097.97,2
PER052-000657,2024-12-29,comercial,parcial,136,80,12.8,2033.37,3
PER052-000658,2024-12-29,operaciones,completo,175,160,1.4,2946.52,1
PER052-000659,2024-12-30,administracion,parcial,161,80,0,1655.64,1
PER052-000660,2024-12-30,comercial,completo,101,160,3.4,3875.49,3
PER052-000661,2024-12-31,operaciones,parcial,35,80,3.4,1154.56,5
PER052-000662,2025-01-01,administracion,completo,107,160,12.1,3511.34,4
PER052-000663,2025-01-01,comercial,completo,154,160,0,3906.77,0
PER052-000664,2025-01-02,operaciones,completo,30,160,21.5,2110.93,2
PER052-000665,2025-01-02,administracion,completo,25,160,16.2,,3
PER052-000666,2025-01-03,comercial,parcial,51,80,6.5,1686.21,2
PER052-000667,2025-01-03,operaciones,parcial,58,80,4.8,1240.12,5
PER052-000668,2025-01-04,administracion,completo,129,160,4.0,3437.3,2
PER052-000669,2025-01-04,comercial,completo,76,160,8.0,3317.56,2
PER052-000670,2025-01-05,operaciones,completo,100,160,12.8,2486.32,1
PER052-000671,2025-01-06,administracion,parcial,77,80,3.2,1600.3,3
PER052-000672,2025-01-06,comercial,parcial,35,80,0,1670.76,4
PER052-000673,2025-01-07,operaciones,parcial,86,80,8.1,1447.25,5
PER052-000674,2025-01-07,administracion,parcial,15,80,4.6,1306.67,1
PER052-000675,2025-01-08,comercial,completo,11,160,0,3174.67,0
PER052-000676,2025-01-08,operaciones,parcial,67,80,7.5,1450.82,4
PER052-000677,2025-01-09,administracion,completo,122,160,0,3633.77,4
PER052-000678,2025-01-09,comercial,completo,24,160,0,3104.14,5
PER052-000679,2025-01-10,operaciones,parcial,95,80,0,1330.07,0
PER052-000680,2025-01-11, ADMINISTRACION ,parcial,18,80,4.7,1386.89,0
PER052-000681,2025-01-11,comercial,completo,91,160,0,3794.74,5
PER052-000682,2025-01-12,operaciones,completo,150,160,4.3,3229.42,0
PER052-000683,2025-01-12,administracion,completo,43,160,8.9,2766.1,2
PER052-000684,2025-01-13,comercial,parcial,144,80,3.7,2077.01,5
PER052-000685,2025-01-13,operaciones,completo,66,160,6.2,2393.24,3
PER052-000686,2025-01-14,administracion,completo,66,160,2.8,3085.96,5
PER052-000687,2025-01-14,comercial,parcial,102,80,7.3,1802.46,3
PER052-000688,2025-01-15,operaciones,completo,144,160,5.4,2854.51,4
PER052-000689,2025-01-16,administracion,completo,167,160,0,3667.76,3
PER052-000690,2025-01-16,comercial,completo,135,160,0,4260.3,1
PER052-000691,2025-01-17,operaciones,completo,169,160,0,3371.88,1
PER052-000692,2025-01-17,administracion,completo,55,160,5.4,2755.19,3
PER052-000693,2025-01-18,comercial,parcial,5,80,1.9,1700.54,0
PER052-000694,2025-01-18,operaciones,parcial,168,80,0,1544.71,5
PER052-000695,2025-01-19,administracion,completo,77,160,5.0,3247.6,4
PER052-000696,2025-01-19,comercial,parcial,146,80,6.1,1987.63,5
PER052-000697,2025-01-20,operaciones,completo,77,160,0,2672.68,0
PER052-000698,2025-01-20,administracion,completo,51,160,7.5,3129.65,2
PER052-000699,2025-01-21,comercial,completo,115,160,7.2,3980.58,1
PER052-000700,2025-01-22,operaciones,completo,74,160,6.6,2886.73,3
PER052-000701,2025-01-22,administracion,completo,114,160,0,3052.26,1
PER052-000702,2025-01-23,comercial,parcial,101,80,24.1,1740.48,5
PER052-000703,2025-01-23,operaciones,completo,41,160,14.4,2768.07,2
PER052-000704,2025-01-24,administracion,completo,151,160,0,3622.39,3
PER052-000705,2025-01-24,comercial,completo,91,160,0,3913.72,2
PER052-000706,2025-01-25,operaciones,completo,142,160,3.1,3167.63,4
PER052-000707,2025-01-25,administracion,completo,124,160,0,3585.13,1
PER052-000708,2025-01-26,comercial,completo,12,160,4.9,3486.09,5
PER052-000709,2025-01-27,operaciones,completo,32,160,7.6,2196.23,4
PER052-000710,2025-01-27,administracion,parcial,91,80,0,1622.69,5
PER052-000711,2025-01-28,comercial,completo,177,160,4.3,4070.73,4
PER052-000712,2025-01-28,operaciones,parcial,40,80,10.2,1138.68,4
PER052-000713,2025-01-29,administracion,completo,94,160,2.3,3431.23,1
PER052-000714,2025-01-29,comercial,completo,37,160,0,3611.68,3
PER052-000715,2025-01-30,operaciones,parcial,161,80,0,1580.11,2
PER052-000716,2025-01-30,administracion,completo,72,160,4.8,3198.46,3
PER052-000717,2025-01-31,comercial,completo,142,160,0,4176.64,5
PER052-000718,2025-02-01,operaciones,completo,62,160,21.9,2828.72,2
PER052-000719,2025-02-01,administracion,completo,22,160,7.1,2771.88,1
PER052-000720,2025-02-02,comercial,completo,50,160,3.5,3236.92,2
PER052-000721,2025-02-02,operaciones,completo,63,160,2.4,2601.0,1
PER052-000722,2025-02-03,administracion,completo,144,160,0,3501.8,5
PER052-000723,2025-02-03,comercial,completo,17,160,0,3073.74,2
PER052-000724,2025-02-04,operaciones,completo,82,160,6.7,2952.8,2
PER052-000725,2025-02-04,administracion,completo,24,160,3.7,3043.36,4
PER052-000726,2025-02-05,comercial,completo,46,160,0,3203.84,1
PER052-000727,2025-02-06,operaciones,parcial,171,80,0,1465.81,3
PER052-000728,2025-02-06,administracion,completo,158,160,0,3348.59,1
PER052-000729,2025-02-07,comercial,completo,33,160,4.1,3191.25,1
PER052-000730,2025-02-07,operaciones,parcial,80,80,17.6,1219.71,5
PER052-000731,2025-02-08,administracion,parcial,40,80,4.4,1475.18,2
PER052-000732,2025-02-08,comercial,completo,25,160,7.4,3289.88,3
PER052-000733,2025-02-09,operaciones,completo,89,160,0,2594.18,1
PER052-000734,2025-02-09,administracion,completo,33,160,15.7,2745.24,5
PER052-000735,2025-02-10,comercial,completo,82,160,0,3375.48,3
PER052-000736,2025-02-11,operaciones,completo,60,160,0,2465.57,1
PER052-000737,2025-02-11,administracion,completo,153,160,8.1,3737.24,4
PER052-000738,2025-02-12,comercial,completo,125,160,14.1,4030.34,5
PER052-000739,2025-02-12,operaciones,completo,46,160,5.4,2779.78,2
PER052-000740,2025-02-13,administracion,completo,147,160,6.9,3781.01,0
PER052-000741,2025-02-13,comercial,parcial,153,80,14.5,2082.91,3
PER052-000742,2025-02-14,operaciones,completo,108,160,5.2,3111.43,1
PER052-000743,2025-02-14,administracion,parcial,171,80,0,1969.6,5
PER052-000744,2025-02-15,comercial,completo,40,160,6.5,3134.87,3
PER052-000745,2025-02-16,operaciones,completo,24,160,2.3,2379.01,5
PER052-000746,2025-02-16,administracion,completo,49,160,5.7,2908.08,4
PER052-000747,2025-02-17,comercial,completo,88,160,0,3850.17,0
PER052-000748,2025-02-17,operaciones,parcial,26,80,5.6,,1
PER052-000749,2025-02-18,administracion,completo,66,160,0,2930.29,0
PER052-000750,2025-02-18,comercial,parcial,113,80,0,1805.4,4
PER052-000751,2025-02-19,operaciones,completo,53,160,6.9,2308.05,1
PER052-000752,2025-02-19,administracion,completo,129,160,16.6,3315.66,0
PER052-000753,2025-02-20,comercial,completo,130,160,0,4162.54,4
PER052-000754,2025-02-21,operaciones,completo,170,160,0,3012.57,4
PER052-000755,2025-02-21,administracion,completo,103,160,6.3,3367.58,3
PER052-000756,2025-02-22,comercial,parcial,9,80,10.7,1641.9,1
PER052-000757,2025-02-22,operaciones,completo,49,160,7.0,2204.92,3
PER052-000758,2025-02-23,administracion,completo,14,160,2.2,3064.62,3
PER052-000759,2025-02-23,comercial,completo,4,160,0,3364.56,2
PER052-000760,2025-02-24,operaciones,completo,52,160,0,2273.18,2
PER052-000761,2025-02-24,administracion,completo,36,160,4.5,2795.98,2
PER052-000762,2025-02-25,comercial,completo,125,160,4.1,3977.82,5
PER052-000763,2025-02-25,operaciones,parcial,140,80,4.1,1593.65,4
PER052-000764,2025-02-26,administracion,parcial,173,80,0,1943.69,4
PER052-000765,2025-02-27,comercial,completo,102,160,4.7,4006.63,0
PER052-000766,2025-02-27,operaciones,completo,41,160,3.5,2155.07,1
PER052-000767,2025-02-28,administracion,parcial,93,80,4.2,1582.28,3
PER052-000768,2025-02-28,comercial,completo,110,160,3.9,4079.9,5
PER052-000769,2025-03-01,operaciones,completo,92,160,6.7,2778.98,0
PER052-000770,2025-03-01,administracion,completo,159,160,10.7,3474.76,2
PER052-000771,2025-03-02,comercial,parcial,168,80,18.9,1927.73,0
PER052-000772,2025-03-02,operaciones,completo,139,160,5.7,3247.36,5
PER052-000773,2025-03-03,administracion,parcial,146,80,0,1926.89,5
PER052-000774,2025-03-04,comercial,completo,100,160,0,3461.38,1
