registro_id,fecha,sede,espera_min,atencion_min,estado,prioridad
TUR021-000397,2024-12-20,S1,4.9,6.1,atendido,ordinaria
TUR021-000398,2024-12-21,S2,18.6,16.5,atendido,ordinaria
TUR021-000399,2024-12-22,S3,5.4,11.3,atendido,preferente
TUR021-000400,2024-12-22,S1,5.1,9.7,atendido,ordinaria
TUR021-000401,2024-12-23,S2,5.6,11.7,atendido,ordinaria
TUR021-000402,2024-12-24,S3,5.8,7.6,atendido,preferente
TUR021-000403,2024-12-25,S1,11.1,16.1,atendido,ordinaria
TUR021-000404,2024-12-26,S2,17.6,6.4,atendido,preferente
TUR021-000405,2024-12-27,S3,9.7,3.9,atendido,ordinaria
TUR021-000406,2024-12-28,S1,39.6,15.4,atendido,ordinaria
TUR021-000407,2024-12-29,S2,4.5,10.7,atendido,ordinaria
TUR021-000408,2024-12-30,S3,8.4,9.2,atendido,preferente
TUR021-000031,2024-01-27,S1,4.6,3.1,atendido,preferente
