registro_id,fecha,sede,modalidad,asistencia_pct,nota_inicial,nota_final,horas_estudio,tutorias
NOT081-000350,2024-03-26,S2,virtual,85.8,15.6,20,10.1,3
NOT081-000351,2024-03-26,S3,presencial,62.1,11.5,15.0,1.7,2
NOT081-000352,2024-03-26,S1,presencial,64.0,17.2,11.8,0.9,2
NOT081-000353,2024-03-26,S2,presencial,47.1,10.7,12.1,5.6,0
NOT081-000354,2024-03-27,S3,presencial,72.0,7.4,10.3,9.7,5
NOT081-000355,2024-03-27,S1,virtual,76.4,5.9,12.0,6.5,7
NOT081-000356,2024-03-27,S2,virtual,66.5,10.6,10.2,7.1,2
NOT081-000357,2024-03-27,S3,virtual,75.9,6.7,11.3,4.2,10
NOT081-000358,2024-03-27,S1,presencial,92.5,9.5,13.9,11.4,5
NOT081-000359,2024-03-28,S2,virtual,46.5,11.2,12.4,2.0,3
NOT081-000360,2024-03-28,S3,presencial,63.3,11.8,9.3,4.4,3
NOT081-000361,2024-03-28,S1,presencial,57.3,10.6,7.3,1.5,3
NOT081-000362,2024-03-28,S2,presencial,85.8,16.3,15.1,7.5,1
NOT081-000363,2024-03-29,S3,virtual,65.1,10.0,13.7,7.2,0
NOT081-000364,2024-03-29,S1,virtual,100,7.2,11.3,10.9,4
NOT081-000365,2024-03-29,S2,virtual,100,14.3,14.2,8.4,1
NOT081-000366,2024-03-29,S3,virtual,92.5,11.9,12.7,2.9,2
NOT081-000367,2024-03-30,S1,presencial,83.1,8.0,10.6,4.6,6
NOT081-000368,2024-03-30,S2,presencial,100,3.6,6.9,1.6,4
NOT081-000369,2024-03-30,S3,presencial,87.8,12.8,12.4,3.1,2
NOT081-000370,2024-03-30,S1,virtual,84.6,12.5,13.9,1.6,2
NOT081-000371,2024-03-31,S2,virtual,79.9,9.0,8.4,11.2,7
NOT081-000372,2024-03-31,S3,virtual,100,12.2,13.5,4.0,2
NOT081-000373,2024-03-31,S1,presencial,70.7,12.1,10.6,8.6,3
NOT081-000374,2024-03-31,S2,presencial,100,17.9,18.4,9.5,3
NOT081-000375,2024-04-01,S3,virtual,62.8,11.8,8.4,7.3,3
NOT081-000376,2024-04-01,S1,presencial,96.4,9.9,8.6,3.3,7
NOT081-000377,2024-04-01,S2,virtual,72.1,11.9,15.1,4.3,3
NOT081-000378,2024-04-01,S3,virtual,100,12.5,14.7,8.8,0
NOT081-000379,2024-04-02,S1,presencial,70.5,9.7,10.2,4.5,6
NOT081-000380,2024-04-02,S2,presencial,59.7,15.0,14.7,3.8,0
NOT081-000381,2024-04-02,S3,presencial,88.8,11.0,13.0,10.5,1
NOT081-000382,2024-04-02,S1,virtual,54.9,11.7,5.9,0.4,0
NOT081-000383,2024-04-03,S2,presencial,73.1,8.9,8.5,2.3,5
NOT081-000384,2024-04-03,S3,virtual,61.4,11.2,11.7,11.3,3
NOT081-000385,2024-04-03,S1,presencial,61.9,4.9,6.1,0.6,8
NOT081-000386,2024-04-03,S2,presencial,82.7,7.8,10.9,4.2,10
NOT081-000387,2024-04-04,S3,presencial,77.2,4.5,9.2,1.2,4
NOT081-000388,2024-04-04,S1,presencial,88.9,7.4,6.8,5.4,8
NOT081-000389,2024-04-04,S2, PRESENCIAL ,67.1,13.3,7.9,1.9,1
NOT081-000390,2024-02-30,S3,virtual,75.1,11.5,9.2,4.6,3
NOT081-000391,2024-04-05,S1,presencial,100,10.4,12.0,8.2,0
NOT081-000392,2024-04-05,S2,virtual,99.4,8.5,8.8,10.6,3
NOT081-000393,2024-04-05,S3,virtual,77.2,11.5,10.4,5.0,0
NOT081-000394,2024-04-05,S1,virtual,74.4,10.3,10.2,8.4,3
NOT081-000395,2024-04-06,S2,presencial,79.0,11.1,14.1,5.1,3
NOT081-000396,2024-04-06,S3,presencial,74.6,9.7,10.4,5.9,5
NOT081-000397,2024-04-06,S1,presencial,74.9,10.7,11.1,5.2,0
NOT081-000398,2024-04-06,S2,presencial,72.2,11.6,13.7,11.8,1
NOT081-000399,2024-04-06,S3,virtual,54.5,13.4,9.9,4.7,0
NOT081-000400,2024-04-07,S1,virtual,87.3,10.8,10.3,7.7,0
NOT081-000401,2024-04-07,S2,presencial,72.8,13.5,11.7,7.0,2
NOT081-000402,2024-04-07,S3,virtual,95.5,8.9,10.4,1.5,4
NOT081-000403,2024-04-07,S1,presencial,83.0,11.4,12.9,7.2,1
NOT081-000404,2024-04-08,S2,virtual,64.7,10.1,11.4,4.3,0
NOT081-000405,2024-04-08,S3,virtual,71.3,12.9,15.8,6.8,1
NOT081-000406,2024-04-08,S1,presencial,54.3,12.8,9.7,4.9,0
NOT081-000407,2024-04-08,S2,presencial,71.7,11.9,10.6,1.9,0
NOT081-000408,2024-04-09,S3,virtual,74.5,11.7,8.9,0.7,0
NOT081-000409,2024-04-09,S1,virtual,79.3,12.1,12.9,1.0,0
NOT081-000410,2024-04-09,S2,presencial,70.6,14.5,13.0,10.2,1
NOT081-000411,2024-04-09,S3,presencial,75.3,11.8,11.6,2.9,1
NOT081-000412,2024-04-10,S1,virtual,70.9,11.6,11.3,4.1,0
NOT081-000413,2024-04-10,S2,presencial,68.7,16.3,15.3,10.4,2
NOT081-000414,2024-04-10,S3,presencial,88.2,12.5,16.4,4.9,3
NOT081-000415,2024-04-10,S1,virtual,65.7,9.8,11.3,8.4,7
NOT081-000416,2024-04-11,S2,presencial,92.0,7.2,,6.4,2
NOT081-000417,2024-04-11,S3,presencial,70.9,11.9,11.3,11.5,3
NOT081-000418,2024-04-11,S1,virtual,100,8.0,8.2,0.4,6
NOT081-000419,2024-04-11,S2,presencial,78.2,9.8,11.7,7.0,4
NOT081-000420,2024-04-12,S3,presencial,75.0,11.1,8.8,2.2,2
NOT081-000421,2024-04-12,S1,presencial,95.0,15.7,19.1,2.0,2
NOT081-000422,2024-04-12,S2,virtual,77.5,8.7,12.5,6.6,4
NOT081-000423,2024-04-12,S3,virtual,92.6,10.4,"11,7",6.1,0
NOT081-000424,2024-04-13,S1,presencial,63.5,13.0,12.4,4.6,2
NOT081-000425,2024-04-13,S2,virtual,87.7,11.1,12.1,9.7,2
NOT081-000426,2024-04-13,S3,virtual,39.4,13.2,12.2,11.3,1
NOT081-000427,2024-04-13,S1,virtual,100,9.9,12.8,3.8,10
NOT081-000428,2024-04-14,S2,virtual,87.9,12.1,14.2,3.9,2
NOT081-000429,2024-04-14,S3,presencial,57.4,8.3,4.7,0.4,4
NOT081-000430,2024-04-14,S1,presencial,65.6,14.7,15.0,7.6,3
NOT081-000431,2024-04-14,S2,virtual,90.3,13.7,12.3,4.0,3
NOT081-000432,2024-04-15,S3,virtual,68.8,8.7,10.6,5.2,10
NOT081-000433,2024-04-15,S1,presencial,51.4,15.8,12.2,2.0,1
NOT081-000434,2024-04-15,S2,presencial,72.4,18.7,14.3,1.5,1
NOT081-000435,2024-04-15,S3,presencial,100,7.4,8.5,1.6,6
NOT081-000436,2024-04-15,S1,virtual,94.0,12.6,15.2,7.4,2
NOT081-000437,2024-04-16,S2,presencial,73.1,12.3,10.5,1.9,2
NOT081-000438,2024-04-16,S3,virtual,100,13.5,14.3,6.4,1
NOT081-000439,2024-04-16,S1,presencial,100,9.5,13.9,7.8,8
NOT081-000440,2024-04-16,S2,presencial,76.4,11.8,11.8,4.7,1
NOT081-000441,2024-04-17,S3,virtual,75.1,11.8,10.6,4.2,3
NOT081-000442,2024-04-17,S1,presencial,75.3,9.3,12.9,5.8,9
NOT081-000443,2024-04-17,S2,presencial,100,9.4,8.0,0.5,2
NOT081-000444,2024-04-17,S3,virtual,80.4,9.3,13.5,10.1,10
NOT081-000445,2024-04-18,S1,virtual,88.0,7.6,9.2,1.6,6
NOT081-000446,2024-04-18,S2,virtual,48.2,6.3,6.1,0.8,3
NOT081-000447,2024-04-18,S3,presencial,64.6,9.8,9.0,2.8,9
NOT081-000448,2024-04-18,S1,virtual,89.1,11.6,12.4,6.2,0
NOT081-000449,2024-04-19,S2,virtual,82.4,6.2,7.6,7.8,5
NOT081-000450,2024-04-19,S3,presencial,73.7,7.4,10.2,10.7,8
NOT081-000451,2024-04-19,S1,virtual,100,11.8,12.5,7.3,1
NOT081-000452,2024-04-19,S2,virtual,56.7,10.0,8.5,4.0,1
NOT081-000453,2024-04-20,S3,virtual,70.0,13.7,14.9,9.0,3
NOT081-000454,2024-04-20,S1,virtual,88.6,12.9,11.2,5.8,0
NOT081-000455,2024-04-20,S2,virtual,85.8,9.6,13.1,11.5,4
NOT081-000456,2024-04-20,S3,presencial,75.0,15.5,16.5,6.6,2
NOT081-000457,2024-04-21,S1,virtual,83.6,7.7,14.6,11.3,10
NOT081-000458,2024-04-21,S2,virtual,89.4,10.8,12.8,10.5,1
NOT081-000459,2024-04-21,S3,presencial,96.2,13.4,14.9,3.4,0
NOT081-000460,2024-04-21,S1,presencial,65.9,8.9,9.4,1.0,10
NOT081-000461,2024-04-22,S2,virtual,74.0,15.3,16.3,11.2,1
NOT081-000462,2024-04-22,S3,presencial,69.5,6.6,4.8,2.6,2
NOT081-000463,2024-04-22,S1,virtual,64.2,12.2,5.5,5.7,1
NOT081-000464,2024-04-22,S2,presencial,57.3,9.4,7.0,0.6,2
NOT081-000465,2024-04-23,S3,virtual,52.8,8.3,11.1,1.3,2
NOT081-000466,2024-04-23,S1,presencial,64.6,13.9,14.2,8.1,3
NOT081-000467,2024-04-23,S2,presencial,57.2,8.3,7.0,2.3,4
NOT081-000468,2024-04-23,S3,presencial,43.0,12.9,12.4,11.3,2
NOT081-000469,2024-04-24,S1,presencial,72.4,4.8,7.5,6.2,4
NOT081-000470,2024-04-24,S2,presencial,40.3,7.9,10.0,7.7,8
NOT081-000471,2024-04-24,S3,virtual,73.1,15.8,13.8,1.4,0
NOT081-000472,2024-04-24,S1,presencial,76.3,9.7,11.6,11.8,5
NOT081-000473,2024-04-25,S2,virtual,84.3,8.5,11.6,7.7,2
NOT081-000474,2024-04-25,S3,virtual,65.7,5.3,11.0,11.5,9
NOT081-000475,2024-04-25,S1,presencial,90.4,1.9,8.7,9.7,4
NOT081-000476,2024-04-25,S2,presencial,82.8,12.6,12.9,4.3,1
NOT081-000477,2024-04-25,S3,virtual,89.6,13.5,15.2,9.8,3
NOT081-000478,2024-04-26,S1,presencial,78.8,13.6,10.2,11.0,1
NOT081-000479,2024-04-26,S2,virtual,60.6,8.5,10.8,9.2,7
NOT081-000480,2024-04-26,S3,presencial,97.8,12.8,15.0,10.2,2
NOT081-000481,2024-04-26,S1,virtual,80.7,12.9,10.6,2.7,2
NOT081-000482,2024-04-27,S2,presencial,62.0,12.9,13.3,9.1,3
NOT081-000483,2024-04-27,S3,presencial,83.7,8.7,9.6,10.9,5
NOT081-000484,2024-04-27,S1,presencial,82.6,9.3,11.2,11.6,5
NOT081-000485,2024-04-27,S2,virtual,59.6,11.5,9.6,5.3,0
NOT081-000486,2024-04-28,S3, PRESENCIAL ,36.1,8.7,9.0,8.7,9
NOT081-000487,2024-04-28,S1,virtual,83.0,10.0,11.5,10.7,1
NOT081-000488,2024-04-28,S2,virtual,100,8.1,9.6,0.1,3
NOT081-000489,2024-04-28,S3,virtual,63.5,11.4,13.4,11.5,3
NOT081-000490,2024-04-29,S1,virtual,84.1,6.4,10.1,8.4,5
NOT081-000491,2024-04-29,S2,presencial,75.6,14.1,14.6,11.0,2
NOT081-000492,2024-04-29,S3,virtual,100,12.2,14.2,6.9,1
NOT081-000493,2024-04-29,S1,virtual,60.6,12.5,12.7,4.2,2
NOT081-000494,2024-04-30,S2,virtual,80.8,2.8,7.9,11.9,3
NOT081-000495,2024-04-30,S3,presencial,60.2,14.1,14.2,3.3,3
NOT081-000496,2024-04-30,S1,presencial,54.4,9.6,9.6,4.5,3
NOT081-000497,2024-04-30,S2,virtual,88.3,9.1,9.3,7.9,9
NOT081-000498,2024-05-01,S3,virtual,77.8,12.8,11.7,3.6,1
NOT081-000499,2024-05-01,S1,presencial,89.7,11.9,,3.2,2
NOT081-000500,2024-05-01,S2,presencial,86.3,12.7,9.3,0.6,1
NOT081-000501,2024-05-01,S3,presencial,72.3,11.8,10.9,9.7,2
NOT081-000502,2024-05-02,S1,presencial,100,13.7,14.5,11.7,3
NOT081-000503,2024-05-02,S2,presencial,74.9,9.1,11.7,10.7,6
NOT081-000504,2024-05-02,S3,presencial,89.7,8.2,10.8,7.9,5
NOT081-000505,2024-05-02,S1,virtual,86.6,11.0,7.5,4.2,2
NOT081-000506,2024-05-03,S2,virtual,59.9,13.4,10.9,0.0,2
NOT081-000507,2024-05-03,S3,virtual,84.5,10.6,11.2,2.8,3
NOT081-000508,2024-05-03,S1,virtual,86.2,16.9,15.9,2.3,3
NOT081-000509,2024-05-03,S2,virtual,100,14.3,16.0,10.2,3
NOT081-000510,2024-05-04,S3,presencial,61.1,13.8,11.1,1.1,3
NOT081-000511,2024-05-04,S1,presencial,73.4,8.0,9.9,0.7,5
NOT081-000512,2024-05-04,S2,virtual,51.8,12.1,11.3,11.7,1
NOT081-000513,2024-05-04,S3,virtual,71.9,13.8,15.1,2.5,2
NOT081-000514,2024-05-05,S1,presencial,70.9,13.2,17.6,11.9,0
NOT081-000515,2024-05-05,S2,presencial,86.7,9.6,12.4,6.2,9
NOT081-000516,2024-05-05,S3,virtual,55.2,12.3,10.6,10.7,1
NOT081-000517,2024-05-05,S1,virtual,79.9,13.9,11.1,4.9,0
NOT081-000518,2024-05-05,S2,presencial,75.4,11.8,12.4,6.7,1
NOT081-000519,2024-05-06,S3,virtual,96.7,11.8,13.6,11.2,0
NOT081-000520,2024-05-06,S1,virtual,31.6,10.4,10.0,11.7,2
NOT081-000521,2024-05-06,S2,presencial,86.4,11.7,10.8,6.3,1
NOT081-000522,2024-05-06,S3,virtual,58.0,11.0,7.9,6.2,3
NOT081-000523,2024-05-07,S1,virtual,69.3,14.3,11.9,5.4,3
NOT081-000524,2024-05-07,S2,presencial,96.4,9.8,10.5,4.6,2
NOT081-000525,2024-05-07,S3,presencial,35.4,13.7,11.8,6.7,3
NOT081-000526,2024-05-07,S1,virtual,100,8.8,9.2,8.4,3
NOT081-000527,2024-05-08,S2,virtual,85.8,13.0,10.3,6.7,1
NOT081-000528,2024-05-08,S3,presencial,100,11.3,11.7,8.4,0
NOT081-000529,2024-05-08,S1,virtual,87.2,12.0,10.9,2.6,0
NOT081-000530,2024-05-08,S2,virtual,79.9,13.8,14.5,10.4,2
NOT081-000531,2024-05-09,S3,presencial,70.6,10.4,12.4,5.3,2
NOT081-000532,2024-05-09,S1,virtual,97.9,13.0,10.2,8.4,3
NOT081-000533,2024-05-09,S2,virtual,100,8.2,14.7,11.6,4
NOT081-000534,2024-05-09,S3,presencial,76.4,10.8,10.7,4.9,2
NOT081-000535,2024-05-10,S1,presencial,61.7,8.5,8.0,11.7,8
NOT081-000536,2024-05-10,S2,presencial,96.0,10.0,12.3,10.7,0
NOT081-000537,2024-05-10,S3,presencial,81.0,8.6,13.5,5.8,9
NOT081-000538,2024-05-10,S1,presencial,94.9,9.9,14.2,6.4,5
NOT081-000539,2024-05-11,S2,virtual,73.2,10.1,9.7,11.7,3
NOT081-000540,2024-05-11,S3,virtual,48.4,10.2,6.9,10.0,0
NOT081-000541,2024-05-11,S1,presencial,85.4,10.4,11.6,4.0,0
NOT081-000542,2024-05-11,S2,virtual,71.8,11.6,8.3,1.4,0
NOT081-000543,2024-05-12,S3,virtual,100,11.3,13.0,7.4,0
NOT081-000544,2024-05-12,S1,virtual,82.1,11.0,10.7,6.1,1
NOT081-000545,2024-05-12,S2,virtual,94.5,10.1,9.2,1.0,0
NOT081-000546,2024-05-12,S3,virtual,59.9,5.9,6.1,0.8,10
NOT081-000547,2024-05-13,S1,virtual,83.8,15.3,16.5,6.1,3
NOT081-000548,2024-05-13,S2,presencial,81.4,6.4,4.9,0.4,9
NOT081-000549,2024-05-13,S3,virtual,80.2,7.3,11.9,9.4,2
NOT081-000550,2024-05-13,S1,virtual,67.4,8.4,7.0,2.4,2
NOT081-000551,2024-05-14,S2,presencial,69.4,12.6,13.8,3.6,1
NOT081-000552,2024-05-14,S3,virtual,85.2,13.6,11.9,0.9,1
NOT081-000553,2024-05-14,S1,presencial,70.4,6.2,6.6,2.4,6
NOT081-000554,2024-05-14,S2,virtual,100,9.0,14.6,4.9,8
NOT081-000555,2024-05-14,S3,virtual,68.8,9.2,12.0,6.6,8
NOT081-000556,2024-05-15,S1,presencial,87.4,6.3,11.1,3.1,7
NOT081-000557,2024-05-15,S2,presencial,65.7,10.8,11.2,8.4,0
NOT081-000558,2024-05-15,S3,virtual,77.7,7.3,13.9,8.5,4
NOT081-000559,2024-05-15,S1,virtual,60.5,7.6,10.6,8.8,2
NOT081-000560,2024-05-16,S2,virtual,79.9,15.4,16.7,2.4,2
NOT081-000561,2024-05-16,S3,presencial,78.0,8.3,11.7,11.0,8
NOT081-000562,2024-05-16,S1,presencial,100,13.5,16.3,9.0,1
NOT081-000563,2024-05-16,S2,virtual,65.5,8.2,7.6,2.0,9
NOT081-000564,2024-05-17,S3,presencial,100,8.9,9.8,3.4,5
NOT081-000565,2024-05-17,S1,presencial,86.4,18.0,17.3,5.5,1
NOT081-000566,2024-05-17,S2,presencial,76.6,8.3,11.4,0.3,2
NOT081-000567,2024-05-17,S3,presencial,85.0,11.7,14.5,10.7,2
NOT081-000568,2024-05-18,S1,presencial,96.4,8.8,9.3,7.4,7
NOT081-000569,2024-05-18,S2,presencial,69.8,4.4,3.3,1.8,10
NOT081-000570,2024-05-18,S3,virtual,72.6,12.2,10.1,3.1,0
NOT081-000571,2024-05-18,S1,virtual,73.3,9.3,9.3,0.5,9
NOT081-000572,2024-05-19,S2,virtual,60.3,9.6,9.0,1.5,2
NOT081-000573,2024-05-19,S3,presencial,66.0,8.2,9.6,0.3,5
NOT081-000574,2024-05-19,S1,virtual,53.9,11.6,10.7,5.2,2
NOT081-000575,2024-05-19,S2,presencial,100,11.1,12.1,11.4,2
NOT081-000576,2024-05-20,S3,presencial,50.0,5.6,6.1,10.5,2
NOT081-000577,2024-05-20,S1,presencial,64.5,12.1,12.3,9.3,3
NOT081-000578,2024-05-20,S2,presencial,100,6.8,7.8,11.5,2
NOT081-000579,2024-05-20,S3,virtual,80.4,16.5,19.6,4.1,2
NOT081-000580,2024-05-21,S1,presencial,87.8,9.4,12.6,5.7,10
NOT081-000581,2024-05-21,S2,presencial,85.1,14.0,14.9,5.5,2
NOT081-000582,2024-05-21,S3,presencial,81.0,11.2,,11.3,1
NOT081-000583,2024-05-21,S1, PRESENCIAL ,60.2,8.8,12.4,6.2,8
NOT081-000584,2024-05-22,S2,presencial,56.7,9.5,10.7,9.1,9
NOT081-000585,2024-05-22,S3,presencial,68.2,15.3,12.4,2.4,3
NOT081-000586,2024-05-22,S1,presencial,79.3,5.0,4.4,5.5,2
NOT081-000587,2024-05-22,S2,presencial,68.5,7.6,10.1,10.6,5
NOT081-000588,2024-05-23,S3,presencial,90.6,9.3,12.8,1.7,7
NOT081-000589,2024-05-23,S1,virtual,70.9,8.2,10.1,7.4,9
NOT081-000590,2024-05-23,S2,virtual,87.3,7.5,11.4,10.1,3
NOT081-000591,2024-05-23,S3,presencial,82.2,13.6,12.3,0.1,2
NOT081-000592,2024-05-24,S1,virtual,65.1,11.7,8.9,9.9,1
NOT081-000593,2024-05-24,S2,virtual,56.8,12.1,10.8,2.8,3
NOT081-000594,2024-05-24,S3,presencial,78.0,8.1,11.5,3.3,8
NOT081-000595,2024-05-24,S1,presencial,51.9,14.4,17.8,11.5,3
NOT081-000596,2024-05-24,S2,presencial,78.5,6.9,10.5,10.3,2
NOT081-000597,2024-05-25,S3,presencial,89.7,9.7,13.1,10.5,5
NOT081-000598,2024-05-25,S1,presencial,47.0,8.6,8.1,8.6,6
NOT081-000599,2024-05-25,S2,presencial,63.0,13.1,9.9,3.0,0
NOT081-000600,2024-05-25,S3,presencial,83.4,11.5,13.1,9.4,2
NOT081-000601,2024-05-26,S1,presencial,97.9,11.8,16.3,11.2,3
NOT081-000602,2024-05-26,S2,presencial,74.3,6.0,8.7,9.3,5
NOT081-000603,2024-05-26,S3,presencial,80.3,15.0,10.8,7.8,2
NOT081-000604,2024-05-26,S1,virtual,90.5,5.5,7.8,2.3,10
NOT081-000605,2024-05-27,S2,presencial,94.7,7.3,7.2,2.8,10
NOT081-000606,2024-05-27,S3,presencial,52.7,15.7,12.1,4.4,1
NOT081-000607,2024-05-27,S1,virtual,78.6,14.0,12.3,5.5,0
NOT081-000608,2024-05-27,S2,presencial,100,13.8,15.0,4.0,0
NOT081-000609,2024-05-28,S3,virtual,57.6,9.0,10.3,9.9,7
NOT081-000610,2024-05-28,S1,virtual,94.6,10.2,11.0,8.7,0
NOT081-000611,2024-05-28,S2,virtual,59.6,7.7,11.3,6.5,8
NOT081-000612,2024-05-28,S3,presencial,80.1,10.8,7.9,4.1,0
NOT081-000613,2024-05-29,S1,presencial,64.5,9.8,15.6,8.0,4
NOT081-000614,2024-05-29,S2,virtual,49.1,10.4,7.5,10.4,3
NOT081-000615,2024-05-29,S3,virtual,53.5,11.8,9.5,5.7,2
NOT081-000616,2024-05-29,S1,presencial,74.8,17.9,14.9,4.3,0
NOT081-000617,2024-05-30,S2,virtual,63.7,9.9,10.1,6.9,10
NOT081-000618,2024-05-30,S3,presencial,97.8,8.6,11.8,6.9,2
NOT081-000619,2024-05-30,S1,presencial,58.3,16.3,20,10.1,3
NOT081-000620,2024-05-30,S2,virtual,100,13.1,18.1,11.6,1
NOT081-000621,2024-05-31,S3,presencial,97.6,9.2,13.8,1.9,9
NOT081-000622,2024-05-31,S1,virtual,64.4,5.9,8.0,2.5,4
NOT081-000623,2024-05-31,S2,presencial,74.8,12.2,7.0,11.5,0
NOT081-000624,2024-05-31,S3,virtual,91.8,13.6,14.1,10.6,0
NOT081-000625,2024-06-01,S1,virtual,91.6,14.7,14.7,4.9,0
NOT081-000626,2024-06-01,S2,virtual,62.2,14.2,9.4,4.0,1
NOT081-000627,2024-06-01,S3,virtual,64.9,7.6,7.5,0.7,6
NOT081-000628,2024-06-01,S1,virtual,79.3,6.4,9.4,3.1,4
NOT081-000629,2024-06-02,S2,presencial,52.1,11.2,10.0,4.9,2
NOT081-000630,2024-06-02,S3,virtual,75.8,7.2,11.3,9.6,9
NOT081-000631,2024-06-02,S1,presencial,88.4,13.4,13.8,6.9,0
NOT081-000632,2024-06-02,S2,presencial,45.8,15.3,10.9,3.4,1
NOT081-000633,2024-06-02,S3,virtual,81.2,13.1,13.6,4.7,1
NOT081-000634,2024-06-03,S1,virtual,78.2,17.6,"14,4",0.5,0
NOT081-000635,2024-06-03,S2,presencial,83.0,14.1,15.1,10.6,3
NOT081-000636,2024-06-03,S3,virtual,96.8,11.2,11.0,1.1,0
NOT081-000637,2024-06-03,S1,virtual,52.8,13.9,9.0,2.3,0
NOT081-000638,2024-06-04,S2,virtual,88.4,8.7,10.7,7.9,8
NOT081-000639,2024-06-04,S3,presencial,98.3,19.5,15.2,3.9,3
NOT081-000640,2024-06-04,S1,virtual,85.7,6.2,11.2,7.2,3
NOT081-000641,2024-06-04,S2,virtual,92.8,10.9,13.5,9.2,3
NOT081-000642,2024-06-05,S3,virtual,100,10.6,12.9,3.3,1
NOT081-000643,2024-06-05,S1,presencial,89.8,10.0,11.1,5.6,1
NOT081-000644,2024-06-05,S2,presencial,69.5,10.4,8.6,6.2,3
NOT081-000645,2024-06-05,S3,virtual,93.5,15.0,14.4,3.9,1
NOT081-000646,2024-06-06,S1,presencial,68.6,9.5,13.3,0.1,9
NOT081-000647,2024-06-06,S2,virtual,66.2,15.0,14.1,9.2,3
NOT081-000648,2024-06-06,S3,virtual,91.8,9.8,13.7,6.4,7
NOT081-000649,2024-06-06,S1,virtual,100,16.7,13.4,2.2,1
NOT081-000650,2024-06-07,S2,virtual,89.8,12.1,11.7,2.4,2
NOT081-000651,2024-06-07,S3,presencial,70.1,5.8,10.6,11.2,2
NOT081-000652,2024-06-07,S1,virtual,87.4,9.1,12.8,5.1,3
NOT081-000653,2024-06-07,S2,virtual,93.8,9.1,12.9,3.4,10
NOT081-000654,2024-06-08,S3,presencial,83.4,9.3,14.3,7.6,9
NOT081-000655,2024-06-08,S1,virtual,57.2,7.7,4.6,3.4,2
NOT081-000656,2024-06-08,S2,presencial,73.0,10.7,15.1,11.1,0
NOT081-000657,2024-06-08,S3,virtual,92.7,9.2,9.1,3.9,5
NOT081-000658,2024-06-09,S1,presencial,92.6,13.0,12.5,5.7,1
NOT081-000659,2024-06-09,S2,virtual,79.1,7.9,9.7,1.4,9
NOT081-000660,2024-06-09,S3,virtual,100,9.2,16.3,11.0,4
NOT081-000661,2024-06-09,S1,virtual,75.8,15.9,12.1,8.8,1
NOT081-000662,2024-06-10,S2,virtual,75.6,11.0,11.7,10.9,1
NOT081-000663,2024-06-10,S3,presencial,81.1,14.4,13.7,5.5,0
NOT081-000664,2024-06-10,S1,virtual,98.1,16.4,12.6,7.2,0
NOT081-000665,2024-06-10,S2,presencial,92.2,11.0,,7.0,2
NOT081-000666,2024-06-11,S3,presencial,92.9,9.8,12.2,11.6,9
NOT081-000667,2024-06-11,S1,virtual,59.0,9.1,15.0,9.5,9
NOT081-000668,2024-06-11,S2,presencial,79.1,8.2,12.9,7.6,3
NOT081-000669,2024-06-11,S3,virtual,80.2,13.1,16.7,9.8,1
NOT081-000670,2024-06-12,S1,presencial,63.3,15.0,17.7,10.2,3
NOT081-000671,2024-06-12,S2,presencial,58.5,8.4,9.3,10.9,6
NOT081-000672,2024-06-12,S3,presencial,90.8,4.2,10.4,11.7,4
NOT081-000673,2024-06-12,S1,virtual,77.1,8.4,7.9,3.7,4
NOT081-000674,2024-06-12,S2,virtual,100,13.2,12.0,1.7,0
NOT081-000675,2024-06-13,S3,virtual,77.4,15.7,14.6,6.0,1
NOT081-000676,2024-06-13,S1,virtual,83.8,9.1,11.0,1.1,6
NOT081-000677,2024-06-13,S2,virtual,100,11.3,9.8,5.2,1
NOT081-000678,2024-06-13,S3,presencial,73.3,12.6,12.4,2.8,2
NOT081-000679,2024-06-14,S1,presencial,89.7,14.1,18.8,11.1,2
NOT081-000680,2024-06-14,S2, VIRTUAL ,84.0,9.4,11.2,4.6,6
NOT081-000681,2024-06-14,S3,presencial,66.1,14.6,12.3,6.9,1
NOT081-000682,2024-06-14,S1,virtual,100,10.6,11.3,7.3,0
NOT081-000683,2024-06-15,S2,virtual,79.7,11.9,14.3,9.7,1
NOT081-000684,2024-06-15,S3,presencial,80.0,13.8,14.2,7.1,3
NOT081-000685,2024-06-15,S1,virtual,69.5,8.9,10.6,6.7,9
NOT081-000686,2024-06-15,S2,virtual,67.7,9.2,12.5,2.6,5
NOT081-000687,2024-06-16,S3,presencial,66.5,10.2,10.8,10.7,3
NOT081-000688,2024-06-16,S1,virtual,85.3,13.7,13.8,12.0,2
NOT081-000689,2024-06-16,S2,virtual,100,12.7,17.0,0.6,0
NOT081-000690,2024-06-16,S3,virtual,89.3,5.7,7.3,4.6,8
NOT081-000691,2024-06-17,S1,virtual,88.9,9.4,10.5,4.2,5
NOT081-000692,2024-06-17,S2,presencial,69.1,11.4,11.9,11.5,3
NOT081-000693,2024-06-17,S3,virtual,92.6,10.9,12.1,6.2,0
NOT081-000694,2024-06-17,S1,presencial,58.2,7.0,10.0,9.6,7
NOT081-000695,2024-06-18,S2,virtual,52.8,16.8,14.9,11.7,2
NOT081-000696,2024-06-18,S3,virtual,81.7,14.5,15.5,8.1,0
NOT081-000697,2024-06-18,S1,virtual,75.6,10.4,10.9,0.6,3
NOT081-000698,2024-06-18,S2,virtual,85.0,9.5,12.3,5.0,4
NOT081-000699,2024-06-19,S3,virtual,76.0,9.0,9.6,0.4,8
